person_id,candidate,election_cycle,roll_call_id,bill_number,vote_date,human_issue_code,policy_direction_of_yea,vote,candidate_position,evidence_timing,source_url,state_link
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,498436,HB174,2016-02-16,labor_unions,preempts local minimum-wage and employment-benefit requirements,Nay,opposes: preempts local minimum-wage and employment-benefit requirements,post_election,https://legiscan.com/AL/bill/HB174/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB174
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,498436,HB174,2016-02-16,labor_unions,preempts local minimum-wage and employment-benefit requirements,Nay,opposes: preempts local minimum-wage and employment-benefit requirements,post_election,https://legiscan.com/AL/bill/HB174/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB174
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,495002,HB37,2016-02-11,labor_unions,constitutionalizes right-to-work protections against mandatory union membership or dues,Nay,opposes: constitutionalizes right-to-work protections against mandatory union membership or dues,post_election,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37
ALPERSON-ALAN-HARPER,Alan Harper,2010,495002,HB37,2016-02-11,labor_unions,constitutionalizes right-to-work protections against mandatory union membership or dues,Yea,constitutionalizes right-to-work protections against mandatory union membership or dues,post_election,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,495002,HB37,2016-02-11,labor_unions,constitutionalizes right-to-work protections against mandatory union membership or dues,Nay,opposes: constitutionalizes right-to-work protections against mandatory union membership or dues,post_election,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,495002,HB37,2016-02-11,labor_unions,constitutionalizes right-to-work protections against mandatory union membership or dues,Yea,constitutionalizes right-to-work protections against mandatory union membership or dues,post_election,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,495002,HB37,2016-02-11,labor_unions,constitutionalizes right-to-work protections against mandatory union membership or dues,Nay,opposes: constitutionalizes right-to-work protections against mandatory union membership or dues,post_election,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,520654,HB37,2016-03-17,labor_unions,constitutionalizes right-to-work protections against mandatory union membership or dues,Nay,opposes: constitutionalizes right-to-work protections against mandatory union membership or dues,post_election,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,520654,HB37,2016-03-17,labor_unions,constitutionalizes right-to-work protections against mandatory union membership or dues,Nay,opposes: constitutionalizes right-to-work protections against mandatory union membership or dues,post_election,https://legiscan.com/AL/bill/HB37/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB37
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,626637,HB24,2017-04-18,social_services,protects religious child-placement providers from adverse state action,Nay,opposes: protects religious child-placement providers from adverse state action,post_election,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,626637,HB24,2017-04-18,social_services,protects religious child-placement providers from adverse state action,Nay,opposes: protects religious child-placement providers from adverse state action,post_election,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,84439,SB309,2011-05-25,public_employee_benefits,tightens state-retiree health eligibility and increases participant cost-sharing,Nay,opposes: tightens state-retiree health eligibility and increases participant cost-sharing,post_election,https://legiscan.com/AL/bill/SB309/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB309
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,84439,SB309,2011-05-25,public_employee_benefits,tightens state-retiree health eligibility and increases participant cost-sharing,Nay,opposes: tightens state-retiree health eligibility and increases participant cost-sharing,post_election,https://legiscan.com/AL/bill/SB309/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB309
ALPERSON-MARC-KEAHEY,Marc Keahey,2010,84439,SB309,2011-05-25,public_employee_benefits,tightens state-retiree health eligibility and increases participant cost-sharing,Nay,opposes: tightens state-retiree health eligibility and increases participant cost-sharing,post_election,https://legiscan.com/AL/bill/SB309/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB309
ALPERSON-VIVIAN-DAVIS-FIGURES,Vivian Davis Figures,2010,84439,SB309,2011-05-25,public_employee_benefits,tightens state-retiree health eligibility and increases participant cost-sharing,Nay,opposes: tightens state-retiree health eligibility and increases participant cost-sharing,post_election,https://legiscan.com/AL/bill/SB309/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB309
ALPERSON-JERRY-L-FIELDING,Jerry Fielding,2010,84439,SB309,2011-05-25,public_employee_benefits,tightens state-retiree health eligibility and increases participant cost-sharing,Nay,opposes: tightens state-retiree health eligibility and increases participant cost-sharing,post_election,https://legiscan.com/AL/bill/SB309/2011,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB309
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,1335966,SB198,2023-05-31,criminal_justice,"increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",Nay,"opposes: increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",post_election,https://legiscan.com/AL/bill/SB198/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,1335966,SB198,2023-05-31,criminal_justice,"increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",Nay,"opposes: increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",post_election,https://legiscan.com/AL/bill/SB198/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,1335966,SB198,2023-05-31,criminal_justice,"increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",Yea,"increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",post_election,https://legiscan.com/AL/bill/SB198/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,1335966,SB198,2023-05-31,criminal_justice,"increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",Nay,"opposes: increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",post_election,https://legiscan.com/AL/bill/SB198/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,1335966,SB198,2023-05-31,criminal_justice,"increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",Nay,"opposes: increases penalties for attempted, solicited, and conspired Class C felonies; expands habitual-offender enhancements to Class D felonies; and permits longer incarceration instead of mandatory split sentences",post_election,https://legiscan.com/AL/bill/SB198/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,187211,HB658,2012-04-19,immigration,strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,Nay,opposes: strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,post_election,https://legiscan.com/AL/bill/HB658/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-ALAN-HARPER,Alan Harper,2010,187211,HB658,2012-04-19,immigration,strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,Yea,strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,post_election,https://legiscan.com/AL/bill/HB658/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,187211,HB658,2012-04-19,immigration,strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,Nay,opposes: strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,pre_or_during_election,https://legiscan.com/AL/bill/HB658/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,187211,HB658,2012-04-19,immigration,strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,Nay,opposes: strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,pre_or_during_election,https://legiscan.com/AL/bill/HB658/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-CRAIG-FORD,Craig Ford,2014,187211,HB658,2012-04-19,immigration,strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,Nay,opposes: strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,pre_or_during_election,https://legiscan.com/AL/bill/HB658/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,187211,HB658,2012-04-19,immigration,strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,Nay,opposes: strengthens and revises restrictions and enforcement concerning unlawfully present immigrants,post_election,https://legiscan.com/AL/bill/HB658/2012,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB658
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,1336165,SB261,2023-05-31,anti_esg_governance,"prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",Nay,"opposes: prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,1336165,SB261,2023-05-31,anti_esg_governance,"prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",Nay,"opposes: prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,1336165,SB261,2023-05-31,anti_esg_governance,"prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",Yea,"prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,1336165,SB261,2023-05-31,anti_esg_governance,"prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",Nay,"opposes: prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,1336165,SB261,2023-05-31,anti_esg_governance,"prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",Nay,"opposes: prohibits governmental entities from using covered public contracts or other governmental pressure to advance economic boycotts targeting a bundle of protected industries, environmental and corporate-governance choices, firearms activity, and refusals to facilitate abortion or gender-transition care",post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,1336165,SB261,2023-05-31,environment_energy,prohibits public contracting rules based on certain environmental or corporate-governance boycotts,Nay,opposes: prohibits public contracting rules based on certain environmental or corporate-governance boycotts,post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,1336165,SB261,2023-05-31,environment_energy,prohibits public contracting rules based on certain environmental or corporate-governance boycotts,Nay,opposes: prohibits public contracting rules based on certain environmental or corporate-governance boycotts,post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,1336165,SB261,2023-05-31,environment_energy,prohibits public contracting rules based on certain environmental or corporate-governance boycotts,Yea,prohibits public contracting rules based on certain environmental or corporate-governance boycotts,post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,1336165,SB261,2023-05-31,environment_energy,prohibits public contracting rules based on certain environmental or corporate-governance boycotts,Nay,opposes: prohibits public contracting rules based on certain environmental or corporate-governance boycotts,post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,1336165,SB261,2023-05-31,environment_energy,prohibits public contracting rules based on certain environmental or corporate-governance boycotts,Nay,opposes: prohibits public contracting rules based on certain environmental or corporate-governance boycotts,post_election,https://legiscan.com/AL/bill/SB261/2023,https://alison.legislature.state.al.us/bill-search
ALPERSON-ALAN-HARPER,Alan Harper,2010,619068,HB24,2017-03-16,social_services,protects religious child-placement providers from adverse state action,Yea,protects religious child-placement providers from adverse state action,post_election,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,619068,HB24,2017-03-16,social_services,protects religious child-placement providers from adverse state action,Yea,protects religious child-placement providers from adverse state action,post_election,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,619068,HB24,2017-03-16,social_services,protects religious child-placement providers from adverse state action,Nay,opposes: protects religious child-placement providers from adverse state action,post_election,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,619068,HB24,2017-03-16,social_services,protects religious child-placement providers from adverse state action,Yea,protects religious child-placement providers from adverse state action,post_election,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,619068,HB24,2017-03-16,social_services,protects religious child-placement providers from adverse state action,Nay,opposes: protects religious child-placement providers from adverse state action,post_election,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,619068,HB24,2017-03-16,social_services,protects religious child-placement providers from adverse state action,Nay,opposes: protects religious child-placement providers from adverse state action,post_election,https://legiscan.com/AL/bill/HB24/2017,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HB24&WIN_TYPE=SELECTED_STATUS
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,542204,SB363,2016-05-04,abortion,prohibits dilation-and-evacuation abortions except for serious maternal health risk,Nay,opposes: prohibits dilation-and-evacuation abortions except for serious maternal health risk,post_election,https://legiscan.com/AL/bill/SB363/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB363
ALPERSON-ALAN-HARPER,Alan Harper,2010,542204,SB363,2016-05-04,abortion,prohibits dilation-and-evacuation abortions except for serious maternal health risk,Yea,prohibits dilation-and-evacuation abortions except for serious maternal health risk,post_election,https://legiscan.com/AL/bill/SB363/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB363
ALPERSON-JOHNNY-MACK-MORROW,Johnny Mack Morrow,2018,542204,SB363,2016-05-04,abortion,prohibits dilation-and-evacuation abortions except for serious maternal health risk,Nay,opposes: prohibits dilation-and-evacuation abortions except for serious maternal health risk,pre_or_during_election,https://legiscan.com/AL/bill/SB363/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB363
ALPERSON-CRAIG-FORD,Craig Ford,2014,542204,SB363,2016-05-04,abortion,prohibits dilation-and-evacuation abortions except for serious maternal health risk,Yea,prohibits dilation-and-evacuation abortions except for serious maternal health risk,post_election,https://legiscan.com/AL/bill/SB363/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB363
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,542204,SB363,2016-05-04,abortion,prohibits dilation-and-evacuation abortions except for serious maternal health risk,Nay,opposes: prohibits dilation-and-evacuation abortions except for serious maternal health risk,post_election,https://legiscan.com/AL/bill/SB363/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB363
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,542204,SB363,2016-05-04,abortion,prohibits dilation-and-evacuation abortions except for serious maternal health risk,Yea,prohibits dilation-and-evacuation abortions except for serious maternal health risk,post_election,https://legiscan.com/AL/bill/SB363/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB363
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,542204,SB363,2016-05-04,abortion,prohibits dilation-and-evacuation abortions except for serious maternal health risk,Nay,opposes: prohibits dilation-and-evacuation abortions except for serious maternal health risk,post_election,https://legiscan.com/AL/bill/SB363/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB363
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,473455,SB41,2015-08-11,criminal_justice,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,Nay,opposes: removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-ALAN-HARPER,Alan Harper,2010,473455,SB41,2015-08-11,criminal_justice,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,Yea,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,473455,SB41,2015-08-11,criminal_justice,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,Yea,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,473455,SB41,2015-08-11,criminal_justice,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,Nay,opposes: removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,473455,SB41,2015-08-11,criminal_justice,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,Yea,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,473455,SB41,2015-08-11,criminal_justice,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,Nay,opposes: removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,473455,SB41,2015-08-11,criminal_justice,removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,Nay,opposes: removes protected funding for the Tutwiler women's prison and permits reallocation within the corrections system,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-BARBARA-BIGSBY-BOYD,Barbara Bigsby Boyd,2010,473455,SB41,2015-08-11,taxes_budget,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,Nay,opposes: removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-ALAN-HARPER,Alan Harper,2010,473455,SB41,2015-08-11,taxes_budget,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,Yea,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-RICHARD-LINDSEY,Richard Lindsey,2014,473455,SB41,2015-08-11,taxes_budget,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,Yea,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-NAPOLEON-BRACY-JR,Napoleon Bracy Jr.,2010,473455,SB41,2015-08-11,taxes_budget,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,Nay,opposes: removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-NATHANIEL-LEDBETTER,Nathaniel Ledbetter,2010,473455,SB41,2015-08-11,taxes_budget,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,Yea,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-BARBARA-A-DRUMMOND,Barbara A. Drummond,2014,473455,SB41,2015-08-11,taxes_budget,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,Nay,opposes: removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-ANTHONY-DANIELS,Anthony Daniels,2014,473455,SB41,2015-08-11,taxes_budget,removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,Nay,opposes: removes a facility-specific corrections earmark and expands ADOC discretion to allocate existing funds during the General Fund crisis,post_election,https://legiscan.com/AL/bill/SB41/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-TAMMY-L-IRONS,Tammy Irons,2010,242777,SB41,2013-03-07,labor_unions,declares right-to-work policy and creates a cause of action,Nay,opposes: declares right-to-work policy and creates a cause of action,post_election,https://legiscan.com/AL/bill/SB41/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
ALPERSON-BILLY-BEASLEY,Billy Beasley,2010,242777,SB41,2013-03-07,labor_unions,declares right-to-work policy and creates a cause of action,Nay,opposes: declares right-to-work policy and creates a cause of action,post_election,https://legiscan.com/AL/bill/SB41/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB41
