canonical_candidate_id,year,issue_code,sponsorship_issue_score,directional_sponsored_bills,primary_sponsored_bills
AL-2018-house-51-R-ALLEN-TREADAWAY,2018,taxes_budget,-1.0,1,0
AL-2018-house-53-D-ANTHONY-DANIELS,2018,taxes_budget,1.0,1,0
AL-2018-house-55-D-RODERICK-ROD-HAMPTON-SCOTT,2018,taxes_budget,1.0,1,0
AL-2018-house-59-D-MARY-MOORE,2018,healthcare,-1.0,2,0
AL-2018-house-71-D-ARTIS-A-J-MCCAMPBELL,2018,taxes_budget,1.0,5,0
AL-2018-house-72-D-RALPH-A-HOWARD,2018,school_choice,1.0,1,0
AL-2018-house-73-R-MATT-FRIDY,2018,abortion,1.0,1,0
AL-2018-house-74-R-DIMITRI-POLIZOS,2018,taxes_budget,1.0,2,0
AL-2018-house-84-D-BERRY-FORTE,2018,taxes_budget,-1.0,1,0
AL-2018-house-86-R-PAUL-W-LEE,2018,taxes_budget,1.0,2,0
AL-2018-house-95-R-STEVE-MCMILLAN,2018,taxes_budget,0.3333333333333333,3,0
AL-2018-house-97-D-ADLINE-C-CLARKE,2018,taxes_budget,1.0,1,0
AL-2018-house-101-R-CHRIS-PRINGLE,2018,taxes_budget,-0.3333333333333333,3,0
AL-2018-senate-1-R-TIM-MELSON,2018,taxes_budget,0.7142857142857143,7,0
AL-2018-senate-3-R-ARTHUR-ORR,2018,healthcare,1.0,1,0
AL-2018-senate-3-R-ARTHUR-ORR,2018,taxes_budget,1.0,2,0
AL-2018-senate-5-R-GREG-J-REED,2018,taxes_budget,1.0,2,0
AL-2018-senate-8-R-STEVE-LIVINGSTON,2018,taxes_budget,1.0,3,0
AL-2018-senate-9-R-CLAY-SCOFIELD,2018,taxes_budget,1.0,3,0
AL-2018-senate-12-R-DEL-MARSH,2018,school_choice,1.0,2,0
AL-2018-senate-12-R-DEL-MARSH,2018,taxes_budget,-1.0,2,0
AL-2018-senate-14-R-CAM-WARD,2018,criminal_justice,1.0,1,0
AL-2018-senate-14-R-CAM-WARD,2018,taxes_budget,1.0,4,0
AL-2018-senate-16-R-J-T-JABO-WAGGONER,2018,abortion,1.0,1,0
AL-2018-senate-16-R-J-T-JABO-WAGGONER,2018,taxes_budget,1.0,10,0
AL-2018-senate-17-R-SHAY-SHELNUTT,2018,taxes_budget,1.0,3,0
AL-2018-senate-18-D-RODGER-M-SMITHERMAN,2018,taxes_budget,1.0,3,0
AL-2018-senate-20-D-LINDA-COLEMAN-MADISON,2018,taxes_budget,-1.0,1,0
AL-2018-senate-21-R-GERALD-ALLEN,2018,abortion,1.0,1,0
AL-2018-senate-24-D-BOBBY-SINGLETON,2018,taxes_budget,1.0,2,0
AL-2018-senate-27-R-TOM-WHATLEY,2018,taxes_budget,0.7142857142857143,7,0
AL-2018-senate-28-D-BILLY-BEASLEY,2018,healthcare,-1.0,1,0
AL-2018-senate-28-D-BILLY-BEASLEY,2018,taxes_budget,0.5,4,0
AL-2018-senate-33-D-VIVIAN-DAVIS-FIGURES,2018,taxes_budget,-0.14285714285714285,7,0
AL-2018-senate-34-R-JACK-WILLIAMS,2018,abortion,1.0,1,0
AL-2018-senate-34-R-JACK-WILLIAMS,2018,taxes_budget,1.0,1,0
AL-2022-house-1-R-PHILLIP-PETTUS,2022,guns,1.0,1,0
AL-2022-house-1-R-PHILLIP-PETTUS,2022,taxes_budget,1.0,1,0
AL-2022-house-4-R-PARKER-DUNCAN-MOORE,2022,abortion,1.0,1,0
AL-2022-house-4-R-PARKER-DUNCAN-MOORE,2022,guns,1.0,1,0
AL-2022-house-5-R-DANNY-F-CRAWFORD,2022,guns,1.0,1,0
AL-2022-house-6-R-ANDY-WHITT,2022,taxes_budget,1.0,2,0
AL-2022-house-8-R-TERRI-COLLINS,2022,abortion,1.0,1,0
AL-2022-house-8-R-TERRI-COLLINS,2022,school_choice,1.0,3,0
AL-2022-house-9-R-SCOTT-STADTHAGEN,2022,abortion,1.0,1,0
AL-2022-house-9-R-SCOTT-STADTHAGEN,2022,guns,1.0,1,0
AL-2022-house-9-R-SCOTT-STADTHAGEN,2022,public_education,1.0,1,0
AL-2022-house-9-R-SCOTT-STADTHAGEN,2022,taxes_budget,1.0,2,0
AL-2022-house-11-R-RANDALL-SHEDD,2022,taxes_budget,1.0,1,0
AL-2022-house-12-R-COREY-HARBISON,2022,guns,1.0,1,0
AL-2022-house-14-R-TIMOTHY-TIM-WADSWORTH,2022,guns,0.0,2,0
AL-2022-house-16-R-KYLE-SOUTH,2022,criminal_justice,1.0,1,0
AL-2022-house-16-R-KYLE-SOUTH,2022,taxes_budget,0.3333333333333333,6,0
AL-2022-house-17-R-TRACY-ESTES,2022,abortion,1.0,1,0
AL-2022-house-17-R-TRACY-ESTES,2022,guns,1.0,2,0
AL-2022-house-18-R-JAMIE-KIEL,2022,abortion,1.0,3,0
AL-2022-house-18-R-JAMIE-KIEL,2022,guns,1.0,2,0
AL-2022-house-19-D-LAURA-HALL,2022,criminal_justice,1.0,1,0
AL-2022-house-19-D-LAURA-HALL,2022,taxes_budget,1.0,4,0
AL-2022-house-21-R-REX-REYNOLDS,2022,taxes_budget,1.0,3,0
AL-2022-house-22-R-RITCHIE-WHORTON,2022,guns,0.3333333333333333,3,0
AL-2022-house-24-R-NATHANIEL-LEDBETTER,2022,abortion,1.0,1,0
AL-2022-house-24-R-NATHANIEL-LEDBETTER,2022,taxes_budget,1.0,1,0
AL-2022-house-27-R-WES-KITCHENS,2022,abortion,1.0,1,0
AL-2022-house-27-R-WES-KITCHENS,2022,taxes_budget,1.0,2,0
AL-2022-house-30-R-CRAIG-LIPSCOMB,2022,guns,1.0,2,0
AL-2022-house-30-R-CRAIG-LIPSCOMB,2022,taxes_budget,1.0,1,0
AL-2022-house-32-D-BARBARA-BIGSBY-BOYD,2022,taxes_budget,1.0,1,0
AL-2022-house-33-R-BEN-ROBBINS,2022,taxes_budget,1.0,1,0
AL-2022-house-34-R-DAVID-STANDRIDGE,2022,taxes_budget,1.0,1,0
AL-2022-house-37-R-BOB-FINCHER,2022,guns,1.0,1,0
AL-2022-house-39-R-GINNY-SHAVER,2022,abortion,1.0,3,0
AL-2022-house-39-R-GINNY-SHAVER,2022,taxes_budget,-1.0,1,0
AL-2022-house-40-D-PAM-HOWARD,2022,taxes_budget,1.0,1,0
AL-2022-house-40-R-CHAD-ROBERTSON,2022,abortion,1.0,1,0
AL-2022-house-40-R-CHAD-ROBERTSON,2022,guns,1.0,1,0
AL-2022-house-41-R-CORLEY-ELLIS,2022,taxes_budget,1.0,1,0
AL-2022-house-42-R-VAN-SMITH,2022,taxes_budget,1.0,1,0
AL-2022-house-43-R-ARNOLD-MOONEY,2022,abortion,1.0,1,0
AL-2022-house-43-R-ARNOLD-MOONEY,2022,guns,1.0,2,0
AL-2022-house-43-R-ARNOLD-MOONEY,2022,taxes_budget,1.0,2,0
AL-2022-house-44-R-DANNY-GARRETT,2022,guns,1.0,1,0
AL-2022-house-44-R-DANNY-GARRETT,2022,taxes_budget,1.0,2,0
AL-2022-house-46-R-DAVID-FAULKNER,2022,taxes_budget,1.0,6,0
AL-2022-house-48-R-JIM-CARNS,2022,abortion,1.0,1,0
AL-2022-house-48-R-JIM-CARNS,2022,guns,1.0,1,0
AL-2022-house-48-R-JIM-CARNS,2022,taxes_budget,1.0,1,0
AL-2022-house-50-R-JIM-HILL,2022,taxes_budget,-1.0,1,0
AL-2022-house-51-R-ALLEN-TREADAWAY,2022,taxes_budget,1.0,1,0
AL-2022-house-53-D-ANTHONY-DANIELS,2022,taxes_budget,1.0,2,0
AL-2022-house-54-D-NEIL-RAFFERTY,2022,criminal_justice,1.0,1,0
AL-2022-house-54-D-NEIL-RAFFERTY,2022,healthcare,-1.0,2,0
AL-2022-house-54-D-NEIL-RAFFERTY,2022,taxes_budget,1.0,3,0
AL-2022-house-58-D-ROLANDA-HOLLIS,2022,criminal_justice,1.0,1,0
AL-2022-house-58-D-ROLANDA-HOLLIS,2022,taxes_budget,1.0,2,0
AL-2022-house-59-D-MARY-MOORE,2022,taxes_budget,1.0,2,0
AL-2022-house-60-D-JUANDALYNN-GIVAN,2022,taxes_budget,1.0,2,0
AL-2022-house-65-R-BRETT-EASTERBROOK,2022,guns,1.0,1,0
AL-2022-house-65-R-BRETT-EASTERBROOK,2022,taxes_budget,-1.0,2,0
AL-2022-house-66-R-ALAN-BAKER,2022,abortion,1.0,1,0
AL-2022-house-67-D-PRINCE-CHESTNUT,2022,taxes_budget,1.0,1,0
AL-2022-house-68-D-THOMAS-E-ACTION-JACKSON,2022,taxes_budget,1.0,2,0
AL-2022-house-69-D-KELVIN-J-LAWRENCE,2022,taxes_budget,0.3333333333333333,3,0
AL-2022-house-71-D-ARTIS-AJ-MCCAMPBELL,2022,taxes_budget,1.0,2,0
AL-2022-house-74-R-CHARLOTTE-MEADOWS,2022,abortion,1.0,1,0
AL-2022-house-74-R-CHARLOTTE-MEADOWS,2022,guns,1.0,2,0
AL-2022-house-74-R-CHARLOTTE-MEADOWS,2022,school_choice,1.0,3,0
AL-2022-house-77-D-TASHINA-MORRIS,2022,taxes_budget,1.0,1,0
AL-2022-house-79-R-JOE-LOVVORN,2022,taxes_budget,1.0,1,0
AL-2022-house-80-R-CHRIS-E-BLACKSHEAR,2022,taxes_budget,1.0,1,0
AL-2022-house-81-R-ED-OLIVER,2022,abortion,1.0,1,0
AL-2022-house-81-R-ED-OLIVER,2022,guns,1.0,1,0
AL-2022-house-81-R-ED-OLIVER,2022,taxes_budget,1.0,2,0
AL-2022-house-82-D-PEBBLIN-WALKER-WARREN,2022,taxes_budget,-1.0,1,0
AL-2022-house-83-D-JEREMY-GRAY,2022,taxes_budget,1.0,2,0
AL-2022-house-84-D-BERRY-FORTE,2022,taxes_budget,1.0,1,0
AL-2022-house-85-D-DEXTER-GRIMSLEY,2022,taxes_budget,1.0,2,0
AL-2022-house-86-R-PAUL-W-LEE,2022,taxes_budget,1.0,3,0
AL-2022-house-87-R-JEFF-SORRELLS,2022,abortion,1.0,1,0
AL-2022-house-90-R-CHRIS-SELLS,2022,taxes_budget,-1.0,1,0
AL-2022-house-91-R-RHETT-MARQUES,2022,abortion,1.0,1,0
AL-2022-house-91-R-RHETT-MARQUES,2022,guns,1.0,1,0
AL-2022-house-91-R-RHETT-MARQUES,2022,taxes_budget,1.0,1,0
AL-2022-house-93-R-STEVE-CLOUSE,2022,taxes_budget,1.0,1,0
AL-2022-house-96-R-MATT-SIMPSON,2022,abortion,1.0,1,0
AL-2022-house-97-D-ADLINE-CLARKE,2022,criminal_justice,1.0,1,0
AL-2022-house-97-D-ADLINE-CLARKE,2022,taxes_budget,1.0,2,0
AL-2022-house-99-D-SAM-JONES,2022,taxes_budget,1.0,1,0
AL-2022-house-101-R-CHRIS-PRINGLE,2022,taxes_budget,1.0,3,0
AL-2022-house-102-R-SHANE-STRINGER,2022,guns,1.0,4,0
AL-2022-house-103-D-BARBARA-DRUMMOND,2022,taxes_budget,1.0,5,0
AL-2022-house-104-R-MARGIE-WILCOX,2022,abortion,1.0,1,0
AL-2022-house-104-R-MARGIE-WILCOX,2022,taxes_budget,1.0,1,0
AL-2022-house-105-R-CHIP-BROWN,2022,abortion,1.0,1,0
AL-2022-house-105-R-CHIP-BROWN,2022,guns,1.0,2,0
AL-2022-house-105-R-CHIP-BROWN,2022,taxes_budget,1.0,2,0
AL-2022-senate-1-R-TIM-MELSON,2022,guns,1.0,1,0
AL-2022-senate-1-R-TIM-MELSON,2022,school_choice,1.0,1,0
AL-2022-senate-1-R-TIM-MELSON,2022,taxes_budget,1.0,9,0
AL-2022-senate-2-R-TOM-BUTLER,2022,school_choice,1.0,1,0
AL-2022-senate-2-R-TOM-BUTLER,2022,taxes_budget,1.0,5,0
AL-2022-senate-3-R-ARTHUR-ORR,2022,immigration,1.0,1,0
AL-2022-senate-3-R-ARTHUR-ORR,2022,taxes_budget,1.0,5,0
AL-2022-senate-4-R-GARLAN-GUDGER,2022,taxes_budget,0.3333333333333333,3,0
AL-2022-senate-5-R-GREG-J-REED,2022,taxes_budget,1.0,2,0
AL-2022-senate-6-R-LARRY-STUTTS,2022,school_choice,1.0,1,0
AL-2022-senate-6-R-LARRY-STUTTS,2022,taxes_budget,1.0,3,0
AL-2022-senate-7-R-SAM-GIVHAN,2022,taxes_budget,1.0,5,0
AL-2022-senate-8-R-STEVE-LIVINGSTON,2022,taxes_budget,1.0,10,0
AL-2022-senate-9-R-CLAY-SCOFIELD,2022,taxes_budget,1.0,3,0
AL-2022-senate-10-R-ANDREW-JONES,2022,taxes_budget,0.42857142857142855,7,0
AL-2022-senate-13-R-RANDY-PRICE,2022,taxes_budget,1.0,1,0
AL-2022-senate-14-R-APRIL-WEAVER,2022,taxes_budget,1.0,1,0
AL-2022-senate-15-R-DAN-ROBERTS,2022,taxes_budget,1.0,5,0
AL-2022-senate-16-R-J-T-JABO-WAGGONER,2022,taxes_budget,1.0,7,0
AL-2022-senate-17-R-SHAY-SHELNUTT,2022,taxes_budget,1.0,1,0
AL-2022-senate-18-D-RODGER-M-SMITHERMAN,2022,guns,-1.0,1,0
AL-2022-senate-18-D-RODGER-M-SMITHERMAN,2022,school_choice,1.0,1,0
AL-2022-senate-18-D-RODGER-M-SMITHERMAN,2022,taxes_budget,1.0,1,0
AL-2022-senate-20-D-LINDA-COLEMAN-MADISON,2022,guns,-1.0,1,0
AL-2022-senate-20-D-LINDA-COLEMAN-MADISON,2022,taxes_budget,1.0,1,0
AL-2022-senate-21-R-GERALD-ALLEN,2022,abortion,1.0,1,0
AL-2022-senate-21-R-GERALD-ALLEN,2022,school_choice,1.0,1,0
AL-2022-senate-21-R-GERALD-ALLEN,2022,taxes_budget,0.5,4,0
AL-2022-senate-22-R-GREG-ALBRITTON,2022,abortion,1.0,1,0
AL-2022-senate-22-R-GREG-ALBRITTON,2022,school_choice,1.0,1,0
AL-2022-senate-24-D-BOBBY-SINGLETON,2022,guns,-1.0,1,0
AL-2022-senate-24-D-BOBBY-SINGLETON,2022,taxes_budget,1.0,1,0
AL-2022-senate-25-R-WILL-BARFOOT,2022,school_choice,1.0,3,0
AL-2022-senate-25-R-WILL-BARFOOT,2022,taxes_budget,1.0,3,0
AL-2022-senate-26-D-KIRK-HATCHER,2022,guns,-1.0,1,0
AL-2022-senate-26-D-KIRK-HATCHER,2022,taxes_budget,1.0,4,0
AL-2022-senate-28-D-BILLY-BEASLEY,2022,guns,-1.0,1,0
AL-2022-senate-28-D-BILLY-BEASLEY,2022,taxes_budget,1.0,1,0
AL-2022-senate-29-R-DONNIE-CHESTEEN,2022,taxes_budget,1.0,1,0
AL-2022-senate-32-R-CHRIS-ELLIOTT,2022,taxes_budget,1.0,4,0
AL-2022-senate-33-D-VIVIAN-DAVIS-FIGURES,2022,abortion,1.0,2,0
AL-2022-senate-33-D-VIVIAN-DAVIS-FIGURES,2022,taxes_budget,1.0,1,0
AL-2022-senate-34-R-JACK-WILLIAMS,2022,taxes_budget,1.0,2,0
AL-2022-senate-35-R-DAVID-SESSIONS,2022,taxes_budget,1.0,1,0
