canonical_candidate_id,person_id,year,chamber,district_candidate,canonical_party,canonical_name,incumbent,winner,prior_winner_i,expected_prior_officeholder,resolved_name,identity_status,identity_match_method,member_source_id,member_display_name,first_session,last_session,legislative_sessions,legislative_ideology_available,coverage_status,score_member_source_id,identity_member_source_id,votes_used,possible_votes,legislative_evidence_rows,legislative_issue_axes,effective_window_member_id,member_source_id_window,raw_yea_nay_votes,raw_rollcalls,scoring_eligible_votes,scoring_eligible_rollcalls,mapped_issue_votes,mapped_issue_rollcalls,legiscan_identity_resolved,pre_election_identity_resolved,gap_reason
AL-2010-house-45-D-CHARLENE-CANNON,ALPERSON-CHARLENE-CANNON,2010,house,45,D,CHARLENE CANNON,0,0,False,False,CHARLENE CANNON,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-senate-5-R-CHARLES-BISHOP,ALPERSON-CHARLES-BISHOP,2006,senate,5,R,CHARLES BISHOP,0,1,False,False,CHARLES BISHOP,resolved,exact_name_same_chamber_district,LEGISCAN-3492,Charles Bishop,2010.0,2010.0,1,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3492,,,0,0,LEGISCAN-3492,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2006-house-90-D-CHARLES-NEWTON,ALPERSON-CHARLES-NEWTON,2006,house,90,D,CHARLES NEWTON,0,1,False,False,CHARLES NEWTON,resolved,exact_name_same_chamber_district,LEGISCAN-3447,Charles Newton,2010.0,2014.0,5,True,scored_pre_election_legislative_behavior,AL1996L063,LEGISCAN-3447,863.0,1082.0,48,7,AL1996L063,AL1996L063,4347,4347,863,863,48,48,True,True,score_and_issue_evidence_available
AL-2010-house-90-D-CHARLES-NEWTON,ALPERSON-CHARLES-NEWTON,2010,house,90,D,CHARLES NEWTON,1,1,True,True,Charles Newton,resolved,exact_name_same_chamber_district,LEGISCAN-3447,Charles Newton,2010.0,2014.0,5,True,scored_pre_election_legislative_behavior,LEGISCAN-3447,LEGISCAN-3447,39.0,643.0,2,2,LEGISCAN-3447,LEGISCAN-3447,344,344,39,39,2,2,True,True,score_and_issue_evidence_available
AL-2018-house-99-R-CHARLES-W-TALBERT,ALPERSON-CHARLES-W-TALBERT,2018,house,99,R,Charles W. Talbert,0,0,False,False,Charles W. Talbert,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2018-house-37-D-CHARLOTTE-A-CLARK-FRIESON,ALPERSON-CHARLOTTE-A-CLARK-FRIESON,2018,house,37,D,Charlotte A. Clark-Frieson,0,0,False,False,Charlotte A. Clark-Frieson,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-senate-7-R-CHERYL-BASWELL-GUTHRIE,ALPERSON-CHERYL-BASWELL-GUTHRIE,2006,senate,7,R,CHERYL BASWELL-GUTHRIE,0,0,False,False,CHERYL BASWELL-GUTHRIE,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2018-house-105-R-CHIP-BROWN,ALPERSON-CHIP-BROWN,2018,house,105,R,Chip Brown,0,1,False,False,Chip Brown,resolved,exact_name_same_chamber_district,LEGISCAN-21287,Chip Brown,2019.0,2026.0,8,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-21287,,,0,0,LEGISCAN-21287,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2018-house-80-R-CHRIS-E-BLACKSHEAR,ALPERSON-CHRIS-E-BLACKSHEAR,2018,house,80,R,Chris E. Blackshear,1,1,False,True,Chris E. Blackshear,resolved,first_initial_surname_same_chamber_district,LEGISCAN-17874,Chris Blackshear,2016.0,2026.0,11,True,scored_pre_election_legislative_behavior,LEGISCAN-17874,LEGISCAN-17874,567.0,876.0,35,12,LEGISCAN-17874,LEGISCAN-17874,1801,1801,567,567,34,34,True,True,score_and_issue_evidence_available
AL-2018-senate-32-R-CHRIS-ELLIOTT,ALPERSON-CHRIS-ELLIOTT,2018,senate,32,R,Chris Elliott,0,1,False,False,Chris Elliott,resolved,exact_name_same_chamber_district,LEGISCAN-21169,Chris Elliott,2019.0,2026.0,8,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-21169,,,0,0,LEGISCAN-21169,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2014-house-101-R-CHRIS-PRINGLE,ALPERSON-CHRIS-PRINGLE,2014,house,101,R,Chris Pringle,0,1,False,False,Chris Pringle,resolved,exact_name_same_chamber_district,LEGISCAN-17603,Chris Pringle,2015.0,2026.0,12,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-17603,,,0,0,LEGISCAN-17603,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2018-house-101-R-CHRIS-PRINGLE,ALPERSON-CHRIS-PRINGLE,2018,house,101,R,Chris Pringle,1,1,True,True,Chris Pringle,resolved,exact_name_same_chamber_district,LEGISCAN-17603,Chris Pringle,2015.0,2026.0,12,True,scored_pre_election_legislative_behavior,LEGISCAN-17603,LEGISCAN-17603,675.0,876.0,37,14,LEGISCAN-17603,LEGISCAN-17603,2199,2199,675,675,36,36,True,True,score_and_issue_evidence_available
AL-2014-house-90-R-CHRIS-SELLS,ALPERSON-CHRIS-SELLS,2014,house,90,R,Chris Sells,0,1,False,False,Chris Sells,resolved,exact_name_same_chamber_district,LEGISCAN-17596,Chris Sells,2015.0,2026.0,12,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-17596,,,0,0,LEGISCAN-17596,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2018-house-90-R-CHRIS-SELLS,ALPERSON-CHRIS-SELLS,2018,house,90,R,Chris Sells,1,1,True,True,Chris Sells,resolved,exact_name_same_chamber_district,LEGISCAN-17596,Chris Sells,2015.0,2026.0,12,True,scored_pre_election_legislative_behavior,LEGISCAN-17596,LEGISCAN-17596,651.0,876.0,33,12,LEGISCAN-17596,LEGISCAN-17596,2360,2360,651,651,32,32,True,True,score_and_issue_evidence_available
AL-2018-house-80-D-CHRISTOPHER-F-APOSTLE-DAVIS,ALPERSON-CHRISTOPHER-F-APOSTLE-DAVIS,2018,house,80,D,"Christopher F. ""Apostle"" Davis",0,0,False,False,"Christopher F. ""Apostle"" Davis",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2014-house-53-R-CHRISTOPHER-HORN,ALPERSON-CHRISTOPHER-HORN,2014,house,53,R,Christopher Horn,0,0,False,False,Christopher Horn,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-house-70-D-CHRISTOPHER-JOHN-ENGLAND,ALPERSON-CHRISTOPHER-JOHN-ENGLAND,2006,house,70,D,CHRISTOPHER JOHN ENGLAND,0,1,False,False,CHRISTOPHER JOHN ENGLAND,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3374,Christopher England,2010.0,2026.0,17,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-3374,,,0,0,LEGISCAN-3374,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2010-house-70-D-CHRISTOPHER-JOHN-ENGLAND,ALPERSON-CHRISTOPHER-JOHN-ENGLAND,2010,house,70,D,CHRISTOPHER JOHN ENGLAND,1,1,True,True,CHRISTOPHER JOHN ENGLAND,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3374,Christopher England,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-3374,LEGISCAN-3374,44.0,643.0,1,1,LEGISCAN-3374,LEGISCAN-3374,333,333,44,44,1,1,True,True,score_and_issue_evidence_available
AL-2014-house-70-D-CHRISTOPHER-JOHN-ENGLAND,ALPERSON-CHRISTOPHER-JOHN-ENGLAND,2014,house,70,D,Christopher John England,1,1,True,True,Christopher John England,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3374,Christopher England,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-3374,LEGISCAN-3374,773.0,871.0,40,11,LEGISCAN-3374,LEGISCAN-3374,3042,3042,773,773,38,38,True,True,score_and_issue_evidence_available
AL-2018-house-70-D-CHRISTOPHER-JOHN-ENGLAND,ALPERSON-CHRISTOPHER-JOHN-ENGLAND,2018,house,70,D,Christopher John England,1,1,True,True,Christopher John England,resolved,first_initial_surname_same_chamber_district,LEGISCAN-3374,Christopher England,2010.0,2026.0,17,True,scored_pre_election_legislative_behavior,LEGISCAN-3374,LEGISCAN-3374,750.0,876.0,38,12,LEGISCAN-3374,LEGISCAN-3374,2508,2508,750,750,37,37,True,True,score_and_issue_evidence_available
AL-2006-house-28-R-CHRISTOPHER-P-WORD,ALPERSON-CHRISTOPHER-P-WORD,2006,house,28,R,CHRISTOPHER P. WORD,0,0,False,False,CHRISTOPHER P. WORD,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2014-senate-16-D-CINDY-BELL,ALPERSON-CINDY-BELL,2014,senate,16,D,Cindy Bell,0,0,False,False,Cindy Bell,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-house-80-R-CINDY-DUNN-IRVIN,ALPERSON-CINDY-DUNN-IRVIN,2006,house,80,R,CINDY DUNN IRVIN,0,0,False,False,CINDY DUNN IRVIN,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-house-33-D-CLARA-L-CURTIS,ALPERSON-CLARA-L-CURTIS,2006,house,33,D,CLARA L. CURTIS,0,0,False,False,CLARA L. CURTIS,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-84-D-CLARK,ALPERSON-CLARK,1994,house,84,D,Clark,0,1,False,False,Clark,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-98-D-CLARK,ALPERSON-CLARK,1994,house,98,D,Clark,0,1,False,False,Clark,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2002-house-98-D-CLARK-BILL,ALPERSON-CLARK-BILL,2002,house,98,D,"Clark, Bill",0,1,False,False,"Clark, Bill",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-senate-28-D-CLAY,ALPERSON-CLAY,1994,senate,28,D,Clay,0,1,False,False,George Clay,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2010-senate-9-R-CLAY-SCOFIELD,ALPERSON-CLAY-SCOFIELD,2010,senate,9,R,CLAY SCOFIELD,0,1,False,False,Clay Scofield,resolved,exact_name_same_chamber_district,LEGISCAN-12499,Clay Scofield,2010.0,2023.0,14,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-12499,,,0,0,LEGISCAN-12499,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2014-senate-9-R-CLAY-SCOFIELD,ALPERSON-CLAY-SCOFIELD,2014,senate,9,R,Clay Scofield,1,1,True,True,Clay Scofield,resolved,exact_name_same_chamber_district,LEGISCAN-12499,Clay Scofield,2010.0,2023.0,14,True,scored_pre_election_legislative_behavior,LEGISCAN-12499,LEGISCAN-12499,811.0,1050.0,37,15,LEGISCAN-12499,LEGISCAN-12499,2548,2548,811,811,33,33,True,True,score_and_issue_evidence_available
AL-2018-senate-9-R-CLAY-SCOFIELD,ALPERSON-CLAY-SCOFIELD,2018,senate,9,R,Clay Scofield,1,1,True,True,Clay Scofield,resolved,exact_name_same_chamber_district,LEGISCAN-12499,Clay Scofield,2010.0,2023.0,14,True,scored_pre_election_legislative_behavior,LEGISCAN-12499,LEGISCAN-12499,487.0,568.0,30,11,LEGISCAN-12499,LEGISCAN-12499,2725,2725,487,487,30,30,True,True,score_and_issue_evidence_available
AL-1998-house-21-R-CLEMONS,ALPERSON-CLEMONS,1998,house,21,R,Clemons,0,0,False,False,Adam Clemons,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-93-R-CLOUSE,ALPERSON-CLOUSE,1994,house,93,R,Clouse,0,1,False,False,Steve Clouse,resolved,exact_name_same_chamber_district,LEGISCAN-3432,Steve Clouse,2010.0,2026.0,17,False,archive_unavailable_1994,,LEGISCAN-3432,,,0,0,LEGISCAN-3432,,0,0,0,0,0,0,True,True,archive_unavailable_1994
AL-2002-house-93-R-CLOUSE-STEVE,ALPERSON-CLOUSE-STEVE,2002,house,93,R,"Clouse, Steve",0,1,False,False,"Clouse, Steve",unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L098,,1348.0,1477.0,49,12,AL1996L098,AL1996L098,5993,5993,1348,1348,46,46,False,True,score_and_issue_evidence_available
AL-2014-senate-30-R-CLYDE-CHAMBLISS-JR,ALPERSON-CLYDE-CHAMBLISS-JR,2014,senate,30,R,"Clyde Chambliss, Jr.",0,1,False,False,"Clyde Chambliss, Jr.",resolved,exact_name_same_chamber_district,LEGISCAN-16872,Clyde Chambliss,2015.0,2026.0,12,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-16872,,,0,0,LEGISCAN-16872,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2018-senate-30-R-CLYDE-CHAMBLISS-JR,ALPERSON-CLYDE-CHAMBLISS-JR,2018,senate,30,R,"Clyde Chambliss, Jr.",1,1,True,True,"Clyde Chambliss, Jr.",resolved,exact_name_same_chamber_district,LEGISCAN-16872,Clyde Chambliss,2015.0,2026.0,12,True,scored_pre_election_legislative_behavior,LEGISCAN-16872,LEGISCAN-16872,520.0,568.0,29,11,LEGISCAN-16872,LEGISCAN-16872,2919,2919,520,520,29,29,True,True,score_and_issue_evidence_available
AL-2006-house-29-R-CODY-ROBINSON,ALPERSON-CODY-ROBINSON,2006,house,29,R,CODY ROBINSON,0,0,False,False,Cody Robinson,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-5-R-COFFMAN-RONNIE-G,ALPERSON-COFFMAN-RONNIE-G,2002,house,5,R,"Coffman, Ronnie G.",0,0,False,False,"Coffman, Ronnie G.",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-60-D-COLEMAN-LINDA,ALPERSON-COLEMAN-LINDA,2002,house,60,D,"Coleman, Linda",0,1,False,False,"Coleman, Linda",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-57-D-COLEMAN-MERIKA,ALPERSON-COLEMAN-MERIKA,2002,house,57,D,"Coleman, Merika",0,1,False,False,"Coleman, Merika",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-9-R-COLEY-ROY,ALPERSON-COLEY-ROY,2002,house,9,R,"Coley, Roy",0,0,False,False,"Coley, Roy",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-house-105-R-COLLIER-JACK-SPENCER,ALPERSON-COLLIER-JACK-SPENCER,2002,house,105,R,"Collier, ""Jack"" Spencer",0,1,False,False,"Collier, ""Jack"" Spencer",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-16-D-COLLINS,ALPERSON-COLLINS,1994,house,16,D,Collins,0,1,False,False,Collins,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2002-house-13-R-COMBS-TOMMY,ALPERSON-COMBS-TOMMY,2002,house,13,R,"Combs, Tommy",0,0,False,False,"Combs, Tommy",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2018-house-13-R-CONNIE-COONER-ROWE,ALPERSON-CONNIE-COONER-ROWE,2018,house,13,R,Connie Cooner Rowe,1,1,False,True,Connie Cooner Rowe,resolved,first_initial_surname_same_chamber_district,LEGISCAN-17028,Connie Rowe,2015.0,2022.0,8,True,scored_pre_election_legislative_behavior,LEGISCAN-17028,LEGISCAN-17028,740.0,876.0,39,13,LEGISCAN-17028,LEGISCAN-17028,2568,2568,740,740,38,38,True,True,score_and_issue_evidence_available
AL-1994-house-62-R-COPELAND,ALPERSON-COPELAND,1994,house,62,R,Copeland,0,0,False,False,Copeland,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2014-house-40-D-COPELAND,ALPERSON-COPELAND,2014,house,40,D,Copeland,0,0,False,False,Copeland,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2014-house-12-R-COREY-HARBISON,ALPERSON-COREY-HARBISON,2014,house,12,R,Corey Harbison,0,1,False,False,Corey Harbison,resolved,exact_name_same_chamber_district,LEGISCAN-17025,Corey Harbison,2015.0,2025.0,11,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-17025,,,0,0,LEGISCAN-17025,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2018-house-12-R-COREY-HARBISON,ALPERSON-COREY-HARBISON,2018,house,12,R,Corey Harbison,1,1,True,True,Corey Harbison,resolved,exact_name_same_chamber_district,LEGISCAN-17025,Corey Harbison,2015.0,2025.0,11,True,scored_pre_election_legislative_behavior,LEGISCAN-17025,LEGISCAN-17025,665.0,876.0,36,12,LEGISCAN-17025,LEGISCAN-17025,2199,2199,665,665,35,35,True,True,score_and_issue_evidence_available
AL-2018-house-41-R-CORLEY-ELLIS,ALPERSON-CORLEY-ELLIS,2018,house,41,R,Corley Ellis,1,1,False,True,Corley Ellis,resolved,exact_name_same_chamber_district,LEGISCAN-19256,Corley Ellis,2017.0,2026.0,10,True,scored_pre_election_legislative_behavior,LEGISCAN-19256,LEGISCAN-19256,326.0,876.0,24,9,LEGISCAN-19256,LEGISCAN-19256,1212,1212,326,326,23,23,True,True,score_and_issue_evidence_available
AL-2018-house-88-D-CORY-CREEL,ALPERSON-CORY-CREEL,2018,house,88,D,Cory Creel,0,0,False,False,Cory Creel,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2002-senate-25-D-COX-HOBSON,ALPERSON-COX-HOBSON,2002,senate,25,D,"Cox, Hobson",0,0,False,False,"Cox, Hobson",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2006-house-28-D-CRAIG-FORD,ALPERSON-CRAIG-FORD,2006,house,28,D,CRAIG FORD,0,1,False,False,Craig Ford,resolved,exact_name_same_chamber_district,LEGISCAN-3406,Craig Ford,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,AL2001L039,LEGISCAN-3406,719.0,1082.0,41,8,AL2001L039,AL2001L039,3655,3655,719,719,41,41,True,True,score_and_issue_evidence_available
AL-2010-house-28-D-CRAIG-FORD,ALPERSON-CRAIG-FORD,2010,house,28,D,CRAIG FORD,1,1,True,True,CRAIG FORD,resolved,exact_name_same_chamber_district,LEGISCAN-3406,Craig Ford,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3406,LEGISCAN-3406,44.0,643.0,3,3,LEGISCAN-3406,LEGISCAN-3406,338,338,44,44,3,3,True,True,score_and_issue_evidence_available
AL-2014-house-28-D-CRAIG-FORD,ALPERSON-CRAIG-FORD,2014,house,28,D,Craig Ford,1,1,True,True,Craig Ford,resolved,exact_name_same_chamber_district,LEGISCAN-3406,Craig Ford,2010.0,2018.0,9,True,scored_pre_election_legislative_behavior,LEGISCAN-3406,LEGISCAN-3406,729.0,871.0,40,12,LEGISCAN-3406,LEGISCAN-3406,3123,3123,729,729,38,38,True,True,score_and_issue_evidence_available
AL-2002-house-37-R-CREED-WAYNE-J,ALPERSON-CREED-WAYNE-J,2002,house,37,R,"Creed, Wayne J.",0,0,False,False,"Creed, Wayne J.",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-house-105-R-CRIGLER,ALPERSON-CRIGLER,1994,house,105,R,Crigler,0,1,False,False,"Richard P. """"Phil"""" Crigler Jr.",unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,1998,house,105,R,Crigler,0,1,True,True,Crigler,unmatched,unmatched,,,,,0,True,scored_pre_election_legislative_behavior,AL1996L022,,334.0,471.0,9,7,AL1996L022,AL1996L022,1029,1029,334,334,9,9,False,True,score_and_issue_evidence_available
AL-1998-senate-8-R-CULPEPPER,ALPERSON-CULPEPPER,1998,senate,8,R,Culpepper,0,0,False,False,Culpepper,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-1994-senate-23-R-CURL,ALPERSON-CURL,1994,senate,23,R,Curl,0,0,False,False,Curl,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-1994-house-15-R-CURRY,ALPERSON-CURRY,1994,house,15,R,Curry,0,1,False,False,Johnny Curry,unmatched,unmatched,,,,,0,False,archive_unavailable_1994,,,,,0,0,,,0,0,0,0,0,0,False,False,archive_unavailable_1994
AL-2002-house-33-D-CURTIS-CLARA,ALPERSON-CURTIS-CLARA,2002,house,33,D,"Curtis, Clara",0,0,False,False,"Curtis, Clara",unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2018-senate-26-R-D-J-JOHNSON,ALPERSON-D-J-JOHNSON,2018,senate,26,R,D. J. Johnson,0,0,False,False,D. J. Johnson,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2018-senate-15-R-DAN-ROBERTS,ALPERSON-DAN-ROBERTS,2018,senate,15,R,Dan Roberts,0,1,False,False,Dan Roberts,resolved,exact_name_same_chamber_district,LEGISCAN-21284,Dan Roberts,2019.0,2026.0,8,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-21284,,,0,0,LEGISCAN-21284,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2010-house-5-R-DAN-WILLIAMS,ALPERSON-DAN-WILLIAMS,2010,house,5,R,DAN WILLIAMS,0,1,False,False,DAN WILLIAMS,resolved,exact_name_same_chamber_district,LEGISCAN-12489,Dan Williams,2010.0,2015.0,6,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-12489,,,0,0,LEGISCAN-12489,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2014-house-5-R-DAN-WILLIAMS,ALPERSON-DAN-WILLIAMS,2014,house,5,R,Dan Williams,1,1,True,True,Dan Williams,resolved,exact_name_same_chamber_district,LEGISCAN-12489,Dan Williams,2010.0,2015.0,6,True,scored_pre_election_legislative_behavior,LEGISCAN-12489,LEGISCAN-12489,812.0,871.0,45,12,LEGISCAN-12489,LEGISCAN-12489,3321,3321,812,812,42,42,True,True,score_and_issue_evidence_available
AL-2010-house-16-R-DANIEL-H-BOMAN,ALPERSON-DANIEL-H-BOMAN,2010,house,16,R,DANIEL H. BOMAN,0,1,False,False,DANIEL H. BOMAN,resolved,first_initial_surname_same_chamber_district,LEGISCAN-12523,Daniel Boman,2010.0,2014.0,5,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-12523,,,0,0,LEGISCAN-12523,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2014-house-16-D-DANIEL-H-BOMAN,ALPERSON-DANIEL-H-BOMAN,2014,house,16,D,Daniel H. Boman,1,0,True,True,Daniel H. Boman,resolved,first_initial_surname_same_chamber_district_party_transition,LEGISCAN-12523,Daniel Boman,2010.0,2014.0,5,True,scored_pre_election_legislative_behavior,LEGISCAN-12523,LEGISCAN-12523,595.0,871.0,22,10,LEGISCAN-12523,LEGISCAN-12523,2070,2070,595,595,19,19,True,True,score_and_issue_evidence_available
AL-2018-house-94-D-DANIELLE-MASHBURN-MYRICK,ALPERSON-DANIELLE-MASHBURN-MYRICK,2018,house,94,D,Danielle Mashburn-Myrick,0,0,False,False,Danielle Mashburn-Myrick,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2010-senate-22-R-DANNY-B-JOYNER,ALPERSON-DANNY-B-JOYNER,2010,senate,22,R,DANNY B. JOYNER,0,0,False,False,Danny B. Joyner,unmatched,unmatched,,,,,0,False,no_verified_legislative_identity,,,,,0,0,,,0,0,0,0,0,0,False,False,no_verified_pre_election_legislative_identity
AL-2018-house-5-R-DANNY-F-CRAWFORD,ALPERSON-DANNY-F-CRAWFORD,2018,house,5,R,Danny F. Crawford,1,1,False,True,Danny Crawford,resolved,exact_name_same_chamber_district,LEGISCAN-17899,Danny Crawford,2016.0,2026.0,11,True,scored_pre_election_legislative_behavior,LEGISCAN-17899,LEGISCAN-17899,550.0,876.0,32,11,LEGISCAN-17899,LEGISCAN-17899,1728,1728,550,550,31,31,True,True,score_and_issue_evidence_available
AL-2014-house-44-R-DANNY-GARRETT,ALPERSON-DANNY-GARRETT,2014,house,44,R,Danny Garrett,0,1,False,False,Danny Garrett,resolved,exact_name_same_chamber_district,LEGISCAN-17591,Danny Garrett,2015.0,2026.0,12,False,verified_identity_no_scored_pre_election_service,,LEGISCAN-17591,,,0,0,LEGISCAN-17591,,0,0,0,0,0,0,True,True,identity_resolved_no_window_votes
AL-2018-house-44-R-DANNY-GARRETT,ALPERSON-DANNY-GARRETT,2018,house,44,R,Danny Garrett,1,1,True,True,Danny Garrett,resolved,exact_name_same_chamber_district,LEGISCAN-17591,Danny Garrett,2015.0,2026.0,12,True,scored_pre_election_legislative_behavior,LEGISCAN-17591,LEGISCAN-17591,787.0,876.0,39,14,LEGISCAN-17591,LEGISCAN-17591,2495,2495,787,787,38,38,True,True,score_and_issue_evidence_available
