canonical_candidate_id,bundle_id,dimensions_observed,dimensions_used,bundle_label,person_id,cycle,chamber,era,presidential_overperformance,federal_index_overperformance,candidate_cmo_total_oof
AL-2014-house-52-D-JOHN-W-ROGERS-JR,6,6,6,low social traditionalism + high racial and political equality,ALPERSON-JOHN-W-ROGERS-JR,2014,house,2008_2014,37.54515826483478,94.86417140315936,-3.712033435165388
AL-2014-house-74-D-ZACK-BUCKNER,6,6,6,low social traditionalism + high racial and political equality,ALPERSON-ZACK-BUCKNER,2014,house,2008_2014,,-9.206785150486766,-26.664454280622408
AL-2014-house-77-D-JOHN-KNIGHT,1,6,6,high social traditionalism + low material redistribution,ALPERSON-JOHN-KNIGHT,2014,house,2008_2014,,19.50640936547629,-5.463212339803853
AL-2014-house-78-D-ALVIN-HOLMES,6,5,6,low social traditionalism + high racial and political equality,ALPERSON-ALVIN-HOLMES,2014,house,2008_2014,,3.657671971610647,-20.51330897675986
AL-2014-house-83-D-GEORGE-TOOTIE-BANDY,6,6,6,low social traditionalism + high racial and political equality,ALPERSON-GEORGE-TOOTIE-BANDY,2014,house,2008_2014,20.299778177343526,13.660901412384789,3.925739113785824
AL-2014-house-84-D-BERRY-FORTE,6,5,6,low social traditionalism + high racial and political equality,ALPERSON-BERRY-FORTE,2014,house,2008_2014,20.01965733408348,8.443326109895796,-3.632622140005381
AL-2014-house-85-D-DEXTER-GRIMSLEY,1,6,6,high social traditionalism + low material redistribution,ALPERSON-DEXTER-GRIMSLEY,2014,house,2008_2014,58.965064166593336,50.28691369572722,31.79117925678193
AL-2014-house-98-D-NAPOLEON-BRACY-JR,6,6,6,low social traditionalism + high racial and political equality,ALPERSON-NAPOLEON-BRACY-JR,2014,house,2008_2014,13.6951188379814,7.874945623954737,0.4809805458470571
AL-2014-senate-11-D-RON-CRUMPTON,4,3,6,low punitive law and order + high material redistribution,ALPERSON-RON-CRUMPTON,2014,senate,2008_2014,-7.007534252156134,1.5635186047072125,-8.125985764848252
AL-2014-senate-28-D-BILLY-BEASLEY,6,5,6,low social traditionalism + high racial and political equality,ALPERSON-BILLY-BEASLEY,2014,senate,2008_2014,38.90989232319088,31.386080115899475,23.941707185599007
AL-2014-senate-35-D-BEAU-DOOLITTLE,6,4,6,low social traditionalism + high racial and political equality,ALPERSON-BEAU-DOOLITTLE,2014,senate,2008_2014,-21.026105942235784,2.5366572795109263,-6.453997613887125
AL-2014-senate-6-D-ROGER-BEDFORD-JR,1,6,6,high social traditionalism + low material redistribution,ALPERSON-ROGER-BEDFORD-JR,2014,senate,2008_2014,27.262691346866585,,15.417101631505112
AL-2018-house-10-D-J-B-KING,4,6,6,low punitive law and order + high material redistribution,ALPERSON-J-B-KING,2018,house,post_2016,4.36559631161545,-5.951019711359823,-5.472685069980805
AL-2018-house-15-D-SUZANNA-COLEMAN,4,6,6,low punitive law and order + high material redistribution,ALPERSON-SUZANNA-COLEMAN,2018,house,post_2016,-23.975625170778144,2.601298866097764,-7.760746673210853
AL-2018-house-28-D-KYLE-PIERCE,4,4,6,low punitive law and order + high material redistribution,ALPERSON-KYLE-PIERCE,2018,house,post_2016,17.236269218787278,5.758075127789168,-4.178294205973444
AL-2018-house-32-D-BARBARA-BIGSBY-BOYD,3,6,6,low racial and political equality + high social traditionalism,ALPERSON-BARBARA-BIGSBY-BOYD,2018,house,post_2016,62.3878738356007,8.76780183195456,3.5691324884514337
AL-2018-house-37-D-CHARLOTTE-A-CLARK-FRIESON,6,6,6,low social traditionalism + high racial and political equality,ALPERSON-CHARLOTTE-A-CLARK-FRIESON,2018,house,post_2016,-3.229088646369135,-4.086500493421347,-5.88876079754467
AL-2018-house-38-D-BRIAN-MCGEE,3,6,6,low racial and political equality + high social traditionalism,ALPERSON-BRIAN-MCGEE,2018,house,post_2016,-2.499847281852425,-1.3926164530273368,-2.095750528948976
AL-2018-house-41-D-EMILY-ANNE-MARCUM,4,6,6,low punitive law and order + high material redistribution,ALPERSON-EMILY-ANNE-MARCUM,2018,house,post_2016,4.712129539540285,-0.0561110478458175,-5.8647832848716135
AL-2018-house-45-D-JENN-GRAY,4,6,6,low punitive law and order + high material redistribution,ALPERSON-JENN-GRAY,2018,house,post_2016,-10.122455144988912,4.292418915850192,-2.503887600394737
AL-2018-house-46-D-FELICIA-STEWART,4,5,6,low punitive law and order + high material redistribution,ALPERSON-FELICIA-STEWART,2018,house,post_2016,-29.997161066869182,5.16356165471592,-9.455091068728535
AL-2018-house-47-D-JIM-TOOMEY,4,6,6,low punitive law and order + high material redistribution,ALPERSON-JIM-TOOMEY,2018,house,post_2016,-16.102546120266375,7.320309182645959,-3.671358835293288
AL-2018-house-61-D-THOMAS-TOMMY-HYCHE,6,6,6,low social traditionalism + high racial and political equality,ALPERSON-THOMAS-TOMMY-HYCHE,2018,house,post_2016,-5.3936291902835904,20.44554172506697,-7.112984938821359
AL-2018-house-65-D-ELAINE-BEECH,2,6,6,high gun rights + high market and development autonomy,ALPERSON-ELAINE-BEECH,2018,house,post_2016,17.77116627385618,33.908142933710835,10.813953130383348
AL-2018-house-66-D-SUSAN-E-SMITH,1,6,6,high social traditionalism + low material redistribution,ALPERSON-SUSAN-E-SMITH,2018,house,post_2016,-2.1722041127652645,1.627416219658251,-5.339351774750902
AL-2018-house-85-D-DEXTER-GRIMSLEY,1,6,6,high social traditionalism + low material redistribution,ALPERSON-DEXTER-GRIMSLEY,2018,house,post_2016,28.83853095903302,18.590221274436207,18.61294044580649
AL-2018-house-86-D-KRISTY-M-KIRKLAND,5,6,6,high material redistribution + low market and development autonomy,ALPERSON-KRISTY-M-KIRKLAND,2018,house,post_2016,-0.7179251368504254,-7.834132298762015,-4.4275671657555336
AL-2018-house-88-D-CORY-CREEL,5,6,6,high material redistribution + low market and development autonomy,ALPERSON-CORY-CREEL,2018,house,post_2016,9.27105153526508,-8.050482335565547,-7.89240091710807
AL-2018-house-90-D-JOANNE-WHETSTONE,5,6,6,high material redistribution + low market and development autonomy,ALPERSON-JOANNE-WHETSTONE,2018,house,post_2016,-5.811322625057688,-8.854309233800493,-6.6449095931518585
AL-2018-house-96-D-MAURICE-HORSEY,3,6,6,low racial and political equality + high social traditionalism,ALPERSON-MAURICE-HORSEY,2018,house,post_2016,7.205628610095744,-1.0012624379767203,-9.723309172716064
AL-2018-house-97-D-ADLINE-C-CLARKE,2,6,6,high gun rights + high market and development autonomy,ALPERSON-ADLINE-C-CLARKE,2018,house,post_2016,6.8065824549948175,-3.5520936591948,-11.883712624526265
AL-2018-senate-14-D-JERRY-MCDONALD,4,6,6,low punitive law and order + high material redistribution,ALPERSON-JERRY-MCDONALD,2018,senate,post_2016,8.696229236752089,-1.8393791902349577,-8.329559904966153
AL-2018-senate-2-D-AMY-WASYLUKA,4,6,6,low punitive law and order + high material redistribution,ALPERSON-AMY-WASYLUKA,2018,senate,post_2016,8.153359953645873,-0.8223882832215752,-1.2598976451060755
AL-2018-senate-21-D-RICK-BURNHAM,5,6,6,high material redistribution + low market and development autonomy,ALPERSON-RICK-BURNHAM,2018,senate,post_2016,-2.612417634020929,16.861083118892992,-9.938767133052618
AL-2018-senate-25-D-DAVID-A-SADLER,6,3,6,low social traditionalism + high racial and political equality,ALPERSON-DAVID-A-SADLER,2018,senate,post_2016,-26.4285892554368,-6.828704697028767,-7.934819621507719
AL-2018-senate-27-D-NANCY-CARLTON-BENDINGER,4,6,6,low punitive law and order + high material redistribution,ALPERSON-NANCY-CARLTON-BENDINGER,2018,senate,post_2016,6.36703379956527,-3.365199533672577,-1.5313019273316293
AL-2018-senate-35-D-TOM-HOLMES,4,6,6,low punitive law and order + high material redistribution,ALPERSON-TOM-HOLMES,2018,senate,post_2016,-1.0466526132681722,-0.8995873762451012,-8.144198432551185
AL-2018-senate-6-D-JOHNNY-MACK-MORROW,3,5,6,low racial and political equality + high social traditionalism,ALPERSON-JOHNNY-MACK-MORROW,2018,senate,post_2016,41.58003230450319,31.85287518218357,20.506672479413943
AL-2022-house-12-D-GSL012DFIE,4,5,6,low punitive law and order + high material redistribution,ALPERSON-GSL012DFIE,2022,house,post_2016,7.618914107257453,12.275401235260972,11.90274946638806
AL-2022-house-27-D-GSL027DNEU,3,4,6,low racial and political equality + high social traditionalism,ALPERSON-GSL027DNEU,2022,house,post_2016,-9.171580433221465,0.287292336797833,0.9131268861707298
AL-2022-house-32-D-GSL032DBOY,5,5,6,high material redistribution + low market and development autonomy,ALPERSON-GSL032DBOY,2022,house,post_2016,45.5810660205862,11.363572819216564,8.217355407371482
AL-2022-house-47-D-GSL047DCOL,4,6,6,low punitive law and order + high material redistribution,ALPERSON-GSL047DCOL,2022,house,post_2016,-37.72012670323455,-49.96445652280546,1.968515327297496
AL-2022-house-68-D-GSL068DJAC,5,5,6,high material redistribution + low market and development autonomy,ALPERSON-GSL068DJAC,2022,house,post_2016,5.8978053371725245,-4.735781079131293,2.453012595497948
AL-2022-house-69-D-GSL069DLAW,5,5,6,high material redistribution + low market and development autonomy,ALPERSON-GSL069DLAW,2022,house,post_2016,2.5669326806570547,2.581287822232987,3.603325392908937
AL-2022-house-82-D-GSL082DWAR,5,5,6,high material redistribution + low market and development autonomy,ALPERSON-GSL082DWAR,2022,house,post_2016,5.697468245826691,25.356610891847406,24.75484831222841
AL-2022-house-85-D-GSL085DGRI,5,5,6,high material redistribution + low market and development autonomy,ALPERSON-GSL085DGRI,2022,house,post_2016,15.507726399032393,24.64910736114031,22.431096840494497
AL-2022-senate-33-D-GSU33DFIG,6,6,6,low social traditionalism + high racial and political equality,ALPERSON-GSU33DFIG,2022,senate,post_2016,13.662482227453754,6.390962409730882,3.144760695831174
