election_year,votesmart_candidate_id,candidate,source_url,chamber,district,party,outcome,party_code,resolution_status,canonical_candidate_id,canonical_candidate,name_score,resolution_reason
2002.0,27595,"Hank Erwin, Jr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/27595/hank-erwin-jr,senate,14,Republican,Won,R,matched_reviewed_alias,AL-2002-senate-14-R-ERWIN-HENRY-E-HANK-JR,"Erwin, Henry E. ""Hank"", Jr.",85.5,unique same-year chamber district party; nickname/middle-name variation
2002.0,27684,Linda Coleman-Madison,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27684/linda-coleman-madison,house,60,Democratic,Won,D,matched_reviewed_alias,AL-2002-house-60-D-COLEMAN-LINDA,"Coleman, Linda",85.5,unique same-year chamber district party; nickname/middle-name variation
2002.0,27439,Allen Eugene Driggers,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27439/allen-eugene-driggers,house,27,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27445,Claude Harley Moore,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27445/claude-harley-moore,house,34,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27627,Daniel Bowden,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27627/daniel-bowden,senate,28,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27616,Frank Cobb,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27616/frank-cobb,house,40,Independent,Lost,I,outside_two_party_cmo,,,0.0,party=Independent
2002.0,27447,Horace Lee McCoy,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27447/horace-lee-mccoy,house,76,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27558,"James Richard Motes, Sr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/27558/james-richard-motes-sr,senate,23,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27569,Jean Creamer Allen,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27569/jean-creamer-allen,senate,21,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27440,Jeffrey Adam Johnson,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27440/jeffrey-adam-johnson,house,10,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27547,John Charles Turner,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27547/john-charles-turner,senate,15,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27671,John Martin,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27671/john-martin,house,31,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27577,Johnny Leon Letson,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27577/johnny-leon-letson,house,2,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27625,Joseph Lee Franklin,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27625/joseph-lee-franklin,house,1,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27518,Melinda Bennett,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27518/melinda-bennett,house,96,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27591,Pete Miller,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27591/pete-miller,house,9,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27691,Ray Campbell,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27691/ray-campbell,house,7,Independent,Lost,I,outside_two_party_cmo,,,0.0,party=Independent
2002.0,27704,Richard John Medicus,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27704/richard-john-medicus,senate,32,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2002.0,27703,Steven Mark Hayden,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27703/steven-mark-hayden,senate,25,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2006.0,60455,Benjamin Lewis,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60455/benjamin-lewis,house,86,Republican,Won,R,canonical_slot_missing,,,0.0,same_race_party_candidates=0
2006.0,57440,Tammy Irons,https://j.futurefacts.votesmart.io/candidate/political-courage-test/57440/tammy-irons,house,1,Democratic,Won,D,canonical_slot_missing,,,0.0,same_race_party_candidates=0
2006.0,60392,William Smith,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60392/william-smith,house,1,Republican,Lost,R,canonical_slot_missing,,,0.0,same_race_party_candidates=0
2006.0,60342,James Burden,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60342/james-burden,senate,2,Republican,Lost,R,conflicting_same_race_name,AL-2006-senate-2-R-JIM-BURDEN,JIM BURDEN,81.81818181818181,same race/party exists but identity is not supported by name
2006.0,60429,Allen Treadaway,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60429/allen-treadaway,house,51,Republican,Won,R,matched_existing,AL-2006-house-51-R-ALLEN-TREADAWAY,ALLEN TREADAWAY,100.0,accepted_crosswalk
2006.0,60464,Amy Beckerle Smith,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60464/amy-beckerle-smith,house,101,Democratic,Lost,D,matched_existing,AL-2006-house-101-D-AMY-BECKERLE-SMITH,AMY BECKERLE SMITH,100.0,accepted_crosswalk
2006.0,27655,Ben Little,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27655/ben-little,house,32,Republican,Lost,R,matched_existing,AL-2006-house-32-R-BEN-LITTLE,BEN LITTLE,100.0,accepted_crosswalk
2006.0,60363,Bill Ingram,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60363/bill-ingram,senate,9,Republican,Lost,R,matched_existing,AL-2006-senate-9-R-BILL-INGRAM,BILL INGRAM,100.0,accepted_crosswalk
2006.0,60421,Christopher Word,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60421/christopher-word,house,28,Republican,Lost,R,matched_existing,AL-2006-house-28-R-CHRISTOPHER-P-WORD,CHRISTOPHER P. WORD,95.0,accepted_crosswalk
2006.0,60453,Cindy Dunn Irvin,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60453/cindy-dunn-irvin,house,80,Republican,Lost,R,matched_existing,AL-2006-house-80-R-CINDY-DUNN-IRVIN,CINDY DUNN IRVIN,100.0,accepted_crosswalk
2006.0,58429,Cody Robinson,https://j.futurefacts.votesmart.io/candidate/political-courage-test/58429/cody-robinson,house,29,Republican,Lost,R,matched_existing,AL-2006-house-29-R-CODY-ROBINSON,CODY ROBINSON,100.0,accepted_crosswalk
2006.0,53381,Craig Ford,https://j.futurefacts.votesmart.io/candidate/political-courage-test/53381/craig-ford,house,28,Democratic,Won,D,matched_existing,AL-2006-house-28-D-CRAIG-FORD,CRAIG FORD,100.0,accepted_crosswalk
2006.0,53382,DuWayne Bridges,https://j.futurefacts.votesmart.io/candidate/political-courage-test/53382/duwayne-bridges,house,38,Republican,Won,R,matched_existing,AL-2006-house-38-R-DUWAYNE-BRIDGES,DUWAYNE BRIDGES,100.0,accepted_crosswalk
2006.0,60462,Frank Camp,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60462/frank-camp,house,95,Democratic,Lost,D,matched_existing,AL-2006-house-95-D-FRANK-CAMP,FRANK CAMP,100.0,accepted_crosswalk
2006.0,27484,Gary Johnson,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27484/gary-johnson,house,102,Democratic,Lost,D,matched_existing,AL-2006-house-102-D-GARY-JOHNSON,GARY JOHNSON,100.0,accepted_crosswalk
2006.0,27694,Gene Ponder,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27694/gene-ponder,house,94,Democratic,Lost,D,matched_existing,AL-2006-house-94-D-GENE-PONDER,GENE PONDER,100.0,accepted_crosswalk
2006.0,5621,Gerald Allen,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5621/gerald-allen,house,62,Republican,Won,R,matched_existing,AL-2006-house-62-R-GERALD-ALLEN,GERALD ALLEN,100.0,accepted_crosswalk
2006.0,5648,"H. Mac Gipson, Jr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/5648/h-mac-gipson-jr,house,88,Republican,Won,R,matched_existing,AL-2006-house-88-R-H-MAC-GIPSON,H. MAC GIPSON,95.0,accepted_crosswalk
2006.0,60454,Harold Raley,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60454/harold-raley,house,85,Republican,Lost,R,matched_existing,AL-2006-house-85-R-RALEY,RALEY,90.0,accepted_crosswalk
2006.0,60366,Jim Hethcox,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60366/jim-hethcox,senate,11,Republican,Lost,R,matched_existing,AL-2006-senate-11-R-JIM-HETHCOX,JIM HETHCOX,100.0,accepted_crosswalk
2006.0,15202,Jody Letson,https://j.futurefacts.votesmart.io/candidate/political-courage-test/15202/jody-letson,house,7,Democratic,Won,D,matched_existing,AL-2006-house-7-D-JOHN-JODY-LETSON,"JOHN ""JODY"" LETSON",95.0,accepted_crosswalk
2006.0,60460,John Williams,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60460/john-williams,house,93,Democratic,Lost,D,matched_existing,AL-2006-house-93-D-JOHN-WILLIAMS,JOHN WILLIAMS,100.0,accepted_crosswalk
2006.0,57222,Jonathan Barbee,https://j.futurefacts.votesmart.io/candidate/political-courage-test/57222/jonathan-barbee,house,44,Democratic,Lost,D,matched_existing,AL-2006-house-44-D-JONATHAN-BARBEE,JONATHAN BARBEE,100.0,accepted_crosswalk
2006.0,60446,Larry Grewelle,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60446/larry-grewelle,house,73,Democratic,Lost,D,matched_existing,AL-2006-house-73-D-LARRY-A-GREWELLE,LARRY A. GREWELLE,95.0,accepted_crosswalk
2006.0,60423,Lonnie Robinson,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60423/lonnie-robinson,house,35,Republican,Lost,R,matched_existing,AL-2006-house-35-R-LONNIE-C-ROBINSON,LONNIE C. ROBINSON,95.0,accepted_crosswalk
2006.0,16051,Mary Sue McClurkin,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16051/mary-sue-mcclurkin,house,43,Republican,Won,R,matched_existing,AL-2006-house-43-R-MARY-SUE-MCCLURKIN,MARY SUE MCCLURKIN,100.0,accepted_crosswalk
2006.0,15923,Mike Hubbard,https://j.futurefacts.votesmart.io/candidate/political-courage-test/15923/mike-hubbard,house,79,Republican,Won,R,matched_existing,AL-2006-house-79-R-MIKE-HUBBARD,MIKE HUBBARD,100.0,accepted_crosswalk
2006.0,60432,Patricia Todd,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60432/patricia-todd,house,54,Democratic,Won,D,matched_existing,AL-2006-house-54-D-PATRICIA-TODD,PATRICIA TODD,100.0,accepted_crosswalk
2006.0,60378,Peggy Martin,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60378/peggy-martin,senate,27,Republican,Lost,R,matched_existing,AL-2006-senate-27-R-PEGGY-MARTIN,PEGGY MARTIN,100.0,accepted_crosswalk
2006.0,60424,Pete Ward,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60424/pete-ward,house,37,Republican,Lost,R,matched_existing,AL-2006-house-37-R-PETE-WARD,PETE WARD,100.0,accepted_crosswalk
2006.0,57067,Richard Rutledge,https://j.futurefacts.votesmart.io/candidate/political-courage-test/57067/richard-rutledge,house,58,Republican,Lost,R,matched_existing,AL-2006-house-58-R-RICHARD-RUTLEDGE,RICHARD RUTLEDGE,100.0,accepted_crosswalk
2006.0,15874,Ronald Grantland,https://j.futurefacts.votesmart.io/candidate/political-courage-test/15874/ronald-grantland,house,9,Democratic,Won,D,matched_existing,AL-2006-house-9-D-RONALD-GRANTLAND,RONALD GRANTLAND,100.0,accepted_crosswalk
2006.0,60370,Russell Parker,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60370/russell-parker,senate,16,Democratic,Lost,D,matched_existing,AL-2006-senate-16-D-RUSS-PARKER,RUSS PARKER,88.0,accepted_crosswalk
2006.0,5721,Skippy White,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5721/skippy-white,house,66,Democratic,Lost,D,matched_existing,AL-2006-house-66-D-F-P-SKIPPY-WHITE,"F. P. ""SKIPPY"" WHITE",95.0,accepted_crosswalk
2006.0,58307,Stanley Nance,https://j.futurefacts.votesmart.io/candidate/political-courage-test/58307/stanley-nance,senate,18,Republican,Lost,R,matched_existing,AL-2006-senate-18-R-STANLEY-NANCE,STANLEY NANCE,100.0,accepted_crosswalk
2006.0,65219,Sue Mitchell,https://j.futurefacts.votesmart.io/candidate/political-courage-test/65219/sue-mitchell,house,4,Democratic,Lost,D,matched_existing,AL-2006-house-4-D-SUE-MITCHELL,SUE MITCHELL,100.0,accepted_crosswalk
2006.0,5608,T.D. Little,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5608/td-little,senate,27,Democratic,Won,D,matched_existing,AL-2006-senate-27-D-T-D-TED-LITTLE,T. D. (TED) LITTLE,95.0,accepted_crosswalk
2006.0,27695,Tom Shelton,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27695/tom-shelton,house,40,Republican,Lost,R,matched_existing,AL-2006-house-40-R-TOM-SHELTON,TOM SHELTON,100.0,accepted_crosswalk
2006.0,27480,Tommy Sherer,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27480/tommy-sherer,house,13,Democratic,Won,D,matched_existing,AL-2006-house-13-D-TOMMY-SHERER,TOMMY SHERER,100.0,accepted_crosswalk
2006.0,60459,William Blocker,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60459/william-blocker,house,92,Republican,Lost,R,matched_existing,AL-2006-house-92-R-WILLIAM-E-BLOCKER,WILLIAM E. BLOCKER,95.0,accepted_crosswalk
2006.0,15966,"William Thigpen, Sr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/15966/william-thigpen-sr,house,16,Democratic,Won,D,matched_existing,AL-2006-house-16-D-WILLIAM-E-THIGPEN-SR,"WILLIAM E. THIGPEN, SR.",95.0,accepted_crosswalk
2006.0,60451,Dick Clark,https://j.futurefacts.votesmart.io/candidate/political-courage-test/60451/dick-clark,house,79,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2010.0,111312,Bill Holtzclaw,https://j.futurefacts.votesmart.io/candidate/political-courage-test/111312/bill-holtzclaw,senate,2,Republican,Won,R,matched_existing,AL-2010-senate-2-R-BILL-HOLTZCLAW,BILL HOLTZCLAW,100.0,accepted_crosswalk
2010.0,121581,Brett Wadsworth,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121581/brett-wadsworth,senate,5,Democratic,Lost,D,matched_existing,AL-2010-senate-5-D-BRETT-WADSWORTH,BRETT WADSWORTH,100.0,accepted_crosswalk
2010.0,121570,Cam Ward,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121570/cam-ward,senate,14,Republican,Won,R,matched_existing,AL-2010-senate-14-R-CAM-WARD,CAM WARD,100.0,accepted_crosswalk
2010.0,121461,Charlene Cannon,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121461/charlene-cannon,house,45,Democratic,Lost,D,matched_existing,AL-2010-house-45-D-CHARLENE-CANNON,CHARLENE CANNON,100.0,accepted_crosswalk
2010.0,16045,Danny Joyner,https://j.futurefacts.votesmart.io/candidate/political-courage-test/16045/danny-joyner,senate,22,Republican,Lost,R,matched_existing,AL-2010-senate-22-R-DANNY-B-JOYNER,DANNY B. JOYNER,95.0,accepted_crosswalk
2010.0,121505,Ed Henry,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121505/ed-henry,house,9,Republican,Won,R,matched_existing,AL-2010-house-9-R-ED-HENRY,ED HENRY,100.0,accepted_crosswalk
2010.0,57224,Greg Canfield,https://j.futurefacts.votesmart.io/candidate/political-courage-test/57224/greg-canfield,house,48,Republican,Won,R,matched_existing,AL-2010-house-48-R-GREG-CANFIELD,GREG CANFIELD,100.0,accepted_crosswalk
2010.0,121563,Jim Bonner,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121563/jim-bonner,senate,6,Republican,Lost,R,matched_existing,AL-2010-senate-6-R-JIM-BONNER,JIM BONNER,100.0,accepted_crosswalk
2010.0,27483,"Jim Patterson, Jr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/27483/jim-patterson-jr,house,21,Republican,Won,R,matched_existing,AL-2010-house-21-R-JIM-PATTERSON,JIM PATTERSON,95.0,accepted_crosswalk
2010.0,27632,John Merrill,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27632/john-merrill,house,62,Republican,Won,R,matched_existing,AL-2010-house-62-R-JOHN-MERRILL,JOHN MERRILL,100.0,accepted_crosswalk
2010.0,5650,"Ken Guin, Jr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/5650/ken-guin-jr,house,14,Democratic,Lost,D,matched_existing,AL-2010-house-14-D-KEN-GUIN,KEN GUIN,95.0,accepted_crosswalk
2010.0,121574,Kim West,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121574/kim-west,senate,28,Republican,Lost,R,matched_existing,AL-2010-senate-28-R-KIM-WEST,KIM WEST,100.0,accepted_crosswalk
2010.0,15978,Larry Means,https://j.futurefacts.votesmart.io/candidate/political-courage-test/15978/larry-means,senate,10,Democratic,Lost,D,matched_existing,AL-2010-senate-10-D-LARRY-MEANS,LARRY MEANS,100.0,accepted_crosswalk
2010.0,115767,Paul Sanford,https://j.futurefacts.votesmart.io/candidate/political-courage-test/115767/paul-sanford,senate,7,Republican,Won,R,matched_existing,AL-2010-senate-7-R-PAUL-L-SANFORD,PAUL L. SANFORD,95.0,accepted_crosswalk
2010.0,5673,"Richard Laird, Sr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/5673/richard-laird-sr,house,37,Democratic,Won,D,matched_existing,AL-2010-house-37-D-RICHARD-LAIRD,RICHARD LAIRD,95.0,accepted_crosswalk
2010.0,121524,"Ron Struzik, Jr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/121524/ron-struzik-jr,house,32,Republican,Lost,R,matched_existing,AL-2010-house-32-R-RON-STRUZIK,RON STRUZIK,95.0,accepted_crosswalk
2010.0,27455,Rusty Glover III,https://j.futurefacts.votesmart.io/candidate/political-courage-test/27455/rusty-glover-iii,senate,34,Republican,Won,R,matched_existing,AL-2010-senate-34-R-RUSTY-GLOVER,RUSTY GLOVER,95.0,accepted_crosswalk
2010.0,121553,Sharon Powe,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121553/sharon-powe,house,98,Republican,Lost,R,matched_existing,AL-2010-house-98-R-SHARON-L-POWE,SHARON L. POWE,95.0,accepted_crosswalk
2010.0,15991,Terry Spicer,https://j.futurefacts.votesmart.io/candidate/political-courage-test/15991,house,91,Democratic,Lost,D,matched_existing,AL-2010-house-91-D-TERRY-SPICER,TERRY SPICER,100.0,accepted_crosswalk
2010.0,121454,"Wally Burns, Jr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/121454/wally-burns-jr,house,30,Democratic,Lost,D,matched_existing,AL-2010-house-30-D-WALLY-BURNS,WALLY BURNS,95.0,accepted_crosswalk
2010.0,121483,Joseph Hubbard,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121483/joseph-hubbard,house,73,Democratic,Won,D,matched_reviewed_alias,AL-2010-house-73-D-JOSEPH-LISTER-JOE-HUBBARD,JOSEPH LISTER 'Joe' HUBBARD,85.5,unique same-year chamber district party; nickname/middle-name variation
2010.0,119442,K.L. Brown,https://j.futurefacts.votesmart.io/candidate/political-courage-test/119442/kl-brown,house,40,Republican,Won,R,matched_reviewed_alias,AL-2010-house-40-R-K-L-KOVEN-BROWN,K.L. (Koven) BROWN,85.5,unique same-year chamber district party; nickname/middle-name variation
2010.0,128136,Jay King,https://j.futurefacts.votesmart.io/candidate/political-courage-test/128136/jay-king,house,74,Independent,Lost,I,outside_two_party_cmo,,,0.0,party=Independent
2010.0,60400,"Jerry Hill, Sr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/60400/jerry-hill-sr,house,5,Independent,Lost,I,outside_two_party_cmo,,,0.0,party=Independent
2014.0,149927,Beau Doolittle,https://j.futurefacts.votesmart.io/candidate/political-courage-test/149927/beau-doolittle,senate,35,Democratic,Lost,D,matched_existing,AL-2014-senate-35-D-BEAU-DOOLITTLE,Beau Doolittle,100.0,accepted_crosswalk
2014.0,149950,"Gary Head, Sr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/149950/gary-head-sr,house,83,Republican,Lost,R,matched_existing,AL-2014-house-83-R-GARY-HEAD,Gary Head,95.0,accepted_crosswalk
2014.0,101243,Trip Pittman,https://j.futurefacts.votesmart.io/candidate/political-courage-test/101243/trip-pittman,senate,32,Republican,Won,R,matched_existing,AL-2014-senate-32-R-TRIP-PITTMAN,Trip Pittman,100.0,accepted_crosswalk
2014.0,149909,"Zack Buckner, Sr.",https://j.futurefacts.votesmart.io/candidate/political-courage-test/149909/zack-buckner-sr,house,74,Democratic,Lost,D,matched_existing,AL-2014-house-74-D-ZACK-BUCKNER,Zack Buckner,95.0,accepted_crosswalk
2014.0,154804,Kimberly McCuiston,https://j.futurefacts.votesmart.io/candidate/political-courage-test/154804/kimberly-mccuiston,senate,32,Independent,Lost,I,outside_two_party_cmo,,,0.0,party=Independent
2018.0,180342,Amy Wasyluka,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180342/amy-wasyluka,senate,2,Democratic,Lost,D,matched_existing,AL-2018-senate-2-D-AMY-WASYLUKA,Amy Wasyluka                          ,100.0,accepted_crosswalk
2018.0,176466,Brian McGee,https://j.futurefacts.votesmart.io/candidate/political-courage-test/176466/brian-mcgee,house,38,Democratic,Lost,D,matched_existing,AL-2018-house-38-D-BRIAN-MCGEE,Brian McGee                           ,100.0,accepted_crosswalk
2018.0,180375,Charlotte Clark-Frieson,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180375/charlotte-clark-frieson,house,37,Democratic,Lost,D,matched_existing,AL-2018-house-37-D-CHARLOTTE-A-CLARK-FRIESON,Charlotte A. Clark-Frieson            ,95.833,accepted_crosswalk
2018.0,180548,Cory Creel,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180548/cory-creel,house,88,Democratic,Lost,D,matched_existing,AL-2018-house-88-D-CORY-CREEL,Cory Creel                            ,100.0,accepted_crosswalk
2018.0,180377,Emily Marcum,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180377/emily-marcum,house,41,Democratic,Lost,D,matched_existing,AL-2018-house-41-D-EMILY-ANNE-MARCUM,Emily Anne Marcum                     ,95.0,accepted_crosswalk
2018.0,180380,Felicia Stewart,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180380/felicia-stewart,house,46,Democratic,Lost,D,matched_existing,AL-2018-house-46-D-FELICIA-STEWART,Felicia Stewart                       ,100.0,accepted_crosswalk
2018.0,180363,JB King,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180363/jb-king,house,10,Democratic,Lost,D,matched_existing,AL-2018-house-10-D-J-B-KING,J.B. King                             ,93.333,accepted_crosswalk
2018.0,180379,Jenn Gray,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180379/jenn-gray,house,45,Democratic,Lost,D,matched_existing,AL-2018-house-45-D-JENN-GRAY,Jenn Gray                             ,100.0,accepted_crosswalk
2018.0,180348,Jerry McDonald,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180348/jerry-mcdonald,senate,14,Democratic,Lost,D,matched_existing,AL-2018-senate-14-D-JERRY-MCDONALD,Jerry McDonald                        ,100.0,accepted_crosswalk
2018.0,180381,Jim Toomey,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180381/jim-toomey,house,47,Democratic,Lost,D,matched_existing,AL-2018-house-47-D-JIM-TOOMEY,Jim Toomey                            ,100.0,accepted_crosswalk
2018.0,180549,Joanne Whetstone,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180549/joanne-whetstone,house,90,Democratic,Lost,D,matched_existing,AL-2018-house-90-D-JOANNE-WHETSTONE,Joanne Whetstone                      ,100.0,accepted_crosswalk
2018.0,180547,Kristy Kirkland,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180547/kristy-kirkland,house,86,Democratic,Lost,D,matched_existing,AL-2018-house-86-D-KRISTY-M-KIRKLAND,Kristy M. Kirkland                    ,95.0,accepted_crosswalk
2018.0,180367,Linda Meigs,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180367/linda-meigs,house,20,Democratic,Lost,D,matched_existing,AL-2018-house-20-D-LINDA-MEIGS,Linda Meigs                           ,100.0,accepted_crosswalk
2018.0,180551,Maurice Horsey,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180551/maurice-horsey,house,96,Democratic,Lost,D,matched_existing,AL-2018-house-96-D-MAURICE-HORSEY,Maurice Horsey                        ,100.0,accepted_crosswalk
2018.0,180350,Rick Burnham,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180350/rick-burnham,senate,21,Democratic,Lost,D,matched_existing,AL-2018-senate-21-D-RICK-BURNHAM,Rick Burnham                          ,100.0,accepted_crosswalk
2018.0,155784,Susan Smith,https://j.futurefacts.votesmart.io/candidate/political-courage-test/155784/susan-smith,house,66,Democratic,Lost,D,matched_existing,AL-2018-house-66-D-SUSAN-E-SMITH,Susan E. Smith                        ,95.0,accepted_crosswalk
2018.0,180364,Suzanna Coleman,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180364/suzanna-coleman,house,15,Democratic,Lost,D,matched_existing,AL-2018-house-15-D-SUZANNA-COLEMAN,Suzanna Coleman                       ,100.0,accepted_crosswalk
2018.0,121502,Terri Collins,https://j.futurefacts.votesmart.io/candidate/political-courage-test/121502/terri-collins,house,8,Republican,Won,R,matched_existing,AL-2018-house-8-R-TERRI-COLLINS,Terri Collins                         ,100.0,accepted_crosswalk
2018.0,180353,Nancy Bendinger,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180353/nancy-bendinger,senate,27,Democratic,Lost,D,matched_reviewed_alias,AL-2018-senate-27-D-NANCY-CARLTON-BENDINGER,Nancy Carlton Bendinger               ,85.5,unique same-year chamber district party; nickname/middle-name variation
2018.0,180390,Thomas Hyche,https://j.futurefacts.votesmart.io/candidate/political-courage-test/180390/thomas-hyche,house,61,Democratic,Lost,D,matched_reviewed_alias,AL-2018-house-61-D-THOMAS-TOMMY-HYCHE,"Thomas ""Tommy"" Hyche                  ",85.5,unique same-year chamber district party; nickname/middle-name variation
2022.0,210143,Angela Walser,https://j.futurefacts.votesmart.io/candidate/political-courage-test/210143/angela-walser,house,8,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2022.0,210111,Danny Wilson,https://j.futurefacts.votesmart.io/candidate/political-courage-test/210111/danny-wilson,senate,19,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2022.0,184609,Elijah Boyd,https://j.futurefacts.votesmart.io/candidate/political-courage-test/184609/elijah-boyd,house,10,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2022.0,210153,Kari Whitaker,https://j.futurefacts.votesmart.io/candidate/political-courage-test/210153/kari-whitaker,house,45,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2022.0,210163,Margaret Helveston,https://j.futurefacts.votesmart.io/candidate/political-courage-test/210163/margaret-helveston,house,94,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
2022.0,210101,Rick Chandler,https://j.futurefacts.votesmart.io/candidate/political-courage-test/210101/rick-chandler,senate,3,Libertarian,Lost,L,outside_two_party_cmo,,,0.0,party=Libertarian
