bill_id,session_id,session_year,session_name,bill_number,title,description,status,status_date,url,state_link,source_archive,source_member,rollcalls,mapped_rollcalls,current_axes,current_poles,authorities,terminal_statuses,issue_codes,classification_sources,text_documents,documents_present,document_types,taxonomy_warning,review_priority,frontier_review_status,frontier_decision,frontier_axes,frontier_poles,frontier_confidence,frontier_rationale
549865,959,2013,Regular Session 2013,HB683,"Midfield, additional ad valorem tax, authorized, referendum","Midfield, additional ad valorem tax, authorized, referendum",4,2013-05-20,https://legiscan.com/AL/bill/HB683/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB683,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/bill/HB683.json,3,3,tax_burden,increase,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,deprecated_or_overbroad_axis,1,reviewed,multi_axis,tax_property;local_fiscal_authority;local_direct_democracy,increase;expand;referendum,high,Authorizes an additional Midfield property tax subject to referendum. It combines local property-tax incidence with voter-controlled fiscal authority.
499274,959,2013,Regular Session 2013,SB204,"Agriculture, irrigation equipment, income tax credit for installation of, qualified reservoir defined, carry forward and pass through of tax credits, further provided for, shareholders authorized to claim pro rata share of tax credit, Sec. 40-18-342 am'd.","Agriculture, irrigation equipment, income tax credit for installation of, qualified reservoir defined, carry forward and pass through of tax credits, further provided for, shareholders authorized to claim pro rata share of tax credit, Sec. 40-18-342 am'd.",4,2013-03-12,https://legiscan.com/AL/bill/SB204/2013,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB204,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/bill/SB204.json,3,2,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,tax_incidence_collapsed,1,reviewed,map,tax_agricultural_investment_incentive,expand,high,Broadens administration and pass-through availability of the irrigation-equipment credit. It expands a targeted agricultural investment subsidy rather than changing general income-tax burdens.
582350,1038,2014,Regular Session 2014,HB151,"Sales tax, estimated payments, average monthly tax liability threshold increased, Sec. 40-23-7 am'd.","Sales tax, estimated payments, average monthly tax liability threshold increased, Sec. 40-23-7 am'd.",4,2014-04-01,https://legiscan.com/AL/bill/HB151/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB151,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HB151.json,2,2,tax_burden,increase,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,tax_incidence_collapsed,1,reviewed,procedural,tax_sales_administration,neutral,high,"Changes the monthly-liability threshold for estimated sales-tax payments. Without a change to final liability or the tax rate, this is tax administration rather than an ideological tax increase."
591941,1038,2014,Regular Session 2014,HB257,"Income tax, married taxpayers, optional standard deduction authorized when filing separate tax returns, Sec. 40-18-15 am'd.","Income tax, married taxpayers, optional standard deduction authorized when filing separate tax returns, Sec. 40-18-15 am'd.",4,2014-04-03,https://legiscan.com/AL/bill/HB257/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB257,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HB257.json,2,2,tax_burden,decrease,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,tax_incidence_collapsed,1,reviewed,map,tax_personal_income_filing_equity,expand,high,"Allows married taxpayers filing separately to take an optional standard deduction. This is targeted personal-income-tax relief addressing filing status, not a general rate reduction."
601980,1038,2014,Regular Session 2014,HB333,"Supernumerary ad valorem tax officials, cap on compensation increased, Sec. 40-6-3 am'd.","Supernumerary ad valorem tax officials, cap on compensation increased, Sec. 40-6-3 am'd.",2,2014-02-27,https://legiscan.com/AL/bill/HB333/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB333,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HB333.json,4,2,tax_burden,increase,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,1,1,Introduced,deprecated_or_overbroad_axis,1,reviewed,map,public_employee_compensation,expand,high,Raises the compensation cap for supernumerary property-tax officials. This is public-official compensation rather than a tax-incidence measure.
608881,1038,2014,Regular Session 2014,HB384,"Income tax, tax credit for contributions to Postsecondary Education Department for high school students enrolled in Career-Technical Dual Enrollment Program, commencing in 2015","Income tax, tax credit for contributions to Postsecondary Education Department for high school students enrolled in Career-Technical Dual Enrollment Program, commencing in 2015",4,2014-03-04,https://legiscan.com/AL/bill/HB384/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB384,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HB384.json,7,4,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,3,3,Engrossed|Enrolled|Introduced,tax_incidence_collapsed,1,reviewed,multi_axis,tax_education_contribution_incentive;career_technical_education,expand;expand,high,"Credits contributions financing high-school career and technical dual enrollment. It is a tax expenditure supporting workforce education, with both donor-tax and education-program effects."
616165,1038,2014,Regular Session 2014,HB434,"Sales tax exemption under certain conditions, effective date modified, Act 2013-443, 2013 Reg. Sess., am'd.; Sec. 40-9-39.1 am'd.","Sales tax exemption under certain conditions, effective date modified, Act 2013-443, 2013 Reg. Sess., am'd.; Sec. 40-9-39.1 am'd.",4,2014-03-18,https://legiscan.com/AL/bill/HB434/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB434,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HB434.json,2,2,tax_burden,decrease,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,tax_incidence_collapsed,1,reviewed,multi_axis,medical_equipment_sales_tax_exemption;healthcare_consumption_tax_burden;exemption_effective_date,accelerate;reduce;move_from_october_to_august,high,"The enrolled text advances Act 2013-443's exemption from October 1 to August 1, 2014. The incorporated section concerns durable medical equipment, prosthetics, orthotics, and covered medical supplies, so the bill accelerates targeted healthcare sales-tax relief by two months."
571492,1038,2014,Regular Session 2014,HB48,"Adoptions, income tax credit authorized for private intrastate adoption or adoption of qualified foster child","Adoptions, income tax credit authorized for private intrastate adoption or adoption of qualified foster child",4,2014-04-03,https://legiscan.com/AL/bill/HB48/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB48,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HB48.json,5,5,tax_burden,decrease,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,tax_incidence_collapsed,1,reviewed,map,tax_adoption_expense_relief,expand,high,"Creates an income-tax credit for private intrastate and qualifying foster-child adoptions. This is family-policy assistance delivered through a targeted tax expenditure, not broad income-tax relief."
622669,1038,2014,Regular Session 2014,HB509,"Historic structures, Historical Commission, approval of tax credits for restoration further provided for, transfer of credits, amount of total credits, Act 2013-241, 2013 Reg. Sess, am'd.; Secs. 40-9F-3, 40-9F-4, 40-9F-5 am'd.","Historic structures, Historical Commission, approval of tax credits for restoration further provided for, transfer of credits, amount of total credits, Act 2013-241, 2013 Reg. Sess, am'd.; Secs. 40-9F-3, 40-9F-4, 40-9F-5 am'd.",4,2014-04-03,https://legiscan.com/AL/bill/HB509/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB509,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HB509.json,5,3,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,3,3,Engrossed|Enrolled|Introduced,deprecated_or_overbroad_axis,1,reviewed,map,tax_historic_rehabilitation_incentive,restructure,high,"Revises approval, transferability, and aggregate limits for historic-restoration credits. This is targeted preservation subsidy design rather than general tax relief."
571487,1038,2014,Regular Session 2014,HB52,"Taxation, tax exemption for Class 1-5 municipalities cultural districts","Taxation, tax exemption for Class 1-5 municipalities cultural districts",2,2014-03-11,https://legiscan.com/AL/bill/HB52/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB52,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HB52.json,2,1,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,deprecated_or_overbroad_axis,1,reviewed,map,tax_cultural_district_incentive,expand,medium,Creates an exemption associated with cultural districts in larger municipalities. It is targeted cultural-development policy; exact tax base and beneficiaries require full-text confirmation.
587964,1038,2014,Regular Session 2014,SB122,"Taxation, limited state income tax credit for qualified research expenses under certain conditions","Taxation, limited state income tax credit for qualified research expenses under certain conditions",2,2014-02-20,https://legiscan.com/AL/bill/SB122/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB122,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB122.json,2,1,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,tax_incidence_collapsed,1,reviewed,map,tax_research_development_incentive,expand,high,Creates a limited credit for qualified research expenses. This is a targeted business research subsidy rather than a generally applicable corporate-tax reduction.
588214,1038,2014,Regular Session 2014,SB165,"Income tax, married taxpayers, optional standard deduction authorized when filing separate tax returns, Sec. 40-18-15 am'd.","Income tax, married taxpayers, optional standard deduction authorized when filing separate tax returns, Sec. 40-18-15 am'd.",3,2014-04-03,https://legiscan.com/AL/bill/SB165/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB165,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB165.json,2,2,tax_burden,decrease,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,tax_incidence_collapsed,1,reviewed,map,tax_personal_income_filing_equity,expand,high,"Allows married taxpayers filing separately to take an optional standard deduction. This is targeted personal-income-tax relief addressing filing status, not a general rate reduction."
618541,1038,2014,Regular Session 2014,SB343,"Taxation, tax deduction for taxpayers who made contributions to a catastrophe savings account, increase in state tax deduction, technical corrections to remove ambiguities, Homeowner's Insurance Catastrophic Event Planning Act, Secs. 40-18-311, 40-18-312 am'd.","Taxation, tax deduction for taxpayers who made contributions to a catastrophe savings account, increase in state tax deduction, technical corrections to remove ambiguities, Homeowner's Insurance Catastrophic Event Planning Act, Secs. 40-18-311, 40-18-312 am'd.",2,2014-03-18,https://legiscan.com/AL/bill/SB343/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB343,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB343.json,1,1,tax_burden,decrease,prior_v3_audit,v3_direction_accepted,taxes_budget,none,1,1,Introduced,deprecated_or_overbroad_axis,1,reviewed,map,tax_household_disaster_savings_relief,expand,high,Increases deductions for catastrophe-savings contributions and makes technical corrections. This is targeted residential disaster-risk relief rather than broad income-tax reduction.
573319,1038,2014,Regular Session 2014,SB46,"Sales tax, estimated payments, average monthly tax liability threshold increased, Sec. 40-23-7 am'd.","Sales tax, estimated payments, average monthly tax liability threshold increased, Sec. 40-23-7 am'd.",2,2014-01-16,https://legiscan.com/AL/bill/SB46/2014,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB46,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/SB46.json,2,1,tax_burden,increase,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,tax_incidence_collapsed,1,reviewed,procedural,tax_sales_administration,neutral,high,"Changes the monthly-liability threshold for estimated sales-tax payments. Without a change to final liability or the tax rate, this is tax administration rather than an ideological tax increase."
743541,1159,2015,Regular Session 2015,HB116,"Taxation, income tax, tax credit for hiring certain persons under age 19 during school breaks, after school, or on weekends","Taxation, income tax, tax credit for hiring certain persons under age 19 during school breaks, after school, or on weekends",1,2015-03-03,https://legiscan.com/AL/bill/HB116/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB116,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB116.json,4,2,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,1,1,Introduced,tax_incidence_collapsed,1,reviewed,map,tax_targeted_employment_incentive,expand,high,Creates an income-tax credit for hiring minors during non-school hours. This is a targeted youth-employment subsidy to employers rather than broad income-tax relief.
790222,1178,2015,Second Special Session 2015,HB20,"Sales tax, exemption for certain motor vehicles, motorcycles, trucks, and semi-trailers exported or removed from this state, eliminated under certain conditions, Sec. 40-23-2 am'd.","Sales tax, exemption for certain motor vehicles, motorcycles, trucks, and semi-trailers exported or removed from this state, eliminated under certain conditions, Sec. 40-23-2 am'd.",4,2015-09-16,https://legiscan.com/AL/bill/HB20/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB20,AL_2015-2015_2nd_Special_Session_JSON_20150916_145d567701464c66f621f853f06fee9b.zip,AL/2015-2015_2nd_Special_Session/bill/HB20.json,3,2,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,1,1,Introduced,tax_incidence_collapsed,1,reviewed,map,tax_vehicle_sales,expand_liability,high,Eliminates a sales-tax exemption for certain vehicles exported or removed from Alabama. The inherited decrease label reverses the fiscal direction: eliminating an exemption expands taxable liability under the stated conditions.
749755,1159,2015,Regular Session 2015,HB214,"Taxation, tax credits for rehabilitation of qualified structures, credits extended until 2022, Secs.40-9F-4, 40-9F-7 am'd.","Taxation, tax credits for rehabilitation of qualified structures, credits extended until 2022, Secs.40-9F-4, 40-9F-7 am'd.",2,2015-04-28,https://legiscan.com/AL/bill/HB214/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB214,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB214.json,3,2,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,deprecated_or_overbroad_axis,1,reviewed,map,tax_historic_rehabilitation_incentive,extend,high,Extends rehabilitation credits for qualified structures through 2022. This continues a targeted preservation and development subsidy.
788475,1173,2015,First Special Session 2015,HB25,"Sales tax, motor vehicles, exemption when exported or removed from this state eliminated under certain conditions, Sec. 40-23-2 am'd.","Sales tax, motor vehicles, exemption when exported or removed from this state eliminated under certain conditions, Sec. 40-23-2 am'd.",4,2015-08-10,https://legiscan.com/AL/bill/HB25/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB25,AL_2015-2015_1st_Special_Session_JSON_20150811_1e91626edb50f1dcc8eae2beddfe7a03.zip,AL/2015-2015_1st_Special_Session/bill/HB25.json,2,2,tax_burden,decrease,prior_v3_audit,v3_direction_accepted,taxes_budget,none,1,1,Introduced,tax_incidence_collapsed,1,reviewed,map,tax_vehicle_sales,expand_liability,high,Eliminates a sales-tax exemption for motor vehicles exported or removed from Alabama. The inherited decrease label reverses the fiscal direction because repeal of an exemption expands taxable liability.
759608,1159,2015,Regular Session 2015,HB306,"Athens, ad valorem tax, additional levied","Athens, ad valorem tax, additional levied",4,2015-05-05,https://legiscan.com/AL/bill/HB306/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB306,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB306.json,2,2,tax_burden,increase,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,deprecated_or_overbroad_axis,1,reviewed,map,tax_property,increase,high,"Levies an additional Athens property tax. The synopsis identifies a direct local ad valorem increase, though it does not state the spending purpose."
766175,1159,2015,Regular Session 2015,HB416,"Alabama Renewal Act, certain tax credits for the state's port facilities and other tax credits, authorized, Secs. 40-18-400 to 40-18-403, inclusive, 40-18-410 to 40-18-415, inclusive, added","Alabama Renewal Act, certain tax credits for the state's port facilities and other tax credits, authorized, Secs. 40-18-400 to 40-18-403, inclusive, 40-18-410 to 40-18-415, inclusive, added",2,2015-05-19,https://legiscan.com/AL/bill/HB416/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB416,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB416.json,4,2,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,deprecated_or_overbroad_axis,1,reviewed,multi_axis,tax_port_development_incentive;tax_targeted_development_incentive;industrial_policy,expand;expand;expand,high,Authorizes port and other economic-development credits under the Alabama Renewal Act. This is targeted industrial policy rather than broad tax relief.
788551,1173,2015,First Special Session 2015,HB42,"Income tax withholding exemption repealed, Revenue Dept. to provide forms on-line, Taxpayer Fraud Prevention Act, Sec. 40-18-73 am'd.","Income tax withholding exemption repealed, Revenue Dept. to provide forms on-line, Taxpayer Fraud Prevention Act, Sec. 40-18-73 am'd.",4,2015-08-10,https://legiscan.com/AL/bill/HB42/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB42,AL_2015-2015_1st_Special_Session_JSON_20150811_1e91626edb50f1dcc8eae2beddfe7a03.zip,AL/2015-2015_1st_Special_Session/bill/HB42.json,4,2,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,1,1,Introduced,tax_incidence_collapsed,1,reviewed,procedural,tax_income_withholding_administration,neutral,medium,"Repeals a withholding exemption and changes Revenue Department forms as part of fraud prevention. The synopsis establishes collection and withholding treatment but not necessarily a change in final income-tax liability, so it should not be scored as tax relief."
776764,1159,2015,Regular Session 2015,HB597,"Madison Co., levy an add'l sales tax, referendum","Madison Co., levy an add'l sales tax, referendum",2,2015-05-19,https://legiscan.com/AL/bill/HB597/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB597,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB597.json,1,1,tax_burden,increase,prior_v3_audit,v3_direction_accepted,taxes_budget,none,1,1,Introduced,tax_incidence_collapsed,1,reviewed,multi_axis,tax_general_sales;local_direct_democracy,increase;referendum,high,Allows an additional Madison County sales tax subject to referendum. It authorizes a consumption-tax increase while reserving final approval to local voters.
780551,1159,2015,Regular Session 2015,HB670,"Barbour Co., levy two mil ad valorem tax, distrib., election","Barbour Co., levy two mil ad valorem tax, distrib., election",4,2015-06-04,https://legiscan.com/AL/bill/HB670/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HB670,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HB670.json,2,2,tax_burden,increase,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,deprecated_or_overbroad_axis,1,reviewed,multi_axis,tax_property;local_fiscal_authority;local_direct_democracy,increase;expand;election,high,"Authorizes a two-mill Barbour County property tax with an election. It combines local property-tax incidence, earmarked distribution, and voter approval."
743124,1159,2015,Regular Session 2015,SB109,"Taxation, tax credit, employer provided a tax credit for employing an apprentice, definitions, Apprenticeship Tax Credit Act","Taxation, tax credit, employer provided a tax credit for employing an apprentice, definitions, Apprenticeship Tax Credit Act",2,2015-04-30,https://legiscan.com/AL/bill/SB109/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB109,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB109.json,4,2,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,deprecated_or_overbroad_axis,1,reviewed,multi_axis,tax_apprenticeship_incentive;workforce_training,expand;expand,high,Creates an employer credit for apprentices. This is targeted workforce-training subsidy policy rather than a general employer-tax cut.
743501,1159,2015,Regular Session 2015,SB117,"Taxation, tax deduction for taxpayers who made contributions to a catastrophe savings account, increase in state tax deduction, technical corrections to remove ambiguities, Homeowner's Insurance Catastrophic Event Planning Act, Secs. 40-18-311, 40-18-312 am'd.","Taxation, tax deduction for taxpayers who made contributions to a catastrophe savings account, increase in state tax deduction, technical corrections to remove ambiguities, Homeowner's Insurance Catastrophic Event Planning Act, Secs. 40-18-311, 40-18-312 am'd.",2,2015-04-07,https://legiscan.com/AL/bill/SB117/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB117,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB117.json,2,1,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,deprecated_or_overbroad_axis,1,reviewed,map,tax_household_disaster_savings_relief,expand,high,Increases deductions for catastrophe-savings contributions and makes technical corrections. This is targeted residential disaster-risk relief.
743554,1159,2015,Regular Session 2015,SB119,"Legislative Fiscal Office, tax exemptions, annual report to Legislature of ""tax expenditures"" from exemptions","Legislative Fiscal Office, tax exemptions, annual report to Legislature of ""tax expenditures"" from exemptions",4,2015-05-21,https://legiscan.com/AL/bill/SB119/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB119,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB119.json,7,4,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,deterministic_high_precision_rule|none,3,3,Engrossed|Enrolled|Introduced,deprecated_or_overbroad_axis,1,reviewed,map,fiscal_transparency,expand,high,Requires an annual legislative report identifying revenue foregone through tax expenditures. This increases fiscal transparency and does not itself decrease taxes.
755245,1159,2015,Regular Session 2015,SB220,"Energy efficiency projects, financing by local governments authorized, non ad valorem tax assessments, liens, bonds authorized, Property Insurance and Energy Reduction Act of Alabama","Energy efficiency projects, financing by local governments authorized, non ad valorem tax assessments, liens, bonds authorized, Property Insurance and Energy Reduction Act of Alabama",4,2015-06-04,https://legiscan.com/AL/bill/SB220/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB220,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB220.json,3,2,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,3,3,Engrossed|Enrolled|Introduced,deprecated_or_overbroad_axis,1,reviewed,multi_axis,energy_efficiency_finance;local_assessment_authority;property_lien_authority,expand;expand;expand,high,"Authorizes local PACE-style financing through non-ad-valorem assessments, liens, and bonds. It expands energy-efficiency finance and local assessment authority rather than cutting taxes."
755258,1159,2015,Regular Session 2015,SB226,"Wallace-Folsom College Savings Investment Plan, named changed to Wallace-Folsom Savings Investment Plan, provide the Achieving a Better Life Experience (ABLE) program, definitions relating to ABLE, provide tax exemptions, appropriations for development of ABLE program, Secs. 16-33C-1, 16-33C-2, 16-33C-2.1, 16-33C-3, 16-33C-4, 16-33C-5, 16-33C-10, 16-33C-11, 16-33C-12, 40-18-19 am'd.","Wallace-Folsom College Savings Investment Plan, named changed to Wallace-Folsom Savings Investment Plan, provide the Achieving a Better Life Experience (ABLE) program, definitions relating to ABLE, provide tax exemptions, appropriations for development of ABLE program, Secs. 16-33C-1, 16-33C-2, 16-33C-2.1, 16-33C-3, 16-33C-4, 16-33C-5, 16-33C-10, 16-33C-11, 16-33C-12, 40-18-19 am'd.",4,2015-06-04,https://legiscan.com/AL/bill/SB226/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB226,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB226.json,2,2,tax_burden,decrease,prior_v3_audit,v3_direction_accepted,taxes_budget,none,2,2,Enrolled|Introduced,deprecated_or_overbroad_axis,1,reviewed,multi_axis,tax_disability_savings_incentive;disability_family_support;public_program_funding,expand;expand;expand,high,"Establishes Alabama's ABLE savings program with tax exemptions and development appropriations. It combines disability savings support, targeted tax relief, and public program funding."
759978,1159,2015,Regular Session 2015,SB288,"Heroes for Hire Tax Credit Act of 2012, renamed, Veterans Employment Act, Secs. 40-18-320, 40-18-321, 40-18-322 am'd.","Heroes for Hire Tax Credit Act of 2012, renamed, Veterans Employment Act, Secs. 40-18-320, 40-18-321, 40-18-322 am'd.",2,2015-04-09,https://legiscan.com/AL/bill/SB288/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SB288,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SB288.json,2,1,tax_burden,decrease,prior_v3_audit,procedural_or_amendment_excluded|v3_direction_accepted,taxes_budget,none,2,2,Engrossed|Introduced,deprecated_or_overbroad_axis,1,reviewed,map,veteran_employment_program,restructure,medium,"Renames and amends the Heroes for Hire credit program as the Veterans Employment Act. The synopsis does not establish a net expansion or contraction, so it supports program orientation but not tax direction."
