bill_id,session_id,session_year,session_name,bill_number,title,description,status,status_date,url,state_link,source_archive,source_member
299415,131,2011,Regular Session 2011,SR77,"Republic of China (Taiwan), commended","Republic of China (Taiwan), commended",2,2011-04-12,https://legiscan.com/AL/bill/SR77/2011,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=72934&LABEL=SR77,AL_2011-2011_Regular_Session_JSON_20110609_8630dd6dd02598534d1c350c45095228.zip,AL/2011-2011_Regular_Session/bill/SR77.json
435300,958,2012,First Special Session 2012,HJR12,"SB318 Education Trust Fund Bill, legislative intent expressed regarding appropriation to Alabama Technology Program","SB318 Education Trust Fund Bill, legislative intent expressed regarding appropriation to Alabama Technology Program",1,2012-05-21,https://legiscan.com/AL/bill/HJR12/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78961&LABEL=HJR12,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HJR12.json
435305,958,2012,First Special Session 2012,HJR13,"A road in Lake Guntersville State Park, named Frank McDaniel Drive","A road in Lake Guntersville State Park, named Frank McDaniel Drive",2,2012-05-22,https://legiscan.com/AL/bill/HJR13/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78962&LABEL=HJR13,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HJR13.json
435325,958,2012,First Special Session 2012,HJR18,"Implementation of the Flexible School Calendar Act, expressing intent of Legislature","Implementation of the Flexible School Calendar Act, expressing intent of Legislature",1,2012-05-23,https://legiscan.com/AL/bill/HJR18/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78985&LABEL=HJR18,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HJR18.json
435286,958,2012,First Special Session 2012,HJR4,"Branyon, Alexandra, commended","Branyon, Alexandra, commended",2,2012-05-22,https://legiscan.com/AL/bill/HJR4/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78880&LABEL=HJR4,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HJR4.json
435292,958,2012,First Special Session 2012,HJR9,"Wright, John L., commended","Wright, John L., commended",2,2012-05-22,https://legiscan.com/AL/bill/HJR9/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78958&LABEL=HJR9,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HJR9.json
435362,958,2012,First Special Session 2012,HR19,"Sibley, Frances, commended","Sibley, Frances, commended",4,2012-05-23,https://legiscan.com/AL/bill/HR19/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78986&LABEL=HR19,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HR19.json
435368,958,2012,First Special Session 2012,HR20,"Spanish Fort High School Baseball Team, commended","Spanish Fort High School Baseball Team, commended",4,2012-05-23,https://legiscan.com/AL/bill/HR20/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78987&LABEL=HR20,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HR20.json
435333,958,2012,First Special Session 2012,HR5,"Driver, Dennis O., commended","Driver, Dennis O., commended",4,2012-05-17,https://legiscan.com/AL/bill/HR5/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78924&LABEL=HR5,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HR5.json
435338,958,2012,First Special Session 2012,HR6,"Jackson, Angela S. Lewis, death mourned","Jackson, Angela S. Lewis, death mourned",4,2012-05-18,https://legiscan.com/AL/bill/HR6/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78935&LABEL=HR6,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HR6.json
435342,958,2012,First Special Session 2012,HR7,"Wright, John L., commended","Wright, John L., commended",4,2012-05-21,https://legiscan.com/AL/bill/HR7/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78956&LABEL=HR7,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/HR7.json
435531,958,2012,First Special Session 2012,SJR4,"World Trade Month, May 2012, recognized","World Trade Month, May 2012, recognized",1,2012-05-23,https://legiscan.com/AL/bill/SJR4/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78982&LABEL=SJR4,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/SJR4.json
435535,958,2012,First Special Session 2012,SR2,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2012-05-21,https://legiscan.com/AL/bill/SR2/2012/X1,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78946&LABEL=SR2,AL_2012-2012_1st_Special_Session_JSON_20120524_a98abb2056820f61fe7367e7af85ca5e.zip,AL/2012-2012_1st_Special_Session/bill/SR2.json
421135,159,2012,Regular Session 2012,HR400,"Sanders, Leslie, commended","Sanders, Leslie, commended",4,2012-04-17,https://legiscan.com/AL/bill/HR400/2012,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=77721&LABEL=HR400,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/bill/HR400.json
427048,159,2012,Regular Session 2012,HR495,"Lindsey, Richard, commended","Lindsey, Richard, commended",4,2012-05-16,https://legiscan.com/AL/bill/HR495/2012,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=78870&LABEL=HR495,AL_2012-2012_Regular_Session_JSON_20120516_99d8420a3145e22693b62d0b68b2f4ba.zip,AL/2012-2012_Regular_Session/bill/HR495.json
546435,959,2013,Regular Session 2013,HJR301,"Cates, Eric Obie, Jr., 95th Birthday, commended","Cates, Eric Obie, Jr., 95th Birthday, commended",2,2013-04-24,https://legiscan.com/AL/bill/HJR301/2013,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=81462&LABEL=HJR301,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/bill/HJR301.json
511450,959,2013,Regular Session 2013,HR75,"Conour, David Samuel, commended","Conour, David Samuel, commended",4,2013-02-21,https://legiscan.com/AL/bill/HR75/2013,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=80274&LABEL=HR75,AL_2013-2013_Regular_Session_JSON_20130520_57dd2f44a1f468732ac4db74fd0e8e2e.zip,AL/2013-2013_Regular_Session/bill/HR75.json
601757,1038,2014,Regular Session 2014,HJR79,"Khojaly Tragedy in Azerbaijan, 22nd anniversary, recognized","Khojaly Tragedy in Azerbaijan, 22nd anniversary, recognized",2,2014-02-12,https://legiscan.com/AL/bill/HJR79/2014,http://alisondb.legislature.state.al.us/acas/ACTIONHistoryResultsMac.asp?OID=83499&LABEL=HJR79,AL_2014-2014_Regular_Session_JSON_20140403_94bd66952f6c18ffaf97a535455b46b9.zip,AL/2014-2014_Regular_Session/bill/HJR79.json
788830,1173,2015,First Special Session 2015,SR10,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-08-10,https://legiscan.com/AL/bill/SR10/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR10,AL_2015-2015_1st_Special_Session_JSON_20150811_1e91626edb50f1dcc8eae2beddfe7a03.zip,AL/2015-2015_1st_Special_Session/bill/SR10.json
788772,1173,2015,First Special Session 2015,SR5,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-08-05,https://legiscan.com/AL/bill/SR5/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR5,AL_2015-2015_1st_Special_Session_JSON_20150811_1e91626edb50f1dcc8eae2beddfe7a03.zip,AL/2015-2015_1st_Special_Session/bill/SR5.json
788823,1173,2015,First Special Session 2015,SR8,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-08-06,https://legiscan.com/AL/bill/SR8/2015/X1,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR8,AL_2015-2015_1st_Special_Session_JSON_20150811_1e91626edb50f1dcc8eae2beddfe7a03.zip,AL/2015-2015_1st_Special_Session/bill/SR8.json
790203,1178,2015,Second Special Session 2015,HJR3,"Strong, Horace Nunley, III., death mourned","Strong, Horace Nunley, III., death mourned",1,2015-09-08,https://legiscan.com/AL/bill/HJR3/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HJR3,AL_2015-2015_2nd_Special_Session_JSON_20150916_145d567701464c66f621f853f06fee9b.zip,AL/2015-2015_2nd_Special_Session/bill/HJR3.json
790721,1178,2015,Second Special Session 2015,HJR33,"Legislature, Joint Legislative Committee on Taypayer Accountability, created","Legislature, Joint Legislative Committee on Taypayer Accountability, created",1,2015-09-14,https://legiscan.com/AL/bill/HJR33/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HJR33,AL_2015-2015_2nd_Special_Session_JSON_20150916_145d567701464c66f621f853f06fee9b.zip,AL/2015-2015_2nd_Special_Session/bill/HJR33.json
790843,1178,2015,Second Special Session 2015,HR42,House Rule 93 amended to designate 2010 Edition of Mason's Manual,House Rule 93 amended to designate 2010 Edition of Mason's Manual,1,2015-09-16,https://legiscan.com/AL/bill/HR42/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR42,AL_2015-2015_2nd_Special_Session_JSON_20150916_145d567701464c66f621f853f06fee9b.zip,AL/2015-2015_2nd_Special_Session/bill/HR42.json
790703,1178,2015,Second Special Session 2015,SR10,"Senate, special order calendar","Senate, special order calendar",1,2015-09-14,https://legiscan.com/AL/bill/SR10/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR10,AL_2015-2015_2nd_Special_Session_JSON_20150916_145d567701464c66f621f853f06fee9b.zip,AL/2015-2015_2nd_Special_Session/bill/SR10.json
790691,1178,2015,Second Special Session 2015,SR6,"Senate, special order calendar","Senate, special order calendar",1,2015-09-10,https://legiscan.com/AL/bill/SR6/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR6,AL_2015-2015_2nd_Special_Session_JSON_20150916_145d567701464c66f621f853f06fee9b.zip,AL/2015-2015_2nd_Special_Session/bill/SR6.json
790693,1178,2015,Second Special Session 2015,SR9,"Senate, special order calendar","Senate, special order calendar",1,2015-09-11,https://legiscan.com/AL/bill/SR9/2015/X2,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR9,AL_2015-2015_2nd_Special_Session_JSON_20150916_145d567701464c66f621f853f06fee9b.zip,AL/2015-2015_2nd_Special_Session/bill/SR9.json
679021,1116,2015,Organizational Session 2015,HJR7,"Joint Legislative Parking Committee, established","Joint Legislative Parking Committee, established",3,2015-01-14,https://legiscan.com/AL/bill/HJR7/2015/O,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HJR7,AL_2015-2015_Organizational_Session_JSON_20150319_db9b2296a419739a561472b059c8fd3e.zip,AL/2015-2015_Organizational_Session/bill/HJR7.json
679024,1116,2015,Organizational Session 2015,SJR1,"Joint Rules of the Legislature, adopted","Joint Rules of the Legislature, adopted",1,2015-01-13,https://legiscan.com/AL/bill/SJR1/2015/O,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SJR1,AL_2015-2015_Organizational_Session_JSON_20150319_db9b2296a419739a561472b059c8fd3e.zip,AL/2015-2015_Organizational_Session/bill/SJR1.json
679541,1116,2015,Organizational Session 2015,SR2,"Senate, rules adopted","Senate, rules adopted",1,2015-01-14,https://legiscan.com/AL/bill/SR2/2015/O,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR2,AL_2015-2015_Organizational_Session_JSON_20150319_db9b2296a419739a561472b059c8fd3e.zip,AL/2015-2015_Organizational_Session/bill/SR2.json
745645,1159,2015,Regular Session 2015,HJR27,"Pat Dye Field, Auburn University football field at Jordan-Hare Stadium, named","Pat Dye Field, Auburn University football field at Jordan-Hare Stadium, named",4,2006-04-06,https://legiscan.com/AL/bill/HJR27/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HJR27,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HJR27.json
773862,1159,2015,Regular Session 2015,HR145,"City of Level Plains, 50th anniversary of incorporation of, commended","City of Level Plains, 50th anniversary of incorporation of, commended",4,2015-04-23,https://legiscan.com/AL/bill/HR145/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR145,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HR145.json
779385,1159,2015,Regular Session 2015,HR240,"Tennessee Valley Authority (TVA), service in Alabama, commended","Tennessee Valley Authority (TVA), service in Alabama, commended",4,2015-05-14,https://legiscan.com/AL/bill/HR240/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR240,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HR240.json
745987,1159,2015,Regular Session 2015,HR29,"Tingle, Melanie, Alabaster City School System Teacher of the Year, commended","Tingle, Melanie, Alabaster City School System Teacher of the Year, commended",4,2015-03-05,https://legiscan.com/AL/bill/HR29/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR29,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/HR29.json
790025,1159,2015,Regular Session 2015,SR111,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-06-04,https://legiscan.com/AL/bill/SR111/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR111,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR111.json
789924,1159,2015,Regular Session 2015,SR13,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-03-10,https://legiscan.com/AL/bill/SR13/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR13,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR13.json
789766,1159,2015,Regular Session 2015,SR15,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-03-11,https://legiscan.com/AL/bill/SR15/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR15,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR15.json
789980,1159,2015,Regular Session 2015,SR21,"Senate, special order calendar","Senate, special order calendar",1,2015-03-19,https://legiscan.com/AL/bill/SR21/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR21,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR21.json
790007,1159,2015,Regular Session 2015,SR26,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-04-02,https://legiscan.com/AL/bill/SR26/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR26,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR26.json
789906,1159,2015,Regular Session 2015,SR33,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-04-14,https://legiscan.com/AL/bill/SR33/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR33,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR33.json
789970,1159,2015,Regular Session 2015,SR38,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-04-16,https://legiscan.com/AL/bill/SR38/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR38,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR38.json
789903,1159,2015,Regular Session 2015,SR55,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-05-05,https://legiscan.com/AL/bill/SR55/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR55,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR55.json
789983,1159,2015,Regular Session 2015,SR87,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2015-05-21,https://legiscan.com/AL/bill/SR87/2015,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR87,AL_2015-2015_Regular_Session_JSON_20150604_3e60f84eb6c02669a3d22d98c47f1394.zip,AL/2015-2015_Regular_Session/bill/SR87.json
884585,1253,2016,First Special Session 2016,HR16,House Rule 65 amended relating to providing a Limestone Co. Legislative Committee as a Standing Committee,House Rule 65 amended relating to providing a Limestone Co. Legislative Committee as a Standing Committee,1,2016-08-17,https://legiscan.com/AL/bill/HR16/2016/X1,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=HR16&WIN_TYPE=SELECTED_STATUS,AL_2016-2016_1st_Special_Session_JSON_20160907_29dfb7c54d2345633e29b79ff48ff66e.zip,AL/2016-2016_1st_Special_Session/bill/HR16.json
884676,1253,2016,First Special Session 2016,SR22,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-08-23,https://legiscan.com/AL/bill/SR22/2016/X1,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR22&WIN_TYPE=SELECTED_STATUS,AL_2016-2016_1st_Special_Session_JSON_20160907_29dfb7c54d2345633e29b79ff48ff66e.zip,AL/2016-2016_1st_Special_Session/bill/SR22.json
884682,1253,2016,First Special Session 2016,SR25,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-08-24,https://legiscan.com/AL/bill/SR25/2016/X1,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR25&WIN_TYPE=SELECTED_STATUS,AL_2016-2016_1st_Special_Session_JSON_20160907_29dfb7c54d2345633e29b79ff48ff66e.zip,AL/2016-2016_1st_Special_Session/bill/SR25.json
884710,1253,2016,First Special Session 2016,SR27,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-08-25,https://legiscan.com/AL/bill/SR27/2016/X1,http://alisondb.legislature.state.al.us/Alison/SESSBillStatusResult.aspx?BILL=SR27&WIN_TYPE=SELECTED_STATUS,AL_2016-2016_1st_Special_Session_JSON_20160907_29dfb7c54d2345633e29b79ff48ff66e.zip,AL/2016-2016_1st_Special_Session/bill/SR27.json
874482,1172,2016,Regular Session 2016,HR334,"Governor, impeachment, House rules amended","Governor, impeachment, House rules amended",2,2016-04-26,https://legiscan.com/AL/bill/HR334/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR334,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HR334.json
874970,1172,2016,Regular Session 2016,HR350,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2016-04-27,https://legiscan.com/AL/bill/HR350/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR350,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HR350.json
876190,1172,2016,Regular Session 2016,HR395,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2016-05-04,https://legiscan.com/AL/bill/HR395/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR395,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HR395.json
876300,1172,2016,Regular Session 2016,HR402,"House of Representatives, Special Order Calendar","House of Representatives, Special Order Calendar",2,2016-05-04,https://legiscan.com/AL/bill/HR402/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=HR402,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/HR402.json
874706,1172,2016,Regular Session 2016,SR104,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-04-26,https://legiscan.com/AL/bill/SR104/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR104,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR104.json
874710,1172,2016,Regular Session 2016,SR106,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-04-27,https://legiscan.com/AL/bill/SR106/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR106,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR106.json
875869,1172,2016,Regular Session 2016,SR109,"Senate, special order calendar","Senate, special order calendar",1,2016-04-28,https://legiscan.com/AL/bill/SR109/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR109,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR109.json
875872,1172,2016,Regular Session 2016,SR112,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-05-03,https://legiscan.com/AL/bill/SR112/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR112,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR112.json
876291,1172,2016,Regular Session 2016,SR118,"Senate, Special IOrder Calendar","Senate, Special IOrder Calendar",1,2016-05-04,https://legiscan.com/AL/bill/SR118/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR118,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR118.json
878516,1172,2016,Regular Session 2016,SR119,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-05-04,https://legiscan.com/AL/bill/SR119/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR119,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR119.json
878504,1172,2016,Regular Session 2016,SR121,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-05-04,https://legiscan.com/AL/bill/SR121/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR121,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR121.json
843271,1172,2016,Regular Session 2016,SR13,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-02-09,https://legiscan.com/AL/bill/SR13/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR13,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR13.json
846028,1172,2016,Regular Session 2016,SR14,"Senate, special order calendar","Senate, special order calendar",1,2016-02-11,https://legiscan.com/AL/bill/SR14/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR14,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR14.json
846077,1172,2016,Regular Session 2016,SR20,"Senate, special order calendar","Senate, special order calendar",1,2016-02-11,https://legiscan.com/AL/bill/SR20/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR20,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR20.json
849761,1172,2016,Regular Session 2016,SR21,"Senate Rule 48(a)(5), membership for Committee on Judiciary, amended","Senate Rule 48(a)(5), membership for Committee on Judiciary, amended",1,2016-02-16,https://legiscan.com/AL/bill/SR21/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR21,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR21.json
848581,1172,2016,Regular Session 2016,SR23,"Senate, Special Order Calendar","Senate, Special Order Calendar",1,2016-02-16,https://legiscan.com/AL/bill/SR23/2016,http://alisondb.legislature.state.al.us/alison/SESSBillResult.ASPX?WIN_TYPE=BillResult&BILL=SR23,AL_2016-2016_Regular_Session_JSON_20160504_e800c0b0cdea4446e6a9ef36040ac9ba.zip,AL/2016-2016_Regular_Session/bill/SR23.json
