review_reason,rollcall_id,session,asset,local_path,page,bill_type,bill_number,context
review_measure_mismatch,SJRC-0EE3BDE0147B3B02,2002_RegularSession,2002RegularSession_Day28,data\raw\alabama_legislature\senate_journals\2002_RegularSession\2002RegularSession_Day28.pdf,202,,,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 32 Nays 0 Yeas: Senators: Barron, Bedford, Biddle, Butler, Callahan, Clay, Denton, Dial, Dixon, Enfinger, Escott-Russell, Figures, French, Holley, Langford, Lee, Lindsey, Little (T), Little (Z), McClain, Means, Mitchell, Mitchem, Myers, Poole, Preu"
review_measure_mismatch,SJRC-8804582F7B672ADA,2002_RegularSession,2002RegularSession_Day28,data\raw\alabama_legislature\senate_journals\2002_RegularSession\2002RegularSession_Day28.pdf,221,HB,355.0,was read a third time at length and passed. Senator Denton requested and received unanimous consent in order to bring up the Bill: HB581 Relating to pharmaceuticals purchased by certain enumerated state agencies; providing for the consolidation of the state’s buying power in the pharmaceutical market; authorizing the State Health Office
review_measure_mismatch,SJRC-36B33ED2FF475DA1,2004_RegularSession,2004RegularSession_Day29,data\raw\alabama_legislature\senate_journals\2004_RegularSession\2004RegularSession_Day29.pdf,49,,,"was read a third time at length and passed. Yeas 29 Nays 0 Yeas: Senators: Barron, Biddle, Byrne, Denton, Dial, Dixon, Enfinger, Erwin, Figures, Holley, Lee, Lindsey, Little (T), Little (Z), McClain, Means, Mitchell, Mitchem, Myers, Penn, Preuitt, Roberts, Ross, Sanders, Smith, Smitherman, Steele, Tanner, and Waggoner -29 Nays: - 0 BUDGET I"
review_measure_mismatch,SJRC-C21E2F91AE8AAD67,2004_RegularSession,2004RegularSession_Day29,data\raw\alabama_legislature\senate_journals\2004_RegularSession\2004RegularSession_Day29.pdf,50,,,"was read a third time at length and passed. Yeas 29 Nays 0 Yeas: Senators: Barron, Biddle, Byrne, Denton, Dial, Dixon, Enfinger, Erwin, <<<PAGE 51>>> 2208 JOURNAL OF THE SENATE, 2004 29th Day - May 6, 2004 Figures, Holley, Lee, Lindsey, Little (T), Little (Z), McClain, Means, Mitchell, Mitchem, Myers, Penn, Preuitt, Roberts, Ross, Sanders,"
review_measure_mismatch,SJRC-42F6828DC6B70611,2005_1stExtraordinarySession,20051stExtraordinarySession_Day05,data\raw\alabama_legislature\senate_journals\2005_1stExtraordinarySession\20051stExtraordinarySession_Day05.pdf,3,,,"was read a third time at length and passed. Yeas 27 Nays 0 <<<PAGE 4>>> FIRST EXTRAORDINARY SESSION 317 5th Day - July 26, 2005 Yeas: Senators: Barron, Butler, Byrne, Dial, Dixon, Enfinger, Erwin, Figures, Holley, Lee, Lindsey, Little (T), Little (Z), Marsh, McClain, Means, Mitchell, Myers, Penn, Preuitt, Roberts, Ross, Sanders, Singleton,"
matched_same_measure_count_mismatch,SJRC-0C1A92208570FEFE,2005_RegularSession,2005RegularSession_Day29,data\raw\alabama_legislature\senate_journals\2005_RegularSession\2005RegularSession_Day29.pdf,134,HB,257.0,"was read a third time at length and passed. Yeas 28 Nays 4 Yeas: Senators: Barron, Bedford, Biddle, Butler, Denton, Dial, Enfinger, Escott, Figures, French, Holley, Lindsey, Little (T), Little (Z), McClain, Means, Mitchell, Mitchem, Penn, Poole, Preuitt, Roberts, Ross, Sanders, Singleton, Smith, Smitherman, and Tanner -28 Nays: <<<PAGE 135"
review_measure_mismatch,SJRC-A397B7B493CE037C,2006_RegularSession,2006RegularSession_Day25,data\raw\alabama_legislature\senate_journals\2006_RegularSession\2006RegularSession_Day25.pdf,136,,,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 27 Nays 0 Yeas: Senators: Barron, Bedford, Biddle, Butler, Byrne, Denton, Dial, Erwin, Escott, Figures, French, Holley, Lee, Lindsey, Little (T), McClain, Mitchell, Mitchem, Penn, Preuitt, Roberts, Ross, Singleton, Smith, Smitherman, Tanner, and Waggon"
review_measure_mismatch,SJRC-E147D56A24D316B4,2006_RegularSession,2006RegularSession_Day25,data\raw\alabama_legislature\senate_journals\2006_RegularSession\2006RegularSession_Day25.pdf,175,,,"was read a third time at length and passed. <<<PAGE 176>>> 1762 JOURNAL OF THE SENATE, 2006 25th Day - March 30, 2006 Yeas 21 Nays 0 Yeas: Senators: Barron, Bedford, Byrne, Dial, Erwin, Escott, Figures, Holley, Lindsey, Little (T), McClain, Mitchell, Penn, Poole, Preuitt, Roberts, Ross, Singleton, Smitherman, Tanner, and Waggoner -21 Nays:"
review_measure_mismatch,SJRC-FE0C28F6F9362A84,2006_RegularSession,2006RegularSession_Day29PartA,data\raw\alabama_legislature\senate_journals\2006_RegularSession\2006RegularSession_Day29PartA.pdf,104,,,"was read a third time at length and passed. Yeas 33 Nays 0 Yeas: Senators: Barron, Bedford, Biddle, Butler, Byrne, Denton, Dial, Dixon, Enfin- ger, Erwin, Escott, French, Holley, Lee, Lindsey, Little (T), Little (Z), Marsh, McClain, Means, Mitchell, Mitchem, Penn, Poole, Preuitt, Roberts, Ross, Sanders, Singleton, Smith, Smitherman, Tanner,"
review_measure_mismatch,SJRC-3DF680BF0DE2299A,2008_1stExtraordinarySession,20081stExtraordinarySession_Day05,data\raw\alabama_legislature\senate_journals\2008_1stExtraordinarySession\20081stExtraordinarySession_Day05.pdf,20,,,"was read a third time at length and passed. Yeas 29 Nays 3 Yeas: Senators: Barron, Benefield, Bishop, Brooks, Butler, Coleman, Dixon, Erwin, Figures, Griffith, Holley, Lindsey, Little (T), Little (Z), Marsh, Mc­ Clain, Means, Mitchell, Mitchem, Orr, Penn, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -29 Na"
review_measure_mismatch,SJRC-289E78EAD7FF5CDD,2008_RegularSession,2008RegularSession_Day27,data\raw\alabama_legislature\senate_journals\2008_RegularSession\2008RegularSession_Day27.pdf,131,,,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 24 Nays 0 Yeas: Senators: Barron, Beason, Benefield, Brooks, Butler, Coleman, Figures, French, Glover, Holley, Little (T), Marsh, Means, Mitchell, Orr, Penn, Pittman, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -24 Nays: - "
matched_same_measure_count_mismatch,SJRC-7B44C2968F98E2BA,2008_RegularSession,2008RegularSession_Day29,data\raw\alabama_legislature\senate_journals\2008_RegularSession\2008RegularSession_Day29.pdf,148,HB,779.0,"was read a third time at length and passed. Yeas 25 Nays 0 Abstaining 2 Yeas: <<<PAGE 149>>> REGULAR SESSION 2157 29th Day - May 8, 2008 Senators: Barron, Bedford, Benefield, Bishop, Brooks, Butler, Coleman, Den­ ton, Erwin, Griffith, Holley, Lindsey, Little (T), Little (Z), Marsh, McClain, Mitchell, Mitchem, Orr, Pittman, Preuitt, Ro"
matched_same_measure_count_mismatch,SJRC-519EE3074CC713CE,2008_RegularSession,2008RegularSession_Day29,data\raw\alabama_legislature\senate_journals\2008_RegularSession\2008RegularSession_Day29.pdf,198,HB,880.0,"was read a third time at length and passed. Yeas 23 Nays 0 Abstaining 5 Yeas: Senators: Barron, Bedford, Benefield, Coleman, Denton, Erwin, French, Grif­ fith, Holley, Lindsey, Little (T), Little (Z), Marsh, McClain, Mitch­ ell, Mitchem, Orr, Pittman, Ross, Sanders, Smith, Smitherman, and Waggoner -23 Nays: - 0 Abstaining: <<<PAGE 199"
review_measure_mismatch,SJRC-8FE2D3DAEC2BA952,2009_RegularSession,2009RegularSession_Day10,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day10.pdf,158,,,"was read a third time at length and passed, and ordered sent forthwith to the House. Yeas 25 Nays 0 Yeas: Senators: Barron, Beason, Bedford, Benefield, Brooks, Butler, Coleman, Dix- on, Erwin, French, Glover, Holley, Little (T), Little (Z), Mitchell, Orr, Pittman, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smith- erman, and Waggoner -"
review_measure_mismatch,SJRC-C5AB4912786D5D9E,2009_RegularSession,2009RegularSession_Day27,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day27.pdf,8,,,"was read a third time at length and passed. Yeas 18 Nays 6 Yeas: Senators: Barron, Bedford, Benefield, Butler, Coleman, Figures, French, Hol- ley, Little (T), Little (Z), Marsh, Means, Mitchell, Mitchem, Penn, Preuitt, Smitherman, and Waggoner -18 Nays: Senators: Beason, Brooks, Glover, Orr, Singleton, and Smith - 6 <<<PAGE 9>>> 2800 JOUR"
review_measure_mismatch,SJRC-698E9D257150BBD6,2009_RegularSession,2009RegularSession_Day28,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day28.pdf,29,,,"was read a third time at length and passed. Yeas 26 Nays 0 Yeas: Senators: Barron, Benefield, Bishop, Brooks, Butler, Coleman, Denton, Dixon, Erwin, Figures, Glover, Holley, Little (T), Little (Z), Mitchell, Mitchem, Orr, Pittman, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -26 Nays: - 0 REPORT OF COMMITTEE ON "
matched_same_measure_count_mismatch,SJRC-CFBDE585F28F16FA,2009_RegularSession,2009RegularSession_Day29,data\raw\alabama_legislature\senate_journals\2009_RegularSession\2009RegularSession_Day29.pdf,140,HB,344.0,"was read a third time at length and passed. Yeas 30 Nays 1 Yeas: Senators: Barron, Bedford, Benefield, Bishop, Brooks, Butler, Coleman, Den- ton, Dixon, Figures, French, Holley, Little (T), Little (Z), Marsh, Means, Mitchell, Mitchem, Orr, Penn, Pittman, Poole, Preuitt, Ross, Sanders, Singleton, Smith, Smitherman, and Waggoner -29 Nay: Sena"
