state,cycle,chamber,district,party,candidate,provider_candidate,provider_identity,candidate_filer_id,campaign_id,match_score,match_margin,candidates_considered,match_status,event_target,committee_names,committee_name,source_path,registration_cycle,source_reported_total,match_method,adjudication_id,record_count,total_contributions
SC,2016,senate,44,R,"campbell, paul g, jr","Campbell, Paul G",senate|44|CAMPBELL PAUL G,1399,13549,100.0,75.0,2,accepted_automatic,,,,,,,,,,
SC,2016,senate,45,D,"brightmatthews, margie","Bright Matthews, Margie",senate|45|BRIGHT MATTHEWS MARGIE,14310,19205,100.0,72.97297297297297,2,accepted_automatic,,,,,,,,,,
SC,2016,senate,46,R,"davis, tom","Davis, Thomas C",senate|46|DAVIS THOMAS C,1455,13557,93.33333333333334,63.70370370370371,2,accepted_automatic,,,,,,,,,,
SC,2018,house,1,R,"whitmire, william r","Whitmire, William R",house|1|WHITMIRE WILLIAM R,2037,30851,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,2,D,"gaulin, jody g","Gaulin, Jody G",house|2|GAULIN JODY G,16026,32280,100.0,74.19354838709677,2,accepted_automatic,,,,,,,,,,
SC,2018,house,2,R,"sandifer, william e, iii","Sandifer, William E III",house|2|SANDIFER WILLIAM E,1813,30462,100.0,74.19354838709677,2,accepted_automatic,,,,,,,,,,
SC,2018,house,3,R,"clary, gary e","Clary, Gary",house|3|CLARY GARY,11503,30872,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,4,R,"hiott, david (davey)","Hiott, David R",house|4|HIOTT DAVID R,1756,31069|33566|33844,100.0,61.29032258064516,2,accepted_automatic,,,,,,,,,,
SC,2018,house,5,R,"collins, neal","Collins, Neal",house|5|COLLINS NEAL,11867,30783|33879,100.0,53.84615384615385,5,accepted_automatic,,,,,,,,,,
SC,2018,house,6,R,"white, william b 2","White, William B",house|6|WHITE WILLIAM B,1996,20400|33757,100.0,67.74193548387096,3,accepted_automatic,,,,,,,,,,
SC,2018,house,7,R,"west, jay","West, John T IV",house|7|WEST JOHN T,14243,30587|33592,85.71428571428571,56.084656084656075,2,accepted_automatic,,,,,,,,,,
SC,2018,house,8,R,"hill, jonathon","Hill, Jonathon D",house|8|HILL JONATHON D,11594,30941|33428,100.0,61.904761904761905,2,accepted_automatic,,,,,,,,,,
SC,2018,house,9,R,"thayer, anne j","Thayer, Anne W",house|9|THAYER ANNE W,6078,30769,100.0,61.904761904761905,2,accepted_automatic,,,,,,,,,,
SC,2018,house,10,D,"hoffman, lucy","Hoffman, Lucy",house|10|HOFFMAN LUCY,16212,32536,100.0,70.37037037037037,3,accepted_automatic,,,,,,,,,,
SC,2018,house,10,R,"cox, west","Cox, West",house|10|COX WEST,15826,31954,100.0,73.91304347826087,3,accepted_automatic,,,,,,,,,,
SC,2018,house,11,D,"smith, devon d","Smith, Devon D",house|11|SMITH DEVON D,16230,32558,100.0,64.28571428571429,3,accepted_automatic,,,,,,,,,,
SC,2018,house,11,R,"gagnon, craig a","Gagnon, Craig A",house|11|GAGNON CRAIG A,9276,30882|33618,100.0,77.77777777777777,3,accepted_automatic,,,,,,,,,,
SC,2018,house,12,D,"parks, julia a","Parks, Julia A",house|12|PARKS JULIA A,1759,30950,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,13,D,"gaskin, michael k","Gaskin, Michael K",house|13|GASKIN MICHAEL K,16208,32531,100.0,66.66666666666667,2,accepted_automatic,,,,,,,,,,
SC,2018,house,13,R,"mccravy, john","McCravy, John R III",house|13|MCCRAVY JOHN R,13893,30813,100.0,64.28571428571429,2,accepted_automatic,,,,,,,,,,
SC,2018,house,14,R,"pitts, michael a","Pitts, Michael A",house|14|PITTS MICHAEL A,1714,20327,100.0,57.142857142857146,2,accepted_automatic,,,,,,,,,,
SC,2018,house,15,D,"moore, ja","Moore, JA",house|15|MOORE JA,16258,32596,100.0,57.89473684210527,4,accepted_automatic,,,,,,,,,,
SC,2018,house,15,R,"rivers, samuel, jr","Rivers, Samuel   Jr",house|15|RIVERS SAMUEL,9292,30616,100.0,57.142857142857146,4,accepted_automatic,,,,,,,,,,
SC,2018,house,16,R,"willis, mark n","Willis, Mark N",house|16|WILLIS MARK N,1856,30938,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,17,D,"buckley, judi","Buckley, Judi",house|17|BUCKLEY JUDI,16229,32556,100.0,58.333333333333336,3,accepted_automatic,,,,,,,,,,
SC,2018,house,17,R,"burns, mike","Burns, James M",house|17|BURNS JAMES M,15197,30839|33873,88.88888888888889,52.52525252525252,3,accepted_automatic,,,,,,,,,,
SC,2018,house,18,R,"stringer, tommy","Stringer, Tommy M",house|18|STRINGER TOMMY M,1687,30888|33889,100.0,65.51724137931035,3,accepted_automatic,,,,,,,,,,
SC,2018,house,19,D,"counton, carrie","Counton, Carrie",house|19|COUNTON CARRIE,16315,32683,100.0,66.66666666666666,3,accepted_automatic,,,,,,,,,,
SC,2018,house,19,R,"loftis, dwight a","Smith, Viktor N",house|19|SMITH VIKTOR N,15246,31019,34.48275862068965,0.0,3,review_required,,,,,,,,,,
SC,2018,house,20,R,"morgan, adam","Morgan, Adam M",house|20|MORGAN ADAM M,15952,32160|44495,100.0,57.142857142857146,4,accepted_automatic,,,,,,,,,,
SC,2018,house,21,R,"cox, bobby, jr","Cox, Bobby J",house|21|COX BOBBY J,15803,31918|33429,100.0,84.0,2,accepted_automatic,,,,,,,,,,
SC,2018,house,22,D,"brown, b k","Brown, Bruce K",house|22|BROWN BRUCE K,16260,32598,87.5,37.5,5,accepted_automatic,,,,,,,,,,
SC,2018,house,22,R,"elliott, jason","Elliott, Jason",house|22|ELLIOTT JASON,14040,20254|33615,100.0,57.142857142857146,5,accepted_automatic,,,,,,,,,,
SC,2018,house,23,D,"dillard, chandra e","Dillard, Chandra E",house|23|DILLARD CHANDRA E,2483,30811,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,24,R,"bannister, bruce w","Bannister, Bruce W",house|24|BANNISTER BRUCE W,1772,30671,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,25,D,"robinsonsimpson, leola c","Robinson-Simpson, Leola",house|25|ROBINSON SIMPSON LEOLA,9943,30912|33642,97.5609756097561,57.5609756097561,4,accepted_automatic,,,,,,,,,,
SC,2018,house,26,D,"kraljevich, john","Kraljevich, John",house|26|KRALJEVICH JOHN,16064,32327,100.0,68.0,2,accepted_automatic,,,,,,,,,,
SC,2018,house,26,R,"felder, r raye","Felder, R. Raye",house|26|FELDER R RAYE,8884,30707,100.0,68.0,2,accepted_automatic,,,,,,,,,,
SC,2018,house,27,R,"smith, garry r","Smith, Garry R",house|27|SMITH GARRY R,2029,30961|33824,100.0,70.37037037037037,2,accepted_automatic,,,,,,,,,,
SC,2018,house,28,R,"trantham, ashley","Trantham, Ashley B",house|28|TRANTHAM ASHLEY B,15610,32717,100.0,75.75757575757575,2,accepted_automatic,,,,,,,,,,
SC,2018,house,29,R,"moss, dennis c","Moss, Dennis C",house|29|MOSS DENNIS C,2014,30745,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,30,R,"moss, steve s","Moss, Van S",house|30|MOSS VAN S,9092,30843,85.0,85.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,31,D,"hendersonmyers, rosalyn","Henderson-Myers, Rosalyn D",house|31|HENDERSON MYERS ROSALYN D,15269,32661,97.67441860465115,63.38870431893687,2,accepted_automatic,,,,,,,,,,
SC,2018,house,32,R,"hyde, max","Hyde, Max T Jr",house|32|HYDE MAX T,16128,32420,100.0,66.66666666666666,3,accepted_automatic,,,,,,,,,,
SC,2018,house,33,R,"tallon, edward r, sr","Tallon, Edward R",house|33|TALLON EDWARD R,6526,30789|33571,100.0,66.66666666666667,2,accepted_automatic,,,,,,,,,,
SC,2018,house,34,R,"forrester, mike","Forrester, Paul M",house|34|FORRESTER PAUL M,1263,20368,80.0,80.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,35,D,"pendarvis, helen","Pendarvis, Helen M",house|35|PENDARVIS HELEN M,15777,31865,100.0,68.75,2,accepted_automatic,,,,,,,,,,
SC,2018,house,35,R,"chumley, william m","Chumley, William M",house|35|CHUMLEY WILLIAM M,6088,30863,100.0,58.8235294117647,2,accepted_automatic,,,,,,,,,,
SC,2018,house,36,R,"allison, merita a","Allison, Merita A",house|36|ALLISON MERITA A,787,30881,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,37,R,"long, steven","Long, Steven W",house|37|LONG STEVEN W,13633,30870|33696,100.0,63.63636363636363,2,accepted_automatic,,,,,,,,,,
SC,2018,house,38,R,"magnuson, josiah","Magnuson, Josiah",house|38|MAGNUSON JOSIAH,13784,20391|33673,100.0,55.55555555555556,2,accepted_automatic,,,,,,,,,,
SC,2018,house,39,R,"forrest, cal","Forrest, Cally R",house|39|FORREST CALLY R,11869,30744,95.0,64.23076923076923,2,accepted_automatic,,,,,,,,,,
SC,2018,house,40,R,"martin, richard a (rick), jr","Martin, Rick",house|40|MARTIN RICK,13441,30714,100.0,72.22222222222223,2,accepted_automatic,,,,,,,,,,
SC,2018,house,41,D,"mcdaniel, annie e","McDaniel, Annie E",house|41|MCDANIEL ANNIE E,16413,32834,100.0,69.6969696969697,3,accepted_automatic,,,,,,,,,,
SC,2018,house,42,R,"gilliam, doug","Gilliam, Leon D",house|42|GILLIAM LEON D,16349,32754,85.0,43.62068965517241,4,accepted_automatic,,,,,,,,,,
SC,2018,house,43,D,"hawk, tom","Hawk, Tommy R",house|43|HAWK TOMMY R,16351,32756,95.0,52.89473684210527,4,accepted_automatic,,,,,,,,,,
SC,2018,house,43,R,"ligon, randy","Ligon, Thomas R",house|43|LIGON THOMAS R,16205,32526,83.63636363636364,37.48251748251749,4,accepted_automatic,,,,,,,,,,
SC,2018,house,44,D,"powersnorrell, mandy d","Norrell, Mandy P",house|44|NORRELL MANDY P,9139,20425,95.0,95.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,45,D,"buskey, corin","Buskey, Ethel C",house|45|BUSKEY ETHEL C,16273,32614,80.0,49.230769230769226,2,accepted_automatic,,,,,,,,,,
SC,2018,house,45,R,"newton, brandon","Newton, Brandon",house|45|NEWTON BRANDON,13649,20373,100.0,71.42857142857143,2,accepted_automatic,,,,,,,,,,
SC,2018,house,46,D,"dicks, carl k","Dicks, Carl K",house|46|DICKS CARL K,16282,32630,100.0,66.66666666666667,2,accepted_automatic,,,,,,,,,,
SC,2018,house,46,R,"simrill, j gary","Simrill, Gary",house|46|SIMRILL GARY,2088,30830,100.0,69.23076923076923,2,accepted_automatic,,,,,,,,,,
SC,2018,house,47,D,"cotton, marty r","Cotton, Marty",house|47|COTTON MARTY,16266,32606,100.0,62.96296296296296,2,accepted_automatic,,,,,,,,,,
SC,2018,house,47,R,"pope, thomas e (tommy) 2","Pope, Thomas E",house|47|POPE THOMAS E,6957,30832,100.0,57.57575757575758,2,accepted_automatic,,,,,,,,,,
SC,2018,house,48,D,"holt, vickie","Holt, Victoria",house|48|HOLT VICTORIA,16058,32319,91.42857142857143,52.96703296703297,4,accepted_automatic,,,,,,,,,,
SC,2018,house,48,R,"bryant, bruce m","Bryant, Bruce M",house|48|BRYANT BRUCE M,15129,31092,100.0,62.5,4,accepted_automatic,,,,,,,,,,
SC,2018,house,49,D,"king, john r","King, John R",house|49|KING JOHN R,1660,30511,100.0,46.15384615384615,3,accepted_automatic,,,,,,,,,,
SC,2018,house,50,D,"wheeler, will","Wheeler, William W III",house|50|WHEELER WILLIAM W,13968,30924,94.54545454545455,78.54545454545455,2,accepted_automatic,,,,,,,,,,
SC,2018,house,51,D,"weeks, j david","Weeks, David",house|51|WEEKS DAVID,1355,20410,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,52,D,"sladefunderburk, laurie s","Funderburk, Laurie S",house|52|FUNDERBURK LAURIE S,1461,30676,95.0,95.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,52,R,"gustafson, penry","Funderburk, Laurie S",house|52|FUNDERBURK LAURIE S,1461,30676,25.806451612903224,25.806451612903224,1,review_required,,,,,,,,,,
SC,2018,house,53,R,"yow, richard l","Yow, Richard L Sr",house|53|YOW RICHARD L,11522,30920,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,54,D,"moorehenegan, patricia m (pat)","Henegan, Patricia M",house|54|HENEGAN PATRICIA M,11998,30837,95.0,62.567567567567565,2,accepted_automatic,,,,,,,,,,
SC,2018,house,55,D,"hayes, jackie e","Hayes, Jackie E",house|55|HAYES JACKIE E,1686,20355|33872,100.0,52.38095238095239,3,accepted_automatic,,,,,,,,,,
SC,2018,house,56,R,"mcginnis, tim","McGinnis, Tim",house|56|MCGINNIS TIM,15480,32771,100.0,77.77777777777777,2,accepted_automatic,,,,,,,,,,
SC,2018,house,57,D,"atkinson, lucas","Atkinson, Frank L",house|57|ATKINSON FRANK L,14032,30926,84.0,84.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,58,R,"johnson, jeff","Johnson, Jeffrey E",house|58|JOHNSON JEFFREY E,11781,33917,94.54545454545455,42.37154150197629,3,accepted_automatic,,,,,,,,,,
SC,2018,house,59,D,"alexander, terry","Alexander, Terry",house|59|ALEXANDER TERRY,1977,31086,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,60,D,"long, devon j","Connor, Thomas L",house|60|CONNOR THOMAS L,16032,32287,37.03703703703704,5.037037037037042,3,review_required,,,,,,,,,,
SC,2018,house,60,R,"lowe, phillip d","Lowe, Phillip D",house|60|LOWE PHILLIP D,1798,31135,100.0,66.66666666666667,3,accepted_automatic,,,,,,,,,,
SC,2018,house,61,D,"kirby, roger k","Kirby, Roger K",house|61|KIRBY ROGER K,11943,30842,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,62,D,"williams, robert q","Williams, Robert Q",house|62|WILLIAMS ROBERT Q,1124,30874|33722,100.0,63.1578947368421,4,accepted_automatic,,,,,,,,,,
SC,2018,house,62,R,"baldwin, billy","Baldwin, Billy L",house|62|BALDWIN BILLY L,16487,32930,100.0,62.96296296296296,4,accepted_automatic,,,,,,,,,,
SC,2018,house,63,D,"brank, mike","Brank, Michael B",house|63|BRANK MICHAEL B,16189,32508,90.9090909090909,52.44755244755245,2,accepted_automatic,,,,,,,,,,
SC,2018,house,63,R,"jordan, jay","Jordan, Wallace H",house|63|JORDAN WALLACE H,12664,31067,84.0,47.63636363636363,2,accepted_automatic,,,,,,,,,,
SC,2018,house,64,D,"ridgeway, robert l, iii","Ridgeway, Robert L III",house|64|RIDGEWAY ROBERT L,9667,30889,100.0,73.33333333333333,2,accepted_automatic,,,,,,,,,,
SC,2018,house,65,R,"lucas, james h","Lucas, James H",house|65|LUCAS JAMES H,1357,20330,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,66,D,"cobbhunter, gillda y","Cobb-Hunter, Gilda Y",house|66|COBB HUNTER GILDA Y,2060,30494,96.96969696969697,96.96969696969697,1,accepted_automatic,,,,,,,,,,
SC,2018,house,66,R,"connor, tom","Cobb-Hunter, Gilda Y",house|66|COBB HUNTER GILDA Y,2060,30494,34.48275862068965,34.48275862068965,1,review_required,,,,,,,,,,
SC,2018,house,67,R,"smith, murrell m, jr","Smith, G. Murrell   Jr",house|67|SMITH G MURRELL,907,20398,93.33333333333333,63.92156862745098,2,accepted_automatic,,,,,,,,,,
SC,2018,house,68,R,"ammonscrawford, heather a","Crawford, Heather A",house|68|CRAWFORD HEATHER A,9093,30917,95.0,55.97560975609756,2,accepted_automatic,,,,,,,,,,
SC,2018,house,69,D,"rocheleau, beth a","Rocheleau, Beth A",house|69|ROCHELEAU BETH A,16319,32690,100.0,50.0,9,accepted_automatic,,,,,,,,,,
SC,2018,house,69,R,"wooten, chris","wooten, christopher s",house|69|WOOTEN CHRISTOPHER S,15851,31992|33691,92.5,56.13636363636363,9,accepted_automatic,,,,,,,,,,
SC,2018,house,70,D,"brawley, wendy c","Brawley, Wendy C",house|70|BRAWLEY WENDY C,15115,32705,100.0,66.66666666666666,2,accepted_automatic,,,,,,,,,,
SC,2018,house,71,R,"ballentine, jonathan c","Ballentine, Nathan C",house|71|BALLENTINE NATHAN C,1748,30855|33586,97.14285714285714,59.3050193050193,4,accepted_automatic,,,,,,,,,,
SC,2018,house,72,D,"rose, seth","Rose, Seth",house|72|ROSE SETH,15700,31701|33284,100.0,54.54545454545455,2,accepted_automatic,,,,,,,,,,
SC,2018,house,73,D,"hart, christopher r","Hart, Christopher R",house|73|HART CHRISTOPHER R,1820,31124,100.0,66.66666666666667,2,accepted_automatic,,,,,,,,,,
SC,2018,house,73,R,"bell, ralph","Bell, Ralph H Jr.",house|73|BELL RALPH H,16080,32352,100.0,68.0,2,accepted_automatic,,,,,,,,,,
SC,2018,house,74,D,"rutherford, j todd","Rutherford, James T",house|74|RUTHERFORD JAMES T,1871,30914,86.66666666666667,65.23809523809524,2,accepted_automatic,,,,,,,,,,
SC,2018,house,75,D,"crangle, john","Crangle, John",house|75|CRANGLE JOHN,16239,32574,100.0,66.66666666666666,2,accepted_automatic,,,,,,,,,,
SC,2018,house,75,R,"finlay, kirkman, iii","Finlay, Kirkman   III",house|75|FINLAY KIRKMAN,9537,20383,100.0,66.66666666666666,2,accepted_automatic,,,,,,,,,,
SC,2018,house,76,D,"howard, leon","Howard, Leon",house|76|HOWARD LEON,2177,20411|33700,100.0,68.0,2,accepted_automatic,,,,,,,,,,
SC,2018,house,77,D,"garvin, kambrell","Garvin, Kambrell H",house|77|GARVIN KAMBRELL H,15889,32075|33560,100.0,60.0,5,accepted_automatic,,,,,,,,,,
SC,2018,house,78,D,"bernstein, beth e","bernstein, beth",house|78|BERNSTEIN BETH,9365,30901,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,79,D,"thigpen, ivory","Thigpen, Ivory T",house|79|THIGPEN IVORY T,13459,30935,100.0,58.333333333333336,3,accepted_automatic,,,,,,,,,,
SC,2018,house,80,D,"bales, jimmy c","Bales, Jimmy C",house|80|BALES JIMMY C,1684,30916,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,81,D,"fox, elise","Fox, Elise",house|81|FOX ELISE,15268,31048,100.0,70.0,3,accepted_automatic,,,,,,,,,,
SC,2018,house,81,R,"blackwell, bart","Blackwell, Bart T",house|81|BLACKWELL BART T,13939,30937,100.0,68.0,3,accepted_automatic,,,,,,,,,,
SC,2018,house,82,D,"clyburn, william r (bill)","Clyburn, William   Sr",house|82|CLYBURN WILLIAM,1987,30925,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,83,R,"hixon, william m","Hixon, William M",house|83|HIXON WILLIAM M,6721,30944,100.0,65.51724137931035,2,accepted_automatic,,,,,,,,,,
SC,2018,house,84,D,"cooklariscey, jennifer","Morris, Jennifer A",house|84|MORRIS JENNIFER A,15098,31604,68.57142857142857,36.31336405529953,2,review_required,,,,,,,,,,
SC,2018,house,84,R,"young, ronnie","Young, Ronnie",house|84|YOUNG RONNIE,15073,31650,100.0,58.62068965517241,2,accepted_automatic,,,,,,,,,,
SC,2018,house,85,D,"edwards, sam","Edwards, Samantha G",house|85|EDWARDS SAMANTHA G,16219,32544,90.9090909090909,74.9090909090909,2,accepted_automatic,,,,,,,,,,
SC,2018,house,85,R,"huggins, colonel c, jr","Huggins, Chip C",house|85|HUGGINS CHIP C,1879,30836,83.63636363636364,57.829912023460416,2,accepted_automatic,,,,,,,,,,
SC,2018,house,86,R,"taylor, william w","Taylor, Bill",house|86|TAYLOR BILL,6564,20370,90.9090909090909,90.9090909090909,1,accepted_automatic,,,,,,,,,,
SC,2018,house,87,D,"summers, diane","Summers, Diane E",house|87|SUMMERS DIANE E,16248,32584,100.0,57.142857142857146,6,accepted_automatic,,,,,,,,,,
SC,2018,house,87,R,"rawlcalhoon, paula","Calhoon, Paula R",house|87|CALHOON PAULA R,16099,32377|33860,95.0,64.6969696969697,6,accepted_automatic,,,,,,,,,,
SC,2018,house,88,R,"toole, mclain r","TOOLE, MAC R",house|88|TOOLE MACR,1892,30911,88.0,49.53846153846154,2,accepted_automatic,,,,,,,,,,
SC,2018,house,89,R,"caskey, micah","Caskey, Micajah P IV",house|89|CASKEY MICAJAH P,13945,30964|33652,96.66666666666667,62.18390804597702,3,accepted_automatic,,,,,,,,,,
SC,2018,house,90,D,"bamberg, justin","Bamberg, Justin T",house|90|BAMBERG JUSTIN T,11401,30784,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,91,D,"hosey, lonnie","Hosey, Lonnie /",house|91|HOSEY LONNIE,1957,30910,100.0,66.66666666666667,2,accepted_automatic,,,,,,,,,,
SC,2018,house,92,R,"daning, joseph s","Daning, Joseph S",house|92|DANING JOSEPH S,1291,30588,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,93,D,"ott, russell l","Ott, Russell",house|93|OTT RUSSELL,12905,30948,100.0,69.23076923076923,2,accepted_automatic,,,,,,,,,,
SC,2018,house,93,R,"kiser, terry l, sr","Kiser, Terry L Sr.",house|93|KISER TERRY L,16355,32760,100.0,71.42857142857143,2,accepted_automatic,,,,,,,,,,
SC,2018,house,94,D,"daly, damian p","Daly, Damian",house|94|DALY DAMIAN,16359,32764,100.0,60.0,6,accepted_automatic,,,,,,,,,,
SC,2018,house,94,R,"chellis, converse","Chellis, Con",house|94|CHELLIS CON,15950,32158|33857,90.9090909090909,56.426332288401255,6,accepted_automatic,,,,,,,,,,
SC,2018,house,95,D,"govan, jerry n, jr","Govan, Jerry N Jr.",house|95|GOVAN JERRY N,1726,30955|33883,100.0,52.0,4,accepted_automatic,,,,,,,,,,
SC,2018,house,95,R,"palmer, chester d","Palmer, Chester D",house|95|PALMER CHESTER D,16353,32758,100.0,68.0,4,accepted_automatic,,,,,,,,,,
SC,2018,house,96,D,"vanlue, robert l (bob)","Vanlue, Robert L",house|96|VANLUE ROBERT L,16987,33738,100.0,66.66666666666667,3,accepted_automatic,,,,,,,,,,
SC,2018,house,96,R,"spires, kit","SPIRES, LAWRENCE K",house|96|SPIRES LAWRENCE K,1635,30831|33874,80.0,36.52173913043478,3,accepted_automatic,,,,,,,,,,
SC,2018,house,97,D,"knight, patsy g","Knight, Patsy G",house|97|KNIGHT PATSY G,233,30589,100.0,65.51724137931035,3,accepted_automatic,,,,,,,,,,
SC,2018,house,97,R,"kimmons, mandy w","Kimmons, Mandy W",house|97|KIMMONS MANDY W,16116,32403|32965,100.0,57.14285714285714,3,accepted_automatic,,,,,,,,,,
SC,2018,house,98,R,"murphy, chris","Murphy, Christopher J",house|98|MURPHY CHRISTOPHER J,6914,30943|33821,92.5,55.46296296296296,2,accepted_automatic,,,,,,,,,,
SC,2018,house,99,D,"gibson, jen","Gibson, Jennifer B",house|99|GIBSON JENNIFER B,15890,32076,90.9090909090909,60.13986013986013,4,accepted_automatic,,,,,,,,,,
SC,2018,house,99,R,"mace, nancy","Mace, Nancy",house|99|MACE NANCY,15612,32351,100.0,69.23076923076923,4,accepted_automatic,,,,,,,,,,
SC,2018,house,100,D,"yates, michael w","Yates, Michael W",house|100|YATES MICHAEL W,16749,33277,100.0,58.62068965517241,4,accepted_automatic,,,,,,,,,,
SC,2018,house,100,R,"davis, sylleste h","Davis, Sylleste",house|100|DAVIS SYLLESTE,14431,30675|33650,100.0,61.29032258064516,4,accepted_automatic,,,,,,,,,,
SC,2018,house,101,D,"mcknight, cezar","McKnight, Cezar E",house|101|MCKNIGHT CEZAR E,12603,30913|33645,100.0,71.42857142857143,2,accepted_automatic,,,,,,,,,,
SC,2018,house,102,D,"jefferson, joseph h, jr","Jefferson, Joseph H",house|102|JEFFERSON JOSEPH H,808,30869,100.0,70.58823529411765,2,accepted_automatic,,,,,,,,,,
SC,2018,house,102,R,"hardesty, terry","Hardesty, Terry A",house|102|HARDESTY TERRY A,16401,32822,100.0,68.75,2,accepted_automatic,,,,,,,,,,
SC,2018,house,103,D,"anderson, carl l","Anderson, Carl L",house|103|ANDERSON CARL L,1720,30824|33637,100.0,58.333333333333336,3,accepted_automatic,,,,,,,,,,
SC,2018,house,104,R,"bailey, william","Bailey, William   Jr",house|104|BAILEY WILLIAM,15929,32128|33916,100.0,86.66666666666667,2,accepted_automatic,,,,,,,,,,
SC,2018,house,105,R,"hardee, kevin j","Hardee, Kevin J",house|105|HARDEE KEVIN J,9771,31132,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,106,D,"gause, robin","Gause, Robin R",house|106|GAUSE ROBIN R,15449,31347,100.0,60.0,3,accepted_automatic,,,,,,,,,,
SC,2018,house,106,R,"fry, russell","Fry, Russell",house|106|FRY RUSSELL,13630,30708,100.0,61.904761904761905,3,accepted_automatic,,,,,,,,,,
SC,2018,house,107,R,"clemmons, alan d","Clemmons, Alan D",house|107|CLEMMONS ALAN D,2078,30907,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,108,R,"hewitt, lee","Hewitt, William L III",house|108|HEWITT WILLIAM L,13570,30574,84.0,84.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,109,D,"mack, david j, iii","Mack, David J III",house|109|MACK DAVID J,2030,30962,100.0,63.63636363636363,2,accepted_automatic,,,,,,,,,,
SC,2018,house,110,D,"pogue, ben","Pogue, Ben",house|110|POGUE BEN,15978,32195,100.0,56.52173913043478,5,accepted_automatic,,,,,,,,,,
SC,2018,house,110,R,"cogswell, william s, jr","Cogswell, William",house|110|COGSWELL WILLIAM,13754,30861|33922,100.0,61.29032258064516,5,accepted_automatic,,,,,,,,,,
SC,2018,house,111,D,"gilliard, wendell g","Gilliard, Wendell G",house|111|GILLIARD WENDELL G,2090,31126,100.0,100.0,1,accepted_automatic,,,,,,,,,,
SC,2018,house,112,D,"preston, joe","Preston, Josef P",house|112|PRESTON JOSEF P,15233,30996,95.0,42.82608695652174,3,accepted_automatic,,,,,,,,,,
SC,2018,house,112,R,"sottile, f michael","Sottile, F. Michael",house|112|SOTTILE F MICHAEL,1870,30817|33557,100.0,61.53846153846154,3,accepted_automatic,,,,,,,,,,
SC,2018,house,113,D,"pendarvis, marvin r","Pendarvis, Marvin",house|113|PENDARVIS MARVIN,15279,32773,100.0,65.71428571428571,2,accepted_automatic,,,,,,,,,,
SC,2018,house,114,D,"jones, dan p","Jones, Dan P",house|114|JONES DAN P,16285,32633,100.0,54.54545454545454,5,accepted_automatic,,,,,,,,,,
SC,2018,house,114,R,"bennett, lin","Bennett, Linda C",house|114|BENNETT LINDA C,13699,30810,95.0,58.63636363636363,5,accepted_automatic,,,,,,,,,,
SC,2018,house,115,D,"tempel, carol","Tempel, Dr. Carol A",house|115|TEMPEL CAROL A,15252,31025,100.0,60.0,3,accepted_automatic,,,,,,,,,,
SC,2018,house,115,R,"mccoy, peter m, jr","McCoy, Peter M",house|115|MCCOY PETER M,6588,30632,100.0,55.55555555555556,3,accepted_automatic,,,,,,,,,,
SC,2018,house,116,D,"brown, robert l","brown, robert l",house|116|BROWN ROBERT L,2186,30875,100.0,60.0,3,accepted_automatic,,,,,,,,,,
SC,2018,house,116,R,"oneal, carroll c","ONeal, James C",house|116|ONEAL JAMES C,11549,32703,83.33333333333333,31.481481481481467,3,accepted_automatic,,,,,,,,,,
SC,2018,house,117,D,"simmons, krystle n","Simmons, Krystle",house|117|SIMMONS KRYSTLE,16321,32693|33886,100.0,63.63636363636363,3,accepted_automatic,,,,,,,,,,
SC,2018,house,117,R,"crosby, william e (bill)","Crosby, William E",house|117|CROSBY WILLIAM E,1446,30873,100.0,66.66666666666667,3,accepted_automatic,,,,,,,,,,
