graph_node,cycle,county_key,precinct_key,donor_vtd_id,donor_name,donor_vintage,path_length_to_seed,match_method,confidence,verification_status
1998|JEFFERSON|0125 CLAY COMM. CENTER,1998,JEFFERSON,0125 CLAY COMM. CENTER,VTD2000-073-5004,Clay Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|JEFFERSON|5109 CLAY COMM CENTER 01,2002,JEFFERSON,5109 CLAY COMM CENTER 01,VTD2000-073-5004,Clay Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PIKE|TROY - COURTHOUSE,1994,PIKE,TROY - COURTHOUSE,VTD2000-109-21,Troy Courthouse,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|PIKE|TROY - COURTHOUSE,2002,PIKE,TROY - COURTHOUSE,VTD2000-109-21,Troy Courthouse,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PIKE|0021 TROY COURTHOUSE,1998,PIKE,0021 TROY COURTHOUSE,VTD2000-109-21,Troy Courthouse,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CHEROKEE|ELLISVILLE VFD,2008,CHEROKEE,ELLISVILLE VFD,VTD2010-019-0161,Ellisville Volunteer Fire Dept.,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CHEROKEE|ELLISVILLE VFD,2006,CHEROKEE,ELLISVILLE VFD,VTD2010-019-0161,Ellisville Volunteer Fire Dept.,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CHEROKEE|ELLISVILLE VFD,2010,CHEROKEE,ELLISVILLE VFD,VTD2010-019-0161,Ellisville Volunteer Fire Dept.,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CULLMAN|COLD SPRINGS FIRE DEPT.,2010,CULLMAN,COLD SPRINGS FIRE DEPT.,VTD2010-043-0090,Cold Springs Fire Dept.,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CULLMAN|COLD SPRINGS FIRE DEPARTMENT,2006,CULLMAN,COLD SPRINGS FIRE DEPARTMENT,VTD2010-043-0090,Cold Springs Fire Dept.,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CULLMAN|COLD SPRINGS FIRE DEPT,2008,CULLMAN,COLD SPRINGS FIRE DEPT,VTD2010-043-0090,Cold Springs Fire Dept.,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CHILTON|0130 COLLINS CHAPEL FIRE STATION,1998,CHILTON,0130 COLLINS CHAPEL FIRE STATION,VTD2000-021-210,Collins Chapel Fire Station,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CHILTON|COLLINS CHAPEL- FIRE STA,1994,CHILTON,COLLINS CHAPEL- FIRE STA,VTD2000-021-210,Collins Chapel Fire Station,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CHILTON|COLLINS CHAPEL-FIRE STATION,2002,CHILTON,COLLINS CHAPEL-FIRE STATION,VTD2000-021-210,Collins Chapel Fire Station,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|SHELBY|022 NEW HOPE,1998,SHELBY,022 NEW HOPE,VTD2000-117-12,New Hope Presbyterian Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|SHELBY|NEW HOPE PRESBYTERIAN,1994,SHELBY,NEW HOPE PRESBYTERIAN,VTD2000-117-12,New Hope Presbyterian Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|PIKE|TROY-ADAMS ARMORY,2008,PIKE,TROY-ADAMS ARMORY,VTD2010-109-0060,Troy Adams Armory,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|PIKE|TROY - ADAMS ARMORY,2006,PIKE,TROY - ADAMS ARMORY,VTD2010-109-0060,Troy Adams Armory,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|PIKE|TROY ADAMS ARMORY,2010,PIKE,TROY ADAMS ARMORY,VTD2010-109-0060,Troy Adams Armory,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|HENRY|WILLS CROSS ROADS,2006,HENRY,WILLS CROSS ROADS,VTD2010-067-11B,Wills Cross Roads,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|HENRY|WILLS CROSS ROADS VT,2010,HENRY,WILLS CROSS ROADS VT,VTD2010-067-11B,Wills Cross Roads,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|HENRY|WILLS CROSS ROADS VT,2008,HENRY,WILLS CROSS ROADS VT,VTD2010-067-11B,Wills Cross Roads,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|ASBURY METH_ CHURCH,2006,MADISON,ASBURY METH_ CHURCH,VTD2010-089-88,Asbury Meth Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|ASBURY METH_ CHURCH,2008,MADISON,ASBURY METH_ CHURCH,VTD2010-089-88,Asbury Meth Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|ALTOONA REC. CENTER,1994,ETOWAH,ALTOONA REC. CENTER,VTD2000-055-25,Altoona Recreation Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0650 ALTOONA REC CENTER,1998,ETOWAH,0650 ALTOONA REC CENTER,VTD2000-055-25,Altoona Recreation Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MADISON|0260 AIRPORT ROAD FIRE ST#6,1998,MADISON,0260 AIRPORT ROAD FIRE ST#6,VTD2000-089-25,Airport Road Fird Station #6,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MADISON|AIRPORT ROAD FIRE STATION #6,2002,MADISON,AIRPORT ROAD FIRE STATION #6,VTD2000-089-25,Airport Road Fird Station #6,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ELMORE|ASBURY KENT COMMUNITY CENTER,2002,ELMORE,ASBURY KENT COMMUNITY CENTER,VTD2000-051-0041,Asbury-Kent Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ELMORE|0080 ASBURY KENT COMM. CENTER,1998,ELMORE,0080 ASBURY KENT COMM. CENTER,VTD2000-051-0041,Asbury-Kent Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CLAY|BLUFF SPRINGS F.D.,1994,CLAY,BLUFF SPRINGS F.D.,VTD2000-027-1401,Bluff Springs Fire Dept.,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CLAY|BLUFF SPRINGS F.D.,2002,CLAY,BLUFF SPRINGS F.D.,VTD2000-027-1401,Bluff Springs Fire Dept.,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CLAY|1401 BLUFF SPRINGS,1998,CLAY,1401 BLUFF SPRINGS,VTD2000-027-1401,Bluff Springs Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5204 HARRISON PARK REC,2010,JEFFERSON,5204 HARRISON PARK REC,VTD2010-073-5204,Harrison Park Recreation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5204 HARRISON PARK  REC,2008,JEFFERSON,5204 HARRISON PARK  REC,VTD2010-073-5204,Harrison Park Recreation Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5204 HARRISON PARK RECREA,2006,JEFFERSON,5204 HARRISON PARK RECREA,VTD2010-073-5204,Harrison Park Recreation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5204 HARRISON PARK  REC,2006,JEFFERSON,5204 HARRISON PARK  REC,VTD2010-073-5204,Harrison Park Recreation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5204 HARRISON PARK RECREA,2008,JEFFERSON,5204 HARRISON PARK RECREA,VTD2010-073-5204,Harrison Park Recreation Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CHILTON|0020 SOUTH CHILTON FIRE STATION,1998,CHILTON,0020 SOUTH CHILTON FIRE STATION,VTD2000-021-20,Maplesville,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CHILTON|SOUTH CHILTON FIRE STATION,2002,CHILTON,SOUTH CHILTON FIRE STATION,VTD2000-021-20,Maplesville,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CHILTON|SOUTH CHILTON FIRE STATION,1994,CHILTON,SOUTH CHILTON FIRE STATION,VTD2000-021-20,Maplesville,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|HOUSTON|0151 LIBRARY #2,1998,HOUSTON,0151 LIBRARY #2,VTD2000-069-3-4,Library,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|HOUSTON|LIBRARY .1,2002,HOUSTON,LIBRARY .1,VTD2000-069-3-4,Library,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|HOUSTON|0150 LIBRARY #1,1998,HOUSTON,0150 LIBRARY #1,VTD2000-069-3-4,Library,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|HOUSTON|LIBRARY,1994,HOUSTON,LIBRARY,VTD2000-069-3-4,Library,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|HOUSTON|LIBRARY .2,2002,HOUSTON,LIBRARY .2,VTD2000-069-3-4,Library,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MONTGOMERY|1A CLOVERDALE COMM CTR,1998,MONTGOMERY,1A CLOVERDALE COMM CTR,VTD2000-101-1-A,Cloverdale Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MONTGOMERY|CLOVERDALE COMM. CTR.,2002,MONTGOMERY,CLOVERDALE COMM. CTR.,VTD2000-101-1-A,Cloverdale Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MONTGOMERY|CLOVERDALE COMM CTR.,1994,MONTGMRY,CLOVERDALE COMM CTR.,VTD2000-101-1-A,Cloverdale Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|TALLADEGA|NATIONAL GUARD ARMORY .2,2002,TALLADEGA,NATIONAL GUARD ARMORY .2,VTD2000-121-5,Talladega National Guard Armory,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|TALLADEGA|NATIONAL GUARD ARMORY .3,2002,TALLADEGA,NATIONAL GUARD ARMORY .3,VTD2000-121-5,Talladega National Guard Armory,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|TALLADEGA|0060 NATIONAL GUARD ARMORY #1,1998,TALLADEGA,0060 NATIONAL GUARD ARMORY #1,VTD2000-121-5,Talladega National Guard Armory,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|TALLADEGA|NATIONAL GUARD ARMORY .1,2002,TALLADEGA,NATIONAL GUARD ARMORY .1,VTD2000-121-5,Talladega National Guard Armory,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|TALLADEGA|0061 NATIONAL GUARD ARMORY #2,1998,TALLADEGA,0061 NATIONAL GUARD ARMORY #2,VTD2000-121-5,Talladega National Guard Armory,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|TALLADEGA|NATIONAL GUARD ARMORY 2,1994,TALADEGA,NATIONAL GUARD ARMORY 2,VTD2000-121-5,Talladega National Guard Armory,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|TALLADEGA|NATIONAL GUARD ARMORY 1,1994,TALADEGA,NATIONAL GUARD ARMORY 1,VTD2000-121-5,Talladega National Guard Armory,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|WALKER|OLD HERMAN CHURCH,2010,WALKER,OLD HERMAN CHURCH,VTD2010-127-45,Old Herman Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|WALKER|OLD HERMAN CHURCH,2006,WALKER,OLD HERMAN CHURCH,VTD2010-127-45,Old Herman Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|WALKER|OLD HERMAN CHURCH,2008,WALKER,OLD HERMAN CHURCH,VTD2010-127-45,Old Herman Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|1502 BAGLEY JR_ HIGH,2006,JEFFERSON,1502 BAGLEY JR_ HIGH,VTD2010-073-1502,Bagley Junior High School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|1502 BAGLEY JR HIGH SCH_,2006,JEFFERSON,1502 BAGLEY JR HIGH SCH_,VTD2010-073-1502,Bagley Junior High School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|1502 BAGLEY JR_ HIGH,2008,JEFFERSON,1502 BAGLEY JR_ HIGH,VTD2010-073-1502,Bagley Junior High School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|1502 BAGLEY JR HIGH SCH_,2008,JEFFERSON,1502 BAGLEY JR HIGH SCH_,VTD2010-073-1502,Bagley Junior High School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|1502 BAGLEY JR HIGH SCH.,2010,JEFFERSON,1502 BAGLEY JR HIGH SCH.,VTD2010-073-1502,Bagley Junior High School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|WALKER|COPELAND FERRY FD,2006,WALKER,COPELAND FERRY FD,VTD2010-127-19,Copeland Ferry Fire Dept,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|WALKER|COPELAND FERRY FD,2008,WALKER,COPELAND FERRY FD,VTD2010-127-19,Copeland Ferry Fire Dept,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|WALKER|COPELAND FERRY FD,2010,WALKER,COPELAND FERRY FD,VTD2010-127-19,Copeland Ferry Fire Dept,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BIBB|FURNACE,2002,BIBB,FURNACE,VTD2000-007-6,Furnace-Brierfield Park-Mulberry Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BIBB|006 FURNACE,1998,BIBB,006 FURNACE,VTD2000-007-6,Furnace-Brierfield Park-Mulberry Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|BIBB|FURNACE,1994,BIBB,FURNACE,VTD2000-007-6,Furnace-Brierfield Park-Mulberry Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|WEST MASTIN LAKE SCHOOL,2006,MADISON,WEST MASTIN LAKE SCHOOL,VTD2010-089-34,West Mastin Lake School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|WEST MASTIN LAKE SCHOOL,2008,MADISON,WEST MASTIN LAKE SCHOOL,VTD2010-089-34,West Mastin Lake School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|BLOUNT|SUMMIT,2010,BLOUNT,SUMMIT,VTD2010-009-8,Summit,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|BLOUNT|SUMMIT,2008,BLOUNT,SUMMIT,VTD2010-009-8,Summit,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|BLOUNT|SUMMIT,2006,BLOUNT,SUMMIT,VTD2010-009-8,Summit,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PICKENS|3100 PALMETTO,1998,PICKENS,3100 PALMETTO,VTD2000-107-3100,Palmetto Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PICKENS|PALMETTO,1994,PICKENS,PALMETTO,VTD2000-107-3100,Palmetto Community Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|PICKENS|PALMETTO,2002,PICKENS,PALMETTO,VTD2000-107-3100,Palmetto Community Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|MT ARARAT BAPT CHURCH #2,2008,MOBILE,MT ARARAT BAPT CHURCH #2,VTD2010-097-92,Mt. Ararat Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MOBILE|MT ARARAT BAPT CHURCH,2010,MOBILE,MT ARARAT BAPT CHURCH,VTD2010-097-92,Mt. Ararat Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|MT ARARAT BAPT CHURCH #1,2008,MOBILE,MT ARARAT BAPT CHURCH #1,VTD2010-097-92,Mt. Ararat Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|HUNTSVILLE MIDDLE SCHOOL,2006,MADISON,HUNTSVILLE MIDDLE SCHOOL,VTD2010-089-6,Huntsville Middle School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|HUNTSVILLE MIDDLE SCHOOL,2008,MADISON,HUNTSVILLE MIDDLE SCHOOL,VTD2010-089-6,Huntsville Middle School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|PIKE|SPRINGHILL- HOUSING AUTHORITY,2008,PIKE,SPRINGHILL- HOUSING AUTHORITY,VTD2010-109-0200,Springhill Housing Authority,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|PIKE|SPRINGHILL - HOUSING AUTHORITY,2006,PIKE,SPRINGHILL - HOUSING AUTHORITY,VTD2010-109-0200,Springhill Housing Authority,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|PIKE|SPRINGHILL HOUSING AUTHO.,2010,PIKE,SPRINGHILL HOUSING AUTHO.,VTD2010-109-0200,Springhill Housing Authority,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|FRANKLIN|0210 ST CROSS RD,2008,FRANKLIN,0210 ST CROSS RD,VTD2010-059-12,St Cross Road,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|FRANKLIN|ST. CROSS ROAD,2010,FRANKLIN,ST. CROSS ROAD,VTD2010-059-12,St Cross Road,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|FRANKLIN|ST. CROSS ROAD,2006,FRANKLIN,ST. CROSS ROAD,VTD2010-059-12,St Cross Road,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|HOUSTON|ASHFORD,2006,HOUSTON,ASHFORD,VTD2010-069-1000,Ashford,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|HOUSTON|ASHFORD,2010,HOUSTON,ASHFORD,VTD2010-069-1000,Ashford,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|HOUSTON|ASHFORD,2008,HOUSTON,ASHFORD,VTD2010-069-1000,Ashford,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BLOUNT|SUMMIT,2002,BLOUNT,SUMMIT,VTD2000-009-8,Summit,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BLOUNT|0150 SUMMIT,1998,BLOUNT,0150 SUMMIT,VTD2000-009-8,Summit,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MONROE|GRIMES,2002,MONROE,GRIMES,VTD2000-099-13D,Grimes Schoolhouse,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MONROE|GRIMES SCHOOLHOUSE,1994,MONROE,GRIMES SCHOOLHOUSE,VTD2000-099-13D,Grimes Schoolhouse,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MONROE|13D GRIMES SCHOOLHOUSE,1998,MONROE,13D GRIMES SCHOOLHOUSE,VTD2000-099-13D,Grimes Schoolhouse,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|4402 TRUSS 1ST BAPT,2010,JEFFERSON,4402 TRUSS 1ST BAPT,VTD2010-073-4402,Trussville First Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|4402 TRUSS 1ST BAPT,2006,JEFFERSON,4402 TRUSS 1ST BAPT,VTD2010-073-4402,Trussville First Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|4402 TRUSS 1ST BAPT,2008,JEFFERSON,4402 TRUSS 1ST BAPT,VTD2010-073-4402,Trussville First Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|ETOWAH|MOUNTAINBORO CITY HALL,2008,ETOWAH,MOUNTAINBORO CITY HALL,VTD2010-055-1501,Mountainboro City Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|ETOWAH|MOUNTAINBORO CITY HALL,2010,ETOWAH,MOUNTAINBORO CITY HALL,VTD2010-055-1501,Mountainboro City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ETOWAH|MOUNTAINBORO CITY HALL,2006,ETOWAH,MOUNTAINBORO CITY HALL,VTD2010-055-1501,Mountainboro City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BALDWIN|0321 FOLEY CIVIC CENTER #2,1998,BALDWIN,0321 FOLEY CIVIC CENTER #2,VTD2000-003-38,Foley Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BALDWIN|FOLEY CIVIC CENTER .2,2002,BALDWIN,FOLEY CIVIC CENTER .2,VTD2000-003-38,Foley Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|BALDWIN|FOLEY CIVIC CENTER 2,1994,BALDWIN,FOLEY CIVIC CENTER 2,VTD2000-003-38,Foley Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BALDWIN|0320 FOLEY CIVIC CENTER #1,1998,BALDWIN,0320 FOLEY CIVIC CENTER #1,VTD2000-003-38,Foley Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BALDWIN|FOLEY CIVIC CENTER .1,2002,BALDWIN,FOLEY CIVIC CENTER .1,VTD2000-003-38,Foley Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|BALDWIN|FOLEY CIVIC CENTER 1,1994,BALDWIN,FOLEY CIVIC CENTER 1,VTD2000-003-38,Foley Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|JEFFERSON|4501 EASTWOOD MALL 01,2002,JEFFERSON,4501 EASTWOOD MALL 01,VTD2000-073-4306,Eastwood Mall,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|JEFFERSON|0034 EASTWOOD MALL,1998,JEFFERSON,0034 EASTWOOD MALL,VTD2000-073-4306,Eastwood Mall,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|JEFFERSON|0033 EASTWOOD MALL,1998,JEFFERSON,0033 EASTWOOD MALL,VTD2000-073-4306,Eastwood Mall,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|JEFFERSON|EASTWOOD MALL,1994,JEFFERSN,EASTWOOD MALL,VTD2000-073-4306,Eastwood Mall,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|JEFFERSON|4501 EASTWOOD MALL 02,2002,JEFFERSON,4501 EASTWOOD MALL 02,VTD2000-073-4306,Eastwood Mall,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|COFFEE|0210 HOLLEYS STORE,1998,COFFEE,0210 HOLLEYS STORE,VTD2000-031-14-2,Holley's Store,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|COFFEE|HOLLEYS STORE,2002,COFFEE,HOLLEYS STORE,VTD2000-031-14-2,Holley's Store,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|COFFEE|HOLLY'S STORE,1994,COFFEE,HOLLY'S STORE,VTD2000-031-14-2,Holley's Store,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CLARKE|COFFEEVILLE HI SCH. GYM,2008,CLARKE,COFFEEVILLE HI SCH. GYM,VTD2010-025-1300,Coffeeville High School Gym,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CLARKE|COFFEEVILLE,2010,CLARKE,COFFEEVILLE,VTD2010-025-1300,Coffeeville High School Gym,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CLARKE|COFFEEVILLE HIGH SCHOOL GYM,2006,CLARKE,COFFEEVILLE HIGH SCHOOL GYM,VTD2010-025-1300,Coffeeville High School Gym,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|WALKER|RICES CHAPEL CH,2010,WALKER,RICES CHAPEL CH,VTD2010-127-27,Rice's Chapel Church,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|WALKER|RICE'S CHAPEL CH,2006,WALKER,RICE'S CHAPEL CH,VTD2010-127-27,Rice's Chapel Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|WALKER|RICES CHAPEL CH,2008,WALKER,RICES CHAPEL CH,VTD2010-127-27,Rice's Chapel Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ELMORE|COOSADA CITY HALL,2006,ELMORE,COOSADA CITY HALL,VTD2010-051-0251,Coosada City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
