graph_node,cycle,county_key,precinct_key,donor_vtd_id,donor_name,donor_vintage,path_length_to_seed,match_method,confidence,verification_status
2010|MONTGOMERY|213 PINTLALA VFD,2010,MONTGOMERY,213 PINTLALA VFD,VTD2010-101-0213,2M Pintala Volunteer Fire Dept Voting District,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONTGOMERY|PINTLALA VFD 1,2008,MONTGOMERY,PINTLALA VFD 1,VTD2010-101-0213,2M Pintala Volunteer Fire Dept Voting District,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|ROCK OF FAITH BAPT CH #1,2008,MOBILE,ROCK OF FAITH BAPT CH #1,VTD2010-097-71,Rock of Faith Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MOBILE|ROCK OF FAITH BAPT CHURCH,2010,MOBILE,ROCK OF FAITH BAPT CHURCH,VTD2010-097-71,Rock of Faith Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MOBILE|ROCK OF FAITH BAPT CH #2,2008,MOBILE,ROCK OF FAITH BAPT CH #2,VTD2010-097-71,Rock of Faith Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5506 ADAMSVILLE SEN,2008,JEFFERSON,5506 ADAMSVILLE SEN,VTD2010-073-5506,Adamsville Senior Citizens Building,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5506 ADAMSVILLE SEN,2010,JEFFERSON,5506 ADAMSVILLE SEN,VTD2010-073-5506,Adamsville Senior Citizens Building,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5506 ADAMSVILLE SEN,2006,JEFFERSON,5506 ADAMSVILLE SEN,VTD2010-073-5506,Adamsville Senior Citizens Building,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|WALKER|33-DORA CIVIC CTR.,2002,WALKER,33-DORA CIVIC CTR.,VTD2000-127-13,Dora Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|WALKER|032 DORA CIVIC CENTER,1998,WALKER,032 DORA CIVIC CENTER,VTD2000-127-13,Dora Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|WALKER|32-DORA CIVIC CTR.,2002,WALKER,32-DORA CIVIC CTR.,VTD2000-127-13,Dora Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|WALKER|031 DORA CIVIC CENTER,1998,WALKER,031 DORA CIVIC CENTER,VTD2000-127-13,Dora Civic Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|COFFEE|ENTERPRISE REC. CENTER,2010,COFFEE,ENTERPRISE REC. CENTER,VTD2010-031-17-7,Enterprise Rec Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|COFFEE|ENTERPRISE RECREATION CTR #1,2008,COFFEE,ENTERPRISE RECREATION CTR #1,VTD2010-031-17-7,Enterprise Rec Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|COFFEE|ENTERPRISE RECREATION CENTER 2,2006,COFFEE,ENTERPRISE RECREATION CENTER 2,VTD2010-031-17-7,Enterprise Rec Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|COFFEE|ENTERPRISE RECREATION CTR #2,2008,COFFEE,ENTERPRISE RECREATION CTR #2,VTD2010-031-17-7,Enterprise Rec Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|COFFEE|ENTERPRISE RECREATION CENTER 1,2006,COFFEE,ENTERPRISE RECREATION CENTER 1,VTD2010-031-17-7,Enterprise Rec Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|FRANKLIN|RED BAY,1994,FRANKLIN,RED BAY,VTD2000-059-5,Red Bay,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|FRANKLIN|0100 RED BAY,1998,FRANKLIN,0100 RED BAY,VTD2000-059-5,Red Bay,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|FRANKLIN|RED BAY #1,2002,FRANKLIN,RED BAY #1,VTD2000-059-5,Red Bay,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|FRANKLIN|RED BAY #2,2002,FRANKLIN,RED BAY #2,VTD2000-059-5,Red Bay,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|JEFFERSON|0360 MT. HEBRON BAPTIST,1998,JEFFERSON,0360 MT. HEBRON BAPTIST,VTD2000-073-6009,Morningstar Baptist Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|JEFFERSON|6009 MOUNT HEBRON BAPTIST 02,2002,JEFFERSON,6009 MOUNT HEBRON BAPTIST 02,VTD2000-073-6009,Morningstar Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|JEFFERSON|0361 MT. HEBRON BAPTIST,1998,JEFFERSON,0361 MT. HEBRON BAPTIST,VTD2000-073-6009,Morningstar Baptist Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|JEFFERSON|6009 MOUNT HEBRON BAPTIST 01,2002,JEFFERSON,6009 MOUNT HEBRON BAPTIST 01,VTD2000-073-6009,Morningstar Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|ETOWAH|TILLISON BEND WATER AUTHORITY,2008,ETOWAH,TILLISON BEND WATER AUTHORITY,VTD2010-055-0301,Tillison Bend Water Authority,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ETOWAH|TILLISON BEND WATER AUTHORITY,2006,ETOWAH,TILLISON BEND WATER AUTHORITY,VTD2010-055-0301,Tillison Bend Water Authority,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|ELLIOTT COMM. CENTER 1,1994,ETOWAH,ELLIOTT COMM. CENTER 1,VTD2000-055-1-2,Elliott Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0030 ELLIOTT COMMUNITY CENTER #1,1998,ETOWAH,0030 ELLIOTT COMMUNITY CENTER #1,VTD2000-055-1-2,Elliott Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0031 ELLIOTT COMMUNITY CENTER #2,1998,ETOWAH,0031 ELLIOTT COMMUNITY CENTER #2,VTD2000-055-1-2,Elliott Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|ELLIOTT COMMUNITY CENTER .2,2002,ETOWAH,ELLIOTT COMMUNITY CENTER .2,VTD2000-055-1-2,Elliott Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|ELLIOTT COMMUNITY CENTER .1,2002,ETOWAH,ELLIOTT COMMUNITY CENTER .1,VTD2000-055-1-2,Elliott Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|ELLIOTT COMM. CENTER 2,1994,ETOWAH,ELLIOTT COMM. CENTER 2,VTD2000-055-1-2,Elliott Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|LAUDERDALE|WATERLOO-SR_ CITIZENS' BLDG_,2002,LAUDERDALE,WATERLOO-SR_ CITIZENS' BLDG_,VTD2000-077-17,Waterloo Sr Citizens Bldg,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|LAUDERDALE|WATERLOO-SR. CITIZENS BLDG.,1994,LADRDALE,WATERLOO-SR. CITIZENS BLDG.,VTD2000-077-17,Waterloo Sr Citizens Bldg,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|LAUDERDALE|0390 WATERLOO SR. CITIZENS BLDG.,1998,LAUDERDALE,0390 WATERLOO SR. CITIZENS BLDG.,VTD2000-077-17,Waterloo Sr Citizens Bldg,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|RUSSELL|SPENCER RECREATION CENTER,2002,RUSSELL,SPENCER RECREATION CENTER,VTD2000-113-5-1B,Spencer Recreation Center-B,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|RUSSELL|SPENCER REC. CENTER,1994,RUSSELL,SPENCER REC. CENTER,VTD2000-113-5-1B,Spencer Recreation Center-B,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|RUSSELL|0080 SPENCER RECREATION CENTER,1998,RUSSELL,0080 SPENCER RECREATION CENTER,VTD2000-113-5-1B,Spencer Recreation Center-B,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|COFFEE|0060 ZION CHAPEL,1998,COFFEE,0060 ZION CHAPEL,VTD2000-031-15,Zion Chapel,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|COFFEE|ZION CHAPEL,1994,COFFEE,ZION CHAPEL,VTD2000-031-15,Zion Chapel,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|COFFEE|ZION CHAPEL,2002,COFFEE,ZION CHAPEL,VTD2000-031-15,Zion Chapel,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|TALLAPOOSA|HILLABEE BAPTIST CHURCH,2010,TALLAPOOSA,HILLABEE BAPTIST CHURCH,VTD2010-123-301,Hillabee Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|TALLAPOOSA|HILLABEE BAPTIST CHURCH,2008,TALLAPOOSA,HILLABEE BAPTIST CHURCH,VTD2010-123-301,Hillabee Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MONTGOMERY|3A CAPITOL HEIGHTS CO.,1998,MONTGOMERY,3A CAPITOL HEIGHTS CO.,VTD2000-101-3-A,Capitol Heights Community Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|MONTGOMERY|CAPITOL HEIGHTS COMM,1994,MONTGMRY,CAPITOL HEIGHTS COMM,VTD2000-101-3-A,Capitol Heights Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|LAUDERDALE|ANDERSON TOWN HALL,2010,LAUDERDALE,ANDERSON TOWN HALL,VTD2010-077-1,Anderson Town Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|LAUDERDALE|MITCHELL ANDERSON-TOWN HALL,2008,LAUDERDALE,MITCHELL ANDERSON-TOWN HALL,VTD2010-077-1,Anderson Town Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|LAUDERDALE|MITCHELL ANDERSON-TOWN HALL,2006,LAUDERDALE,MITCHELL ANDERSON-TOWN HALL,VTD2010-077-1,Anderson Town Hall,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|AUTAUGA|BOOTH POST OFFICE,2002,AUTAUGA,BOOTH POST OFFICE,VTD2000-001-9,Booth Post Office,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|AUTAUGA|3090 BOOTH POST OFFICE,1998,AUTAUGA,3090 BOOTH POST OFFICE,VTD2000-001-9,Booth Post Office,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|AUTAUGA|BOOTH POST OFFICE SD3,1994,AUTAUGA,BOOTH POST OFFICE SD3,VTD2000-001-9,Booth Post Office,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MARSHALL|WARRENTON COMM. CTR.,2010,MARSHALL,WARRENTON COMM. CTR.,VTD2010-095-14,Warrenton Comm Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MARSHALL|WARRENTON - COMMUNITY CENTER,2006,MARSHALL,WARRENTON - COMMUNITY CENTER,VTD2010-095-14,Warrenton Comm Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MARSHALL|WARRENTON - COMMUNITY CENTER,2008,MARSHALL,WARRENTON - COMMUNITY CENTER,VTD2010-095-14,Warrenton Comm Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JACKSON|SKYLINE CITY HALL,2008,JACKSON,SKYLINE CITY HALL,VTD2010-071-22,Skyline City Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JACKSON|SKYLINE CITY HALL,2006,JACKSON,SKYLINE CITY HALL,VTD2010-071-22,Skyline City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JACKSON|SKYLINE CITY HALL,2010,JACKSON,SKYLINE CITY HALL,VTD2010-071-22,Skyline City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CLAY|COLETA VALLEY F. D.,1994,CLAY,COLETA VALLEY F. D.,VTD2000-027-0802,Coleta Valley Fire Dept.,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CLAY|0802 COLETA VALLEY,1998,CLAY,0802 COLETA VALLEY,VTD2000-027-0802,Coleta Valley Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CLAY|COLETA VALLEY F.D.,2002,CLAY,COLETA VALLEY F.D.,VTD2000-027-0802,Coleta Valley Fire Dept.,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|AUTAUGA|AUTAUGA COUNTY VOTING SITE,2002,AUTAUGA,AUTAUGA COUNTY VOTING SITE,VTD2000-001-12,Autuaga County Voting Site,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|AUTAUGA|2050 AUTAUGA COUNTY VOTING SITE,1998,AUTAUGA,2050 AUTAUGA COUNTY VOTING SITE,VTD2000-001-12,Autuaga County Voting Site,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MADISON|JOHNSON HIGH SCHOOL,2010,MADISON,JOHNSON HIGH SCHOOL,VTD2010-089-38,Johnson High School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|JOHNSON HIGH SCHOOL,2006,MADISON,JOHNSON HIGH SCHOOL,VTD2010-089-38,Johnson High School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|JOHNSON HIGH SCHOOL,2008,MADISON,JOHNSON HIGH SCHOOL,VTD2010-089-38,Johnson High School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|HOUSTON|REHOBETH,2002,HOUSTON,REHOBETH,VTD2000-069-4-2,Rehobeth,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|HOUSTON|0300 REHOBETH FIRE STATION,1998,HOUSTON,0300 REHOBETH FIRE STATION,VTD2000-069-4-2,Rehobeth,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|HOUSTON|REHOBETH,1994,HOUSTON,REHOBETH,VTD2000-069-4-2,Rehobeth,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONTGOMERY|HUNTER STATION CTR 2,2008,MONTGOMERY,HUNTER STATION CTR 2,VTD2010-101-0210,2J Hunter Station Community Center Voting District,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MONTGOMERY|210 HUNTER STATION CTR,2010,MONTGOMERY,210 HUNTER STATION CTR,VTD2010-101-0210,2J Hunter Station Community Center Voting District,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONTGOMERY|HUNTER STATION CTR 1,2008,MONTGOMERY,HUNTER STATION CTR 1,VTD2010-101-0210,2J Hunter Station Community Center Voting District,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CULLMAN|STOUTS MOUNTAIN CHURCH,2010,CULLMAN,STOUTS MOUNTAIN CHURCH,VTD2010-043-0050,Stouts Mountain Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CULLMAN|STOUTS MOUNTAIN CHURCH,2008,CULLMAN,STOUTS MOUNTAIN CHURCH,VTD2010-043-0050,Stouts Mountain Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CULLMAN|STOUTS MOUNTAIN CHURCH,2006,CULLMAN,STOUTS MOUNTAIN CHURCH,VTD2010-043-0050,Stouts Mountain Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ELMORE|CRENSHAW PARK,2002,ELMORE,CRENSHAW PARK,VTD2000-051-0171,Crenshaw Park,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ELMORE|0350 CRENSHAW PARK,1998,ELMORE,0350 CRENSHAW PARK,VTD2000-051-0171,Crenshaw Park,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ELMORE|CRENSHAW PARK,1994,ELMORE,CRENSHAW PARK,VTD2000-051-0171,Crenshaw Park,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0640 WALNUT GROVE FIRE DEPARTMENT,1998,ETOWAH,0640 WALNUT GROVE FIRE DEPARTMENT,VTD2000-055-24,Walnut Grove Vol. Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|WALNUT GROVE FIRE DEPT.,1994,ETOWAH,WALNUT GROVE FIRE DEPT.,VTD2000-055-24,Walnut Grove Vol. Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|WALNUT GROVE FIRE DEPARTMENT,2002,ETOWAH,WALNUT GROVE FIRE DEPARTMENT,VTD2000-055-24,Walnut Grove Vol. Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|TUSCALOOSA|033 BIG SANDY BAPTIST,1998,TUSCALOOSA,033 BIG SANDY BAPTIST,VTD2000-125-26,Frierson-Big Sandy Baptist Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|TUSCALOOSA|BIG SANDY BAPTIST,2002,TUSCALOOSA,BIG SANDY BAPTIST,VTD2000-125-26,Frierson-Big Sandy Baptist Church,2000,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|TUSCALOOSA|BIG SANDY BAPTIST CH.,1994,TSCLOOSA,BIG SANDY BAPTIST CH.,VTD2000-125-26,Frierson-Big Sandy Baptist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|LAUDERDALE|BLACKBURN- ZIP CITY COMM. CTR.,2006,LAUDERDALE,BLACKBURN- ZIP CITY COMM. CTR.,VTD2010-077-8,Zip City Community Center,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|LAUDERDALE|BLACKBURN-ZIP CITY COMM_ CTR_,2008,LAUDERDALE,BLACKBURN-ZIP CITY COMM_ CTR_,VTD2010-077-8,Zip City Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|LAUDERDALE|ZIP CITY COMMUNITY CENTER,2010,LAUDERDALE,ZIP CITY COMMUNITY CENTER,VTD2010-077-8,Zip City Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|SENIOR CENTER,2006,MADISON,SENIOR CENTER,VTD2010-089-48,Senior Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MADISON|SENIOR CENTER,2010,MADISON,SENIOR CENTER,VTD2010-089-48,Senior Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|SENIOR CENTER,2008,MADISON,SENIOR CENTER,VTD2010-089-48,Senior Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|ETOWAH|WALNUT PARK REC. CTR,2010,ETOWAH,WALNUT PARK REC. CTR,VTD2010-055-0106,Walnut Park Recreation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|ETOWAH|WALNUT PARK REC CENTER,2008,ETOWAH,WALNUT PARK REC CENTER,VTD2010-055-0106,Walnut Park Recreation Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|ETOWAH|WALNUT PARK REC CENTER,2006,ETOWAH,WALNUT PARK REC CENTER,VTD2010-055-0106,Walnut Park Recreation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|SHELBY|BAY SPRINGS BAPTIST,2010,SHELBY,BAY SPRINGS BAPTIST,VTD2010-117-41,Bay Springs Baptist Church,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|SHELBY|BAY SPRINGS BAPTIST CHURCH,2006,SHELBY,BAY SPRINGS BAPTIST CHURCH,VTD2010-117-41,Bay Springs Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|SHELBY|BAY SPRINGS BAPT. CH.,2008,SHELBY,BAY SPRINGS BAPT. CH.,VTD2010-117-41,Bay Springs Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PICKENS|KIRK,1994,PICKENS,KIRK,VTD2000-107-5300,Kirk Fire Dept,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PICKENS|5300 KIRK,1998,PICKENS,5300 KIRK,VTD2000-107-5300,Kirk Fire Dept,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|PICKENS|KIRK,2002,PICKENS,KIRK,VTD2000-107-5300,Kirk Fire Dept,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MARION|BRILLIANT,2008,MARION,BRILLIANT,VTD2010-093-18,Brilliant Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MARION|BRILLIANT COMM. CENTER,2010,MARION,BRILLIANT COMM. CENTER,VTD2010-093-18,Brilliant Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MARION|BRILLIANT,2006,MARION,BRILLIANT,VTD2010-093-18,Brilliant Community Center,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|WALKER|TUTWILER FIRE DEPT,2008,WALKER,TUTWILER FIRE DEPT,VTD2010-127-10,Tutwiler Fire Dept,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|WALKER|TUTWILER FIRE DEPT,2010,WALKER,TUTWILER FIRE DEPT,VTD2010-127-10,Tutwiler Fire Dept,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|WALKER|TUTWILER FIRE DEPT,2006,WALKER,TUTWILER FIRE DEPT,VTD2010-127-10,Tutwiler Fire Dept,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5606 THOMPSON MANOR,2010,JEFFERSON,5606 THOMPSON MANOR,VTD2010-073-5606,Thompson Manor Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5606 THOMPSON MANOR,2006,JEFFERSON,5606 THOMPSON MANOR,VTD2010-073-5606,Thompson Manor Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5606 THOMPSON MANOR,2008,JEFFERSON,5606 THOMPSON MANOR,VTD2010-073-5606,Thompson Manor Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONTGOMERY|EASTDALE BAPTIST CH 1,2008,MONTGOMERY,EASTDALE BAPTIST CH 1,VTD2010-101-0309,3I Eastdale Baptist Church Voting District,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MONTGOMERY|309 EASTDALE BAPTIST CH,2010,MONTGOMERY,309 EASTDALE BAPTIST CH,VTD2010-101-0309,3I Eastdale Baptist Church Voting District,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONTGOMERY|EASTDALE BAPTIST CH 2,2008,MONTGOMERY,EASTDALE BAPTIST CH 2,VTD2010-101-0309,3I Eastdale Baptist Church Voting District,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CALHOUN|FOUR MILE METHODIST CHURCH,1994,CALHOUN,FOUR MILE METHODIST CHURCH,VTD2000-015-3,Four Mile Methodist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CALHOUN|60 FOUR MILE - METHODIST CHURCH,1998,CALHOUN,60 FOUR MILE - METHODIST CHURCH,VTD2000-015-3,Four Mile Methodist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CALHOUN|FOUR MILE - METHODIST CHURCH,2002,CALHOUN,FOUR MILE - METHODIST CHURCH,VTD2000-015-3,Four Mile Methodist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CULLMAN|1720 FRIENDSHIP METHODIST CHURCH,2002,CULLMAN,1720 FRIENDSHIP METHODIST CHURCH,VTD2000-043-17-2,Friendship Methodist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CULLMAN|1720 FRIENDSHIP METHODIST CHURCH,1998,CULLMAN,1720 FRIENDSHIP METHODIST CHURCH,VTD2000-043-17-2,Friendship Methodist Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|WINSTON|DOUBLE SPRINGS COMM. CTR.,2010,WINSTON,DOUBLE SPRINGS COMM. CTR.,VTD2010-133-1,Double Springs Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|WINSTON|DOUBLE SPRINGS COMM CTR,2008,WINSTON,DOUBLE SPRINGS COMM CTR,VTD2010-133-1,Double Springs Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|WINSTON|DOUBLE SPRINGS COMM CENTER .2,2006,WINSTON,DOUBLE SPRINGS COMM CENTER .2,VTD2010-133-1,Double Springs Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
