historical_candidate_id,year,chamber,district,party,candidate_name,normalized_name,votes,winner,counties_reported,source_name
HC-B3F41061C87FAF0873A1,1986,senate,32,D,Robert I. Gulledge,ROBERT I GULLEDGE,14518.0,0,2,Alabama SOS historical legislative archive
HC-504872796A0F781458C6,1986,senate,32,R,Perry Hand,PERRY HAND,23889.0,1,2,Alabama SOS historical legislative archive
HC-4FB17B29D60D99C13374,1986,senate,33,D,Michael Figures,MICHAEL FIGURES,18808.0,1,1,Alabama SOS historical legislative archive
HC-73C6CE9BDC0390574ECB,1986,senate,34,D,J. Thomas Sandusky,J THOMAS SANDUSKY,11705.0,0,1,Alabama SOS historical legislative archive
HC-FCFF0781EA9186A719BA,1986,senate,34,R,Ann Bedsole,ANN BEDSOLE,24379.0,1,1,Alabama SOS historical legislative archive
HC-8B8BB92F098653065DC0,1986,senate,35,D,Bill Menton,WILLIAM MENTON,15284.0,1,1,Alabama SOS historical legislative archive
HC-7759AF65CA6624869627,1990,house,1,D,"Nelson Starkey, Jr.",NELSON STARKEY,7095.0,1,1,Alabama SOS historical legislative archive
HC-EFCA7F7B8D3F7C1A8FEA,1990,house,2,D,Marcel Black,MARCEL BLACK,6496.0,1,1,Alabama SOS historical legislative archive
HC-99D5D477397E529AFBC8,1990,house,3,D,J.W. Goodwin,JW GOODWIN,6597.0,1,2,Alabama SOS historical legislative archive
HC-601F769574A7A39FD3B4,1990,house,3,R,"Houston Cobb, Jr.",HOUSTON COBB,2639.0,0,2,Alabama SOS historical legislative archive
HC-3AEE8DC475110BE90CC4,1990,house,4,D,James Hamilton,JAMES HAMILTON,6893.0,1,2,Alabama SOS historical legislative archive
HC-2CE7AB453946AB78F705,1990,house,5,D,Tommy Carter,TOMMY CARTER,8780.0,1,1,Alabama SOS historical legislative archive
HC-D2FFF16BF7AB774B991E,1990,house,6,D,Tom Butler,THOMAS BUTLER,8767.0,1,1,Alabama SOS historical legislative archive
HC-3180942A3ACF40911502,1990,house,6,R,Gregory Wayne,GREGORY WAYNE,6656.0,0,1,Alabama SOS historical legislative archive
HC-F6F09F4288C0DC746D8D,1990,house,7,D,Sam Letson,SAMUEL LETSON,6435.0,1,2,Alabama SOS historical legislative archive
HC-C8C9D907FD3F75D1C485,1990,house,8,D,Morris Anderson,MORRIS ANDERSON,7257.0,1,1,Alabama SOS historical legislative archive
HC-54543BFC1ECC476C0B41,1990,house,9,D,Paul Parker,PAUL PARKER,7633.0,1,1,Alabama SOS historical legislative archive
HC-73E27197CD50267071BC,1990,house,9,R,Billy Buckelew,BILLY BUCKELEW,4846.0,0,1,Alabama SOS historical legislative archive
HC-5569530AD8500974C62F,1990,house,10,D,Morris Brooks,MORRIS BROOKS,10246.0,1,1,Alabama SOS historical legislative archive
HC-E632F3005C9CFB5B816F,1990,house,11,D,Tom Drake,THOMAS DRAKE,7221.0,1,2,Alabama SOS historical legislative archive
HC-D890F211488EAA30BC3C,1990,house,11,R,J.L. Below,JL BELOW,4388.0,0,2,Alabama SOS historical legislative archive
HC-86E781936C53F67D2661,1990,house,12,D,W.C. Bill Bowling,WC BILL BOWLING,7436.0,1,1,Alabama SOS historical legislative archive
HC-4524857DAE26F21679F9,1990,house,12,R,Robert Hearin,ROBERT HEARIN,6585.0,0,1,Alabama SOS historical legislative archive
HC-52D286B8C838A7441525,1990,house,13,D,Tom Hogan,THOMAS HOGAN,9019.0,1,1,Alabama SOS historical legislative archive
HC-AA40383482B08A7265BE,1990,house,13,R,James Brooks,JAMES BROOKS,2277.0,0,1,Alabama SOS historical legislative archive
HC-27A6E9DBC8D440B3CF52,1990,house,14,D,Johnny Cagle,JOHNNY CAGLE,8690.0,1,2,Alabama SOS historical legislative archive
HC-679279D8942BB1502AF3,1990,house,15,D,Allen Layson,ALLEN LAYSON,9252.0,1,2,Alabama SOS historical legislative archive
HC-AC324FFFD4C694B62679,1990,house,16,D,Max Newman,MAX NEWMAN,9006.0,1,3,Alabama SOS historical legislative archive
HC-E389191EBE021542E846,1990,house,16,R,Orman Wilson,ORMAN WILSON,4250.0,0,3,Alabama SOS historical legislative archive
HC-C862B927EABDBDBC5327,1990,house,17,D,Mike Millican,MICHAEL MILLICAN,7912.0,1,2,Alabama SOS historical legislative archive
HC-6DE59541CD0AA3CA6021,1990,house,17,R,Robert Aderholt,ROBERT ADERHOLT,7346.0,0,2,Alabama SOS historical legislative archive
HC-6CD284FC5CC25DD3013A,1990,house,18,D,Johnny Mack Morrow,JOHNNY MACK MORROW,7630.0,1,2,Alabama SOS historical legislative archive
HC-C0CD184BC39AE33B3659,1990,house,18,R,Larry Lowrance,LARRY LOWRANCE,3967.0,0,2,Alabama SOS historical legislative archive
HC-B7AA4B644BA5DB127417,1990,house,19,D,George Grayson,GEORGE GRAYSON,7104.0,1,1,Alabama SOS historical legislative archive
HC-8F0F28BDEFFD2C89175F,1990,house,20,R,Howard Sanderford,HOWARD SANDERFORD,9632.0,1,1,Alabama SOS historical legislative archive
HC-F839C29BA1C2A3965B64,1990,house,21,D,Dewayne Freeman,DEWAYNE FREEMAN,5622.0,1,1,Alabama SOS historical legislative archive
HC-63D5007C716E9B3F6A1B,1990,house,21,R,Randy Hinshaw,RANDY HINSHAW,4843.0,0,1,Alabama SOS historical legislative archive
HC-85D3CF8800E8DB915F8F,1990,house,22,D,Albert Hall,ALBERT HALL,7549.0,1,2,Alabama SOS historical legislative archive
HC-356BAA3333645FCC0FB6,1990,house,23,D,Ben Richardson,BEN RICHARDSON,4227.0,1,1,Alabama SOS historical legislative archive
HC-33A1E26FDF325D50AB98,1990,house,24,D,Ralph Burke,RALPH BURKE,6334.0,1,1,Alabama SOS historical legislative archive
HC-ABF9C60450B4DF5B1478,1990,house,24,R,Ricky Harcrow,RICKY HARCROW,5856.0,0,1,Alabama SOS historical legislative archive
HC-AC8DEFA0C45AC93E84D3,1990,house,25,D,Gordon Ray Moon,GORDON RAY MOON,5353.0,0,1,Alabama SOS historical legislative archive
HC-3BB269316A121A98BD87,1990,house,25,R,Rich Kerry,RICH KERRY,5585.0,1,1,Alabama SOS historical legislative archive
HC-B9A9126F3A1B51C128FE,1990,house,26,D,W.F. Frank McDaniel,WF FRANK MCDANIEL,6073.0,1,2,Alabama SOS historical legislative archive
HC-0AF09F800A43417D28FC,1990,house,27,D,Bob Harvey,ROBERT HARVEY,6543.0,1,1,Alabama SOS historical legislative archive
HC-0DDE98037AB9F69E5C6B,1990,house,27,R,Elwyn Thomas,ELWYN THOMAS,5916.0,0,1,Alabama SOS historical legislative archive
HC-82BB6900F583C3339C67,1990,house,28,D,Joe Ford,JOE FORD,5938.0,1,1,Alabama SOS historical legislative archive
HC-36D68B425D652174FD57,1990,house,28,R,H.M. Freeman,HM FREEMAN,4329.0,0,1,Alabama SOS historical legislative archive
HC-3B6EAC2D9AA582A258BD,1990,house,29,D,June Bugg,JUNE BUGG,5860.0,1,1,Alabama SOS historical legislative archive
HC-65FD89528ECF1739FAAE,1990,house,29,R,Ferrell Cornutt,FERRELL CORNUTT,3101.0,0,1,Alabama SOS historical legislative archive
HC-147DD60C20E286025EA3,1990,house,30,D,"John Colvin, Jr.",JOHN COLVIN,6364.0,0,2,Alabama SOS historical legislative archive
HC-D8257B6F320085EEAB01,1990,house,30,R,Roy Smith,ROY SMITH,7003.0,1,2,Alabama SOS historical legislative archive
HC-BABD394CD7B9A9411807,1990,house,31,D,Jack Venable,JACK VENABLE,8872.0,1,2,Alabama SOS historical legislative archive
HC-1AB111D66642FEA61DA2,1990,house,32,D,Clarence Haynes,CLARENCE HAYNES,6002.0,1,1,Alabama SOS historical legislative archive
HC-7496398B61ED75D319C9,1990,house,32,R,Bobby Nabors,BOBBY NABORS,2552.0,0,1,Alabama SOS historical legislative archive
HC-75BD3D1E0876D5699405,1990,house,33,D,Ron Johnson,RONALD JOHNSON,6068.0,1,1,Alabama SOS historical legislative archive
HC-4C6E423D75558BC2E28F,1990,house,33,R,Howard Hattaway,HOWARD HATTAWAY,3497.0,0,1,Alabama SOS historical legislative archive
HC-CAF35170E16C06773FE7,1990,house,34,D,Gerald Willis,GERALD WILLIS,6290.0,1,1,Alabama SOS historical legislative archive
HC-21B70B0D17F234F40EE9,1990,house,35,D,Bobby Crow,BOBBY CROW,5057.0,1,1,Alabama SOS historical legislative archive
HC-E2ED9FD07D867A000975,1990,house,35,R,Mike Rogers,MICHAEL ROGERS,4770.0,0,1,Alabama SOS historical legislative archive
HC-F2F7F1555064FB7D4437,1990,house,36,D,James Campbell,JAMES CAMPBELL,5235.0,1,1,Alabama SOS historical legislative archive
HC-D2302CBD9D0A42F539F3,1990,house,36,R,Mark Sawyer,MARK SAWYER,2931.0,0,1,Alabama SOS historical legislative archive
HC-8AA56835EC81A27E94BE,1990,house,37,D,Richard Laird,RICHARD LAIRD,6850.0,1,3,Alabama SOS historical legislative archive
HC-1360F68CB84E63A2B4C6,1990,house,38,D,Bill Fuller,WILLIAM FULLER,5778.0,1,1,Alabama SOS historical legislative archive
HC-8E34D48EF3093F6FB7B0,1990,house,39,D,Richard Lindsey,RICHARD LINDSEY,6462.0,1,3,Alabama SOS historical legislative archive
HC-6B0FD478004FBA65BD13,1990,house,40,R,Al Knight,AL KNIGHT,12435.0,1,2,Alabama SOS historical legislative archive
HC-13F66AF2BAA9FE4847B5,1990,house,41,R,Mike Hill,MICHAEL HILL,11648.0,1,1,Alabama SOS historical legislative archive
HC-654F5904D5642AF2384A,1990,house,42,D,Hugh Holladay,HUGH HOLLADAY,7567.0,1,1,Alabama SOS historical legislative archive
HC-2B0D81281E37A288BBBE,1990,house,42,R,Mike Fricker,MICHAEL FRICKER,4837.0,0,1,Alabama SOS historical legislative archive
HC-066E6671360D2FD31F37,1990,house,43,D,Jack Biddle III,JACK BIDDLE,9648.0,1,1,Alabama SOS historical legislative archive
HC-3C9242E9B808DED322E8,1990,house,43,R,James Franklin,JAMES FRANKLIN,2006.0,0,1,Alabama SOS historical legislative archive
HC-79035DB436375E2D966F,1990,house,44,D,Barry W. Clemmons,BARRY W CLEMMONS,3257.0,0,1,Alabama SOS historical legislative archive
HC-81669E2CDBB247150B88,1990,house,44,R,Arthur Payne,ARTHUR PAYNE,9258.0,1,1,Alabama SOS historical legislative archive
HC-D16A46CCD117C1638369,1990,house,45,D,Albert Morton,ALBERT MORTON,11856.0,1,1,Alabama SOS historical legislative archive
HC-06E8AEE01F33E72B2CEA,1990,house,46,R,Jim Carns,JAMES CARNS,14427.0,1,1,Alabama SOS historical legislative archive
HC-ED3F2A2292D8C2F5E81F,1990,house,47,D,Virginia Volker,VIRGINIA VOLKER,5409.0,0,1,Alabama SOS historical legislative archive
HC-1AB1F28DDF4665FA62B6,1990,house,47,R,Allen Sanderson,ALLEN SANDERSON,8366.0,1,1,Alabama SOS historical legislative archive
HC-628F252A2896B8B8F6B5,1990,house,48,D,"John Hawkins, Jr.",JOHN HAWKINS,12417.0,1,1,Alabama SOS historical legislative archive
HC-2815ADE7BA108DB6E3CB,1990,house,49,D,Jack Pratt,JACK PRATT,5624.0,0,1,Alabama SOS historical legislative archive
HC-26505B8424D3EBD61FAB,1990,house,49,R,Tony Petelos,TONY PETELOS,6575.0,1,1,Alabama SOS historical legislative archive
HC-0A68E28F137C12C212C4,1990,house,50,D,John Stewart,JOHN STEWART,6074.0,0,1,Alabama SOS historical legislative archive
HC-058165257E61FF643E33,1990,house,50,R,Johnny Curry,JOHNNY CURRY,6493.0,1,1,Alabama SOS historical legislative archive
HC-3E81A110ACA0FCF88F7B,1990,house,51,D,Frank Rogers,FRANK ROGERS,6300.0,1,1,Alabama SOS historical legislative archive
HC-61E942D4C30D0A0AD1F8,1990,house,51,R,Gary Seale,GARY SEALE,4218.0,0,1,Alabama SOS historical legislative archive
HC-D899FA7FB6AD50B764A5,1990,house,52,D,John Rogers,JOHN ROGERS,8278.0,1,1,Alabama SOS historical legislative archive
HC-59BEAF164D48C6CFF428,1990,house,53,D,Demetrius Newton,DEMETRIUS NEWTON,7575.0,1,1,Alabama SOS historical legislative archive
HC-4E3A82807FBC43BBA35F,1990,house,54,D,George Perdue,GEORGE PERDUE,5979.0,1,1,Alabama SOS historical legislative archive
HC-CC600CDF42B136B5CA96,1990,house,55,R,Mark Gaines,MARK GAINES,10821.0,1,1,Alabama SOS historical legislative archive
HC-8105FE48AD5B4E57BBC9,1990,house,56,D,Bobbie G. McDowell,BOBBIE G MCDOWELL,7581.0,1,1,Alabama SOS historical legislative archive
HC-0EFA7060006DFD676B2B,1990,house,57,D,Edward McClain,EDWARD MCCLAIN,8220.0,1,1,Alabama SOS historical legislative archive
HC-C1CB93B450BA75638464,1990,house,58,D,David Barnes,DAVID BARNES,5029.0,1,1,Alabama SOS historical legislative archive
HC-9FE887B22586D1E0B4E6,1990,house,58,R,Ellie Pitts,ELLIE PITTS,2258.0,0,1,Alabama SOS historical legislative archive
HC-243C54FAC3FCAF3C1950,1990,house,59,D,"Lewis Spratt, Sr.",LEWIS SPRATT,6744.0,1,1,Alabama SOS historical legislative archive
HC-1BE17BD4DAB6AB134F59,1990,house,59,R,Wm. Washington,WM WASHINGTON,1043.0,0,1,Alabama SOS historical legislative archive
HC-BF492F7CFB6BACCA5550,1990,house,60,D,Sundra Escott,SUNDRA ESCOTT,9095.0,1,1,Alabama SOS historical legislative archive
HC-43ECD18C20599048D02D,1990,house,61,D,"Bryant Melton, Jr.",BRYANT MELTON,6329.0,1,1,Alabama SOS historical legislative archive
HC-E14BCB74252CF23F710A,1990,house,62,D,Phil Poole,PHIL POOLE,9700.0,1,1,Alabama SOS historical legislative archive
HC-44E1EC8340B214BFA92F,1990,house,63,D,Tim Parker,TIM PARKER,7027.0,1,1,Alabama SOS historical legislative archive
HC-4FCC48980ADEB6676D92,1990,house,63,R,L.L. McAllister,LL MCALLISTER,3713.0,0,1,Alabama SOS historical legislative archive
HC-DF91C42FD3FE9C454DA9,1990,house,64,D,Jimmy Warren,JIMMY WARREN,7315.0,1,2,Alabama SOS historical legislative archive
HC-463A565D969CBB92A2BF,1990,house,65,D,Jeff Dolbare,JEFF DOLBARE,9387.0,1,2,Alabama SOS historical legislative archive
HC-9913DDFBEB92B4304E89,1990,house,65,R,Willie Nichols,WILLIE NICHOLS,3145.0,0,2,Alabama SOS historical legislative archive
HC-F4346DB165EFF6A1D987,1990,house,66,D,Blakeney  Harrell,BLAKENEY HARRELL,8439.0,1,3,Alabama SOS historical legislative archive
HC-00030AFD524957887495,1990,house,67,D,Lucius Black,LUCIUS BLACK,9941.0,1,3,Alabama SOS historical legislative archive
HC-5338435D90E189912057,1990,house,68,D,"Jenkins Bryant, Jr.",JENKINS BRYANT,7683.0,1,3,Alabama SOS historical legislative archive
HC-AE483799BB288873F0B2,1990,house,69,D,James Thomas,JAMES THOMAS,8842.0,1,3,Alabama SOS historical legislative archive
HC-1EAE3C13B6165BB15F2A,1990,house,70,D,"Noopie Cosby, Jr.",NOOPIE COSBY,8124.0,1,1,Alabama SOS historical legislative archive
HC-D2EB2C66C8976658BCAD,1990,house,71,D,Horace Powell,HORACE POWELL,8498.0,1,2,Alabama SOS historical legislative archive
HC-98A4E9045361013EA16B,1990,house,71,R,Warren McEachern,WARREN MCEACHERN,3630.0,0,2,Alabama SOS historical legislative archive
HC-B444E2DFE18394934216,1990,house,72,D,Curtis Smith,CURTIS SMITH,10896.0,1,2,Alabama SOS historical legislative archive
HC-E7379FFD676991A1D946,1990,house,72,R,Howard Bialas,HOWARD BIALAS,3910.0,0,2,Alabama SOS historical legislative archive
HC-A8356192248B07A11056,1990,house,73,D,Robert Finley,ROBERT FINLEY,5344.0,0,1,Alabama SOS historical legislative archive
HC-6483863499371168EF06,1990,house,73,R,"Perry Hooper, Jr.",PERRY HOOPER,11307.0,1,1,Alabama SOS historical legislative archive
HC-AC5E3A640AF1F88CC01A,1990,house,74,D,Tim Dever,TIM DEVER,3303.0,0,1,Alabama SOS historical legislative archive
HC-7E8BD5D1881842DDE9B0,1990,house,74,R,Bob McKee,ROBERT MCKEE,10788.0,1,1,Alabama SOS historical legislative archive
HC-AE4E231FA1A728A7F950,1990,house,75,D,Claud Walker,CLAUD WALKER,9002.0,1,1,Alabama SOS historical legislative archive
HC-C8805E5C28C424A7D3C2,1990,house,76,D,Betty Thrash,BETTY THRASH,4077.0,0,2,Alabama SOS historical legislative archive
HC-799ACCE1BA84F1655CFA,1990,house,76,R,Mike Mikell,MICHAEL MIKELL,5687.0,1,2,Alabama SOS historical legislative archive
HC-D02EBF47EEF5768CC883,1990,house,77,D,John Buskey,JOHN BUSKEY,7459.0,1,1,Alabama SOS historical legislative archive
HC-333F5D042F278251788E,1990,house,78,D,Alvin Holmes,ALVIN HOLMES,8557.0,1,1,Alabama SOS historical legislative archive
HC-44FBB3D768A07243B570,1990,house,79,D,Pete Turnham,PETE TURNHAM,5992.0,1,1,Alabama SOS historical legislative archive
HC-525CDF13499AA35167BB,1990,house,79,R,Martha Harlan,MARTHA HARLAN,3452.0,0,1,Alabama SOS historical legislative archive
HC-F981291FFDF0048DAB03,1990,house,80,D,J.G. Higginbotham,JG HIGGINBOTHAM,6314.0,1,1,Alabama SOS historical legislative archive
HC-D7F3134054DF7623774F,1990,house,81,D,James T. Cullins,JAMES T CULLINS,8352.0,1,1,Alabama SOS historical legislative archive
HC-8A93A3FB52D8567A3B86,1990,house,82,D,George Clay,GEORGE CLAY,8954.0,1,2,Alabama SOS historical legislative archive
HC-1D84E59140E5D67A6712,1990,house,83,D,Jane Gullatt,JANE GULLATT,4671.0,1,1,Alabama SOS historical legislative archive
HC-16C4EDE554C6A32E33F0,1990,house,84,D,James Clark,JAMES CLARK,7112.0,1,2,Alabama SOS historical legislative archive
HC-72F61189A615FFC7ABDC,1990,house,84,R,Leslie Woodham,LESLIE WOODHAM,2499.0,0,2,Alabama SOS historical legislative archive
HC-A74B53B44C2051035CD0,1990,house,85,D,John Beasley,JOHN BEASLEY,6913.0,1,2,Alabama SOS historical legislative archive
HC-347C15C08CFB09613528,1990,house,86,D,Joe Carothers,JOE CAROTHERS,8416.0,1,1,Alabama SOS historical legislative archive
HC-79720F0FD6D6E8FD6F15,1990,house,86,R,Nell Keisling,NELL KEISLING,3475.0,0,1,Alabama SOS historical legislative archive
HC-3B471282AABBC12109F8,1990,house,87,D,Nathan Mathis,NATHAN MATHIS,7569.0,1,2,Alabama SOS historical legislative archive
HC-A384DFFC820F1635D6EA,1990,house,87,R,Eric Johnson,ERIC JOHNSON,5573.0,0,2,Alabama SOS historical legislative archive
HC-4417E2F3440EC243784F,1990,house,88,D,Nolan Williams,NOLAN WILLIAMS,5669.0,1,1,Alabama SOS historical legislative archive
HC-06AA8542814CEF9E7D77,1990,house,89,D,Steve Flowers,STEVE FLOWERS,7323.0,1,2,Alabama SOS historical legislative archive
HC-E3A28FC444568665FAD3,1990,house,90,D,Charles Newton,CHARLES NEWTON,9224.0,1,2,Alabama SOS historical legislative archive
HC-DC7864EE1E6FDFE7AD5A,1990,house,90,R,Jack Pollard,JACK POLLARD,1696.0,0,2,Alabama SOS historical legislative archive
HC-E1055DB374B11C8A65EC,1990,house,91,D,Jimmy Holley,JIMMY HOLLEY,7157.0,1,1,Alabama SOS historical legislative archive
HC-45B02C22A0224B5343FD,1990,house,92,D,Seth Hammett,SETH HAMMETT,8025.0,1,1,Alabama SOS historical legislative archive
HC-31077BC1E306D80B1C22,1990,house,93,D,Frank White,FRANK WHITE,5736.0,1,1,Alabama SOS historical legislative archive
HC-E85B0083703D08095464,1990,house,93,R,Danny Joyner,DANNY JOYNER,2216.0,0,1,Alabama SOS historical legislative archive
HC-1778C096B705B50EFFC4,1990,house,94,D,Verlee Young,VERLEE YOUNG,6271.0,0,1,Alabama SOS historical legislative archive
HC-68B68F734FFEF3D6B3E1,1990,house,94,R,"Walter Penry, Jr.",WALTER PENRY,9672.0,1,1,Alabama SOS historical legislative archive
HC-A8D7085E3626EAC062DA,1990,house,95,D,Harry Shiver,HARRY SHIVER,5855.0,0,1,Alabama SOS historical legislative archive
HC-C0E5D2D0BE34C314AF23,1990,house,95,R,Steve McMillan,STEVE MCMILLAN,6328.0,1,1,Alabama SOS historical legislative archive
HC-07AA807A7D01FFC41246,1990,house,96,D,Mike Box,MICHAEL BOX,6560.0,1,1,Alabama SOS historical legislative archive
HC-1C7D544EECE45158C3E2,1990,house,96,R,John Gartman,JOHN GARTMAN,3829.0,0,1,Alabama SOS historical legislative archive
HC-70A5E6637B14B2B5106A,1990,house,97,D,Mary Zoghby,MARY ZOGHBY,6333.0,1,1,Alabama SOS historical legislative archive
HC-133D64C3EF460DAC95FF,1990,house,98,D,William Clark,WILLIAM CLARK,5085.0,1,1,Alabama SOS historical legislative archive
HC-095FEC8458EF084056A4,1990,house,99,D,James Buskey,JAMES BUSKEY,6738.0,1,1,Alabama SOS historical legislative archive
HC-4393FBA55360E7F50ADF,1990,house,100,R,Victor Gaston,VICTOR GASTON,8320.0,1,1,Alabama SOS historical legislative archive
HC-35AC310C70A61DEF07FA,1990,house,101,R,Ken Kvalheim,KEN KVALHEIM,7682.0,1,1,Alabama SOS historical legislative archive
HC-5D2CDDBD1BCB586723BA,1990,house,102,D,Ken Megginson,KEN MEGGINSON,3922.0,0,1,Alabama SOS historical legislative archive
HC-1D25E3FFEFDE3860CC4B,1990,house,102,R,J.E. Turner,JE TURNER,7201.0,1,1,Alabama SOS historical legislative archive
HC-FD0D09744D5F21B440CF,1990,house,103,D,Yvonne Kennedy,YVONNE KENNEDY,4988.0,1,1,Alabama SOS historical legislative archive
HC-497A66741BCA7F408E45,1990,house,104,D,Lois Rockhold,LOIS ROCKHOLD,5987.0,1,1,Alabama SOS historical legislative archive
HC-7C66B364F5297F7943EF,1990,house,105,D,Taylor Harper,TAYLOR HARPER,4971.0,1,1,Alabama SOS historical legislative archive
HC-1F113D167454EF4D92B7,1990,house,105,R,"Wm. Pope, Sr.",WM POPE,3598.0,0,1,Alabama SOS historical legislative archive
HC-026B5C494B3A2BBAD1E3,1990,senate,1,D,Bobby Denton,BOBBY DENTON,21169.0,1,2,Alabama SOS historical legislative archive
HC-58C2C1486CBC39F56660,1990,senate,2,D,Jim Smith,JAMES SMITH,23444.0,1,3,Alabama SOS historical legislative archive
HC-5A2E89B08C2191C54C1B,1990,senate,2,R,Jim Manley,JAMES MANLEY,12982.0,0,3,Alabama SOS historical legislative archive
HC-94ED296F0F3A97C99FCD,1990,senate,3,D,Ray Campbell,RAY CAMPBELL,20573.0,1,2,Alabama SOS historical legislative archive
HC-2D46C87EB18CF6B6233E,1990,senate,3,R,Terry Smith,TERRY SMITH,11610.0,0,2,Alabama SOS historical legislative archive
HC-C9A32493FE2982AC7CE3,1990,senate,4,R,Don Hale,DON HALE,21903.0,1,3,Alabama SOS historical legislative archive
HC-E4794F5F76797A23E786,1990,senate,5,D,"Robt. Wilson, Jr.",ROBT WILSON,23413.0,1,3,Alabama SOS historical legislative archive
HC-5027708A1623E3DC7089,1990,senate,5,R,Eddie Key,EDDIE KEY,11452.0,0,3,Alabama SOS historical legislative archive
HC-107587DE0122C6CC3D8D,1990,senate,6,D,Geo. Bolling,GEO BOLLING,27281.0,1,5,Alabama SOS historical legislative archive
HC-3DDDB7B60790C4996443,1990,senate,6,R,Rebecca Green,REBECCA GREEN,11167.0,0,5,Alabama SOS historical legislative archive
HC-7733955448F06945B833,1990,senate,7,D,Bill Smith,WILLIAM SMITH,21219.0,1,1,Alabama SOS historical legislative archive
HC-8B43AA5EA4036062399F,1990,senate,7,R,Elbert Peters,ELBERT PETERS,12419.0,0,1,Alabama SOS historical legislative archive
HC-F2F2A1E4D81CB7D4E3BA,1990,senate,8,D,Lowell Barron,LOWELL BARRON,20618.0,1,3,Alabama SOS historical legislative archive
HC-2B31CF70088F44B87D50,1990,senate,9,D,Hinton Mitchem,HINTON MITCHEM,19081.0,1,3,Alabama SOS historical legislative archive
HC-641115C2D9EDD15DC6C7,1990,senate,10,D,Jack Floyd,JACK FLOYD,17338.0,1,2,Alabama SOS historical legislative archive
HC-F8E32CD6393FC391B6CB,1990,senate,10,R,Chas. B. Boman,CHAS B BOMAN,15516.0,0,2,Alabama SOS historical legislative archive
HC-11537C4082C14525CFE8,1990,senate,11,D,Jim Pruitt,JAMES PRUITT,21091.0,1,3,Alabama SOS historical legislative archive
HC-792D5595A1AFBF714923,1990,senate,12,D,Doug Ghee,DOUG GHEE,17033.0,1,1,Alabama SOS historical legislative archive
HC-8F8E4B657DE5B4C3F266,1990,senate,12,R,Mike James,MICHAEL JAMES,10731.0,0,1,Alabama SOS historical legislative archive
HC-C86EC362F787C21D5572,1990,senate,13,D,Gerald Dial,GERALD DIAL,19096.0,1,6,Alabama SOS historical legislative archive
HC-2B5A8D49B87E75B1EE9D,1990,senate,14,D,Sonny Moore,SONNY MOORE,13625.0,0,3,Alabama SOS historical legislative archive
HC-B36A3E2BCF511A27A128,1990,senate,14,R,"Frank Ellis, Jr.",FRANK ELLIS,30254.0,1,3,Alabama SOS historical legislative archive
HC-3D44677B27F87B54452A,1990,senate,15,D,Charlie Waldrep,CHARLIE WALDREP,16406.0,0,1,Alabama SOS historical legislative archive
HC-873D81BA490CE3809B3B,1990,senate,15,R,John Amari,JOHN AMARI,24567.0,1,1,Alabama SOS historical legislative archive
HC-93B1AEC82EE10A6483C0,1990,senate,16,R,J.T. Jabo Waggoner,JT JABO WAGGONER,37860.0,1,1,Alabama SOS historical legislative archive
HC-7E5080ACEC8D69F1FC4E,1990,senate,17,D,Mac Parsons,MAC PARSONS,22374.0,1,1,Alabama SOS historical legislative archive
HC-8DFFFD45BE5DEA813515,1990,senate,17,R,Glenn Wadsworth,GLENN WADSWORTH,12709.0,0,1,Alabama SOS historical legislative archive
HC-EEF1C0D94AE20CB84EDA,1990,senate,18,D,Fred Horn,FRED HORN,21959.0,1,1,Alabama SOS historical legislative archive
HC-7836D302C077D87757F3,1990,senate,19,D,Jim Bennett,JAMES BENNETT,24231.0,1,1,Alabama SOS historical legislative archive
HC-7BF94592FB0AED15E5AB,1990,senate,20,D,Earl Hilliard,EARL HILLIARD,22189.0,1,1,Alabama SOS historical legislative archive
HC-3F56F00607E7CFF9A985,1990,senate,21,D,Ryan deGraffenried,RYAN DEGRAFFENRIED,24445.0,1,2,Alabama SOS historical legislative archive
HC-59BFDE1BF185ECEABE55,1990,senate,22,D,W.H. (Pat) Lindsey,WH PAT LINDSEY,23273.0,1,6,Alabama SOS historical legislative archive
HC-BB3C48E95BEEBF23BF4D,1990,senate,23,D,Hank Sanders,HANK SANDERS,24303.0,1,8,Alabama SOS historical legislative archive
HC-44D1651E129910CB6E10,1990,senate,23,R,Walt Williams,WALT WILLIAMS,10420.0,0,8,Alabama SOS historical legislative archive
HC-1BC365078B56EA660124,1990,senate,24,D,Walter Owens,WALTER OWENS,26468.0,1,4,Alabama SOS historical legislative archive
HC-C9CCD73CE5DC2CFE53C0,1990,senate,24,R,Pat Owens,PAT OWENS,9307.0,0,4,Alabama SOS historical legislative archive
HC-03FC79E66F695C258EB5,1990,senate,25,R,Larry Dixon,LARRY DIXON,27158.0,1,1,Alabama SOS historical legislative archive
HC-A5AC8BECEBE6102678B8,1990,senate,26,D,Charles Langford,CHARLES LANGFORD,21438.0,1,2,Alabama SOS historical legislative archive
HC-72BB54213EE1251ADE3C,1990,senate,27,D,Ted Little,TED LITTLE,23332.0,1,2,Alabama SOS historical legislative archive
HC-720389785F054505FB13,1990,senate,27,R,Marrell McNeal,MARRELL MCNEAL,8258.0,0,2,Alabama SOS historical legislative archive
HC-9A723F6B974625181A1D,1990,senate,28,D,Danny Corbett,DANNY CORBETT,19046.0,1,4,Alabama SOS historical legislative archive
