cycle,chamber,district,dem_votes,rep_votes,two_party_votes,legislative_dem_margin,core_index_margin,core_index_offices,baseline_allocation_method,core_index_complete,contested_two_party,raw_overperformance,score_status
1994,senate,6,24895.0,0.0,24895.0,100.0,11.848740191980312,2,legislative_activity_split_provisional,True,False,88.15125980801969,provisional_raw_baseline_not_fitted_cmo
1994,senate,7,18354.0,17220.0,35574.0,3.187721369539551,-2.8211107698785494,2,legislative_activity_split_provisional,True,True,6.0088321394181,provisional_raw_baseline_not_fitted_cmo
1994,senate,8,17142.0,0.0,17142.0,100.0,4.606783923114289,2,legislative_activity_split_provisional,True,False,95.39321607688571,provisional_raw_baseline_not_fitted_cmo
1994,senate,9,18740.0,13914.0,32654.0,14.779200097997183,-9.252431749213386,2,legislative_activity_split_provisional,True,True,24.03163184721057,provisional_raw_baseline_not_fitted_cmo
1994,senate,10,15257.0,19806.0,35063.0,-12.973790035079714,5.612072131576317,2,legislative_activity_split_provisional,True,True,-18.58586216665603,provisional_raw_baseline_not_fitted_cmo
1994,senate,11,30774.0,0.0,30774.0,100.0,-11.094990409865833,2,legislative_activity_split_provisional,True,False,111.09499040986583,provisional_raw_baseline_not_fitted_cmo
1994,senate,12,15147.0,11262.0,26409.0,14.710894013404522,1.560919691971701,2,official_ballot_single_district,True,True,13.14997432143282,provisional_raw_baseline_not_fitted_cmo
1994,senate,13,20753.0,0.0,20753.0,100.0,8.061982198269115,2,legislative_activity_split_provisional,True,False,91.93801780173088,provisional_raw_baseline_not_fitted_cmo
1994,senate,14,14045.0,25477.0,39522.0,-28.925661656798745,-27.766089521469475,2,legislative_activity_split_provisional,True,True,-1.1595721353292703,provisional_raw_baseline_not_fitted_cmo
1994,senate,15,32505.0,0.0,32505.0,100.0,-44.94333582856291,2,legislative_activity_split_provisional,True,False,144.9433358285629,provisional_raw_baseline_not_fitted_cmo
1994,senate,16,42672.0,0.0,42672.0,100.0,-56.47872758992731,2,legislative_activity_split_provisional,True,False,156.4787275899273,provisional_raw_baseline_not_fitted_cmo
1994,senate,17,28720.0,0.0,28720.0,100.0,-39.41311698683596,2,legislative_activity_split_provisional,True,False,139.41311698683597,provisional_raw_baseline_not_fitted_cmo
1994,senate,18,19558.0,6649.0,26207.0,49.25783187697943,47.561588742886215,2,legislative_activity_split_provisional,True,True,1.6962431340932156,provisional_raw_baseline_not_fitted_cmo
1994,senate,19,23942.0,0.0,23942.0,100.0,51.877533338805094,2,legislative_activity_split_provisional,True,False,48.122466661194906,provisional_raw_baseline_not_fitted_cmo
1994,senate,20,22612.0,0.0,22612.0,100.0,48.61439249269665,2,legislative_activity_split_provisional,True,False,51.38560750730335,provisional_raw_baseline_not_fitted_cmo
