candidate_result_id,finance_candidate_cycle_id,build_run_id,state_code,cycle,chamber,district,party_family,candidate_name,total_fundraising,cash_contributions,other_receipts,in_kind_contributions,loans_received,expenditures,ending_cash,finance_observation_status,finance_observed,source_name,source_measure,match_method,match_score,incumbency_support
LCAND-2A7CB96562E5C2788FFF,FIN-C4A8D1C82A90555B606B,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,122,republican,JODI LOTT,119496.0,119496.0,0.0,194.24,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-16A68EF4F1247397F1A2,FIN-EB53189DFC5BFE9CC778,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,123,republican,MARK NEWTON,106100.0,106100.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-880606F72C2D5190AC5F,FIN-21D032AC5AB6D2FF1343,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,124,democratic,"HENRY ""WAYNE"" HOWARD",7400.0,7400.0,0.0,800.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-F41D1267A0F56CC3CFE9,FIN-DF6E484FB26DB0067515,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,125,democratic,SHEILA CLARK NELSON,8100.0,8100.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-15A1045F0B6AC49557E3,FIN-CC713EC76A585F1E6A9C,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,126,democratic,GLORIA FRAZIER,22900.0,22900.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-56057A6E1A0D01F56957,FIN-3C9A78A378D2AC3D21FF,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,127,democratic,BRIAN L PRINCE,48500.0,48500.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-770263470D7B390D6235,FIN-A8B3501FDA55EF1FE6CC,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,128,democratic,MACK JACKSON,16250.0,16250.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-182A3B225C05C4E8D502,FIN-E65D108131BD80D0759B,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,129,democratic,SHARONDA BELL,1460.0,1460.0,0.0,1000.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-220C15019006D196BCAA,FIN-24277E5B041F7531B0EC,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,129,republican,SUSAN HOLMES,69585.0,69585.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-C97AE358CD27DF6A1884,FIN-1DBFB279ECE498A40F18,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,13,republican,KATIE DEMPSEY,67800.0,67800.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-7DB117F85355D6BDFE18,FIN-B2811D142357006B9223,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,130,democratic,SHEILA HENLEY,7884.4,7884.4,0.0,100.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-139A5CAD5C8C092C6BE1,FIN-FD5DA681471D36E81892,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,130,republican,DAVID KNIGHT,62800.0,62800.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-EBDD00A76EFBFFC5D904,FIN-1394870A5765578B5E3E,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,131,democratic,CHRIS BENTON,6879.1,6879.1,0.0,1250.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-26BDA6E7981EFB5BBED0,FIN-BD83DBA2209EDEDE1AD7,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,131,republican,BETH CAMP,27525.0,27525.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-AAD8450C2BDD4E893A08,FIN-D0FE985D9FE7978F516B,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,132,democratic,BOB TRAMMELL JR,512111.0,512111.0,0.0,3588.75,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-3BDC825206F5F78DEA32,FIN-728FCC8CFAEE932822F2,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,132,republican,DAVID JENKINS,84175.0,84175.0,0.0,3039.5,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-3332A458118458B644C3,FIN-06D08CC4C614636C894B,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,133,republican,VANCE SMITH JR,88750.0,88750.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-BADBE70E9EEC50AB4DCE,FIN-146D5FE9E7A930640A48,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,134,democratic,CARL SPRAYBERRY,0.0,0.0,0.0,577.85,,,,observed_zero,1,Georgia Government Transparency and Campaign Finance Commission exports,complete_official_contribution_export_absence,exact_scope_and_normalized_name,100.0,0
LCAND-83466F0679CC9F13CEDB,FIN-713C6FE56511AB24D2A9,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,134,republican,RICHARD H SMITH,368064.42,368064.42,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-FE650D25ECA3EF8C107C,FIN-7FBC5883EBE155A40105,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,135,democratic,CALVIN SMYRE,183729.0,183729.0,0.0,1578.07,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-C5F23A9A63EB8EC652B6,FIN-F10DDB40F61DA2E2A27F,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,136,democratic,CAROLYN HUGLEY,55800.0,55800.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-CEFED0603688A1F464A2,FIN-77D511F2DF232A7911AC,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,137,democratic,DEBBIE G BUCKNER,26750.0,26750.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-86307C5ECCA87FFC1967,FIN-2F0CE20773C31A864124,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,138,democratic,MARC ARNETT,57665.26,57665.26,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-8DF64FB9ACCDA4F66F6A,FIN-BEAA23E7AB1D43A95094,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,138,republican,MIKE CHEOKAS,111583.11,111583.11,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-8C2D05D9D8BF56D02D7C,FIN-51ED1CBBE94AF9A3425A,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,139,democratic,PATTY BENTLEY,25900.0,25900.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-494CCE543C6CD3B3BDE7,FIN-D9DDDC0C15AFE5D20AB3,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,14,republican,MITCHELL SCOGGINS,30250.0,30250.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-A54FF2FC453D53EC9191,FIN-44E233F42402CAF34296,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,140,republican,ROBERT DICKEY,71901.0,71901.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-05E5BADD508FD7E3E62F,FIN-9AC9EE600790BEBCE16D,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,141,republican,DALE WASHBURN,68080.0,68080.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-4276D8CE4EFA7A45C487,FIN-396F92B2B0CE9F859AD3,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,142,democratic,MIRIAM PARIS,14050.0,14050.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-F404D1E97FEC3D48EABD,FIN-4F08F923A0773D3B45EC,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,143,democratic,JAMES BEVERLY,69400.0,69400.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-BC4E8AA27EBEA9D4CA3A,FIN-6AB6048E0376F52E997C,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,144,democratic,MARY WHIPPLE-LUE,280.0,280.0,0.0,1000.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-A5DCBBDBFC4A1D4AC9BB,FIN-063ED2C49A0AFC74ABA9,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,144,republican,DANNY MATHIS,20250.0,20250.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-6BC86E047821CB90E4FF,FIN-07899A00F03EC93E92D3,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,145,democratic,QUENTIN T HOWELL,15400.0,15400.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-DF943E2DB9849A2FA305,FIN-8C640665F1FB7A37FF8E,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,145,republican,"RICKY ""RICK"" WILLIAMS",113226.0,113226.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-AED7C4DCC4B48D06A197,FIN-EC22CC44FA36CE78F083,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,146,republican,SHAW BLACKMON,111020.0,111020.0,0.0,2050.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-77F7299D417592263030,FIN-BE581DA3E24267D79627,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,147,democratic,STEPHEN BAUGHIER,57275.74,57275.74,0.0,3300.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-6F640DE6952ED82591CC,FIN-01D338261ED16AA8B37D,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,147,republican,HEATH CLARK,138258.9,138258.9,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-4ED92CBC4F9A134CAF30,FIN-F2283F68CD7170662A34,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,148,democratic,REGINA AWUNG,2575.0,2575.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-7B52A8B813412D7F1622,FIN-33DCDD35267D826387AE,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,148,republican,NOEL WILLIAMS JR,75650.0,75650.0,0.0,1700.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-4EE22534FCA15764095D,FIN-B5FBF885F6EED1F8B31B,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,149,republican,ROBERT PRUITT,11225.0,11225.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-783F5251C72EF9B76F28,FIN-DC6F701C07D6C3FCB0F5,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,15,republican,MATTHEW GAMBILL,46275.0,46275.0,0.0,200.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-2FA3715D55C8694D9CC5,FIN-6742CB8ADCF521EA0782,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,150,republican,MATT HATCHETT,,,,,,,,unknown_candidate_transaction_identity_unresolved,0,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-450E064B4594FBA79640,FIN-0FFF64F5619DE6A4518E,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,151,democratic,JOYCE BARLOW,135365.94,135365.94,0.0,400.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-EB31B81D28916F316356,FIN-8AC4F9376D961A992781,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,151,republican,GERALD E GREENE,177000.0,177000.0,0.0,600.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-E346A5C8B839A590B224,FIN-FE87B7E64C7D221BF21B,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,152,republican,BILL YEARTA,93500.0,93500.0,0.0,2239.36,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-260959EB4E376854727E,FIN-6FA7EEF7ADB5A1C1A47F,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,153,democratic,CAMIA WHITAKER HOPSON,13476.32,13476.32,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-EC97FA9A94DA5127BF3D,FIN-4D0981E8E74C573ECE86,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,154,democratic,WINFRED DUKES,5440.82,5440.82,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-2DABE557395DD82BB593,FIN-F0CD4B75A3FBC48F132E,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,155,democratic,LETHIA JONES KITTRELL,778.0,778.0,0.0,3790.75,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-330D9EF4C9B408527BE5,FIN-F5456DB4F320185D58C4,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,155,republican,CLAY PIRKLE,59160.0,59160.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-6CB71BD3849F9162715B,FIN-517C803540B85BAF80B2,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,156,republican,GREG MORRIS,46200.0,46200.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-478006BD66053DB32B7B,FIN-BDDCCD3278A5D76F2925,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,157,republican,"WILLIAM ""BILL"" WERKHEISER",96975.0,96975.0,0.0,425.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-A9989896F3908D7FF1CF,FIN-A17E73E02B6835D7EBF8,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,158,democratic,ANN PD GLEASON,2179.0,2179.0,0.0,268.23,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-4F9EFDE4F5C0EEF97A55,FIN-4CC0489AC68E2DFF45B3,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,158,republican,BUTCH PARRISH,81775.0,81775.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-45B42587475E0AD1045A,FIN-64C019BD980B5CBD8481,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,159,republican,JON G BURNS,356450.0,356450.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-53111E2C13C9D5BFB323,FIN-89D8498405DC98EB51C1,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,16,democratic,LYNDSAY ARRENDALE,0.0,0.0,0.0,,,,,observed_zero,1,Georgia Government Transparency and Campaign Finance Commission exports,complete_official_contribution_export_absence,exact_scope_and_normalized_name,100.0,0
LCAND-2D7EB6978D4AD0C2EFE9,FIN-7E0BCAD18A1E38F34A1B,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,16,republican,TREY KELLEY,367910.002,367910.002,0.0,318.67,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-FB6BF24AA2ED5AEF04D3,FIN-B29A67786A683518CE66,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,160,republican,JAN TANKERSLEY,30000.0,30000.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-6B1E0656DA6273D9324C,FIN-DAD7255FE75972C15F75,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,161,republican,BILL HITCHENS,39900.0,39900.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-FC25C7F582FAD2FD9BD6,FIN-06147D10DFAD5A5D7F2C,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,162,democratic,CARL WAYNE GILLIARD,31575.0,31575.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-86986DCE3316F931F1C4,FIN-583A09286D60DCAF1E56,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,163,democratic,DEREK J MALLOW,26558.0,26558.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-D40A6E9C32EAB02919F9,FIN-4CC443DD332ABAB8BF2A,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,164,democratic,MARCUS THOMPSON,26358.91,26358.91,0.0,7388.49,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-CDA0377E89FFD86B525A,FIN-AC90410F96B5F78C52B8,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,164,republican,RON STEPHENS,299250.0,299250.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
LCAND-4F4AF95483D2370BC37A,FIN-AD86E9BE8C44F6BFB944,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,165,democratic,MICKEY STEPHENS,0.0,0.0,0.0,,,,,observed_zero,1,Georgia Government Transparency and Campaign Finance Commission exports,complete_official_contribution_export_absence,exact_scope_and_normalized_name,100.0,1
LCAND-0A6FD46508E16A76F086,FIN-DC503044AB0DBBA29A66,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,166,democratic,MICHAEL MACK,0.0,0.0,0.0,,,,,observed_zero,1,Georgia Government Transparency and Campaign Finance Commission exports,complete_official_contribution_export_absence,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-315CCBF71F7CEAE02750,FIN-9395F4BE84F6AC051810,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,166,republican,JESSE PETREA,121750.0,121750.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-B36708F088DD7C067FD9,FIN-AA5B2A552A361041649C,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,167,republican,BUDDY DELOACH,83947.20999999999,83947.20999999999,0.0,387.85,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,0
LCAND-F33317A911E68E70D9EF,FIN-C03B16A8C506DB51FC44,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,168,democratic,AL WILLIAMS,28375.0,28375.0,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,1
LCAND-0946EFD03CCFB04B5F32,FIN-D3D230E564F46410E90A,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,169,democratic,"MICHAEL ""BUCKLE"" MOORE",1193.12,1193.12,0.0,0.0,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,fuzzy_name_with_exact_election_scope,100.0,0
LCAND-AD6D30BA887518659F9A,FIN-3ED2865F37387ED5FC78,RUN-133197C8B7B94F21A2939B438EDAF692,GA,2020,lower,169,republican,DOMINIC LARICCIA,180060.0,180060.0,0.0,194.24,,,,observed_positive,1,Georgia Government Transparency and Campaign Finance Commission exports,monetary_contributions_plus_compatible_other_receipts_excluding_loans_and_in_kind,exact_scope_and_normalized_name,100.0,1
