county,precinct,office,district,party,candidate,votes
Escambia,BREWTON CIVIC CENTER,State House,66,REP,Alan Baker,1252
Escambia,BREWTON CIVIC CENTER,State House,66,,Over Votes,2
Escambia,BREWTON CIVIC CENTER,State House,66,,Under Votes,18
Escambia,BREWTON CIVIC CENTER,State House,92,REP,"Mike Jones, Jr.",252
Escambia,BREWTON CIVIC CENTER,State House,92,,Over Votes,0
Escambia,BREWTON CIVIC CENTER,State House,92,,Under Votes,82
Escambia,BREWTON CIVIC CENTER,State Senate,22,REP,Greg Albritton,1472
Escambia,BREWTON CIVIC CENTER,State Senate,22,,Over Votes,0
Escambia,BREWTON CIVIC CENTER,State Senate,22,,Under Votes,886
Escambia,BREWTON CIVIC CENTER,State Treasurer,,REP,John McMillan,1429
Escambia,BREWTON CIVIC CENTER,State Treasurer,,,Over Votes,0
Escambia,BREWTON CIVIC CENTER,State Treasurer,,,Under Votes,937
Escambia,BREWTON CIVIC CENTER,Straight Party,,DEM,Alabama Democratic Party,680
Escambia,BREWTON CIVIC CENTER,Straight Party,,REP,Alabama Republican Party,717
Escambia,BREWTON CIVIC CENTER,Straight Party,,,Over Votes,2
Escambia,BREWTON CIVIC CENTER,Straight Party,,,Under Votes,983
Escambia,BREWTON CIVIC CENTER,U.S. House,1,DEM,"Robert Kennedy, Jr.",886
Escambia,BREWTON CIVIC CENTER,U.S. House,1,REP,Bradley Byrne,1466
Escambia,BREWTON CIVIC CENTER,U.S. House,1,,Over Votes,2
Escambia,BREWTON CIVIC CENTER,U.S. House,1,,Under Votes,28
Escambia,CANOE CIVIC CLUB,Attorney General,,DEM,Joseph Siegelman,49
Escambia,CANOE CIVIC CLUB,Attorney General,,REP,Steve Marshall,243
Escambia,CANOE CIVIC CLUB,Attorney General,,,Over Votes,0
Escambia,CANOE CIVIC CLUB,Attorney General,,,Under Votes,0
Escambia,CANOE CIVIC CLUB,Ballots Cast,,,Ballots Cast - Total,292
Escambia,CANOE CIVIC CLUB,Commissioner of Agriculture and Industries,,REP,Rick Pate,242
Escambia,CANOE CIVIC CLUB,Commissioner of Agriculture and Industries,,,Over Votes,0
Escambia,CANOE CIVIC CLUB,Commissioner of Agriculture and Industries,,,Under Votes,49
Escambia,CANOE CIVIC CLUB,Governor,,DEM,Walt Maddox,39
Escambia,CANOE CIVIC CLUB,Governor,,REP,Kay Ivey,251
Escambia,CANOE CIVIC CLUB,Governor,,,Over Votes,0
Escambia,CANOE CIVIC CLUB,Governor,,,Under Votes,1
Escambia,CANOE CIVIC CLUB,Lieutenant Governor,,DEM,Will Boyd,36
Escambia,CANOE CIVIC CLUB,Lieutenant Governor,,REP,Will Ainsworth,251
Escambia,CANOE CIVIC CLUB,Lieutenant Governor,,,Over Votes,0
Escambia,CANOE CIVIC CLUB,Lieutenant Governor,,,Under Votes,5
Escambia,CANOE CIVIC CLUB,Secretary of State,,DEM,Heather Milam,35
Escambia,CANOE CIVIC CLUB,Secretary of State,,REP,John H. Merrill,249
Escambia,CANOE CIVIC CLUB,Secretary of State,,,Over Votes,0
Escambia,CANOE CIVIC CLUB,Secretary of State,,,Under Votes,8
Escambia,CANOE CIVIC CLUB,State Auditor,,DEM,Miranda Karrine Joseph,34
Escambia,CANOE CIVIC CLUB,State Auditor,,REP,Jim Zeigler,254
Escambia,CANOE CIVIC CLUB,State Auditor,,,Over Votes,0
Escambia,CANOE CIVIC CLUB,State Auditor,,,Under Votes,4
Escambia,CANOE CIVIC CLUB,State House,66,DEM,Susan E. Smith,44
Escambia,CANOE CIVIC CLUB,State House,66,REP,Alan Baker,246
Escambia,CANOE CIVIC CLUB,State House,66,,Over Votes,0
Escambia,CANOE CIVIC CLUB,State House,66,,Under Votes,2
Escambia,CANOE CIVIC CLUB,State Senate,22,REP,Greg Albritton,251
Escambia,CANOE CIVIC CLUB,State Senate,22,,Over Votes,0
Escambia,CANOE CIVIC CLUB,State Senate,22,,Under Votes,39
Escambia,CANOE CIVIC CLUB,State Treasurer,,REP,John McMillan,244
Escambia,CANOE CIVIC CLUB,State Treasurer,,,Over Votes,0
Escambia,CANOE CIVIC CLUB,State Treasurer,,,Under Votes,47
Escambia,CANOE CIVIC CLUB,Straight Party,,DEM,Alabama Democratic Party,22
Escambia,CANOE CIVIC CLUB,Straight Party,,REP,Alabama Republican Party,149
Escambia,CANOE CIVIC CLUB,Straight Party,,,Over Votes,0
Escambia,CANOE CIVIC CLUB,Straight Party,,,Under Votes,121
Escambia,CANOE CIVIC CLUB,U.S. House,1,DEM,"Robert Kennedy, Jr.",35
Escambia,CANOE CIVIC CLUB,U.S. House,1,REP,Bradley Byrne,257
Escambia,CANOE CIVIC CLUB,U.S. House,1,,Over Votes,0
Escambia,CANOE CIVIC CLUB,U.S. House,1,,Under Votes,0
Escambia,CATAWBA SPRINGS,Attorney General,,DEM,Joseph Siegelman,69
Escambia,CATAWBA SPRINGS,Attorney General,,REP,Steve Marshall,502
Escambia,CATAWBA SPRINGS,Attorney General,,,Over Votes,0
Escambia,CATAWBA SPRINGS,Attorney General,,,Under Votes,11
Escambia,CATAWBA SPRINGS,Ballots Cast,,,Ballots Cast - Total,582
Escambia,CATAWBA SPRINGS,Commissioner of Agriculture and Industries,,REP,Rick Pate,499
Escambia,CATAWBA SPRINGS,Commissioner of Agriculture and Industries,,,Over Votes,0
Escambia,CATAWBA SPRINGS,Commissioner of Agriculture and Industries,,,Under Votes,82
Escambia,CATAWBA SPRINGS,Governor,,DEM,Walt Maddox,66
Escambia,CATAWBA SPRINGS,Governor,,REP,Kay Ivey,512
Escambia,CATAWBA SPRINGS,Governor,,,Over Votes,0
Escambia,CATAWBA SPRINGS,Governor,,,Under Votes,4
Escambia,CATAWBA SPRINGS,Lieutenant Governor,,DEM,Will Boyd,41
Escambia,CATAWBA SPRINGS,Lieutenant Governor,,REP,Will Ainsworth,520
Escambia,CATAWBA SPRINGS,Lieutenant Governor,,,Over Votes,0
Escambia,CATAWBA SPRINGS,Lieutenant Governor,,,Under Votes,21
Escambia,CATAWBA SPRINGS,Secretary of State,,DEM,Heather Milam,42
Escambia,CATAWBA SPRINGS,Secretary of State,,REP,John H. Merrill,521
Escambia,CATAWBA SPRINGS,Secretary of State,,,Over Votes,0
Escambia,CATAWBA SPRINGS,Secretary of State,,,Under Votes,19
Escambia,CATAWBA SPRINGS,State Auditor,,DEM,Miranda Karrine Joseph,49
Escambia,CATAWBA SPRINGS,State Auditor,,REP,Jim Zeigler,510
Escambia,CATAWBA SPRINGS,State Auditor,,,Over Votes,0
Escambia,CATAWBA SPRINGS,State Auditor,,,Under Votes,23
Escambia,CATAWBA SPRINGS,State House,66,DEM,Susan E. Smith,60
Escambia,CATAWBA SPRINGS,State House,66,REP,Alan Baker,452
Escambia,CATAWBA SPRINGS,State House,66,,Over Votes,0
Escambia,CATAWBA SPRINGS,State House,66,,Under Votes,15
Escambia,CATAWBA SPRINGS,State House,92,REP,"Mike Jones, Jr.",49
Escambia,CATAWBA SPRINGS,State House,92,,Over Votes,0
Escambia,CATAWBA SPRINGS,State House,92,,Under Votes,6
Escambia,CATAWBA SPRINGS,State Senate,22,REP,Greg Albritton,523
Escambia,CATAWBA SPRINGS,State Senate,22,,Over Votes,0
Escambia,CATAWBA SPRINGS,State Senate,22,,Under Votes,58
Escambia,CATAWBA SPRINGS,State Treasurer,,REP,John McMillan,502
Escambia,CATAWBA SPRINGS,State Treasurer,,,Over Votes,0
Escambia,CATAWBA SPRINGS,State Treasurer,,,Under Votes,79
Escambia,CATAWBA SPRINGS,Straight Party,,DEM,Alabama Democratic Party,16
Escambia,CATAWBA SPRINGS,Straight Party,,REP,Alabama Republican Party,213
Escambia,CATAWBA SPRINGS,Straight Party,,,Over Votes,0
Escambia,CATAWBA SPRINGS,Straight Party,,,Under Votes,353
Escambia,CATAWBA SPRINGS,U.S. House,1,DEM,"Robert Kennedy, Jr.",38
Escambia,CATAWBA SPRINGS,U.S. House,1,REP,Bradley Byrne,534
Escambia,CATAWBA SPRINGS,U.S. House,1,,Over Votes,0
Escambia,CATAWBA SPRINGS,U.S. House,1,,Under Votes,10
Escambia,COUNTY HWY_ DEPT_,Attorney General,,DEM,Joseph Siegelman,108
Escambia,COUNTY HWY_ DEPT_,Attorney General,,REP,Steve Marshall,72
Escambia,COUNTY HWY_ DEPT_,Attorney General,,,Over Votes,0
Escambia,COUNTY HWY_ DEPT_,Attorney General,,,Under Votes,4
Escambia,COUNTY HWY_ DEPT_,Ballots Cast,,,Ballots Cast - Total,185
Escambia,COUNTY HWY_ DEPT_,Commissioner of Agriculture and Industries,,REP,Rick Pate,75
Escambia,COUNTY HWY_ DEPT_,Commissioner of Agriculture and Industries,,,Over Votes,0
Escambia,COUNTY HWY_ DEPT_,Commissioner of Agriculture and Industries,,,Under Votes,101
Escambia,COUNTY HWY_ DEPT_,Governor,,DEM,Walt Maddox,107
Escambia,COUNTY HWY_ DEPT_,Governor,,REP,Kay Ivey,77
Escambia,COUNTY HWY_ DEPT_,Governor,,,Over Votes,0
Escambia,COUNTY HWY_ DEPT_,Governor,,,Under Votes,1
Escambia,COUNTY HWY_ DEPT_,Lieutenant Governor,,DEM,Will Boyd,112
Escambia,COUNTY HWY_ DEPT_,Lieutenant Governor,,REP,Will Ainsworth,69
Escambia,COUNTY HWY_ DEPT_,Lieutenant Governor,,,Over Votes,1
Escambia,COUNTY HWY_ DEPT_,Lieutenant Governor,,,Under Votes,3
Escambia,COUNTY HWY_ DEPT_,Secretary of State,,DEM,Heather Milam,108
Escambia,COUNTY HWY_ DEPT_,Secretary of State,,REP,John H. Merrill,72
Escambia,COUNTY HWY_ DEPT_,Secretary of State,,,Over Votes,1
Escambia,COUNTY HWY_ DEPT_,Secretary of State,,,Under Votes,3
Escambia,COUNTY HWY_ DEPT_,State Auditor,,DEM,Miranda Karrine Joseph,107
Escambia,COUNTY HWY_ DEPT_,State Auditor,,REP,Jim Zeigler,73
Escambia,COUNTY HWY_ DEPT_,State Auditor,,,Over Votes,1
Escambia,COUNTY HWY_ DEPT_,State Auditor,,,Under Votes,3
Escambia,COUNTY HWY_ DEPT_,State House,66,DEM,Susan E. Smith,109
Escambia,COUNTY HWY_ DEPT_,State House,66,REP,Alan Baker,72
Escambia,COUNTY HWY_ DEPT_,State House,66,,Over Votes,0
Escambia,COUNTY HWY_ DEPT_,State House,66,,Under Votes,3
Escambia,COUNTY HWY_ DEPT_,State Senate,22,REP,Greg Albritton,78
Escambia,COUNTY HWY_ DEPT_,State Senate,22,,Over Votes,0
Escambia,COUNTY HWY_ DEPT_,State Senate,22,,Under Votes,98
Escambia,COUNTY HWY_ DEPT_,State Treasurer,,REP,John McMillan,75
Escambia,COUNTY HWY_ DEPT_,State Treasurer,,,Over Votes,0
Escambia,COUNTY HWY_ DEPT_,State Treasurer,,,Under Votes,101
Escambia,COUNTY HWY_ DEPT_,Straight Party,,DEM,Alabama Democratic Party,97
Escambia,COUNTY HWY_ DEPT_,Straight Party,,REP,Alabama Republican Party,48
Escambia,COUNTY HWY_ DEPT_,Straight Party,,,Over Votes,0
Escambia,COUNTY HWY_ DEPT_,Straight Party,,,Under Votes,40
Escambia,COUNTY HWY_ DEPT_,U.S. House,1,DEM,"Robert Kennedy, Jr.",110
Escambia,COUNTY HWY_ DEPT_,U.S. House,1,REP,Bradley Byrne,72
Escambia,COUNTY HWY_ DEPT_,U.S. House,1,,Over Votes,0
Escambia,COUNTY HWY_ DEPT_,U.S. House,1,,Under Votes,2
Escambia,DAMASCUS BOYKIN SCHOOL,Attorney General,,DEM,Joseph Siegelman,116
Escambia,DAMASCUS BOYKIN SCHOOL,Attorney General,,REP,Steve Marshall,117
Escambia,DAMASCUS BOYKIN SCHOOL,Attorney General,,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,Attorney General,,,Under Votes,7
Escambia,DAMASCUS BOYKIN SCHOOL,Ballots Cast,,,Ballots Cast - Total,240
Escambia,DAMASCUS BOYKIN SCHOOL,Commissioner of Agriculture and Industries,,REP,Rick Pate,124
Escambia,DAMASCUS BOYKIN SCHOOL,Commissioner of Agriculture and Industries,,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,Commissioner of Agriculture and Industries,,,Under Votes,115
Escambia,DAMASCUS BOYKIN SCHOOL,Governor,,DEM,Walt Maddox,98
Escambia,DAMASCUS BOYKIN SCHOOL,Governor,,REP,Kay Ivey,140
Escambia,DAMASCUS BOYKIN SCHOOL,Governor,,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,Governor,,,Under Votes,2
Escambia,DAMASCUS BOYKIN SCHOOL,Lieutenant Governor,,DEM,Will Boyd,107
Escambia,DAMASCUS BOYKIN SCHOOL,Lieutenant Governor,,REP,Will Ainsworth,125
Escambia,DAMASCUS BOYKIN SCHOOL,Lieutenant Governor,,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,Lieutenant Governor,,,Under Votes,8
Escambia,DAMASCUS BOYKIN SCHOOL,Secretary of State,,DEM,Heather Milam,109
Escambia,DAMASCUS BOYKIN SCHOOL,Secretary of State,,REP,John H. Merrill,119
Escambia,DAMASCUS BOYKIN SCHOOL,Secretary of State,,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,Secretary of State,,,Under Votes,12
Escambia,DAMASCUS BOYKIN SCHOOL,State Auditor,,DEM,Miranda Karrine Joseph,105
Escambia,DAMASCUS BOYKIN SCHOOL,State Auditor,,REP,Jim Zeigler,121
Escambia,DAMASCUS BOYKIN SCHOOL,State Auditor,,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,State Auditor,,,Under Votes,14
Escambia,DAMASCUS BOYKIN SCHOOL,State House,92,REP,"Mike Jones, Jr.",126
Escambia,DAMASCUS BOYKIN SCHOOL,State House,92,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,State House,92,,Under Votes,113
Escambia,DAMASCUS BOYKIN SCHOOL,State Senate,22,REP,Greg Albritton,136
Escambia,DAMASCUS BOYKIN SCHOOL,State Senate,22,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,State Senate,22,,Under Votes,103
Escambia,DAMASCUS BOYKIN SCHOOL,State Treasurer,,REP,John McMillan,125
Escambia,DAMASCUS BOYKIN SCHOOL,State Treasurer,,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,State Treasurer,,,Under Votes,114
Escambia,DAMASCUS BOYKIN SCHOOL,Straight Party,,DEM,Alabama Democratic Party,59
Escambia,DAMASCUS BOYKIN SCHOOL,Straight Party,,REP,Alabama Republican Party,74
Escambia,DAMASCUS BOYKIN SCHOOL,Straight Party,,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,Straight Party,,,Under Votes,107
Escambia,DAMASCUS BOYKIN SCHOOL,U.S. House,1,DEM,"Robert Kennedy, Jr.",102
Escambia,DAMASCUS BOYKIN SCHOOL,U.S. House,1,REP,Bradley Byrne,135
Escambia,DAMASCUS BOYKIN SCHOOL,U.S. House,1,,Over Votes,0
Escambia,DAMASCUS BOYKIN SCHOOL,U.S. House,1,,Under Votes,3
Escambia,DIXIE VOL_ FIRE DEPT_,Attorney General,,DEM,Joseph Siegelman,6
Escambia,DIXIE VOL_ FIRE DEPT_,Attorney General,,REP,Steve Marshall,23
Escambia,DIXIE VOL_ FIRE DEPT_,Attorney General,,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Attorney General,,,Under Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Ballots Cast,,,Ballots Cast - Total,29
Escambia,DIXIE VOL_ FIRE DEPT_,Commissioner of Agriculture and Industries,,REP,Rick Pate,23
Escambia,DIXIE VOL_ FIRE DEPT_,Commissioner of Agriculture and Industries,,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Commissioner of Agriculture and Industries,,,Under Votes,6
Escambia,DIXIE VOL_ FIRE DEPT_,Governor,,DEM,Walt Maddox,4
Escambia,DIXIE VOL_ FIRE DEPT_,Governor,,REP,Kay Ivey,25
Escambia,DIXIE VOL_ FIRE DEPT_,Governor,,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Governor,,,Under Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Lieutenant Governor,,DEM,Will Boyd,5
Escambia,DIXIE VOL_ FIRE DEPT_,Lieutenant Governor,,REP,Will Ainsworth,24
Escambia,DIXIE VOL_ FIRE DEPT_,Lieutenant Governor,,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Lieutenant Governor,,,Under Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Secretary of State,,DEM,Heather Milam,5
Escambia,DIXIE VOL_ FIRE DEPT_,Secretary of State,,REP,John H. Merrill,24
Escambia,DIXIE VOL_ FIRE DEPT_,Secretary of State,,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Secretary of State,,,Under Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,State Auditor,,DEM,Miranda Karrine Joseph,4
Escambia,DIXIE VOL_ FIRE DEPT_,State Auditor,,REP,Jim Zeigler,24
Escambia,DIXIE VOL_ FIRE DEPT_,State Auditor,,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,State Auditor,,,Under Votes,1
Escambia,DIXIE VOL_ FIRE DEPT_,State House,92,REP,"Mike Jones, Jr.",23
Escambia,DIXIE VOL_ FIRE DEPT_,State House,92,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,State House,92,,Under Votes,6
Escambia,DIXIE VOL_ FIRE DEPT_,State Senate,22,REP,Greg Albritton,24
Escambia,DIXIE VOL_ FIRE DEPT_,State Senate,22,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,State Senate,22,,Under Votes,5
Escambia,DIXIE VOL_ FIRE DEPT_,State Treasurer,,REP,John McMillan,23
Escambia,DIXIE VOL_ FIRE DEPT_,State Treasurer,,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,State Treasurer,,,Under Votes,6
Escambia,DIXIE VOL_ FIRE DEPT_,Straight Party,,DEM,Alabama Democratic Party,3
Escambia,DIXIE VOL_ FIRE DEPT_,Straight Party,,REP,Alabama Republican Party,17
Escambia,DIXIE VOL_ FIRE DEPT_,Straight Party,,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,Straight Party,,,Under Votes,9
Escambia,DIXIE VOL_ FIRE DEPT_,U.S. House,1,DEM,"Robert Kennedy, Jr.",5
Escambia,DIXIE VOL_ FIRE DEPT_,U.S. House,1,REP,Bradley Byrne,24
Escambia,DIXIE VOL_ FIRE DEPT_,U.S. House,1,,Over Votes,0
Escambia,DIXIE VOL_ FIRE DEPT_,U.S. House,1,,Under Votes,0
Escambia,EAST BREWTON SAIL SITE,Attorney General,,DEM,Joseph Siegelman,320
Escambia,EAST BREWTON SAIL SITE,Attorney General,,REP,Steve Marshall,530
Escambia,EAST BREWTON SAIL SITE,Attorney General,,,Over Votes,1
Escambia,EAST BREWTON SAIL SITE,Attorney General,,,Under Votes,20
Escambia,EAST BREWTON SAIL SITE,Ballots Cast,,,Ballots Cast - Total,871
Escambia,EAST BREWTON SAIL SITE,Commissioner of Agriculture and Industries,,REP,Rick Pate,595
Escambia,EAST BREWTON SAIL SITE,Commissioner of Agriculture and Industries,,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,Commissioner of Agriculture and Industries,,,Under Votes,265
Escambia,EAST BREWTON SAIL SITE,Governor,,DEM,Walt Maddox,251
Escambia,EAST BREWTON SAIL SITE,Governor,,REP,Kay Ivey,610
Escambia,EAST BREWTON SAIL SITE,Governor,,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,Governor,,,Under Votes,9
Escambia,EAST BREWTON SAIL SITE,Lieutenant Governor,,DEM,Will Boyd,276
Escambia,EAST BREWTON SAIL SITE,Lieutenant Governor,,REP,Will Ainsworth,570
Escambia,EAST BREWTON SAIL SITE,Lieutenant Governor,,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,Lieutenant Governor,,,Under Votes,25
Escambia,EAST BREWTON SAIL SITE,Secretary of State,,DEM,Heather Milam,267
Escambia,EAST BREWTON SAIL SITE,Secretary of State,,REP,John H. Merrill,575
Escambia,EAST BREWTON SAIL SITE,Secretary of State,,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,Secretary of State,,,Under Votes,28
Escambia,EAST BREWTON SAIL SITE,State Auditor,,DEM,Miranda Karrine Joseph,267
Escambia,EAST BREWTON SAIL SITE,State Auditor,,REP,Jim Zeigler,576
Escambia,EAST BREWTON SAIL SITE,State Auditor,,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,State Auditor,,,Under Votes,27
Escambia,EAST BREWTON SAIL SITE,State House,66,DEM,Susan E. Smith,173
Escambia,EAST BREWTON SAIL SITE,State House,66,REP,Alan Baker,511
Escambia,EAST BREWTON SAIL SITE,State House,66,,Over Votes,1
Escambia,EAST BREWTON SAIL SITE,State House,66,,Under Votes,5
Escambia,EAST BREWTON SAIL SITE,State House,92,REP,"Mike Jones, Jr.",78
Escambia,EAST BREWTON SAIL SITE,State House,92,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,State House,92,,Under Votes,98
Escambia,EAST BREWTON SAIL SITE,State Senate,22,REP,Greg Albritton,612
Escambia,EAST BREWTON SAIL SITE,State Senate,22,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,State Senate,22,,Under Votes,242
Escambia,EAST BREWTON SAIL SITE,State Treasurer,,REP,John McMillan,601
Escambia,EAST BREWTON SAIL SITE,State Treasurer,,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,State Treasurer,,,Under Votes,258
Escambia,EAST BREWTON SAIL SITE,Straight Party,,DEM,Alabama Democratic Party,181
Escambia,EAST BREWTON SAIL SITE,Straight Party,,REP,Alabama Republican Party,319
Escambia,EAST BREWTON SAIL SITE,Straight Party,,,Over Votes,1
Escambia,EAST BREWTON SAIL SITE,Straight Party,,,Under Votes,370
Escambia,EAST BREWTON SAIL SITE,U.S. House,1,DEM,"Robert Kennedy, Jr.",269
Escambia,EAST BREWTON SAIL SITE,U.S. House,1,REP,Bradley Byrne,588
Escambia,EAST BREWTON SAIL SITE,U.S. House,1,,Over Votes,0
Escambia,EAST BREWTON SAIL SITE,U.S. House,1,,Under Votes,14
Escambia,FLOMATON COMMUNITY HOUSE,Attorney General,,DEM,Joseph Siegelman,103
Escambia,FLOMATON COMMUNITY HOUSE,Attorney General,,REP,Steve Marshall,222
Escambia,FLOMATON COMMUNITY HOUSE,Attorney General,,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,Attorney General,,,Under Votes,10
Escambia,FLOMATON COMMUNITY HOUSE,Ballots Cast,,,Ballots Cast - Total,335
Escambia,FLOMATON COMMUNITY HOUSE,Commissioner of Agriculture and Industries,,REP,Rick Pate,222
Escambia,FLOMATON COMMUNITY HOUSE,Commissioner of Agriculture and Industries,,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,Commissioner of Agriculture and Industries,,,Under Votes,110
Escambia,FLOMATON COMMUNITY HOUSE,Governor,,DEM,Walt Maddox,93
Escambia,FLOMATON COMMUNITY HOUSE,Governor,,REP,Kay Ivey,239
Escambia,FLOMATON COMMUNITY HOUSE,Governor,,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,Governor,,,Under Votes,3
Escambia,FLOMATON COMMUNITY HOUSE,Lieutenant Governor,,DEM,Will Boyd,90
Escambia,FLOMATON COMMUNITY HOUSE,Lieutenant Governor,,REP,Will Ainsworth,235
Escambia,FLOMATON COMMUNITY HOUSE,Lieutenant Governor,,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,Lieutenant Governor,,,Under Votes,9
Escambia,FLOMATON COMMUNITY HOUSE,Secretary of State,,DEM,Heather Milam,86
Escambia,FLOMATON COMMUNITY HOUSE,Secretary of State,,REP,John H. Merrill,235
Escambia,FLOMATON COMMUNITY HOUSE,Secretary of State,,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,Secretary of State,,,Under Votes,14
Escambia,FLOMATON COMMUNITY HOUSE,State Auditor,,DEM,Miranda Karrine Joseph,88
Escambia,FLOMATON COMMUNITY HOUSE,State Auditor,,REP,Jim Zeigler,233
Escambia,FLOMATON COMMUNITY HOUSE,State Auditor,,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,State Auditor,,,Under Votes,14
Escambia,FLOMATON COMMUNITY HOUSE,State House,66,DEM,Susan E. Smith,95
Escambia,FLOMATON COMMUNITY HOUSE,State House,66,REP,Alan Baker,198
Escambia,FLOMATON COMMUNITY HOUSE,State House,66,,Over Votes,1
Escambia,FLOMATON COMMUNITY HOUSE,State House,66,,Under Votes,6
Escambia,FLOMATON COMMUNITY HOUSE,State House,92,REP,"Mike Jones, Jr.",28
Escambia,FLOMATON COMMUNITY HOUSE,State House,92,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,State House,92,,Under Votes,7
Escambia,FLOMATON COMMUNITY HOUSE,State Senate,22,REP,Greg Albritton,233
Escambia,FLOMATON COMMUNITY HOUSE,State Senate,22,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,State Senate,22,,Under Votes,98
Escambia,FLOMATON COMMUNITY HOUSE,State Treasurer,,REP,John McMillan,226
Escambia,FLOMATON COMMUNITY HOUSE,State Treasurer,,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,State Treasurer,,,Under Votes,105
Escambia,FLOMATON COMMUNITY HOUSE,Straight Party,,DEM,Alabama Democratic Party,69
Escambia,FLOMATON COMMUNITY HOUSE,Straight Party,,REP,Alabama Republican Party,90
Escambia,FLOMATON COMMUNITY HOUSE,Straight Party,,,Over Votes,0
Escambia,FLOMATON COMMUNITY HOUSE,Straight Party,,,Under Votes,176
Escambia,FLOMATON COMMUNITY HOUSE,U.S. House,1,DEM,"Robert Kennedy, Jr.",82
Escambia,FLOMATON COMMUNITY HOUSE,U.S. House,1,REP,Bradley Byrne,246
Escambia,FLOMATON COMMUNITY HOUSE,U.S. House,1,,Over Votes,1
Escambia,FLOMATON COMMUNITY HOUSE,U.S. House,1,,Under Votes,6
Escambia,FLOMATON TOWN HALL,Attorney General,,DEM,Joseph Siegelman,58
Escambia,FLOMATON TOWN HALL,Attorney General,,REP,Steve Marshall,293
Escambia,FLOMATON TOWN HALL,Attorney General,,,Over Votes,1
Escambia,FLOMATON TOWN HALL,Attorney General,,,Under Votes,12
Escambia,FLOMATON TOWN HALL,Ballots Cast,,,Ballots Cast - Total,364
Escambia,FLOMATON TOWN HALL,Commissioner of Agriculture and Industries,,REP,Rick Pate,299
Escambia,FLOMATON TOWN HALL,Commissioner of Agriculture and Industries,,,Over Votes,0
Escambia,FLOMATON TOWN HALL,Commissioner of Agriculture and Industries,,,Under Votes,60
Escambia,FLOMATON TOWN HALL,Governor,,DEM,Walt Maddox,53
Escambia,FLOMATON TOWN HALL,Governor,,REP,Kay Ivey,309
Escambia,FLOMATON TOWN HALL,Governor,,,Over Votes,0
Escambia,FLOMATON TOWN HALL,Governor,,,Under Votes,2
Escambia,FLOMATON TOWN HALL,Lieutenant Governor,,DEM,Will Boyd,43
Escambia,FLOMATON TOWN HALL,Lieutenant Governor,,REP,Will Ainsworth,308
Escambia,FLOMATON TOWN HALL,Lieutenant Governor,,,Over Votes,1
Escambia,FLOMATON TOWN HALL,Lieutenant Governor,,,Under Votes,11
Escambia,FLOMATON TOWN HALL,Secretary of State,,DEM,Heather Milam,46
Escambia,FLOMATON TOWN HALL,Secretary of State,,REP,John H. Merrill,302
Escambia,FLOMATON TOWN HALL,Secretary of State,,,Over Votes,1
