county,precinct,office,district,party,candidate,votes
Autauga,170 CAMELLIA BAPTIST CHURCH,State Senate,30,NON,Write-ins,6
Autauga,170 CAMELLIA BAPTIST CHURCH,State Senate,30,REP,"Clyde Chambliss, Jr.",558
Autauga,170 CAMELLIA BAPTIST CHURCH,State Senate,30,,Over Votes,0
Autauga,170 CAMELLIA BAPTIST CHURCH,State Senate,30,,Under Votes,92
Autauga,170 CAMELLIA BAPTIST CHURCH,State Treasurer,,NON,Write-ins,8
Autauga,170 CAMELLIA BAPTIST CHURCH,State Treasurer,,REP,Young Boozer,596
Autauga,170 CAMELLIA BAPTIST CHURCH,State Treasurer,,,Over Votes,0
Autauga,170 CAMELLIA BAPTIST CHURCH,State Treasurer,,,Under Votes,205
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. House,2,DEM,Erick Wright,204
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. House,2,NON,Write-ins,0
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. House,2,REP,Martha Roby,595
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. House,2,,Over Votes,1
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. House,2,,Under Votes,9
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. Senate,,NON,Write-ins,15
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. Senate,,REP,Jeff Sessions,619
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. Senate,,,Over Votes,0
Autauga,170 CAMELLIA BAPTIST CHURCH,U.S. Senate,,,Under Votes,175
Autauga,180 OLD KINGSTON VFD,Attorney General,,DEM,Joe Hubbard,218
Autauga,180 OLD KINGSTON VFD,Attorney General,,NON,Write-ins,0
Autauga,180 OLD KINGSTON VFD,Attorney General,,REP,Luther Strange,167
Autauga,180 OLD KINGSTON VFD,Attorney General,,,Over Votes,0
Autauga,180 OLD KINGSTON VFD,Attorney General,,,Under Votes,11
Autauga,180 OLD KINGSTON VFD,Governor,,DEM,Parker Griffith,199
Autauga,180 OLD KINGSTON VFD,Governor,,NON,Write-ins,0
Autauga,180 OLD KINGSTON VFD,Governor,,REP,Robert Bentley,194
Autauga,180 OLD KINGSTON VFD,Governor,,,Over Votes,0
Autauga,180 OLD KINGSTON VFD,Governor,,,Under Votes,3
Autauga,180 OLD KINGSTON VFD,Lieutenant Governor,,DEM,"James C. Fields, Jr.",197
Autauga,180 OLD KINGSTON VFD,Lieutenant Governor,,NON,Write-ins,0
Autauga,180 OLD KINGSTON VFD,Lieutenant Governor,,REP,Kay Ivey,186
Autauga,180 OLD KINGSTON VFD,Lieutenant Governor,,,Over Votes,0
Autauga,180 OLD KINGSTON VFD,Lieutenant Governor,,,Under Votes,13
Autauga,180 OLD KINGSTON VFD,State House,69,DEM,Kelvin J. Lawrence,196
Autauga,180 OLD KINGSTON VFD,State House,69,IND,Cedric Coley,10
Autauga,180 OLD KINGSTON VFD,State House,69,NON,Write-ins,0
Autauga,180 OLD KINGSTON VFD,State House,69,REP,Loretta G. Grant,177
Autauga,180 OLD KINGSTON VFD,State House,69,,Over Votes,2
Autauga,180 OLD KINGSTON VFD,State House,69,,Under Votes,11
Autauga,180 OLD KINGSTON VFD,State Senate,30,IND,Bryan Morgan,44
Autauga,180 OLD KINGSTON VFD,State Senate,30,NON,Write-ins,2
Autauga,180 OLD KINGSTON VFD,State Senate,30,REP,"Clyde Chambliss, Jr.",202
Autauga,180 OLD KINGSTON VFD,State Senate,30,,Over Votes,0
Autauga,180 OLD KINGSTON VFD,State Senate,30,,Under Votes,148
Autauga,180 OLD KINGSTON VFD,State Treasurer,,NON,Write-ins,2
Autauga,180 OLD KINGSTON VFD,State Treasurer,,REP,Young Boozer,202
Autauga,180 OLD KINGSTON VFD,State Treasurer,,,Over Votes,0
Autauga,180 OLD KINGSTON VFD,State Treasurer,,,Under Votes,192
Autauga,180 OLD KINGSTON VFD,U.S. House,2,DEM,Erick Wright,194
Autauga,180 OLD KINGSTON VFD,U.S. House,2,NON,Write-ins,0
Autauga,180 OLD KINGSTON VFD,U.S. House,2,REP,Martha Roby,195
Autauga,180 OLD KINGSTON VFD,U.S. House,2,,Over Votes,0
Autauga,180 OLD KINGSTON VFD,U.S. House,2,,Under Votes,7
Autauga,180 OLD KINGSTON VFD,U.S. Senate,,NON,Write-ins,7
Autauga,180 OLD KINGSTON VFD,U.S. Senate,,REP,Jeff Sessions,209
Autauga,180 OLD KINGSTON VFD,U.S. Senate,,,Over Votes,0
Autauga,180 OLD KINGSTON VFD,U.S. Senate,,,Under Votes,180
Autauga,20 JOURNEY CHURCH,Attorney General,,DEM,Joe Hubbard,351
Autauga,20 JOURNEY CHURCH,Attorney General,,NON,Write-ins,2
Autauga,20 JOURNEY CHURCH,Attorney General,,REP,Luther Strange,867
Autauga,20 JOURNEY CHURCH,Attorney General,,,Over Votes,0
Autauga,20 JOURNEY CHURCH,Attorney General,,,Under Votes,31
Autauga,20 JOURNEY CHURCH,Governor,,DEM,Parker Griffith,247
Autauga,20 JOURNEY CHURCH,Governor,,NON,Write-ins,3
Autauga,20 JOURNEY CHURCH,Governor,,REP,Robert Bentley,986
Autauga,20 JOURNEY CHURCH,Governor,,,Over Votes,0
Autauga,20 JOURNEY CHURCH,Governor,,,Under Votes,15
Autauga,20 JOURNEY CHURCH,Lieutenant Governor,,DEM,"James C. Fields, Jr.",198
Autauga,20 JOURNEY CHURCH,Lieutenant Governor,,NON,Write-ins,1
Autauga,20 JOURNEY CHURCH,Lieutenant Governor,,REP,Kay Ivey,1035
Autauga,20 JOURNEY CHURCH,Lieutenant Governor,,,Over Votes,0
Autauga,20 JOURNEY CHURCH,Lieutenant Governor,,,Under Votes,17
Autauga,20 JOURNEY CHURCH,State House,88,NON,Write-ins,12
Autauga,20 JOURNEY CHURCH,State House,88,REP,Paul Beckman,1016
Autauga,20 JOURNEY CHURCH,State House,88,,Over Votes,0
Autauga,20 JOURNEY CHURCH,State House,88,,Under Votes,223
Autauga,20 JOURNEY CHURCH,State Senate,30,IND,Bryan Morgan,150
Autauga,20 JOURNEY CHURCH,State Senate,30,NON,Write-ins,1
Autauga,20 JOURNEY CHURCH,State Senate,30,REP,"Clyde Chambliss, Jr.",1030
Autauga,20 JOURNEY CHURCH,State Senate,30,,Over Votes,0
Autauga,20 JOURNEY CHURCH,State Senate,30,,Under Votes,70
Autauga,20 JOURNEY CHURCH,State Treasurer,,NON,Write-ins,7
Autauga,20 JOURNEY CHURCH,State Treasurer,,REP,Young Boozer,1007
Autauga,20 JOURNEY CHURCH,State Treasurer,,,Over Votes,1
Autauga,20 JOURNEY CHURCH,State Treasurer,,,Under Votes,236
Autauga,20 JOURNEY CHURCH,U.S. House,2,DEM,Erick Wright,177
Autauga,20 JOURNEY CHURCH,U.S. House,2,NON,Write-ins,2
Autauga,20 JOURNEY CHURCH,U.S. House,2,REP,Martha Roby,1052
Autauga,20 JOURNEY CHURCH,U.S. House,2,,Over Votes,1
Autauga,20 JOURNEY CHURCH,U.S. House,2,,Under Votes,19
Autauga,20 JOURNEY CHURCH,U.S. Senate,,NON,Write-ins,14
Autauga,20 JOURNEY CHURCH,U.S. Senate,,REP,Jeff Sessions,1072
Autauga,20 JOURNEY CHURCH,U.S. Senate,,,Over Votes,0
Autauga,20 JOURNEY CHURCH,U.S. Senate,,,Under Votes,165
Autauga,220 UPPER KINGSTON,Attorney General,,DEM,Joe Hubbard,192
Autauga,220 UPPER KINGSTON,Attorney General,,NON,Write-ins,2
Autauga,220 UPPER KINGSTON,Attorney General,,REP,Luther Strange,464
Autauga,220 UPPER KINGSTON,Attorney General,,,Over Votes,0
Autauga,220 UPPER KINGSTON,Attorney General,,,Under Votes,15
Autauga,220 UPPER KINGSTON,Governor,,DEM,Parker Griffith,150
Autauga,220 UPPER KINGSTON,Governor,,NON,Write-ins,0
Autauga,220 UPPER KINGSTON,Governor,,REP,Robert Bentley,516
Autauga,220 UPPER KINGSTON,Governor,,,Over Votes,0
Autauga,220 UPPER KINGSTON,Governor,,,Under Votes,7
Autauga,220 UPPER KINGSTON,Lieutenant Governor,,DEM,"James C. Fields, Jr.",124
Autauga,220 UPPER KINGSTON,Lieutenant Governor,,NON,Write-ins,0
Autauga,220 UPPER KINGSTON,Lieutenant Governor,,REP,Kay Ivey,537
Autauga,220 UPPER KINGSTON,Lieutenant Governor,,,Over Votes,0
Autauga,220 UPPER KINGSTON,Lieutenant Governor,,,Under Votes,12
Autauga,220 UPPER KINGSTON,State House,42,NON,Write-ins,2
Autauga,220 UPPER KINGSTON,State House,42,REP,"James M. ""Jimmy"" Martin",287
Autauga,220 UPPER KINGSTON,State House,42,,Over Votes,0
Autauga,220 UPPER KINGSTON,State House,42,,Under Votes,80
Autauga,220 UPPER KINGSTON,State House,88,NON,Write-ins,3
Autauga,220 UPPER KINGSTON,State House,88,REP,Paul Beckman,258
Autauga,220 UPPER KINGSTON,State House,88,,Over Votes,0
Autauga,220 UPPER KINGSTON,State House,88,,Under Votes,43
Autauga,220 UPPER KINGSTON,State Senate,30,IND,Bryan Morgan,106
Autauga,220 UPPER KINGSTON,State Senate,30,NON,Write-ins,0
Autauga,220 UPPER KINGSTON,State Senate,30,REP,"Clyde Chambliss, Jr.",521
Autauga,220 UPPER KINGSTON,State Senate,30,,Over Votes,0
Autauga,220 UPPER KINGSTON,State Senate,30,,Under Votes,46
Autauga,220 UPPER KINGSTON,State Treasurer,,NON,Write-ins,4
Autauga,220 UPPER KINGSTON,State Treasurer,,REP,Young Boozer,542
Autauga,220 UPPER KINGSTON,State Treasurer,,,Over Votes,0
Autauga,220 UPPER KINGSTON,State Treasurer,,,Under Votes,127
Autauga,220 UPPER KINGSTON,U.S. House,2,DEM,Erick Wright,117
Autauga,220 UPPER KINGSTON,U.S. House,2,NON,Write-ins,2
Autauga,220 UPPER KINGSTON,U.S. House,2,REP,Martha Roby,546
Autauga,220 UPPER KINGSTON,U.S. House,2,,Over Votes,0
Autauga,220 UPPER KINGSTON,U.S. House,2,,Under Votes,8
Autauga,220 UPPER KINGSTON,U.S. Senate,,NON,Write-ins,9
Autauga,220 UPPER KINGSTON,U.S. Senate,,REP,Jeff Sessions,572
Autauga,220 UPPER KINGSTON,U.S. Senate,,,Over Votes,0
Autauga,220 UPPER KINGSTON,U.S. Senate,,,Under Votes,92
Autauga,30 BILLINGSLEY GOV_ BUILDING,Attorney General,,DEM,Joe Hubbard,46
Autauga,30 BILLINGSLEY GOV_ BUILDING,Attorney General,,NON,Write-ins,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,Attorney General,,REP,Luther Strange,173
Autauga,30 BILLINGSLEY GOV_ BUILDING,Attorney General,,,Over Votes,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,Attorney General,,,Under Votes,1
Autauga,30 BILLINGSLEY GOV_ BUILDING,Governor,,DEM,Parker Griffith,32
Autauga,30 BILLINGSLEY GOV_ BUILDING,Governor,,NON,Write-ins,1
Autauga,30 BILLINGSLEY GOV_ BUILDING,Governor,,REP,Robert Bentley,186
Autauga,30 BILLINGSLEY GOV_ BUILDING,Governor,,,Over Votes,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,Governor,,,Under Votes,1
Autauga,30 BILLINGSLEY GOV_ BUILDING,Lieutenant Governor,,DEM,"James C. Fields, Jr.",21
Autauga,30 BILLINGSLEY GOV_ BUILDING,Lieutenant Governor,,NON,Write-ins,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,Lieutenant Governor,,REP,Kay Ivey,194
Autauga,30 BILLINGSLEY GOV_ BUILDING,Lieutenant Governor,,,Over Votes,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,Lieutenant Governor,,,Under Votes,5
Autauga,30 BILLINGSLEY GOV_ BUILDING,State House,42,NON,Write-ins,2
Autauga,30 BILLINGSLEY GOV_ BUILDING,State House,42,REP,"James M. ""Jimmy"" Martin",189
Autauga,30 BILLINGSLEY GOV_ BUILDING,State House,42,,Over Votes,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,State House,42,,Under Votes,29
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Senate,30,IND,Bryan Morgan,25
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Senate,30,NON,Write-ins,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Senate,30,REP,"Clyde Chambliss, Jr.",183
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Senate,30,,Over Votes,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Senate,30,,Under Votes,12
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Treasurer,,NON,Write-ins,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Treasurer,,REP,Young Boozer,187
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Treasurer,,,Over Votes,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,State Treasurer,,,Under Votes,33
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. House,2,DEM,Erick Wright,20
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. House,2,NON,Write-ins,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. House,2,REP,Martha Roby,199
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. House,2,,Over Votes,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. House,2,,Under Votes,1
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. Senate,,NON,Write-ins,1
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. Senate,,REP,Jeff Sessions,205
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. Senate,,,Over Votes,0
Autauga,30 BILLINGSLEY GOV_ BUILDING,U.S. Senate,,,Under Votes,14
Autauga,50 WHITE CITY VFD,Attorney General,,DEM,Joe Hubbard,116
Autauga,50 WHITE CITY VFD,Attorney General,,NON,Write-ins,0
Autauga,50 WHITE CITY VFD,Attorney General,,REP,Luther Strange,161
Autauga,50 WHITE CITY VFD,Attorney General,,,Over Votes,0
Autauga,50 WHITE CITY VFD,Attorney General,,,Under Votes,3
Autauga,50 WHITE CITY VFD,Governor,,DEM,Parker Griffith,95
Autauga,50 WHITE CITY VFD,Governor,,NON,Write-ins,0
Autauga,50 WHITE CITY VFD,Governor,,REP,Robert Bentley,183
Autauga,50 WHITE CITY VFD,Governor,,,Over Votes,1
Autauga,50 WHITE CITY VFD,Governor,,,Under Votes,1
Autauga,50 WHITE CITY VFD,Lieutenant Governor,,DEM,"James C. Fields, Jr.",91
Autauga,50 WHITE CITY VFD,Lieutenant Governor,,NON,Write-ins,0
Autauga,50 WHITE CITY VFD,Lieutenant Governor,,REP,Kay Ivey,184
Autauga,50 WHITE CITY VFD,Lieutenant Governor,,,Over Votes,1
Autauga,50 WHITE CITY VFD,Lieutenant Governor,,,Under Votes,4
Autauga,50 WHITE CITY VFD,State House,42,NON,Write-ins,4
Autauga,50 WHITE CITY VFD,State House,42,REP,"James M. ""Jimmy"" Martin",188
Autauga,50 WHITE CITY VFD,State House,42,,Over Votes,0
Autauga,50 WHITE CITY VFD,State House,42,,Under Votes,88
Autauga,50 WHITE CITY VFD,State Senate,30,IND,Bryan Morgan,34
Autauga,50 WHITE CITY VFD,State Senate,30,NON,Write-ins,2
Autauga,50 WHITE CITY VFD,State Senate,30,REP,"Clyde Chambliss, Jr.",183
Autauga,50 WHITE CITY VFD,State Senate,30,,Over Votes,0
Autauga,50 WHITE CITY VFD,State Senate,30,,Under Votes,61
Autauga,50 WHITE CITY VFD,State Treasurer,,NON,Write-ins,3
Autauga,50 WHITE CITY VFD,State Treasurer,,REP,Young Boozer,188
Autauga,50 WHITE CITY VFD,State Treasurer,,,Over Votes,0
Autauga,50 WHITE CITY VFD,State Treasurer,,,Under Votes,89
Autauga,50 WHITE CITY VFD,U.S. House,2,DEM,Erick Wright,87
Autauga,50 WHITE CITY VFD,U.S. House,2,NON,Write-ins,1
Autauga,50 WHITE CITY VFD,U.S. House,2,REP,Martha Roby,188
Autauga,50 WHITE CITY VFD,U.S. House,2,,Over Votes,0
Autauga,50 WHITE CITY VFD,U.S. House,2,,Under Votes,4
Autauga,50 WHITE CITY VFD,U.S. Senate,,NON,Write-ins,4
Autauga,50 WHITE CITY VFD,U.S. Senate,,REP,Jeff Sessions,196
Autauga,50 WHITE CITY VFD,U.S. Senate,,,Over Votes,0
Autauga,50 WHITE CITY VFD,U.S. Senate,,,Under Votes,80
Autauga,60 MARBURY MIDDLE SCHOOL,Attorney General,,DEM,Joe Hubbard,104
Autauga,60 MARBURY MIDDLE SCHOOL,Attorney General,,NON,Write-ins,2
Autauga,60 MARBURY MIDDLE SCHOOL,Attorney General,,REP,Luther Strange,248
Autauga,60 MARBURY MIDDLE SCHOOL,Attorney General,,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,Attorney General,,,Under Votes,5
Autauga,60 MARBURY MIDDLE SCHOOL,Governor,,DEM,Parker Griffith,81
Autauga,60 MARBURY MIDDLE SCHOOL,Governor,,NON,Write-ins,3
Autauga,60 MARBURY MIDDLE SCHOOL,Governor,,REP,Robert Bentley,271
Autauga,60 MARBURY MIDDLE SCHOOL,Governor,,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,Governor,,,Under Votes,4
Autauga,60 MARBURY MIDDLE SCHOOL,Lieutenant Governor,,DEM,"James C. Fields, Jr.",72
Autauga,60 MARBURY MIDDLE SCHOOL,Lieutenant Governor,,NON,Write-ins,3
Autauga,60 MARBURY MIDDLE SCHOOL,Lieutenant Governor,,REP,Kay Ivey,280
Autauga,60 MARBURY MIDDLE SCHOOL,Lieutenant Governor,,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,Lieutenant Governor,,,Under Votes,4
Autauga,60 MARBURY MIDDLE SCHOOL,State House,31,NON,Write-ins,1
Autauga,60 MARBURY MIDDLE SCHOOL,State House,31,REP,Mike Holmes,177
Autauga,60 MARBURY MIDDLE SCHOOL,State House,31,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,State House,31,,Under Votes,51
Autauga,60 MARBURY MIDDLE SCHOOL,State House,42,NON,Write-ins,2
Autauga,60 MARBURY MIDDLE SCHOOL,State House,42,REP,"James M. ""Jimmy"" Martin",112
Autauga,60 MARBURY MIDDLE SCHOOL,State House,42,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,State House,42,,Under Votes,16
Autauga,60 MARBURY MIDDLE SCHOOL,State Senate,30,IND,Bryan Morgan,57
Autauga,60 MARBURY MIDDLE SCHOOL,State Senate,30,NON,Write-ins,1
Autauga,60 MARBURY MIDDLE SCHOOL,State Senate,30,REP,"Clyde Chambliss, Jr.",272
Autauga,60 MARBURY MIDDLE SCHOOL,State Senate,30,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,State Senate,30,,Under Votes,29
Autauga,60 MARBURY MIDDLE SCHOOL,State Treasurer,,NON,Write-ins,4
Autauga,60 MARBURY MIDDLE SCHOOL,State Treasurer,,REP,Young Boozer,291
Autauga,60 MARBURY MIDDLE SCHOOL,State Treasurer,,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,State Treasurer,,,Under Votes,64
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. House,2,DEM,Erick Wright,58
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. House,2,NON,Write-ins,2
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. House,2,REP,Martha Roby,298
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. House,2,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. House,2,,Under Votes,1
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. Senate,,NON,Write-ins,6
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. Senate,,REP,Jeff Sessions,299
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. Senate,,,Over Votes,0
Autauga,60 MARBURY MIDDLE SCHOOL,U.S. Senate,,,Under Votes,54
Autauga,70 PINE LEVEL CULTURAL CENTER,Attorney General,,DEM,Joe Hubbard,416
Autauga,70 PINE LEVEL CULTURAL CENTER,Attorney General,,NON,Write-ins,0
Autauga,70 PINE LEVEL CULTURAL CENTER,Attorney General,,REP,Luther Strange,1090
Autauga,70 PINE LEVEL CULTURAL CENTER,Attorney General,,,Over Votes,0
Autauga,70 PINE LEVEL CULTURAL CENTER,Attorney General,,,Under Votes,15
Autauga,70 PINE LEVEL CULTURAL CENTER,Governor,,DEM,Parker Griffith,288
Autauga,70 PINE LEVEL CULTURAL CENTER,Governor,,NON,Write-ins,3
Autauga,70 PINE LEVEL CULTURAL CENTER,Governor,,REP,Robert Bentley,1223
Autauga,70 PINE LEVEL CULTURAL CENTER,Governor,,,Over Votes,0
Autauga,70 PINE LEVEL CULTURAL CENTER,Governor,,,Under Votes,7
Autauga,70 PINE LEVEL CULTURAL CENTER,Lieutenant Governor,,DEM,"James C. Fields, Jr.",248
Autauga,70 PINE LEVEL CULTURAL CENTER,Lieutenant Governor,,NON,Write-ins,1
Autauga,70 PINE LEVEL CULTURAL CENTER,Lieutenant Governor,,REP,Kay Ivey,1253
Autauga,70 PINE LEVEL CULTURAL CENTER,Lieutenant Governor,,,Over Votes,0
Autauga,70 PINE LEVEL CULTURAL CENTER,Lieutenant Governor,,,Under Votes,19
Autauga,70 PINE LEVEL CULTURAL CENTER,State House,42,NON,Write-ins,6
Autauga,70 PINE LEVEL CULTURAL CENTER,State House,42,REP,"James M. ""Jimmy"" Martin",1263
Autauga,70 PINE LEVEL CULTURAL CENTER,State House,42,,Over Votes,0
Autauga,70 PINE LEVEL CULTURAL CENTER,State House,42,,Under Votes,252
Autauga,70 PINE LEVEL CULTURAL CENTER,State Senate,30,IND,Bryan Morgan,218
Autauga,70 PINE LEVEL CULTURAL CENTER,State Senate,30,NON,Write-ins,1
Autauga,70 PINE LEVEL CULTURAL CENTER,State Senate,30,REP,"Clyde Chambliss, Jr.",1212
Autauga,70 PINE LEVEL CULTURAL CENTER,State Senate,30,,Over Votes,0
Autauga,70 PINE LEVEL CULTURAL CENTER,State Senate,30,,Under Votes,90
Autauga,70 PINE LEVEL CULTURAL CENTER,State Treasurer,,NON,Write-ins,6
Autauga,70 PINE LEVEL CULTURAL CENTER,State Treasurer,,REP,Young Boozer,1257
Autauga,70 PINE LEVEL CULTURAL CENTER,State Treasurer,,,Over Votes,0
Autauga,70 PINE LEVEL CULTURAL CENTER,State Treasurer,,,Under Votes,258
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. House,2,DEM,Erick Wright,203
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. House,2,NON,Write-ins,0
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. House,2,REP,Martha Roby,1306
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. House,2,,Over Votes,0
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. House,2,,Under Votes,12
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. Senate,,NON,Write-ins,11
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. Senate,,REP,Jeff Sessions,1319
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. Senate,,,Over Votes,0
Autauga,70 PINE LEVEL CULTURAL CENTER,U.S. Senate,,,Under Votes,191
Autauga,80 INDEPENDENCE VFD,Attorney General,,DEM,Joe Hubbard,153
Autauga,80 INDEPENDENCE VFD,Attorney General,,NON,Write-ins,0
Autauga,80 INDEPENDENCE VFD,Attorney General,,REP,Luther Strange,99
Autauga,80 INDEPENDENCE VFD,Attorney General,,,Over Votes,2
Autauga,80 INDEPENDENCE VFD,Attorney General,,,Under Votes,6
Autauga,80 INDEPENDENCE VFD,Governor,,DEM,Parker Griffith,139
Autauga,80 INDEPENDENCE VFD,Governor,,NON,Write-ins,0
Autauga,80 INDEPENDENCE VFD,Governor,,REP,Robert Bentley,118
Autauga,80 INDEPENDENCE VFD,Governor,,,Over Votes,2
Autauga,80 INDEPENDENCE VFD,Governor,,,Under Votes,1
Autauga,80 INDEPENDENCE VFD,Lieutenant Governor,,DEM,"James C. Fields, Jr.",133
Autauga,80 INDEPENDENCE VFD,Lieutenant Governor,,NON,Write-ins,0
Autauga,80 INDEPENDENCE VFD,Lieutenant Governor,,REP,Kay Ivey,121
Autauga,80 INDEPENDENCE VFD,Lieutenant Governor,,,Over Votes,2
Autauga,80 INDEPENDENCE VFD,Lieutenant Governor,,,Under Votes,4
Autauga,80 INDEPENDENCE VFD,State House,69,DEM,Kelvin J. Lawrence,131
Autauga,80 INDEPENDENCE VFD,State House,69,IND,Cedric Coley,12
Autauga,80 INDEPENDENCE VFD,State House,69,NON,Write-ins,0
Autauga,80 INDEPENDENCE VFD,State House,69,REP,Loretta G. Grant,101
Autauga,80 INDEPENDENCE VFD,State House,69,,Over Votes,1
Autauga,80 INDEPENDENCE VFD,State House,69,,Under Votes,15
Autauga,80 INDEPENDENCE VFD,State Senate,30,IND,Bryan Morgan,33
Autauga,80 INDEPENDENCE VFD,State Senate,30,NON,Write-ins,0
Autauga,80 INDEPENDENCE VFD,State Senate,30,REP,"Clyde Chambliss, Jr.",123
Autauga,80 INDEPENDENCE VFD,State Senate,30,,Over Votes,1
Autauga,80 INDEPENDENCE VFD,State Senate,30,,Under Votes,103
Autauga,80 INDEPENDENCE VFD,State Treasurer,,NON,Write-ins,2
Autauga,80 INDEPENDENCE VFD,State Treasurer,,REP,Young Boozer,122
Autauga,80 INDEPENDENCE VFD,State Treasurer,,,Over Votes,1
Autauga,80 INDEPENDENCE VFD,State Treasurer,,,Under Votes,135
Autauga,80 INDEPENDENCE VFD,U.S. House,2,DEM,Erick Wright,125
Autauga,80 INDEPENDENCE VFD,U.S. House,2,NON,Write-ins,0
Autauga,80 INDEPENDENCE VFD,U.S. House,2,REP,Martha Roby,128
Autauga,80 INDEPENDENCE VFD,U.S. House,2,,Over Votes,2
Autauga,80 INDEPENDENCE VFD,U.S. House,2,,Under Votes,5
Autauga,80 INDEPENDENCE VFD,U.S. Senate,,NON,Write-ins,3
Autauga,80 INDEPENDENCE VFD,U.S. Senate,,REP,Jeff Sessions,131
Autauga,80 INDEPENDENCE VFD,U.S. Senate,,,Over Votes,2
Autauga,80 INDEPENDENCE VFD,U.S. Senate,,,Under Votes,124
Autauga,90 BOOTH VFD,Attorney General,,DEM,Joe Hubbard,154
Autauga,90 BOOTH VFD,Attorney General,,NON,Write-ins,0
Autauga,90 BOOTH VFD,Attorney General,,REP,Luther Strange,246
Autauga,90 BOOTH VFD,Attorney General,,,Over Votes,0
Autauga,90 BOOTH VFD,Attorney General,,,Under Votes,10
Autauga,90 BOOTH VFD,Governor,,DEM,Parker Griffith,110
Autauga,90 BOOTH VFD,Governor,,NON,Write-ins,0
Autauga,90 BOOTH VFD,Governor,,REP,Robert Bentley,296
Autauga,90 BOOTH VFD,Governor,,,Over Votes,0
Autauga,90 BOOTH VFD,Governor,,,Under Votes,4
Autauga,90 BOOTH VFD,Lieutenant Governor,,DEM,"James C. Fields, Jr.",110
Autauga,90 BOOTH VFD,Lieutenant Governor,,NON,Write-ins,0
Autauga,90 BOOTH VFD,Lieutenant Governor,,REP,Kay Ivey,289
Autauga,90 BOOTH VFD,Lieutenant Governor,,,Over Votes,0
Autauga,90 BOOTH VFD,Lieutenant Governor,,,Under Votes,11
Autauga,90 BOOTH VFD,State House,42,NON,Write-ins,3
Autauga,90 BOOTH VFD,State House,42,REP,"James M. ""Jimmy"" Martin",173
Autauga,90 BOOTH VFD,State House,42,,Over Votes,0
Autauga,90 BOOTH VFD,State House,42,,Under Votes,53
Autauga,90 BOOTH VFD,State House,69,DEM,Kelvin J. Lawrence,55
