state,year,chamber,district,heda_dem_votes,heda_rep_votes,heda_total_votes,dem_two_party_share,heda_dem_margin,precinct_fragment_rows,office,baseline_dem_votes,baseline_rep_votes,context_fragment_rows,split_context_rows,expected_context_groups,allocated_context_groups,incomplete_context_groups,baseline_dem_margin,baseline_allocation_quality,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,dem_votes,rep_votes,legislative_dem_margin,raw_overperformance_vs_baseline,incumbency_balance,contested_two_party,model_eligible_permissive,model_eligible,heda_dem_vote_delta,heda_rep_vote_delta,result_source,baseline_source
MO,2002,house,155,4594.0,8868.0,13462.0,0.3412568711929876,-0.3174862576140246,28,USS,5368.732252068793,8033.0510053430135,28.0,8.0,28.0,28.0,0.0,-19.880330118014175,includes_turnout_share_allocation,4594.0,8868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"barrett, don","cooper, wayne",4594.0,8868.0,-31.748625761402465,-11.86829564338829,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,house,156,,8190.0,8190.0,,,43,USS,4614.853884533143,6580.098598241862,43.0,2.0,43.0,43.0,0.0,-17.554739216021883,includes_turnout_share_allocation,0.0,8190.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"jetton, rodney (rod)",0.0,8190.0,-100.0,-82.44526078397811,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,house,157,3733.0,8035.0,11940.0,0.3172161794697484,-0.365567641060503,30,USS,3485.406902181746,8476.12139570542,30.0,5.0,30.0,30.0,0.0,-41.723050510236334,includes_turnout_share_allocation,3733.0,8035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"miller, chuck","lipke, scott a",3733.0,8035.0,-36.55676410605031,5.166286404186025,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,house,158,,8103.0,9063.0,,,18,USS,3346.7858161809663,6899.23158903758,18.0,3.0,18.0,18.0,0.0,-34.67147899873044,includes_turnout_share_allocation,0.0,8103.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"crowell, jason g",0.0,8103.0,-100.0,-65.32852100126956,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,house,159,,8933.0,8933.0,,,27,USS,4282.528345307802,6855.473629201202,27.0,11.0,27.0,27.0,0.0,-23.10059999793476,includes_turnout_share_allocation,0.0,8933.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"mayer, robert (rob)",0.0,8933.0,-100.0,-76.89940000206524,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,house,160,4910.0,5362.0,10272.0,0.4779984423676012,-0.0440031152647975,33,USS,4034.303851655606,6198.698586376426,33.0,8.0,33.0,33.0,0.0,-21.151121069576003,includes_turnout_share_allocation,4910.0,5362.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"kiefer, donnie","myers, peter",4910.0,5362.0,-4.400311526479751,16.750809543096253,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,house,161,3788.0,6223.0,10011.0,0.3783837778443712,-0.2432324443112576,38,USS,4885.3313356857925,5132.889044630699,38.0,9.0,38.0,38.0,0.0,-2.471074697371405,includes_turnout_share_allocation,3788.0,6223.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"petitt, wayne","black, lanie",3788.0,6223.0,-24.32324443112576,-21.85216973375436,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,house,162,5498.0,,5498.0,,,34,USS,3820.991904188412,3010.9884249966544,34.0,2.0,34.0,34.0,0.0,11.85605695806177,includes_turnout_share_allocation,5498.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"merideth, denny j, iii",,5498.0,0.0,100.0,88.14394304193823,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,house,163,4010.0,4206.0,8216.0,0.4880720545277507,-0.0238558909444985,27,USS,3681.8700750500516,4553.503799032842,27.0,6.0,27.0,27.0,0.0,-10.584021288042093,includes_turnout_share_allocation,4010.0,4206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"robinson, brent","bean, otto, jr",4010.0,4206.0,-2.385589094449854,8.19843219359224,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,2,24694.0,35523.0,60217.0,0.4100835312287227,-0.1798329375425544,91,USS,26496.0,37049.0,91.0,0.0,91.0,91.0,0.0,-16.6071288063577,whole_precincts,24694.0,35523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"schieffer, edward l","dolan, jon",24694.0,35523.0,-17.983293754255442,-1.3761649478977418,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,4,41580.0,,41580.0,,,344,USS,38699.0,10152.0,344.0,0.0,344.0,344.0,0.0,58.4368794906962,whole_precincts,41580.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"dougherty, patrick (pat)",,41580.0,0.0,100.0,41.5631205093038,0.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,6,24839.0,35244.0,60083.0,0.4134114474976282,-0.1731771050047434,117,USS,24287.0,35284.0,117.0,0.0,117.0,117.0,0.0,-18.46032465461382,whole_precincts,24839.0,35244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"gratz, w w (bill)","vogel, carl m",24839.0,35244.0,-17.317710500474345,1.1426141541394763,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,8,23289.0,36393.0,59682.0,0.3902181562280084,-0.2195636875439831,161,USS,28401.137244050915,33166.483674598785,161.0,1.0,161.0,161.0,0.0,-7.740020418921823,includes_turnout_share_allocation,23289.0,36393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"dotson, bruce a","bartle, matt",23289.0,36393.0,-21.956368754398312,-14.21634833547649,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,10,38731.0,,38731.0,,,178,USS,32488.862755949085,15537.516325401217,178.0,1.0,178.0,178.0,0.0,35.29590769654848,includes_turnout_share_allocation,38731.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"wheeler, charles b",,38731.0,0.0,100.0,64.70409230345152,0.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,12,,41721.0,41721.0,,,212,USS,25908.0,29918.0,212.0,0.0,212.0,212.0,0.0,-7.183032995378498,whole_precincts,0.0,41721.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"klindt, david g 1",0.0,41721.0,-100.0,-92.8169670046215,0.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,14,39766.0,,39766.0,,,89,USS,36264.0,10871.0,89.0,0.0,89.0,89.0,0.0,53.87291821364167,whole_precincts,39766.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"days, rita d",,39766.0,0.0,100.0,46.12708178635833,0.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,16,14728.0,36288.0,51016.0,0.2886937431394072,-0.4226125137211855,136,USS,21559.0,29224.0,136.0,0.0,136.0,136.0,0.0,-15.093633696315695,whole_precincts,14728.0,36288.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"ichord, clara r","steelman, sarah",14728.0,36288.0,-42.26125137211855,-27.167617675802855,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,18,23890.0,29853.0,53743.0,0.4445230076475076,-0.1109539847049848,175,USS,25050.0,28643.0,175.0,0.0,175.0,175.0,0.0,-6.6917475276106755,whole_precincts,23890.0,29853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"berkowitz, sam","cauthorn, john w",23890.0,29853.0,-11.095398470498484,-4.403650942887809,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,20,27721.0,36586.0,64307.0,0.4310728225543098,-0.1378543548913804,109,USS,23101.74614886751,40905.6506823502,109.0,4.0,109.0,109.0,0.0,-27.815386056755493,includes_turnout_share_allocation,27721.0,36586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kreider, jim","clemens, dan",27721.0,36586.0,-13.785435489138042,14.029950567617451,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,22,28854.0,19254.0,48108.0,0.5997755051134946,0.1995510102269892,51,USS,25422.0,23221.0,51.0,0.0,51.0,51.0,0.0,4.524803157699977,whole_precincts,28854.0,19254.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"stoll, steve","engelbach, george (bob)",28854.0,19254.0,19.955101022698926,15.430297864998948,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,24,33799.0,30559.0,65488.0,0.5251716958264707,0.0503433916529413,117,USS,35562.0,30668.0,117.0,0.0,117.0,117.0,0.0,7.389400573758116,whole_precincts,33799.0,30559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bray, joan","lewis, john b 1",33799.0,30559.0,5.034339165294136,-2.35506140846398,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,26,17952.0,42057.0,60009.0,0.2991551267309904,-0.4016897465380193,112,USS,24462.0,36526.0,112.0,0.0,112.0,112.0,0.0,-19.78094051288778,whole_precincts,17952.0,42057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"meyer, donald","griesheimer, john e",17952.0,42057.0,-40.16897465380193,-20.38803414091415,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,28,18703.0,37543.0,57425.0,0.3325214237456886,-0.3349571525086228,159,USS,23833.0,33331.0,159.0,0.0,159.0,159.0,0.0,-16.615352319641733,whole_precincts,18703.0,37543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"johnson, catherine d","scott, delbert l",18703.0,37543.0,-33.49571525086228,-16.88036293122055,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,30,24419.0,25915.0,50334.0,0.4851392696785473,-0.0297214606429053,92,USS,22445.25385113249,30401.349317649805,92.0,4.0,92.0,92.0,0.0,-15.055074478688848,includes_turnout_share_allocation,24419.0,25915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"hosmer, craig","champion, norma (auntnorma)",24419.0,25915.0,-2.972146064290539,12.082928414398308,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,32,,36993.0,36993.0,,,103,USS,15048.0,33394.0,103.0,0.0,103.0,103.0,0.0,-37.8720944634821,whole_precincts,0.0,36993.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,"nodler, gary",0.0,36993.0,-100.0,-62.1279055365179,0.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2002,senate,34,22855.0,27334.0,52833.0,0.4553786686325689,-0.0892426627348622,95,USS,26534.0,25745.0,95.0,0.0,95.0,95.0,0.0,1.5092101991239313,whole_precincts,22855.0,27334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kelly, glenda","shields, charles w (hugh)",22855.0,27334.0,-8.924266273486221,-10.433476472610153,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,1,6640.0,9296.0,15936.0,0.4166666666666667,-0.1666666666666666,52,USP,6452.945240791673,9568.858798468424,52.0,4.0,52.0,51.0,1.0,-19.447956984378685,partial_unresolved,6640.0,9296.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"berkowitz, sam","munzlinger, brian",6640.0,9296.0,-16.666666666666668,2.781290317712017,-1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,2,5610.0,9872.0,15482.0,0.3623562847177367,-0.2752874305645265,30,USP,6520.471737457822,9249.037726921115,30.0,6.0,30.0,29.0,1.0,-17.30279559821903,partial_unresolved,5610.0,9872.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"gruber, laura","behnen, robert j (bob)",5610.0,9872.0,-27.528743056452655,-10.225947458233623,-1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,3,10573.0,5514.0,16087.0,0.6572387642195562,0.3144775284391123,77,USP,6102.190252356169,11623.430951151919,77.0,13.0,77.0,76.0,1.0,-31.148362223282966,partial_unresolved,10573.0,5514.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"whorton, jim","darby, bob",10573.0,5514.0,31.447752843911232,62.5961150671942,1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,4,,13742.0,13742.0,,,40,USP,5942.303626943005,10683.199424294762,40.0,2.0,40.0,40.0,0.0,-28.515803598488997,includes_turnout_share_allocation,0.0,13742.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"lager, brad",0.0,13742.0,-100.0,-71.484196401511,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,5,7322.0,8887.0,16209.0,0.4517243506693812,-0.0965512986612375,79,USP,6165.655232397619,8854.531594585125,79.0,58.0,79.0,78.0,1.0,-17.90175044532151,partial_unresolved,7322.0,8887.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"waltemath, mike","guest, jim",7322.0,8887.0,-9.655129866123758,8.246620579197753,-1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,6,12935.0,,12935.0,,,27,USP,6188.752380952381,9697.480952380953,27.0,1.0,27.0,27.0,0.0,-22.086598489437847,includes_turnout_share_allocation,12935.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"bringer, rachel",,12935.0,0.0,100.0,122.08659848943785,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,7,4140.0,11233.0,15373.0,0.2693033240096272,-0.4613933519807454,44,USP,5606.8916365651,9934.374333692314,44.0,4.0,44.0,44.0,0.0,-27.845110594008684,includes_turnout_share_allocation,4140.0,11233.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"mulkey, rene","quinn, john 2",4140.0,11233.0,-46.13933519807455,-18.294224604065864,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,8,7809.0,8361.0,16170.0,0.4829313543599258,-0.0341372912801484,63,USP,6284.520710670393,9975.630895707567,63.0,23.0,63.0,63.0,0.0,-22.700342988126604,includes_turnout_share_allocation,7809.0,8361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"shively, tom","chinn, kathy",7809.0,8361.0,-3.4137291280148423,19.28661386011176,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,9,9654.0,7105.0,16759.0,0.5760486902559818,0.1520973805119637,47,USP,6746.4972082860095,10346.023358484443,47.0,20.0,47.0,41.0,6.0,-21.059071633918453,partial_unresolved,9654.0,7105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"shoemyer, wes","hedberg, jeff",9654.0,7105.0,15.209738051196371,36.268809685114825,1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,10,7398.0,7239.0,14637.0,0.5054314408690306,0.010862881738061,44,USP,6465.022599541922,8304.128005437502,44.0,12.0,44.0,40.0,4.0,-12.452343774431581,partial_unresolved,7398.0,7239.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"witte, terry l","linnenbringer, gary w",7398.0,7239.0,1.0862881738061079,13.53863194823769,1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,11,10951.0,6036.0,17549.0,0.6446694531112027,0.2893389062224054,27,USP,7474.501754385964,10388.715789473685,27.0,6.0,27.0,23.0,4.0,-16.314048843286134,partial_unresolved,10951.0,6036.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"henke, wayne j","clynch, michael r (mike)",10951.0,6036.0,28.933890622240536,45.24793946552667,1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,12,,12756.0,17480.0,,,25,USP,8259.480614089645,12644.094939648963,25.0,8.0,25.0,21.0,4.0,-20.975427453965544,partial_unresolved,0.0,12756.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,"parker, sherman",0.0,12756.0,-100.0,-79.02457254603445,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,13,8770.0,15946.0,24716.0,0.3548308787829746,-0.2903382424340508,33,USP,9640.70843658424,15813.122944875548,33.0,13.0,33.0,26.0,7.0,-24.249451549314525,partial_unresolved,8770.0,15946.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"lloyd, james e, jr","rupp, scott t",8770.0,15946.0,-29.033824243405082,-4.784372694090557,-1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,14,,14432.0,14432.0,,,23,USP,7014.037819103064,11558.656452155185,23.0,9.0,23.0,19.0,4.0,-24.469355747082112,partial_unresolved,0.0,14432.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"smith, joe",0.0,14432.0,-100.0,-75.53064425291788,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,15,8427.0,8703.0,17130.0,0.4919439579684763,-0.0161120840630472,24,USP,7690.2030261969285,9866.29875539496,24.0,7.0,24.0,20.0,4.0,-12.39481393428663,partial_unresolved,8427.0,8703.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"green, thomas s","faith, sally a",8427.0,8703.0,-1.6112084063047285,10.783605527981901,1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,16,8311.0,9775.0,18086.0,0.4595267057392458,-0.0809465885215083,25,USP,8021.204038621208,11035.090720337234,25.0,9.0,25.0,21.0,4.0,-15.815701424849049,partial_unresolved,8311.0,9775.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"felder, steve","bearden, carl l",8311.0,9775.0,-8.094658852150834,7.721042572698215,-1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,17,8027.0,10510.0,18537.0,0.4330258402114689,-0.1339483195770621,29,USP,8683.788822407785,10401.06602669472,29.0,7.0,29.0,25.0,4.0,-8.998115091075436,partial_unresolved,8027.0,10510.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"schmitz, matt","schneider, vicki",8027.0,10510.0,-13.39483195770621,-4.396716866630774,-1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,18,,10882.0,13320.0,,,23,USP,7226.877941334479,8402.114752336951,23.0,6.0,23.0,19.0,4.0,-7.519594090528654,partial_unresolved,0.0,10882.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"dempsey, tom",0.0,10882.0,-100.0,-92.48040590947134,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,19,8178.0,12340.0,20518.0,0.3985768593430159,-0.2028462813139682,23,USP,8343.49802966336,12691.911272630066,23.0,6.0,23.0,19.0,4.0,-20.671873698662058,partial_unresolved,8178.0,12340.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"simpson, jeff t, sr","davis, cynthia l",8178.0,12340.0,-20.284628131396822,0.38724556726523574,-1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,20,5901.0,9066.0,14967.0,0.3942673882541591,-0.2114652234916817,23,USP,5722.791092663054,9324.07797516964,23.0,4.0,23.0,23.0,0.0,-23.93379557083701,includes_turnout_share_allocation,5901.0,9066.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"stafford, john","moore, danielle (danie)",5901.0,9066.0,-21.14652234916817,2.7872732216688405,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,21,6465.0,9934.0,16399.0,0.3942313555704616,-0.2115372888590767,39,USP,6792.5691232199715,9995.119304390217,39.0,20.0,39.0,33.0,6.0,-19.0767787654619,partial_unresolved,6465.0,9934.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"becker, lloyd","hobbs, steven (steve)",6465.0,9934.0,-21.15372888590768,-2.0769501204457796,-1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,22,6817.0,8071.0,14888.0,0.4578855454056958,-0.0842289091886082,38,USP,5695.172515784239,9372.821814157947,38.0,21.0,38.0,38.0,0.0,-24.40702603043665,includes_turnout_share_allocation,6817.0,8071.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"copenhaver, nancy","sander, therese a",6817.0,8071.0,-8.422890918860828,15.984135111575823,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,23,13955.0,5649.0,19604.0,0.7118445215262191,0.4236890430524382,35,USP,11757.65169469194,8572.553385619462,35.0,16.0,35.0,30.0,5.0,15.666828231639714,partial_unresolved,13955.0,5649.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"harris, robert h (jeff)","fischbach, dan",13955.0,5649.0,42.36890430524383,26.70207607360412,1.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,24,9343.0,11734.0,21077.0,0.443279404089766,-0.1134411918204678,40,USP,9286.461478267052,12344.049468466601,40.0,18.0,40.0,35.0,5.0,-14.13553289484946,partial_unresolved,9343.0,11734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ballenger, travis","robb, ed",9343.0,11734.0,-11.34411918204678,2.7914137128026795,0.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,25,10811.0,5529.0,16340.0,0.6616279069767442,0.3232558139534883,28,USP,10101.863221958363,7568.261315606468,28.0,16.0,28.0,23.0,5.0,14.338336444464346,partial_unresolved,10811.0,5529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"baker, judy","northrup, bob",10811.0,5529.0,32.325581395348834,17.987244950884488,0.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,26,9622.0,5330.0,14952.0,0.643525949705725,0.28705189941145,34,USP,6520.797702289411,8622.977335150517,34.0,13.0,34.0,30.0,4.0,-13.88147689505352,partial_unresolved,9622.0,5330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"aull, joe","begley, kevin",9622.0,5330.0,28.705189941144997,42.58666683619852,0.0,True,True,False,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,27,10594.0,,10594.0,,,21,USP,6776.8299542474115,6749.08326223945,21.0,21.0,21.0,21.0,0.0,0.20513729138924777,includes_turnout_share_allocation,10594.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wildberger, ed",,10594.0,0.0,100.0,99.79486270861075,1.0,False,False,False,0.0,,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,28,,13682.0,13682.0,,,30,USP,6673.232856450123,10634.66860010345,30.0,8.0,30.0,30.0,0.0,-22.888018825374953,includes_turnout_share_allocation,0.0,13682.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"schaaf, rob",0.0,13682.0,-100.0,-77.11198117462504,-1.0,False,False,False,,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,29,9192.0,7206.0,16398.0,0.5605561653860227,0.1211123307720453,28,USP,8251.4636889149,8570.1766140231,28.0,27.0,28.0,28.0,0.0,-1.8946602077357082,includes_turnout_share_allocation,9192.0,7206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rucker, martin t, ii","black, linden (lin)",9192.0,7206.0,12.111233077204536,14.005893284940244,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,30,9584.0,10236.0,19820.0,0.4835519677093844,-0.032896064581231,19,USP,8619.59897737204,11510.608940076796,19.0,9.0,19.0,19.0,0.0,-14.361550434850866,includes_turnout_share_allocation,9584.0,10236.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"harding, meg","brown, jason",9584.0,10236.0,-3.289606458123108,11.071943976727757,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,31,9451.0,4338.0,13789.0,0.6854014069185582,0.3708028138371165,17,USP,7736.87724137931,6487.34675862069,17.0,1.0,17.0,17.0,0.0,8.784524785033058,includes_turnout_share_allocation,9451.0,4338.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"skaggs, trent","eshleman, robert j",9451.0,4338.0,37.08028138371166,28.2957565986786,1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,32,9509.0,9733.0,19242.0,0.4941793992308492,-0.0116412015383016,17,USP,8923.95288536389,10742.853764058866,17.0,8.0,17.0,17.0,0.0,-9.24858270647799,includes_turnout_share_allocation,9509.0,9733.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"grill, jason","phillips, susan",9509.0,9733.0,-1.164120153830163,8.084462552647826,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,33,8491.0,9024.0,17515.0,0.4847844704538966,-0.0304310590922066,15,USP,8871.409655172414,9180.138344827586,15.0,1.0,15.0,15.0,0.0,-1.7102615778722812,includes_turnout_share_allocation,8491.0,9024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"payne, pam","nolte, jerry",8491.0,9024.0,-3.043105909220668,-1.3328443313483866,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,34,7552.0,9774.0,17326.0,0.4358767170726076,-0.1282465658547847,13,USP,8113.764137931034,9629.371862068965,13.0,1.0,13.0,13.0,0.0,-8.541938269187199,includes_turnout_share_allocation,7552.0,9774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"saunders, robert j (bob)","flook, tim",7552.0,9774.0,-12.824656585478472,-4.282718316291273,0.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
MO,2004,house,35,9464.0,12605.0,22069.0,0.4288368299424532,-0.1423263401150935,18,USP,9158.315317253575,13776.926494303229,18.0,5.0,18.0,18.0,0.0,-20.137617100345498,includes_turnout_share_allocation,9464.0,12605.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"wolcott, steve","ervin, doug",9464.0,12605.0,-14.232634011509356,5.904983088836142,-1.0,True,True,True,0.0,0.0,Klarner district contest totals,HEDA precinct context allocated to legislative districts
