canonical_candidate_id,cycle,chamber,district,party,candidate,total_fundraising,finance_observation_status,source_name,source_measure,aggregation_status,match_score,match_margin
AL-1998-house-51-R-HUMPHRYES,1998,house,51,R,Humphryes,41700.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,75.0,41.66666666666666
AL-1998-house-54-D-PERDUE,1998,house,54,D,Perdue,68473.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,63.1578947368421,63.1578947368421
AL-1998-house-54-R-LATIMORE,1998,house,54,R,Latimore,2036.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,69.56521739130434,69.56521739130434
AL-1998-house-55-D-MAJOR,1998,house,55,D,Major,121495.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,41.66666666666667
AL-1998-house-55-R-MORTON,1998,house,55,R,Morton,3500.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.0,60.0
AL-1998-house-60-D-HILLIARD,1998,house,60,D,Hilliard,30400.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,69.56521739130434,69.56521739130434
AL-1998-house-60-R-RUSSELL,1998,house,60,R,Russell,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-house-62-D-TINGLE,1998,house,62,D,Tingle,61282.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,54.16666666666667
AL-1998-house-62-R-ALLEN,1998,house,62,R,Allen,103758.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,58.82352941176471,58.82352941176471
AL-1998-house-63-D-STANLEY,1998,house,63,D,Stanley,28012.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.86956521739131,60.86956521739131
AL-1998-house-63-R-PARKER,1998,house,63,R,Parker,81724.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,75.0,75.0
AL-1998-house-64-D-WARREN,1998,house,64,D,Warren,100825.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,54.54545454545454,38.54545454545453
AL-1998-house-64-R-ALBRITTON,1998,house,64,R,Albritton,24138.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,78.26086956521739,78.26086956521739
AL-1998-house-65-D-DOLBARE,1998,house,65,D,Dolbare,41542.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,73.6842105263158,42.10526315789474
AL-1998-house-65-R-OVERTON,1998,house,65,R,Overton,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-house-66-D-WHITE,1998,house,66,D,White,76097.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,47.61904761904761,47.61904761904761
AL-1998-house-66-R-AUST,1998,house,66,R,Aust,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-house-67-D-MAULL,1998,house,67,D,Maull,60764.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,45.45454545454546,24.40191387559809
AL-1998-house-67-R-DOBYNES,1998,house,67,R,Dobynes,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-house-72-D-HAYDEN,1998,house,72,D,Hayden,26630.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,57.14285714285714,57.14285714285714
AL-1998-house-72-R-SUTTON,1998,house,72,R,Sutton,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-house-79-D-DEMPSEY,1998,house,79,D,Dempsey,68037.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,77.77777777777779,77.77777777777779
AL-1998-house-79-R-HUBBARD,1998,house,79,R,Hubbard,132549.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,73.6842105263158,63.15789473684211
AL-1998-house-80-D-VANCE,1998,house,80,D,Vance,117785.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,58.82352941176471,58.82352941176471
AL-1998-house-80-R-DUNN,1998,house,80,R,Dunn,14450.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,47.05882352941176,47.05882352941176
AL-1998-house-81-D-GRAHAM,1998,house,81,D,Graham,75242.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,50.0,50.0
AL-1998-house-81-R-KNIGHT,1998,house,81,R,Knight,10889.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,46.15384615384615,46.15384615384615
AL-1998-house-84-D-BEASLEY,1998,house,84,D,Beasley,116031.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,70.0,58.888888888888886
AL-1998-house-84-R-HORNE,1998,house,84,R,Horne,56813.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,62.5,62.5
AL-1998-house-86-D-CAROTHERS,1998,house,86,D,Carothers,150441.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,81.81818181818181,81.81818181818181
AL-1998-house-86-R-JEFFERS,1998,house,86,R,Jeffers,124503.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,73.6842105263158,73.6842105263158
AL-1998-house-87-D-MATHIS,1998,house,87,D,Mathis,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-house-87-R-SEIBENHENER,1998,house,87,R,Seibenhener,41750.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,78.57142857142857,78.57142857142857
AL-1998-house-89-D-BOOTHE,1998,house,89,D,Boothe,102767.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,63.1578947368421,45.76659038901602
AL-1998-house-89-R-MEEKS,1998,house,89,R,Meeks,22850.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,62.5,52.97619047619048
AL-1998-house-91-D-SPICER,1998,house,91,D,Spicer,37148.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,66.66666666666667
AL-1998-house-91-R-MOORE,1998,house,91,R,Moore,85218.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,55.55555555555556,55.55555555555556
AL-1998-house-95-D-PFEIFER,1998,house,95,D,Pfeifer,2457.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,58.33333333333333,58.33333333333333
AL-1998-house-95-R-MCMILLAN,1998,house,95,R,McMillan,63824.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,72.72727272727273,39.3939393939394
AL-1998-house-96-D-EASON,1998,house,96,D,Eason,33870.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,43.47826086956522,16.811594202898547
AL-1998-house-96-R-GREENE,1998,house,96,R,Greene,51491.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,52.17391304347826,14.673913043478258
AL-1998-house-102-D-PACE,1998,house,102,D,Pace,8857.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,53.333333333333336,53.333333333333336
AL-1998-house-102-R-TURNER,1998,house,102,R,Turner,79871.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,75.0,75.0
AL-1998-house-104-D-ROCKHOLD,1998,house,104,D,Rockhold,11350.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,69.56521739130434,69.56521739130434
AL-1998-house-104-R-DEAN,1998,house,104,R,Dean,92675.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,61.53846153846154,61.53846153846154
AL-1998-house-105-D-STRAUB,1998,house,105,D,Straub,38824.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,66.66666666666667
AL-1998-house-105-R-CRIGLER,1998,house,105,R,Crigler,66462.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,48.27586206896552,22.18890554722638
AL-1998-senate-1-D-DENTON,1998,senate,1,D,Denton,164009.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,66.66666666666667
AL-1998-senate-1-R-HARGETT,1998,senate,1,R,Hargett,20833.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,73.6842105263158,73.6842105263158
AL-1998-senate-2-D-BUTLER,1998,senate,2,D,Butler,202639.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,75.0,75.0
AL-1998-senate-2-R-MCINNISH,1998,senate,2,R,McInnish,139155.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,76.19047619047619,46.19047619047619
AL-1998-senate-3-D-ROBERTS,1998,senate,3,D,Roberts,171645.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.86956521739131,60.86956521739131
AL-1998-senate-3-R-BUCHANAN,1998,senate,3,R,Buchanan,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-senate-4-D-LITTLE,1998,senate,4,D,Little,192073.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,75.0,75.0
AL-1998-senate-4-R-HALE,1998,senate,4,R,Hale,220756.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,31.37254901960785
AL-1998-senate-5-D-BISHOP,1998,senate,5,D,Bishop,156999.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.0,60.0
AL-1998-senate-5-R-LEE,1998,senate,5,R,Lee,277293.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,54.54545454545454,23.77622377622377
AL-1998-senate-6-D-BEDFORD,1998,senate,6,D,Bedford,427544.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,70.0,70.0
AL-1998-senate-6-R-HARDY,1998,senate,6,R,Hardy,18870.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,62.5,62.5
AL-1998-senate-7-D-BATTS,1998,senate,7,D,Batts,39727.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,52.63157894736843,41.52046783625732
AL-1998-senate-7-R-ENFINGER,1998,senate,7,R,Enfinger,402458.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,76.19047619047619,42.85714285714285
AL-1998-senate-8-D-BARRON,1998,senate,8,D,Barron,211791.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,63.1578947368421,63.1578947368421
AL-1998-senate-8-R-CULPEPPER,1998,senate,8,R,Culpepper,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-senate-9-D-MITCHEM,1998,senate,9,D,Mitchem,256626.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,66.66666666666667
AL-1998-senate-9-R-KING,1998,senate,9,R,King,39360.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,53.333333333333336,53.333333333333336
AL-1998-senate-10-D-MEANS,1998,senate,10,D,Means,182723.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,62.5,62.5
AL-1998-senate-10-R-SMITH,1998,senate,10,R,Smith,277834.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,71.42857142857143,71.42857142857143
AL-1998-senate-11-D-PREUITT,1998,senate,11,D,Preuitt,239105.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,77.77777777777779,77.77777777777779
AL-1998-senate-11-R-HILL,1998,senate,11,R,Hill,296844.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,61.53846153846154,61.53846153846154
AL-1998-senate-12-D-THOMAS,1998,senate,12,D,Thomas,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-senate-12-R-MARSH,1998,senate,12,R,Marsh,239718.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,71.42857142857143,71.42857142857143
AL-1998-senate-13-D-DIAL,1998,senate,13,D,Dial,230951.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,53.333333333333336,42.80701754385965
AL-1998-senate-13-R-BRANCH,1998,senate,13,R,Branch,3885.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,63.1578947368421,63.1578947368421
AL-1998-senate-14-D-ROBINSON,1998,senate,14,D,Robinson,6575.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,69.56521739130434,69.56521739130434
AL-1998-senate-14-R-ARMISTEAD,1998,senate,14,R,Armistead,263536.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,78.26086956521739,78.26086956521739
AL-1998-senate-16-D-JOHNS,1998,senate,16,D,Johns,6111.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,52.63157894736843,52.63157894736843
AL-1998-senate-16-R-WAGGONER,1998,senate,16,R,Waggoner,155923.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,64.0,64.0
AL-1998-senate-18-D-MORROW,1998,senate,18,D,Morrow,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-senate-18-R-BRITNELL,1998,senate,18,R,Britnell,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-senate-20-D-ESCOTT,1998,senate,20,D,Escott,132648.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,57.14285714285714,41.75824175824175
AL-1998-senate-20-R-BONHAM,1998,senate,20,R,Bonham,1200.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,57.14285714285714,57.14285714285714
AL-1998-senate-21-D-POOLE,1998,senate,21,D,Poole,277966.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,66.66666666666667
AL-1998-senate-21-R-BENTLEY,1998,senate,21,R,Bentley,446760.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.86956521739131,60.86956521739131
AL-1998-senate-22-D-LINDSEY,1998,senate,22,D,Lindsey,223725.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,77.77777777777779,77.77777777777779
AL-1998-senate-22-R-JOYNER,1998,senate,22,R,Joyner,91681.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.0,60.0
AL-1998-senate-24-D-STEELE,1998,senate,24,D,Steele,112430.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.0,60.0
AL-1998-senate-24-R-WILLIAMS,1998,senate,24,R,Williams,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-senate-25-D-CHAPPELL,1998,senate,25,D,Chappell,14600.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,66.66666666666667,66.66666666666667
AL-1998-senate-25-R-DIXON,1998,senate,25,R,Dixon,255900.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,62.5,62.5
AL-1998-senate-26-D-LANGFORD,1998,senate,26,D,Langford,144277.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,61.53846153846154,41.53846153846155
AL-1998-senate-26-R-SANDERS,1998,senate,26,R,Sanders,3445.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,63.63636363636363,63.63636363636363
AL-1998-senate-27-D-LITTLE,1998,senate,27,D,Little,331240.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.0,60.0
AL-1998-senate-27-R-TEEL,1998,senate,27,R,Teel,163908.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,57.14285714285714,57.14285714285714
AL-1998-senate-29-D-PALMER,1998,senate,29,D,Palmer,28950.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,75.0,39.70588235294118
AL-1998-senate-29-R-SMITH,1998,senate,29,R,Smith,499131.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,47.61904761904761,30.95238095238095
AL-1998-senate-30-D-MITCHELL,1998,senate,30,D,Mitchell,225778.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,50.0,50.0
AL-1998-senate-30-R-HOLLAND,1998,senate,30,R,Holland,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-senate-31-D-HOLLEY,1998,senate,31,D,Holley,204180.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.0,60.0
AL-1998-senate-31-R-ADAMS,1998,senate,31,R,Adams,225992.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,52.63157894736843,52.63157894736843
AL-1998-senate-32-D-JENSEN,1998,senate,32,D,Jensen,7245.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,60.0,60.0
AL-1998-senate-32-R-LIPSCOMB,1998,senate,32,R,Lipscomb,125843.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,69.56521739130434,47.34299516908212
AL-1998-senate-35-D-STATEN,1998,senate,35,D,Staten,,unknown_unmatched,none,unknown,unmatched,,
AL-1998-senate-35-R-CALLAHAN,1998,senate,35,R,Callahan,160361.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,69.56521739130434,48.13664596273291
AL-2002-house-1-D-STARKEY-NELSON,2002,house,1,D,"Starkey, Nelson",,unknown_unmatched,none,unknown,unmatched,,
AL-2002-house-1-R-MCNATT-WILLIAM-DALE,2002,house,1,R,"McNatt, William Dale",9588.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,75.0
AL-2002-house-2-D-PETTUS-MARY,2002,house,2,D,"Pettus, Mary",33829.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,63.63636363636363
AL-2002-house-2-R-GREER-LYNN,2002,house,2,R,"Greer, Lynn",65909.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-3-D-BLACK-MARCEL,2002,house,3,D,"Black, Marcel",86077.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,61.53846153846154
AL-2002-house-3-R-BARNES-STEVEN-C,2002,house,3,R,"Barnes, Steven C.",,unknown_unmatched,none,unknown,unmatched,,
AL-2002-house-4-D-HANSBERRY-CATHY,2002,house,4,D,"Hansberry, Cathy",100505.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-4-R-HAMMON-MICKY,2002,house,4,R,"Hammon, Micky",89276.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,65.71428571428572
AL-2002-house-5-D-CARTER-TOMMY,2002,house,5,D,"Carter, Tommy",56791.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-5-R-COFFMAN-RONNIE-G,2002,house,5,R,"Coffman, Ronnie G.",12210.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-6-D-SCHMITZ-SUE,2002,house,6,D,"Schmitz, Sue",86960.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-6-R-FARGERSON-SHAWN,2002,house,6,R,"Fargerson, Shawn",41220.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-7-D-LETSON-JOHN-JODY,2002,house,7,D,"Letson, John (Jody)",55871.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-7-R-RIDDLE-YOLANDA-YOYO,2002,house,7,R,"Riddle, Yolanda (Yoyo)",,unknown_unmatched,none,unknown,unmatched,,
AL-2002-house-8-D-DUKES-BILL-J,2002,house,8,D,"Dukes, Bill J.",52362.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-8-R-NEW-CLAY-H,2002,house,8,R,"New, Clay H.",10685.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-9-D-GRANTLAND-RONALD,2002,house,9,D,"Grantland, Ronald",73384.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-9-R-COLEY-ROY,2002,house,9,R,"Coley, Roy",32408.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-10-D-SMITH-PAM,2002,house,10,D,"Smith, Pam",15165.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-10-R-BALL-MIKE,2002,house,10,R,"Ball, Mike",95438.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,47.36842105263157
AL-2002-house-11-D-MAZE-DENNIS-E,2002,house,11,D,"Maze, Dennis E.",25344.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-11-R-ODEN-JEREMY-H,2002,house,11,R,"Oden, Jeremy H.",113419.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,76.92307692307693
AL-2002-house-12-D-MORRISON-NEAL,2002,house,12,D,"Morrison, Neal",83230.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-12-R-BESHEARS-MITCHELL,2002,house,12,R,"BeShears, Mitchell",11505.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-13-D-SHERER-TOMMY,2002,house,13,D,"Sherer, Tommy",37291.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-13-R-COMBS-TOMMY,2002,house,13,R,"Combs, Tommy",29131.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-14-D-GUIN-KEN,2002,house,14,D,"Guin, Ken",183430.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-14-R-FRAZIER-ED,2002,house,14,R,"Frazier, Ed",29350.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-16-D-THIGPEN-WILLIAMS-E,2002,house,16,D,"Thigpen, Williams E.",86704.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,97.14285714285714,63.8095238095238
AL-2002-house-16-R-ACKER-JOE-D,2002,house,16,R,"Acker, Joe D.",,unknown_unmatched,none,unknown,unmatched,,
AL-2002-house-17-D-MILLICAN-MIKE,2002,house,17,D,"Millican, Mike",202817.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,83.33333333333334
AL-2002-house-17-R-WESTBROOKS-MIKE,2002,house,17,R,"Westbrooks, Mike",19920.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-20-D-MILLER-JEFF,2002,house,20,D,"Miller, Jeff",51595.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-20-R-SANDERFORD-HOWARD,2002,house,20,R,"Sanderford, Howard",68221.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-21-D-HINSHAW-RANDY,2002,house,21,D,"Hinshaw, Randy",114770.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,69.23076923076923
AL-2002-house-21-R-DUGAN-JERRY,2002,house,21,R,"Dugan, Jerry",35495.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-22-D-HALL-ALBERT,2002,house,22,D,"Hall, Albert",83408.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-22-R-STAMM-DAVID-L,2002,house,22,R,"Stamm, David L.",5226.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-24-D-HENDRIX-J-LUTHER,2002,house,24,D,"Hendrix, J. Luther",43480.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,55.55555555555556
AL-2002-house-24-R-GREESON-TODD,2002,house,24,R,"Greeson, Todd",128408.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-25-D-MILES-PAM,2002,house,25,D,"Miles, Pam",30943.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,80.95238095238095
AL-2002-house-25-R-GARNER-RAY,2002,house,25,R,"Garner, Ray",,unknown_unmatched,none,unknown,unmatched,,
AL-2002-house-26-D-MCDANIEL-FRANK,2002,house,26,D,"McDaniel, Frank",84448.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-26-R-PATTERSON-JEFFREY,2002,house,26,R,"Patterson, Jeffrey",6100.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,94.11764705882352,94.11764705882352
AL-2002-house-28-D-FORD-CRAIG,2002,house,28,D,"Ford, Craig",153313.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-28-R-ABEL-DAVID-C,2002,house,28,R,"Abel, David C.",,unknown_unmatched,none,unknown,unmatched,,
AL-2002-house-29-D-PAGE-JACK,2002,house,29,D,"Page, Jack",,unknown_unmatched,none,unknown,unmatched,,
AL-2002-house-29-R-NORDGREN-BECKY,2002,house,29,R,"Nordgren, Becky",20308.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-31-D-VENABLE-JACK-B,2002,house,31,D,"Venable, Jack B.",13525.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-31-R-SHAW-MICKEY-B,2002,house,31,R,"Shaw, Mickey B.",5610.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-32-D-BOYD-BARBARA-BIGSBY,2002,house,32,D,"Boyd, Barbara Bigsby",64554.0,observed_positive,DIME/FollowTheMoney recipient totals,total_receipts,accepted_candidate_match,100.0,100.0
AL-2002-house-32-R-LITTLE-BENJAMIN-L,2002,house,32,R,"Little, Benjamin L.",,unknown_unmatched,none,unknown,unmatched,,
AL-2002-house-33-D-CURTIS-CLARA,2002,house,33,D,"Curtis, Clara",,unknown_unmatched,none,unknown,unmatched,,
