cycle,chamber,district,statewide_index_margin,statewide_index_offices,core_index_margin,core_index_offices,core_index_complete,baseline_quality,map_vintage
2018,senate,24,34.50682140606112,5,36.22375374724157,2,True,complete_core_expanded,2017_remedial
2018,senate,25,-17.156403525934817,5,-15.301788860167392,2,True,complete_core_expanded,2017_remedial
2018,senate,26,57.10612419816275,5,56.392536323944014,2,True,complete_core_expanded,2017_remedial
2018,senate,27,-17.051680244245357,5,-16.541389395510745,2,True,complete_core_expanded,2017_remedial
2018,senate,28,15.108477826968988,5,15.281189079837867,2,True,complete_core_expanded,2017_remedial
2018,senate,29,-53.35420709993561,5,-52.115880338375426,2,True,complete_core_expanded,2017_remedial
2018,senate,30,-40.53208692528202,5,-38.297251248889744,2,True,complete_core_expanded,2017_remedial
2018,senate,31,-47.28455137210763,5,-45.93059470956476,2,True,complete_core_expanded,2017_remedial
2018,senate,32,-47.899664617752684,5,-45.39211598583565,2,True,complete_core_expanded,2017_remedial
2018,senate,33,57.28356179479613,5,57.966380788738476,2,True,complete_core_expanded,2017_remedial
2018,senate,34,-39.02736795044288,5,-36.801443621669065,2,True,complete_core_expanded,2017_remedial
2018,senate,35,-30.623002287485726,5,-28.043392740629137,2,True,complete_core_expanded,2017_remedial
2022,house,1,-56.9978268016441,3,-57.821824524488946,2,True,complete_core_expanded,2021_enacted
2022,house,2,-72.54316358181158,3,-72.93425094596938,2,True,complete_core_expanded,2021_enacted
2022,house,3,-37.50853083651182,3,-38.324451809385565,2,True,complete_core_expanded,2021_enacted
2022,house,4,-46.32368491300779,3,-47.12462082704686,2,True,complete_core_expanded,2021_enacted
2022,house,5,-56.2848603089113,3,-56.764896431472486,2,True,complete_core_expanded,2021_enacted
2022,house,6,-38.73296603153694,3,-39.475211207844126,2,True,complete_core_expanded,2021_enacted
2022,house,7,-59.697869963251414,3,-60.501464898039096,2,True,complete_core_expanded,2021_enacted
2022,house,8,-40.9937347470843,3,-41.68167634102324,2,True,complete_core_expanded,2021_enacted
2022,house,9,-79.24450963525085,3,-79.51563603339076,2,True,complete_core_expanded,2021_enacted
2022,house,10,-12.344706257067882,3,-13.651122398657844,2,True,complete_core_expanded,2021_enacted
