finance_name_norm,finance_name,candidate_expenditures,expenditure_transactions,committee_count,cycle,finance_canonical
LENNORATIA PIERROT,LENNORATIA- PIERROT,2520.0,26,1,2022,LENNORATIA PIERROT
LEON BURT SMITHART,"LEON ""BURT"" SMITHART",7640.55,9,1,2022,LEON BURT SMITHART
LEON PARKER,LEON PARKER,1670.75,5,1,2022,LEON PARKER
LES HOGAN,LES HOGAN,10446.06,22,1,2022,LES HOGAN
LESTER BLACK,LESTER BLACK,7394.27,47,1,2022,LESTER BLACK
LILLIAN WIDEMAN,LILLIAN WIDEMAN,500.0,2,1,2022,LILLIAN WIDEMAN
LINDA COATS,LINDA COATS,1635.0,10,1,2022,LINDA COATS
LINDA COLEMAN MADISON,LINDA COLEMAN-MADISON,82369.3,36,1,2022,LINDA COLEMAN MADISON
LINDA JENSEN,LINDA JENSEN,10666.3,18,1,2022,LINDA JENSEN
LISA WARD,LISA WARD,56777.44,225,1,2022,LISA WARD
LLOYD HUTTO,LLOYD HUTTO,1281.0,13,1,2022,LLOYD HUTTO
LORI INGRAM,LORI INGRAM,2780.0,4,1,2022,LORI INGRAM
LOUIS RUTLAND,LOUIS RUTLAND,2517.06,12,1,2022,LOUIS RUTLAND
LOUISE ALEXANDER,LOUISE ALEXANDER,28415.6,25,1,2022,LOUISE ALEXANDER
LOWELL KIRKPATRICK,LOWELL KIRKPATRICK,10850.0,20,1,2022,LOWELL KIRKPATRICK
LUCAS BEATY,LUCAS BEATY,43025.94,52,1,2022,LUCAS BEATY
LUCIUS BLACK,LUCIUS BLACK,5490.48,33,1,2022,LUCIUS BLACK
LYCURGUS HATCHER,LYCURGUS HATCHER,42041.840000000004,105,1,2022,LYCURGUS HATCHER
LYNDA BLANCHARD,LYNDA BLANCHARD,9565055.3,260,1,2022,LYNDA BLANCHARD
LYNNEICE WASHINGTON,LYNNEICE WASHINGTON,104832.72,120,1,2022,LYNNEICE WASHINGTON
MAC MCCUTCHEON,MAC MCCUTCHEON,38984.3,74,1,2022,MAC MCCUTCHEON
MACK BUTLER,MACK BUTLER,166879.65,113,1,2022,MACK BUTLER
MALCOLM CALHOUN,MALCOLM CALHOUN,10195.16,8,1,2022,MALCOLM CALHOUN
MALIKA FORTIER,MALIKA FORTIER,5002.37,24,1,2022,MALIKA FORTIER
MALLORY DAVIS,MALLORY DAVIS,1978.6499999999999,5,1,2022,MALLORY DAVIS
MALLORY HAGAN,MALLORY HAGAN,180890.23,371,1,2022,MALLORY HAGAN
MARCEL BLACK,MARCEL BLACK,107302.69,1,1,2022,MARCEL BLACK
MARCUS ECHOLS,MARCUS ECHOLS,4205.0,97,1,2022,MARCUS ECHOLS
MARCUS PARAMORE,MARCUS PARAMORE,15148.59,35,1,2022,MARCUS PARAMORE
MARCUS VANDIVER,MARCUS VANDIVER,2811.36,16,1,2022,MARCUS VANDIVER
MARIA FORTUNE,MARIA FORTUNE,1092.0,7,1,2022,MARIA FORTUNE
MARIE MANNING,MARIE MANNING,60356.6,16,1,2022,MARIE MANNING
MARILYN LANDS,MARILYN LANDS,187912.09,384,1,2022,MARILYN LANDS
MARION HUBBARD,MARION HUBBARD,12735.789999999999,134,1,2022,MARION HUBBARD
MARK ARMSTRONG,MARK ARMSTRONG,1083.21,2,1,2022,MARK ARMSTRONG
MARK CLARK,MARK CLARK,6145.1,12,1,2022,MARK CLARK
MARK CRAIG,MARK CRAIG,14332.47,35,1,2022,MARK CRAIG
MARK CULVER,MARK CULVER,69.35,1,1,2022,MARK CULVER
MARK GIDLEY,MARK GIDLEY,52333.55,133,1,2022,MARK GIDLEY
MARK HARRELL,MARK HARRELL,6371.65,23,1,2022,MARK HARRELL
MARK LEWIS,MARK LEWIS,121.52000000000001,2,1,2022,MARK LEWIS
MARK MOON,MARK MOON,1367.43,5,1,2022,MARK MOON
MARK PETTWAY,MARK PETTWAY,609924.46,171,1,2022,MARK PETTWAY
MARK SHIREY,MARK SHIREY,127687.86,62,1,2022,MARK SHIREY
MARTIN GOTTWALD,MARTIN GOTTWALD,3075.91,5,1,2022,MARTIN GOTTWALD
MARVIN CHILDS,MARVIN CHILDS,500.0,1,1,2022,MARVIN CHILDS
MARVIN WIGGINS,MARVIN WIGGINS,43145.48,84,1,2022,MARVIN WIGGINS
MARY BASCHAB HASLACKER,MARY BASCHAB-HASLACKER,109225.14,152,1,2022,MARY BASCHAB HASLACKER
MARY DOUGLAS,MARY DOUGLAS,1641.0,7,1,2022,MARY DOUGLAS
MARY HALL,MARY HALL,26.67,1,1,2022,MARY HALL
MARY LYNN BATES,MARY LYNN BATES,179.65,11,1,2022,MARY LYNN BATES
MARY MOORE,MARY MOORE,31137.32,32,1,2022,MARY MOORE
MASON BYNUM,MASON BYNUM,6996.18,18,1,2022,MASON BYNUM
MATT SIMPSON,MATT SIMPSON,152231.73,51,1,2022,MATT SIMPSON
MATTHEW CASEY,MATTHEW CASEY,85565.36,68,1,2022,MATTHEW CASEY
MATTHEW FRIDY,MATTHEW FRIDY,605.0,3,1,2022,MATTHEW FRIDY
MATTHEW HUGGINS,MATTHEW HUGGINS,5600.0,4,1,2022,MATTHEW HUGGINS
MATTHEW MASSEY,MATTHEW MASSEY,151.71,2,1,2022,MATTHEW MASSEY
MATTHEW MCKENZIE,MATTHEW MCKENZIE,42053.14,219,1,2022,MATTHEW MCKENZIE
MATTHEW WADE,MATTHEW WADE,3693.1,10,1,2022,MATTHEW WADE
MATTHEW WILLIAMSON,MATTHEW WILLIAMSON,11090.96,18,1,2022,MATTHEW WILLIAMSON
MATTHEW WOODS,MATTHEW WOODS,190921.4,106,1,2022,MATTHEW WOODS
MAURICE MCCANEY,MAURICE MCCANEY,49732.32,33,1,2022,MAURICE MCCANEY
MAX DOTSON,MAX DOTSON,4742.96,16,1,2022,MAX DOTSON
MAX SANDERS,MAX SANDERS,11736.24,25,1,2022,MAX SANDERS
MAXWELL BLACKMON,MAXWELL BLACKMON,8616.39,58,1,2022,MAXWELL BLACKMON
MERCERIA LUDGOOD,MERCERIA LUDGOOD,2865.49,26,1,2022,MERCERIA LUDGOOD
MERCY PILKINGTON,MERCY PILKINGTON,23.54,1,1,2022,MERCY PILKINGTON
MERIKA COLEMAN,MERIKA COLEMAN,176264.72,225,1,2022,MERIKA COLEMAN
MICAH MESSER,MICAH MESSER,34326.88,124,1,2022,MICAH MESSER
MICHAEL BAILEY,MICHAEL BAILEY,2517.66,22,1,2022,MICHAEL BAILEY
MICHAEL BLANKENSHIP,MICHAEL BLANKENSHIP,24795.73,40,1,2022,MICHAEL BLANKENSHIP
MICHAEL COFIELD,MICHAEL COFIELD,1250.0,1,1,2022,MICHAEL COFIELD
MICHAEL GOODMAN,MICHAEL GOODMAN,57472.6,68,1,2022,MICHAEL GOODMAN
MICHAEL GRANTHUM,MICHAEL GRANTHUM,40756.99,202,1,2022,MICHAEL GRANTHUM
MICHAEL HAMILTON,MICHAEL HAMILTON,1613.8,6,1,2022,MICHAEL HAMILTON
MICHAEL HART,MICHAEL HART,8767.68,24,1,2022,MICHAEL HART
MICHAEL HOWERTON,MICHAEL HOWERTON,6305.610000000001,7,1,2022,MICHAEL HOWERTON
MICHAEL HUNT,MICHAEL HUNT,8809.46,22,1,2022,MICHAEL HUNT
MICHAEL JACKSON,MICHAEL JACKSON,7795.0,23,1,2022,MICHAEL JACKSON
MICHAEL JONES,MICHAEL JONES,671548.58,111,1,2022,MICHAEL JONES
MICHAEL LUDVIGSEN,MICHAEL LUDVIGSEN,9758.88,26,1,2022,MICHAEL LUDVIGSEN
MICHAEL MELSON,MICHAEL MELSON,1126.3,4,1,2022,MICHAEL MELSON
MICHAEL MIKE BOLIN,"MICHAEL ""MIKE"" BOLIN",212.0,1,1,2022,MICHAEL MIKE BOLIN
MICHAEL SHAW,MICHAEL SHAW,35293.06,50,1,2022,MICHAEL SHAW
MICHAEL STREETY,MICHAEL STREETY,159.45,2,1,2022,MICHAEL STREETY
MICHAEL THOMPSON,MICHAEL THOMPSON,0.0,10,1,2022,MICHAEL THOMPSON
MICHAEL WEST,MICHAEL WEST,500.0,1,1,2022,MICHAEL WEST
MICHAEL WINDOM,MICHAEL WINDOM,6563.52,5,1,2022,MICHAEL WINDOM
MICHAEL WRIGHT,MICHAEL WRIGHT,9149.779999999999,15,1,2022,MICHAEL WRIGHT
MICHELE BOSWELL,MICHELE BOSWELL,36.0,1,1,2022,MICHELE BOSWELL
MICHELLE THOMASON,MICHELLE THOMASON,1000.0,3,1,2022,MICHELLE THOMASON
MIKE FELLOWS,MIKE FELLOWS,2841.88,3,1,2022,MICHAEL FELLOWS
MIKE HALE,MIKE HALE,120.0,1,1,2022,MICHAEL HALE
MIKE HOLMES,MIKE HOLMES,13933.67,43,1,2022,MICHAEL HOLMES
MIKE KIRKLAND,MIKE KIRKLAND,168826.37,112,1,2022,MICHAEL KIRKLAND
MILFORD KUYKENDALL,MILFORD KUYKENDALL,5037.84,10,1,2022,MILFORD KUYKENDALL
MILTON TYSON,MILTON TYSON,1568.43,4,1,2022,MILTON TYSON
MINNIE TUNSTALL,MINNIE TUNSTALL,22840.28,102,1,2022,MINNIE TUNSTALL
MITCHELL FLOYD,MITCHELL FLOYD,3594.6,16,1,2022,MITCHELL FLOYD
MONA MURRAY,MONA MURRAY,697.05,4,1,2022,MONA MURRAY
MONET GAINES,MONET GAINES,3756.02,25,1,2022,MONET GAINES
MONICA AGEE,MONICA AGEE,2098.0,17,1,2022,MONICA AGEE
MONICA ARRINGTON,MONICA ARRINGTON,986.0,4,1,2022,MONICA ARRINGTON
MORRIS CARR,MORRIS CARR,100.0,5,1,2022,MORRIS CARR
MOSE JONES,MOSE JONES  JR.,3157.0,15,1,2022,MOSE JONES
MOSHAE DONALD,MOSHAE DONALD,87403.91,262,1,2022,MOSHAE DONALD
NAPOLEON BRACY,NAPOLEON BRACY,42018.53,45,1,2022,NAPOLEON BRACY
NATHAN BROADHURST,NATHAN BROADHURST,9716.619999999999,14,1,2022,NATHAN BROADHURST
NATHAN JOHNSON,NATHAN JOHNSON,11747.119999999999,14,1,2022,NATHAN JOHNSON
NATHAN KITCHENS,NATHAN KITCHENS,1801.47,3,1,2022,NATHAN KITCHENS
NATHANIEL LEDBETTER,NATHANIEL LEDBETTER,178417.29,119,1,2022,NATHANIEL LEDBETTER
NED JONES,NED JONES,2808.9300000000003,9,1,2022,NED JONES
NEIL RAFFERTY,NEIL RAFFERTY,195880.67,225,1,2022,NEIL RAFFERTY
NICHOLAS SMITH,NICHOLAS SMITH,4462.4,5,1,2022,NICHOLAS SMITH
NICHOLAS WELDEN,NICHOLAS WELDEN,11219.78,21,1,2022,NICHOLAS WELDEN
NICK JONES,NICK JONES,112441.29000000001,129,1,2022,NICK JONES
NICK WILLIAMS,NICK WILLIAMS,415.0,5,1,2022,NICK WILLIAMS
NINA TAYLOR,NINA TAYLOR,16275.85,56,1,2022,NINA TAYLOR
NORA HUTTO,NORA HUTTO,1615.85,2,1,2022,NORA HUTTO
NORMAN HORTON,NORMAN HORTON,42847.97,75,1,2022,NORMAN HORTON
OLINE PRICE,OLINE PRICE,950.0,13,1,2022,OLINE PRICE
ONTARIO TILLMAN,ONTARIO TILLMAN,138965.16,375,1,2022,ONTARIO TILLMAN
OTIS PATTERSON,OTIS PATTERSON,970.58,3,1,2022,OTIS PATTERSON
PAMELA CASEY,PAMELA CASEY,20233.5,3,1,2022,PAMELA CASEY
PAMELA CLOUD,PAMELA CLOUD,1584.62,6,1,2022,PAMELA CLOUD
PAMELA COUSINS,PAMELA COUSINS,212.0,1,1,2022,PAMELA COUSINS
PAMELA HOWARD,PAMELA HOWARD,18964.44,94,1,2022,PAMELA HOWARD
PAMELA LAFFITTE,PAMELA LAFFITTE,13316.71,68,1,2022,PAMELA LAFFITTE
PAMELA PORTIS,PAMELA PORTIS,19223.28,46,1,2022,PAMELA PORTIS
PARKER MOORE,PARKER MOORE,75057.55,44,1,2022,PARKER MOORE
PATRICE MCCLAMMY,PATRICE MCCLAMMY,38337.27,80,1,2022,PATRICE MCCLAMMY
PATRICIA JAMIESON,PATRICIA JAMIESON,6777.0,29,1,2022,PATRICIA JAMIESON
PATRICK BALLARD,PATRICK BALLARD,1575.25,2,1,2022,PATRICK BALLARD
PATRICK CHAMPION,PATRICK CHAMPION,2775.07,23,1,2022,PATRICK CHAMPION
PATRICK JOHNSON,PATRICK JOHNSON,104900.64,39,1,2022,PATRICK JOHNSON
PATRICK JONES,PATRICK JONES,51310.83,16,1,2022,PATRICK JONES
PATRICK KENNEDY,PATRICK KENNEDY,300.0,1,1,2022,PATRICK KENNEDY
PATRICK PINKSTON,PATRICK PINKSTON,100.0,10,1,2022,PATRICK PINKSTON
PATRICK SELLERS,PATRICK SELLERS,78231.93000000001,234,1,2022,PATRICK SELLERS
PATRICK TUTEN,PATRICK TUTEN,2410.16,3,1,2022,PATRICK TUTEN
PATRICK WALLACE,PATRICK WALLACE,916.44,9,1,2022,PATRICK WALLACE
PATTY DEMOS,PATTY DEMOS,53744.95,35,1,2022,PATTY DEMOS
PAUL BURCH,PAUL BURCH,166961.62,153,1,2022,PAUL BURCH
PAUL BUSSMAN,PAUL BUSSMAN,10205.0,3,1,2022,PAUL BUSSMAN
PAUL LEE,PAUL LEE,25914.71,27,1,2022,PAUL LEE
PAUL MANNING,PAUL MANNING,13340.2,9,1,2022,PAUL MANNING
PAUL RAND,PAUL RAND,101872.25,169,1,2022,PAUL RAND
PAUL SANFORD,PAUL SANFORD,309.0,4,1,2022,PAUL SANFORD
PAULA CAMPBELL,PAULA CAMPBELL,5297.42,12,1,2022,PAULA CAMPBELL
PEBBLIN WARREN,PEBBLIN WARREN,156624.38,290,1,2022,PEBBLIN WARREN
PETE RIEHM,PETE RIEHM,96439.01000000001,35,1,2022,PETE RIEHM
PETER KUPFER,PETER KUPFER,7804.6900000000005,12,1,2022,PETER KUPFER
PHADRA FOSTER,PHADRA FOSTER,42210.69,92,1,2022,PHADRA FOSTER
PHIL RIDDICK,PHIL RIDDICK,400.0,2,1,2022,PHIL RIDDICK
PHIL SIMS,PHIL SIMS,23151.739999999998,67,1,2022,PHIL SIMS
PHIL VANDIVER,PHIL VANDIVER,250.0,1,1,2022,PHIL VANDIVER
PHILLIP ENSLER,PHILLIP ENSLER,319140.88,358,1,2022,PHILLIP ENSLER
PHILLIP PETTUS,PHILLIP PETTUS,135228.58,183,2,2022,PHILLIP PETTUS
PHILLIP RIGSBY,PHILLIP RIGSBY,164825.99,96,1,2022,PHILLIP RIGSBY
PHYLLIS ODEN JONES,PHYLLIS ODEN-JONES,12683.42,30,1,2022,PHYLLIS ODEN JONES
POOJA CHAWLA,POOJA CHAWLA,109720.32,63,1,2022,POOJA CHAWLA
PORTIA SHEPHERD,PORTIA SHEPHERD,1837.59,28,1,2022,PORTIA SHEPHERD
PRINCE CHESTNUT,PRINCE CHESTNUT,52492.37,76,1,2022,PRINCE CHESTNUT
PRINCE CLEVELAND,PRINCE CLEVELAND,15611.49,90,1,2022,PRINCE CLEVELAND
PRISCILLA ANDREWS,PRISCILLA ANDREWS,3774.0,12,1,2022,PRISCILLA ANDREWS
PRISCILLA DUNN,PRISCILLA DUNN,10348.0,5,1,2022,PRISCILLA DUNN
PRISCILLA YOTHER,PRISCILLA YOTHER,36712.18,27,1,2022,PRISCILLA YOTHER
PRONCEY ROBERTSON,PRONCEY ROBERTSON,131266.24,36,1,2022,PRONCEY ROBERTSON
RACHEAL WAGNER,RACHEAL WAGNER,1130.0,10,1,2022,RACHEAL WAGNER
RALPH HOWARD,RALPH HOWARD,29316.99,21,1,2022,RALPH HOWARD
RAMON SAMANIEGO,RAMON SAMANIEGO,17780.87,19,1,2022,RAMON SAMANIEGO
RANDALL ANDERSON,RANDALL ANDERSON,6822.0,6,1,2022,RANDALL ANDERSON
RANDALL DUEITT,RANDALL DUEITT,1303.5,1,1,2022,RANDALL DUEITT
RANDALL HARMON,RANDALL HARMON,2800.0,2,1,2022,RANDALL HARMON
RANDALL JACKSON,RANDALL JACKSON,3251.28,16,1,2022,RANDALL JACKSON
RANDALL LOUALLEN,RANDALL LOUALLEN,2046.38,12,1,2022,RANDALL LOUALLEN
RANDALL SHEDD,RANDALL SHEDD,44565.63,60,1,2022,RANDALL SHEDD
RANDY KING,RANDY KING,8808.74,13,1,2022,RANDY KING
RANDY PRICE,RANDY PRICE,276956.06,233,1,2022,RANDY PRICE
RANDY TURNER,RANDY TURNER,5759.7,10,1,2022,RANDY TURNER
RANDY VEST,RANDY VEST,25959.760000000002,31,1,2022,RANDY VEST
RANDY WOOD,RANDY WOOD,15691.01,43,1,2022,RANDY WOOD
RAY LONG,RAY LONG,2149.5,1,1,2022,RAY LONG
RAY MARTIN,RAY MARTIN,3069.79,5,1,2022,RAY MARTIN
RAY TOMPKINS,RAY TOMPKINS,158903.13999999998,90,1,2022,RAY TOMPKINS
RAYMOND JONES,RAYMOND JONES,3354.5,10,1,2022,RAYMOND JONES
RAYMOND RODGERS,RAYMOND RODGERS,621.5,1,1,2022,RAYMOND RODGERS
REBECCA BEKI FERGUSON,REBECCA (BEKI) FERGUSON,0.0,2,1,2022,REBECCA BEKI FERGUSON
REGINALD JETER,REGINALD JETER,10894.1,25,1,2022,REGINALD JETER
REGINALD PULLIAM,REGINALD PULLIAM,0.0,12,1,2022,REGINALD PULLIAM
REX DAVIS,REX DAVIS,1669.2,2,1,2022,REX DAVIS
REX REYNOLDS,REX REYNOLDS,13554.55,41,1,2022,REX REYNOLDS
RHETT MARQUES,RHETT MARQUES,66482.98,23,1,2022,RHETT MARQUES
RICH WINGO,RICH WINGO,1300.0,2,1,2022,RICH WINGO
RICHARD BARNETT,RICHARD BARNETT,4291.6,7,1,2022,RICHARD BARNETT
RICHARD BATES,RICHARD BATES,1350.0,4,1,2022,RICHARD BATES
RICHARD BAUGHN,RICHARD BAUGHN,1330.51,20,1,2022,RICHARD BAUGHN
RICHARD BRACKNER,RICHARD BRACKNER,14659.99,75,1,2022,RICHARD BRACKNER
RICHARD CARTER,RICHARD CARTER,17081.4,51,1,2022,RICHARD CARTER
RICHARD CHANCEY,RICHARD CHANCEY,2598.8599999999997,18,1,2022,RICHARD CHANCEY
RICHARD CROSS,RICHARD CROSS,26470.52,19,1,2022,RICHARD CROSS
RICHARD DENNIS,RICHARD DENNIS,15.0,3,1,2022,RICHARD DENNIS
RICHARD HAMMETT,RICHARD HAMMETT,44728.86,68,1,2022,RICHARD HAMMETT
RICHARD LAGRAND,RICHARD LAGRAND,32349.62,81,1,2022,RICHARD LAGRAND
RICHARD MINOR,RICHARD MINOR,702.0,3,1,2022,RICHARD MINOR
RICHARD PATE,RICHARD PATE,104740.14,11,1,2022,RICHARD PATE
RICHARD PRICE,RICHARD PRICE,5026.22,32,1,2022,RICHARD PRICE
RICHARD REHM,RICHARD REHM,26257.8,15,1,2022,RICHARD REHM
RICHARD ROUCO,RICHARD ROUCO,76551.84,40,1,2022,RICHARD ROUCO
RICHARD STOUT,RICHARD STOUT,19238.47,51,1,2022,RICHARD STOUT
RICHARD STRINGER,RICHARD STRINGER,1225.9,10,1,2022,RICHARD STRINGER
RICHARD TALLEY,RICHARD TALLEY,14568.060000000001,33,1,2022,RICHARD TALLEY
RICKEY ALLEN,RICKEY ALLEN,1200.0,2,1,2022,RICKEY ALLEN
RICKY HARCROW,RICKY HARCROW,1200.96,1,1,2022,RICKY HARCROW
RICKY HERRING,RICKY HERRING,14545.85,17,1,2022,RICKY HERRING
RITA NETTLES,RITA NETTLES,2378.56,38,1,2022,RITA NETTLES
RITCHIE WHORTON,RITCHIE WHORTON,27862.93,16,1,2022,RITCHIE WHORTON
ROB ROBERTSON,ROB ROBERTSON,4321.14,45,1,2022,ROB ROBERTSON
ROBBIE AUTERY,ROBBIE AUTERY,15240.49,22,1,2022,ROBBIE AUTERY
ROBERT ALSTON,ROBERT ALSTON,27304.1,55,1,2022,ROBERT ALSTON
ROBERT BROUSSARD,ROBERT BROUSSARD,2800.0,2,1,2022,ROBERT BROUSSARD
ROBERT BRYANT,ROBERT BRYANT,11360.0,9,1,2022,ROBERT BRYANT
ROBERT BURDETTE,ROBERT BURDETTE,676680.07,663,1,2022,ROBERT BURDETTE
ROBERT BYRD,ROBERT BYRD,63703.24,22,1,2022,ROBERT BYRD
ROBERT CROCKER,ROBERT CROCKER,79214.3,123,1,2022,ROBERT CROCKER
ROBERT FINCHER,ROBERT FINCHER,5529.12,17,1,2022,ROBERT FINCHER
ROBERT HAM,ROBERT HAM,14300.0,3,1,2022,ROBERT HAM
ROBERT HENDERSON,ROBERT HENDERSON,1079.12,1,1,2022,ROBERT HENDERSON
ROBERT INGRAM,ROBERT INGRAM,17204.12,12,1,2022,ROBERT INGRAM
ROBERT MCCOLLUM,ROBERT MCCOLLUM,42560.0,26,1,2022,ROBERT MCCOLLUM
ROBERT PREACHERS,ROBERT PREACHERS,12502.84,38,2,2022,ROBERT PREACHERS
ROBERT ROBBIE GARGIS,ROBERT (ROBBIE) GARGIS,6691.48,4,1,2022,ROBERT ROBBIE GARGIS
ROBERT STEWART,ROBERT STEWART,218789.6,283,1,2022,ROBERT STEWART
ROBERT TURNER,ROBERT TURNER,22889.78,87,1,2022,ROBERT TURNER
ROBERT WEBB,ROBERT WEBB,5150.0,6,1,2022,ROBERT WEBB
ROBERT WILTERS,ROBERT WILTERS,13395.73,20,1,2022,ROBERT WILTERS
ROBIN LITAKER,ROBIN LITAKER,156647.39,50,2,2022,ROBIN LITAKER
ROCHELLE MALONE,ROCHELLE MALONE,9645.46,43,1,2022,ROCHELLE MALONE
RODERICK SCOTT,RODERICK SCOTT,88123.77,141,1,2022,RODERICK SCOTT
RODGER SMITHERMAN,RODGER SMITHERMAN,60620.37,125,1,2022,RODGER SMITHERMAN
RODNEY HUNTLEY,RODNEY HUNTLEY,3367.9,13,1,2022,RODNEY HUNTLEY
RODNEY LUCAS,RODNEY LUCAS,3685.06,21,1,2022,RODNEY LUCAS
RODNEY PETTUS,RODNEY PETTUS,2047.65,4,1,2022,RODNEY PETTUS
ROGER DEMPSEY,ROGER DEMPSEY,511.76,8,1,2022,ROGER DEMPSEY
ROGER MORRISON,ROGER MORRISON,22648.12,31,1,2022,ROGER MORRISON
ROGER NICHOLS,ROGER NICHOLS,2585.0,7,1,2022,ROGER NICHOLS
ROLANDA HOLLIS,ROLANDA HOLLIS,48450.47,31,1,2022,ROLANDA HOLLIS
ROLANDA KIRBY,ROLANDA KIRBY,1559.31,7,1,2022,ROLANDA KIRBY
RON ABERNATHY,RON ABERNATHY,5882.0,12,1,2022,RONALD ABERNATHY
RONALD ADAMS,RONALD ADAMS,19735.53,41,1,2022,RONALD ADAMS
RONALD BOLTON,RONALD BOLTON,92635.45,53,1,2022,RONALD BOLTON
RONALD PINSON,RONALD PINSON,10272.84,47,1,2022,RONALD PINSON
RONALD PUCKETT,RONALD PUCKETT,4161.5,4,1,2022,RONALD PUCKETT
RONALD SAFERITE,RONALD SAFERITE,3764.31,9,1,2022,RONALD SAFERITE
RONALD SMITH,RONALD SMITH,615.0,5,1,2022,RONALD SMITH
RONALD WHITE,RONALD WHITE,877.2,3,1,2022,RONALD WHITE
RONDA WALKER,RONDA WALKER,1345.08,10,1,2022,RONDA WALKER
RONNIE JOINER,RONNIE JOINER,620.04,2,1,2022,RONNIE JOINER
ROSHANDA SUMMERVILLE,ROSHANDA SUMMERVILLE,750.0,3,1,2022,ROSHANDA SUMMERVILLE
ROSLANA GRAY,ROSLANA GRAY,-2.842170943040401e-14,6,1,2022,ROSLANA GRAY
ROY ANDERSON,ROY ANDERSON,3800.0,3,1,2022,ROY ANDERSON
RUSSELL BEDSOLE,RUSSELL BEDSOLE,55240.53,24,1,2022,RUSSELL BEDSOLE
RUSSELL COURSON,RUSSELL COURSON,2808.2,4,1,2022,RUSSELL COURSON
RUSSELL THOMAS,RUSSELL THOMAS,1100.0,1,1,2022,RUSSELL THOMAS
RUSSELL WEST,RUSSELL WEST,30000.0,3,1,2022,RUSSELL WEST
RUSTON JACKSLAND,RUSTON JACKSLAND,19.5,10,1,2022,RUSTON JACKSLAND
RUTGER HYCHE,RUTGER HYCHE,200.0,1,1,2022,RUTGER HYCHE
RUTH PAGE NELSON,RUTH PAGE-NELSON,7762.83,103,1,2022,RUTH PAGE NELSON
RUTH ROBINSON,RUTH ROBINSON,22227.33,58,1,2022,RUTH ROBINSON
SAHID BAHAKEL,SAHID BAHAKEL,30169.649999999998,12,1,2022,SAHID BAHAKEL
SAM GIVHAN,SAM GIVHAN,175694.68,34,1,2022,SAMUEL GIVHAN
SAMUEL ADAMS,SAMUEL ADAMS,15026.33,83,1,2022,SAMUEL ADAMS
SAMUEL BENTLEY,SAMUEL BENTLEY,387.38,1,1,2022,SAMUEL BENTLEY
SAMUEL JONES,SAMUEL JONES,85904.8,191,1,2022,SAMUEL JONES
SAMUEL JUNKIN,SAMUEL JUNKIN,2800.01,4,1,2022,SAMUEL JUNKIN
SAMUEL KING,SAMUEL KING,4309.98,9,1,2022,SAMUEL KING
SAMUEL LAMBERT,SAMUEL LAMBERT,9978.369999999999,32,1,2022,SAMUEL LAMBERT
SAMUEL PIPES,SAMUEL PIPES,321.29,10,1,2022,SAMUEL PIPES
SAMUEL POWELL,SAMUEL POWELL,4512.1,8,1,2022,SAMUEL POWELL
SARAH STEWART,SARAH STEWART,2550.0,3,1,2022,SARAH STEWART
SAWANDA WILSON,SAWANDA WILSON,1483.8700000000001,8,1,2022,SAWANDA WILSON
SCOTT HARTLEY,SCOTT HARTLEY,149.0,2,1,2022,SCOTT HARTLEY
SCOTT LLOYD,SCOTT LLOYD,2148.05,2,1,2022,SCOTT LLOYD
SCOTT MARTIN,SCOTT MARTIN,4995.650000000001,11,1,2022,SCOTT MARTIN
SCOTT SLATTON,SCOTT SLATTON,2800.0,3,1,2022,SCOTT SLATTON
SCOTT STADTHAGEN,SCOTT STADTHAGEN,18480.46,27,1,2022,SCOTT STADTHAGEN
SCOTT TAYLOR,SCOTT TAYLOR,9542.630000000001,9,1,2022,SCOTT TAYLOR
SEBRINA MARTIN,SEBRINA MARTIN,65060.61,85,1,2022,SEBRINA MARTIN
SETH BROOKS,SETH BROOKS,131375.28,32,1,2022,SETH BROOKS
SHANE STRINGER,SHANE STRINGER,14076.49,19,1,2022,SHANE STRINGER
SHANNON OLIVER,SHANNON OLIVER,3716.06,10,1,2022,SHANNON OLIVER
SHANNON PAGE,SHANNON PAGE,5300.0,4,1,2022,SHANNON PAGE
SHATIKA ARMSTRONG,SHATIKA ARMSTRONG,20033.73,199,1,2022,SHATIKA ARMSTRONG
SHAUN GOLDEN,SHAUN GOLDEN,6480.02,8,1,2022,SHAUN GOLDEN
SHAUN MONTGOMERY,SHAUN MONTGOMERY,2018.03,11,1,2022,SHAUN MONTGOMERY
SHAY SHELNUTT,SHAY SHELNUTT,117154.17,112,1,2022,SHAY SHELNUTT
SHEILA BANISTER,SHEILA BANISTER,17905.98,31,1,2022,SHEILA BANISTER
SHEILA TYSON,SHEILA TYSON,91395.95,95,1,2022,SHEILA TYSON
SHERRI REESE,SHERRI REESE,10254.82,21,1,2022,SHERRI REESE
SHERRY DIGMON,SHERRY DIGMON,2780.67,9,1,2022,SHERRY DIGMON
SHERYL SCALES,SHERYL SCALES,492.1,9,1,2022,SHERYL SCALES
SONYA STINSON,SONYA STINSON,290.8,1,1,2022,SONYA STINSON
STACY GEORGE,STACY GEORGE,6193.46,82,1,2022,STACY GEORGE
STALLION SASSER,STALLION SASSER,1117.24,5,1,2022,STALLION SASSER
STAN COOKE,STAN COOKE,119053.63,32,1,2022,STAN COOKE
STANLEY ACKER,STANLEY ACKER,250.0,1,1,2022,STANLEY ACKER
