finance_name_norm,finance_name,candidate_expenditures,expenditure_transactions,committee_count,cycle,finance_canonical
MARY SCOTT HUNTER,MARY SCOTT HUNTER,180530.99,131,1,2014,MARY SCOTT HUNTER
MARY WINDOM,MARY WINDOM,156504.21,15,1,2014,MARY WINDOM
MATTHEW FRIDY,MATTHEW FRIDY,98828.96,190,1,2014,MATTHEW FRIDY
MATTHEW MASSEY,MATTHEW MASSEY,34306.0,91,1,2014,MATTHEW MASSEY
MAX MICHAEL,MAX MICHAEL,85810.0,57,1,2014,MAX MICHAEL
MELINDA MCCLENDON,MELINDA MCCLENDON,325709.17,140,1,2014,MELINDA MCCLENDON
MELODY WALKER,MELODY WALKER,14343.71,73,1,2014,MELODY WALKER
MELVIN HASTING,MELVIN HASTING,29893.08,22,1,2014,MELVIN HASTING
MEREDITH PETERS,MEREDITH PETERS,19520.0,59,1,2014,MEREDITH PETERS
MERIKA COLEMAN,MERIKA COLEMAN,52747.12,103,1,2014,MERIKA COLEMAN
MICHAEL ALMOND,MICHAEL ALMOND,24.0,1,1,2014,MICHAEL ALMOND
MICHAEL G GRAFFEO,MICHAEL G GRAFFEO,5858.76,39,1,2014,MICHAEL G GRAFFEO
MICHAEL GLADDEN,MICHAEL GLADDEN,42398.27,144,1,2014,MICHAEL GLADDEN
MICHAEL HUBBARD,MICHAEL HUBBARD,1233935.72,332,1,2014,MICHAEL HUBBARD
MICHAEL HUTCHINS,MICHAEL HUTCHINS,10823.91,29,1,2014,MICHAEL HUTCHINS
MICHAEL JOHNSON,MICHAEL JOHNSON,16740.09,57,1,2014,MICHAEL JOHNSON
MICHAEL JONES,MICHAEL JONES,26172.6,68,1,2014,MICHAEL JONES
MICHAEL MILLICAN,MICHAEL MILLICAN,73908.28,102,1,2014,MICHAEL MILLICAN
MICHAEL WILLIAMS,MICHAEL WILLIAMS,1244.8,3,1,2014,MICHAEL WILLIAMS
MICHELLE THOMASON,MICHELLE THOMASON,56631.31,85,1,2014,MICHELLE THOMASON
MICKY HAMMON,MICKY HAMMON,1310.35,2,1,2014,MICKY HAMMON
MIKE BALL,MIKE BALL,13784.18,68,1,2014,MICHAEL BALL
MIKE CURTIS,MIKE CURTIS,53541.35,226,1,2014,MICHAEL CURTIS
MIKE FELLOWS,MIKE FELLOWS,215.89,1,1,2014,MICHAEL FELLOWS
MIKE HILL,MIKE HILL,49369.04,83,1,2014,MICHAEL HILL
MIKE HOLMES,MIKE HOLMES,22704.42,54,1,2014,MICHAEL HOLMES
MIRANDA JOSEPH,MIRANDA JOSEPH,14794.79,58,1,2014,MIRANDA JOSEPH
MIRANDA SCHRUBBE,MIRANDA SCHRUBBE,5994.61,18,1,2014,MIRANDA SCHRUBBE
MITCHELL FLOYD,MITCHELL FLOYD,575.0,7,1,2014,MITCHELL FLOYD
MITCHELL HOWIE,MITCHELL HOWIE,1366.52,2,1,2014,MITCHELL HOWIE
MONICA SWIGER,MONICA SWIGER,1823.5,4,1,2014,MONICA SWIGER
MORRIS CUMMINGS,MORRIS CUMMINGS,2246.7799999999997,10,1,2014,MORRIS CUMMINGS
NAPOLEON BRACY,NAPOLEON BRACY,129972.6,216,1,2014,NAPOLEON BRACY
NATHAN DAVIS,NATHAN DAVIS,1928.92,1,1,2014,NATHAN DAVIS
NATHANIEL LEDBETTER,NATHANIEL LEDBETTER,208726.36,196,1,2014,NATHANIEL LEDBETTER
OLIVER LONG,OLIVER LONG,2035.4,4,1,2014,OLIVER LONG
OLIVER ROBINSON,OLIVER ROBINSON,65822.0,53,1,2014,OLIVER ROBINSON
ORLANDO WHITEHEAD,ORLANDO WHITEHEAD,12263.6,88,1,2014,ORLANDO WHITEHEAD
OTIS PATTERSON,OTIS PATTERSON,10675.54,46,1,2014,OTIS PATTERSON
PAMELA BLACKMORE JENKINS,PAMELA BLACKMORE-JENKINS,7689.84,99,1,2014,PAMELA BLACKMORE JENKINS
PAMELA CASEY,PAMELA CASEY,14.8,1,1,2014,PAMELA CASEY
PARKER GRIFFITH,PARKER GRIFFITH,1159248.08,84,1,2014,PARKER GRIFFITH
PATRICIA MCGRIFF,PATRICIA MCGRIFF,41454.9,104,1,2014,PATRICIA MCGRIFF
PATRICIA TODD,PATRICIA TODD,85538.74,95,1,2014,PATRICIA TODD
PATRICK BALLARD,PATRICK BALLARD,150315.6,545,1,2014,PATRICK BALLARD
PATRICK PINKSTON,PATRICK PINKSTON,53250.06,65,1,2014,PATRICK PINKSTON
PATRICK SELLERS,PATRICK SELLERS,9273.22,52,1,2014,PATRICK SELLERS
PAUL BECKMAN,PAUL BECKMAN,23486.91,30,1,2014,PAUL BECKMAN
PAUL BUSSMAN,PAUL BUSSMAN,306800.0,116,1,2014,PAUL BUSSMAN
PAUL DEMARCO,PAUL DEMARCO,557.0,3,1,2014,PAUL DEMARCO
PAUL GARNER,PAUL GARNER,378478.74,57,1,2014,PAUL GARNER
PAUL LEE,PAUL LEE,11739.33,32,1,2014,PAUL LEE
PAUL SANFORD,PAUL SANFORD,190401.8,351,1,2014,PAUL SANFORD
PEBBLIN WARREN,PEBBLIN WARREN,8928.810000000001,37,1,2014,PEBBLIN WARREN
PEGGY MILLER LACHER,PEGGY MILLER LACHER,46707.99,87,1,2014,PEGGY MILLER LACHER
PERRYN CARROLL,PERRYN CARROLL,159274.03,538,1,2014,PERRYN CARROLL
PHIL RIDDICK,PHIL RIDDICK,175.0,2,1,2014,PHIL RIDDICK
PHIL WILLIAMS,PHIL WILLIAMS,4133.52,5,1,2014,PHIL WILLIAMS
PHILLIP ANDREWS,PHILLIP ANDREWS,15880.86,104,1,2014,PHILLIP ANDREWS
PHILLIP BROWN,PHILLIP BROWN,3701.22,16,1,2014,PHILLIP BROWN
PHILLIP MCGLAUGHN,PHILLIP MCGLAUGHN,7592.84,40,1,2014,PHILLIP MCGLAUGHN
PHILLIP PETTUS,PHILLIP PETTUS,19368.35,174,1,2014,PHILLIP PETTUS
PHILLIP WILLIAMS,PHILLIP WILLIAMS,607514.16,262,1,2014,PHILLIP WILLIAMS
PRISCILLA DUNN,PRISCILLA DUNN,52267.18,75,1,2014,PRISCILLA DUNN
QUINTON ROSS,QUINTON ROSS,54637.71,212,1,2014,QUINTON ROSS
RALPH CARMICHAEL,RALPH CARMICHAEL,2539.02,11,1,2014,RALPH CARMICHAEL
RALPH HOWARD,RALPH HOWARD,78539.9,28,1,2014,RALPH HOWARD
RANDAL CAVNAR,RANDAL CAVNAR,30025.22,49,1,2014,RANDAL CAVNAR
RANDALL RANDY DAVIS,RANDALL (RANDY) DAVIS,15096.52,78,1,2014,RANDALL RANDY DAVIS
RANDALL SHEDD,RANDALL SHEDD,12348.91,79,1,2014,RANDALL SHEDD
RANDY HESTER,RANDY HESTER,0.0,12,1,2014,RANDY HESTER
RANDY PRICE,RANDY PRICE,121573.54000000001,104,1,2014,RANDY PRICE
RANDY VEST,RANDY VEST,29593.59,57,1,2014,RANDY VEST
RANDY WOOD,RANDY WOOD,15487.02,66,1,2014,RANDY WOOD
RAY BRYAN,RAY BRYAN,5504.12,7,1,2014,RAY BRYAN
REESE MCKINNEY,REESE MCKINNEY,379763.96,67,1,2014,REESE MCKINNEY
REGINA MCDONALD,REGINA MCDONALD,3657.7799999999997,21,1,2014,REGINA MCDONALD
REX CHEATHAM,REX CHEATHAM,96098.7,45,1,2014,REX CHEATHAM
RICH WINGO,RICH WINGO,58059.78,42,1,2014,RICH WINGO
RICHARD BAUGHN,RICHARD BAUGHN,128764.05,78,1,2014,RICHARD BAUGHN
RICHARD COATES,RICHARD COATES,34332.07,88,1,2014,RICHARD COATES
RICHARD COCHRAN,RICHARD COCHRAN,13335.0,41,1,2014,RICHARD COCHRAN
RICHARD LINDSEY,RICHARD LINDSEY,125059.08,108,1,2014,RICHARD LINDSEY
RICK NEEDHAM,RICK NEEDHAM,31656.06,105,1,2014,RICK NEEDHAM
RITCHIE WHORTON,RITCHIE WHORTON,81360.91,25,1,2014,RITCHIE WHORTON
ROBERT BAILEY,ROBERT BAILEY,14157.61,37,1,2014,ROBERT BAILEY
ROBERT BASS,ROBERT BASS,906.28,9,1,2014,ROBERT BASS
ROBERT BENTLEY,ROBERT BENTLEY,6096415.95,632,1,2014,ROBERT BENTLEY
ROBERT BROUSSARD,ROBERT BROUSSARD,2537.69,9,1,2014,ROBERT BROUSSARD
ROBERT FINCHER,ROBERT FINCHER,87148.92,106,1,2014,ROBERT FINCHER
ROBERT GREEN,ROBERT GREEN,5150.0,31,1,2014,ROBERT GREEN
ROBERT INGRAM,ROBERT INGRAM,27789.81,43,1,2014,ROBERT INGRAM
ROBERT MCKAY,ROBERT MCKAY,20738.43,63,1,2014,ROBERT MCKAY
ROBERT MINOR,ROBERT MINOR,2378.98,2,1,2014,ROBERT MINOR
ROBERT WEBB,ROBERT WEBB,50.0,1,1,2014,ROBERT WEBB
RODERICK SCOTT,RODERICK SCOTT,111842.84,207,1,2014,RODERICK SCOTT
RODGER PETERSON,RODGER PETERSON,20461.96,47,1,2014,RODGER PETERSON
RODGER SMITHERMAN,RODGER SMITHERMAN,53096.04,121,1,2014,RODGER SMITHERMAN
ROGER BEDFORD,ROGER BEDFORD,714042.38,872,1,2014,ROGER BEDFORD
RON ABERNATHY,RON ABERNATHY,99712.09,47,1,2014,RONALD ABERNATHY
RON CRUMPTON,RON CRUMPTON,6034.09,80,1,2014,RONALD CRUMPTON
RONALD JOHNSON,RONALD JOHNSON,27406.46,90,1,2014,RONALD JOHNSON
RONNIE REED,RONNIE REED,2744.4399999999996,6,1,2014,RONNIE REED
ROY JACKSON,ROY JACKSON,7333.610000000001,17,1,2014,ROY JACKSON
S BAHAKEL,S. BAHAKEL,9067.77,12,1,2014,S BAHAKEL
SAMUEL COCHRAN,SAMUEL COCHRAN,54264.7,33,1,2014,SAMUEL COCHRAN
SAMUEL HARPER,SAMUEL HARPER,108291.84,298,1,2014,SAMUEL HARPER
SARAH STEWART,SARAH STEWART,749.14,8,1,2014,SARAH STEWART
SCHUYLER RICHARDSON,SCHUYLER RICHARDSON,4235.1,6,1,2014,SCHUYLER RICHARDSON
SCOTT BEASON,SCOTT BEASON,15124.07,55,1,2014,SCOTT BEASON
SCOTT TAYLOR,SCOTT TAYLOR,51.0,1,1,2014,SCOTT TAYLOR
SHADRACK MCGILL,SHADRACK MCGILL,3347.0499999999997,39,2,2014,SHADRACK MCGILL
SHANTA OWENS,SHANTA OWENS,72180.91,82,1,2014,SHANTA OWENS
SHARON MAXWELL,SHARON MAXWELL,37081.14,90,1,2014,SHARON MAXWELL
SHAY SHELNUTT,SHAY SHELNUTT,346697.65,72,1,2014,SHAY SHELNUTT
SHERI CARVER,SHERI CARVER,17444.79,78,1,2014,SHERI CARVER
SHIRLEY SCOTT HARRIS,SHIRLEY SCOTT-HARRIS,12782.46,26,1,2014,SHIRLEY SCOTT HARRIS
SLADE BLACKWELL,SLADE BLACKWELL,229557.03,65,1,2014,SLADE BLACKWELL
SONYA PATTERSON,SONYA PATTERSON,12711.35,107,1,2014,SONYA PATTERSON
STACY GEORGE,STACY GEORGE,4006.7999999999997,39,1,2014,STACY GEORGE
STANLEY COOKE,STANLEY COOKE,434775.12,74,1,2014,STANLEY COOKE
STANLEY HILL,STANLEY HILL,9690.76,75,1,2014,STANLEY HILL
STEPHANIE ENGLE,STEPHANIE ENGLE,1399.48,6,1,2014,STEPHANIE ENGLE
STEPHEN CARR,STEPHEN CARR,1134.06,9,1,2014,STEPHEN CARR
STEPHEN FRENCH,STEPHEN FRENCH,193098.13,41,1,2014,STEPHEN FRENCH
STEPHEN MCMILLAN,STEPHEN MCMILLAN,8732.39,33,1,2014,STEPHEN MCMILLAN
STEPHEN SEXTON,STEPHEN SEXTON,40517.56,82,1,2014,STEPHEN SEXTON
STEPHEN STEVE HURST,STEPHEN (STEVE) HURST,101115.34,155,1,2014,STEPHEN STEVE HURST
STERLING STATOM,STERLING STATOM,4746.0,8,1,2014,STERLING STATOM
STEVE CLOUSE,STEVE CLOUSE,128099.33,129,1,2014,STEVE CLOUSE
STEVE DEAN,STEVE DEAN,142277.26,52,1,2014,STEVE DEAN
STEVE FLOWERS,STEVE FLOWERS,298165.48,35,1,2014,STEVE FLOWERS
STEVE LIVINGSTON,STEVE LIVINGSTON,350952.44,86,1,2014,STEVE LIVINGSTON
STEVE SMALL,STEVE SMALL,9716.0,33,1,2014,STEVE SMALL
STEVEN GUEDE,STEVEN GUEDE,63886.73,274,1,2014,STEVEN GUEDE
STEVEN PERRYMAN,STEVEN PERRYMAN,100.0,1,1,2014,STEVEN PERRYMAN
STEVEN WHITMIRE,STEVEN WHITMIRE,2378.97,1,1,2014,STEVEN WHITMIRE
SUSAN HIGHTOWER,SUSAN HIGHTOWER,3361.63,9,1,2014,SUSAN HIGHTOWER
SUSAN SMITH,SUSAN SMITH,157911.08,100,1,2014,SUSAN SMITH
SUZANNE CHILDERS,SUZANNE CHILDERS,16417.88,35,1,2014,SUZANNE CHILDERS
SUZELLE JOSEY,SUZELLE JOSEY,20108.47,149,1,2014,SUZELLE JOSEY
TAMMY IRONS,TAMMY IRONS,30017.56,2,1,2014,TAMMY IRONS
TAMMY MONTGOMERY,TAMMY MONTGOMERY,2378.97,1,1,2014,TAMMY MONTGOMERY
TANYA ROBERTS,TANYA ROBERTS,7118.46,42,1,2014,TANYA ROBERTS
TEDDY FAUST,TEDDY FAUST,10001.76,59,1,2014,TEDDY FAUST
TERRI COLLINS,TERRI COLLINS,181697.38,108,1,2014,TERRI COLLINS
TERRY DUNN,TERRY DUNN,37657.79,73,1,2014,TERRY DUNN
TERRY HENDRIX,TERRY HENDRIX,0.0,20,1,2014,TERRY HENDRIX
TERRY MCGEE,TERRY MCGEE,8668.99,46,1,2014,TERRY MCGEE
THAD MCCLAMMY,THAD MCCLAMMY,135811.09,239,1,2014,THAD MCCLAMMY
THEODORE COPLAND,THEODORE COPLAND,11679.45,22,1,2014,THEODORE COPLAND
THOMAS ACTION JACKSON,THOMAS ACTION JACKSON,15919.63,27,1,2014,THOMAS ACTION JACKSON
THOMAS FARMER,THOMAS FARMER,4326.96,12,1,2014,THOMAS FARMER
THOMAS MOORE,THOMAS MOORE,21030.8,67,1,2014,THOMAS MOORE
THOMAS SLOAN,THOMAS SLOAN,3915.48,9,1,2014,THOMAS SLOAN
THOMAS WHALEY,THOMAS WHALEY,50420.42,214,1,2014,THOMAS WHALEY
TIJUANNA ADETUNJI,TIJUANNA ADETUNJI,27452.13,85,1,2014,TIJUANNA ADETUNJI
TILLMAN PUGH,TILLMAN PUGH,11922.4,39,1,2014,TILLMAN PUGH
TIM SPRAYBERRY,TIM SPRAYBERRY,26034.75,89,1,2014,TIM SPRAYBERRY
TIM WADSWORTH,TIM WADSWORTH,52971.76,48,1,2014,TIM WADSWORTH
TIMOTHY MELSON,TIMOTHY MELSON,450165.93,303,1,2014,TIMOTHY MELSON
TIMOTHY ROPER,TIMOTHY ROPER,6402.54,8,1,2014,TIMOTHY ROPER
TODD GREESON,TODD GREESON,172103.22,219,1,2014,TODD GREESON
TOM WHATLEY,TOM WHATLEY,694072.11,455,1,2014,THOMAS WHATLEY
TOMMY BRYAN,TOMMY BRYAN,3400.77,19,1,2014,TOMMY BRYAN
TONTA DRAPER,TONTA DRAPER,1800.0,10,1,2014,TONTA DRAPER
TRACY HAWSEY,TRACY HAWSEY,1850.0,17,1,2014,TRACY HAWSEY
TRAVIS COLQUETT,TRAVIS COLQUETT,663.48,2,1,2014,TRAVIS COLQUETT
TRIP PITTMAN,TRIP PITTMAN,72066.49,32,1,2014,TRIP PITTMAN
VICTOR GASTON,VICTOR GASTON,12474.67,43,1,2014,VICTOR GASTON
VICTOR POOLE,VICTOR POOLE,195781.58,212,1,2014,VICTOR POOLE
VIVIAN FIGURES,VIVIAN FIGURES,70052.57,169,1,2014,VIVIAN FIGURES
VJ FORD,VJ FORD,2307.66,9,1,2014,VJ FORD
WALTER HEMBREE,WALTER HEMBREE,122602.4,132,1,2014,WALTER HEMBREE
WALTON HICKMAN,WALTON HICKMAN,25933.06,71,1,2014,WALTON HICKMAN
WARREN SARRELL,WARREN SARRELL,12419.35,26,1,2014,WARREN SARRELL
WAYNE BIGGS,WAYNE BIGGS,19512.03,47,1,2014,WAYNE BIGGS
WAYNE JOHNSON,WAYNE JOHNSON,130446.97,31,1,2014,WAYNE JOHNSON
WESLEY HODGES,WESLEY HODGES,5942.6900000000005,130,1,2014,WESLEY HODGES
WESLEY MOBLEY,WESLEY MOBLEY,21709.69,85,1,2014,WESLEY MOBLEY
WILLIAM AINSWORTH,WILLIAM AINSWORTH,331338.36,132,1,2014,WILLIAM AINSWORTH
WILLIAM BARNES,WILLIAM BARNES,4791.1900000000005,28,1,2014,WILLIAM BARNES
WILLIAM BEASLEY,WILLIAM BEASLEY,152059.19999999998,116,1,2014,WILLIAM BEASLEY
WILLIAM BURNS,WILLIAM BURNS,38749.22,40,1,2014,WILLIAM BURNS
WILLIAM C BILL THOMPSON,"WILLIAM C. ""BILL"" THOMPSON",36477.86,86,1,2014,WILLIAM C BILL THOMPSON
WILLIAM DONALDSON,WILLIAM DONALDSON,13198.1,40,1,2014,WILLIAM DONALDSON
WILLIAM GARNER,WILLIAM GARNER,2378.98,2,1,2014,WILLIAM GARNER
WILLIAM GRIMSLEY,WILLIAM GRIMSLEY,54469.56,127,1,2014,WILLIAM GRIMSLEY
WILLIAM HARRIS,WILLIAM HARRIS,4978.52,28,1,2014,WILLIAM HARRIS
WILLIAM HENRY,WILLIAM HENRY,169772.35,139,1,2014,WILLIAM HENRY
WILLIAM HOLTZCLAW,WILLIAM HOLTZCLAW,180865.17,35,1,2014,WILLIAM HOLTZCLAW
WILLIAM LAWLEY,WILLIAM LAWLEY,23367.38,16,1,2014,WILLIAM LAWLEY
WILLIAM MOORE,WILLIAM MOORE,313464.73,231,1,2014,WILLIAM MOORE
WILLIAM PEACOCK,WILLIAM PEACOCK,11206.52,45,1,2014,WILLIAM PEACOCK
WILLIAM POOLE,WILLIAM POOLE,35051.71,37,1,2014,WILLIAM POOLE
WILLIAM ROBERTS,WILLIAM ROBERTS,137590.45,198,1,2014,WILLIAM ROBERTS
WILLIAM SHASHY,WILLIAM SHASHY,2950.51,30,1,2014,WILLIAM SHASHY
WILLIAM STEWART,WILLIAM STEWART,1172843.16,219,1,2014,WILLIAM STEWART
WILLIAM STRICKLEND,WILLIAM STRICKLEND,6297.11,30,1,2014,WILLIAM STRICKLEND
WILLIAM WHORTON,WILLIAM WHORTON,35831.07,45,1,2014,WILLIAM WHORTON
WILLIE CASEY,WILLIE CASEY,720.76,9,1,2014,WILLIE CASEY
WILSON ROWELL,WILSON ROWELL,4717.51,21,1,2014,WILSON ROWELL
WYNDALL IVEY,WYNDALL IVEY,16071.74,70,1,2014,WYNDALL IVEY
YOUNG BOOZER,YOUNG BOOZER,8852.09,22,1,2014,YOUNG BOOZER
ZACCHAEUS BUCKNER,ZACCHAEUS BUCKNER,4189.66,12,1,2014,ZACCHAEUS BUCKNER
ADAM JORTNER,ADAM JORTNER,20473.13,26,1,2018,ADAM JORTNER
ADAM PARKER,ADAM PARKER,40556.88,26,1,2018,ADAM PARKER
ADLINE CLARKE,ADLINE CLARKE,55546.55,167,1,2018,ADLINE CLARKE
ADRIAN JOHNSON,ADRIAN JOHNSON,36486.13,95,1,2018,ADRIAN JOHNSON
AGNES CHAPPELL,AGNES CHAPPELL,1300.0,2,1,2018,AGNES CHAPPELL
ALAN BAKER,ALAN BAKER,52637.63,156,1,2018,ALAN BAKER
ALAN BOOTHE,ALAN BOOTHE,31811.02,9,1,2018,ALAN BOOTHE
ALAN FURR,ALAN FURR,2670.44,3,1,2018,ALAN FURR
ALAN HARRIS,ALAN HARRIS,658.0,3,1,2018,ALAN HARRIS
ALAN KING,ALAN KING,116439.03,88,1,2018,ALAN KING
ALAN LIPSCOMB,ALAN LIPSCOMB,18204.59,26,1,2018,ALAN LIPSCOMB
ALAN NAUGHER,ALAN NAUGHER,946.0699999999999,12,1,2018,ALAN NAUGHER
ALARIC MAY,ALARIC MAY,52375.93,92,1,2018,ALARIC MAY
ALEX CHANEY,ALEX CHANEY,27850.0,34,1,2018,ALEX CHANEY
ALFORD DEES,ALFORD DEES,14243.0,31,1,2018,ALFORD DEES
ALFORD HARDEN,ALFORD HARDEN,18897.72,42,1,2018,ALFORD HARDEN
ALFRED BOOTH,ALFRED BOOTH,80244.75,65,1,2018,ALFRED BOOTH
ALFRED CARTER,ALFRED CARTER,18995.0,65,1,2018,ALFRED CARTER
ALFREDA SCOTT MEEKS,ALFREDA SCOTT-MEEKS,587.7,2,1,2018,ALFREDA SCOTT MEEKS
ALICE MARTIN,ALICE MARTIN,802650.39,167,2,2018,ALICE MARTIN
ALLEN FARLEY,ALLEN FARLEY,39444.83,109,1,2018,ALLEN FARLEY
ALLEN HENDRICKSON,ALLEN HENDRICKSON,4264.21,32,1,2018,ALLEN HENDRICKSON
ALLEN MAY,ALLEN MAY,2398.9700000000003,2,1,2018,ALLEN MAY
ALLEN MCGEE,ALLEN MCGEE,1400.0,1,1,2018,ALLEN MCGEE
ALLISON DENNING,ALLISON DENNING,69365.77,329,1,2018,ALLISON DENNING
ALONZA ELLIS,ALONZA ELLIS,485.0,6,1,2018,ALONZA ELLIS
ALTON STARLING,ALTON STARLING,25374.98,45,1,2018,ALTON STARLING
ALVIE EAST,ALVIE EAST,5469.1,23,1,2018,ALVIE EAST
ALVIN HOLMES,ALVIN HOLMES,3455.0,6,1,2018,ALVIN HOLMES
AMANDA DAVIS,AMANDA DAVIS,1457.3600000000001,9,1,2018,AMANDA DAVIS
AMANDA THOMPSON,AMANDA THOMPSON,799.51,23,1,2018,AMANDA THOMPSON
AMBER LADNER,AMBER LADNER,9614.27,23,1,2018,AMBER LADNER
AMBER SELMAN LYNN,AMBER SELMAN-LYNN,11029.63,121,1,2018,AMBER SELMAN LYNN
AMBER SMITH,AMBER SMITH,4004.33,34,1,2018,AMBER SMITH
AMY NEWSOME,AMY NEWSOME,15040.81,28,1,2018,AMY NEWSOME
AMY REEVES,AMY REEVES,6021.68,24,1,2018,AMY REEVES
AMY WASYLUKA,AMY WASYLUKA,42147.09,151,1,2018,AMY WASYLUKA
AMY WILLIFORD,AMY WILLIFORD,4000.0,8,1,2018,AMY WILLIFORD
AMYRTLE WILLIAMS,AMYRTLE WILLIAMS,22137.5,36,1,2018,AMYRTLE WILLIAMS
ANDREA LECROY,ANDREA LECROY,30050.920000000002,54,1,2018,ANDREA LECROY
ANDREA LINDSEY,ANDREA LINDSEY,3514.17,13,1,2018,ANDREA LINDSEY
ANDREW HAIRSTON,ANDREW HAIRSTON,41241.86,106,1,2018,ANDREW HAIRSTON
ANDREW JONES,ANDREW JONES,272009.33,263,1,2018,ANDREW JONES
ANDY COFFEY,ANDY COFFEY,7423.53,39,1,2018,ANDY COFFEY
ANDY HUGHES,ANDY HUGHES,43880.89,82,1,2018,ANDY HUGHES
ANDY STONE,ANDY STONE,0.0,10,1,2018,ANDY STONE
ANDY WHITT,ANDY WHITT,28652.82,24,1,2018,ANDY WHITT
ANGELA BATES,ANGELA BATES,7394.0,3,1,2018,ANGELA BATES
ANGELA GARDNER,ANGELA GARDNER,2777.06,11,1,2018,ANGELA GARDNER
ANGELA SANDERSON,ANGELA SANDERSON,3295.39,12,1,2018,ANGELA SANDERSON
ANGIE ACHTERHOF,ANGIE ACHTERHOF,12018.67,82,1,2018,ANGIE ACHTERHOF
ANGIE JOHNSON,ANGIE JOHNSON,9095.41,64,1,2018,ANGIE JOHNSON
ANITA SCOTT,ANITA SCOTT,1381.97,1,1,2018,ANITA SCOTT
ANNETTE MANNING,ANNETTE MANNING,1381.97,2,1,2018,ANNETTE MANNING
ANNIE ZEIGLER,ANNIE ZEIGLER,940.0,5,1,2018,ANNIE ZEIGLER
ANTHONY DANIELS,ANTHONY DANIELS,103596.07,360,1,2018,ANTHONY DANIELS
ANTHONY RILEY,ANTHONY RILEY,70367.25,31,1,2018,ANTHONY RILEY
ANTHONY TONY HELMS,ANTHONY (TONY) HELMS,11128.99,23,1,2018,ANTHONY TONY HELMS
ANTHONY WHITE,ANTHONY WHITE,2000.0,1,1,2018,ANTHONY WHITE
ANTWON WOMACK,ANTWON WOMACK,703.0,7,1,2018,ANTWON WOMACK
APRIL SLICK,APRIL SLICK,1180.55,9,1,2018,APRIL SLICK
APRIL WEAVER,APRIL WEAVER,111097.37,227,1,2018,APRIL WEAVER
ARLAN BLEVINS,ARLAN BLEVINS,3513.03,17,1,2018,ARLAN BLEVINS
ARLENE EASLEY,ARLENE EASLEY,4923.8,63,1,2018,ARLENE EASLEY
ARNOLD MOONEY,ARNOLD MOONEY,53660.88,209,1,2018,ARNOLD MOONEY
ARTHUR BUSBY,ARTHUR BUSBY,3739.71,40,1,2018,ARTHUR BUSBY
ARTHUR CALVERT,ARTHUR CALVERT,839.1,1,1,2018,ARTHUR CALVERT
ARTHUR CRAWFORD,ARTHUR CRAWFORD,6996.37,10,1,2018,ARTHUR CRAWFORD
ARTHUR DOWDELL,ARTHUR DOWDELL,1375.0,14,1,2018,ARTHUR DOWDELL
ARTHUR ORR,ARTHUR ORR,8722.66,31,1,2018,ARTHUR ORR
ARTHUR ROBERTS,ARTHUR ROBERTS,26355.16,31,1,2018,ARTHUR ROBERTS
ARTHUR SUMBRY,ARTHUR SUMBRY,3813.94,12,1,2018,ARTHUR SUMBRY
ARTHUR TUCKER,ARTHUR TUCKER,19402.45,51,1,2018,ARTHUR TUCKER
ARTIS MCCAMPBELL,ARTIS MCCAMPBELL,22706.7,51,1,2018,ARTIS MCCAMPBELL
ASHLEY RAMSEY,ASHLEY RAMSEY,2147.5,9,1,2018,ASHLEY RAMSEY
ASHLEY RICH,ASHLEY RICH,1199.56,8,1,2018,ASHLEY RICH
ASHLEY SMITH,ASHLEY SMITH,33502.119999999995,81,1,2018,ASHLEY SMITH
AUBREY WALLACE,AUBREY WALLACE,14286.48,16,2,2018,AUBREY WALLACE
AUSTIN LONG,AUSTIN LONG,1383.96,3,1,2018,AUSTIN LONG
BAISHA WOODY,BAISHA WOODY,772.15,6,1,2018,BAISHA WOODY
BARBARA BOYD,BARBARA BOYD,56005.28,285,1,2018,BARBARA BOYD
BARBARA DRUMMOND,BARBARA DRUMMOND,14093.72,35,1,2018,BARBARA DRUMMOND
BARBARA VANPELT,BARBARA VANPELT,7035.0,20,1,2018,BARBARA VANPELT
BARRY GARGUS,BARRY GARGUS,3941.84,12,1,2018,BARRY GARGUS
BARRY JOHNSON,BARRY JOHNSON,4100.0,4,1,2018,BARRY JOHNSON
BARRY MOORE,BARRY MOORE,18463.25,55,1,2018,BARRY MOORE
BART BUCHANAN,BART BUCHANAN,14304.54,32,1,2018,BART BUCHANAN
BART MERCER,BART MERCER,19652.32,13,1,2018,BART MERCER
BAYLESS GREER,BAYLESS GREER,99343.43,16,1,2018,BAYLESS GREER
BECKY NORDGREN,BECKY NORDGREN,81873.58,191,1,2018,BECKY NORDGREN
BELINDA PARKER,BELINDA PARKER,1640.0,1,1,2018,BELINDA PARKER
BELINDA SHOUB,BELINDA SHOUB,10275.51,27,1,2018,BELINDA SHOUB
BEN FULLER,BEN FULLER,1091.41,4,1,2018,BEN FULLER
BEN HARBOR,BEN HARBOR,2924.0,13,1,2018,BEN HARBOR
BENJAMIN BROOKS,BENJAMIN BROOKS,2427.06,6,1,2018,BENJAMIN BROOKS
BENJAMIN EATON,BENJAMIN EATON,3297.75,37,1,2018,BENJAMIN EATON
BENJAMIN JOHNSTON,BENJAMIN JOHNSTON,6215.36,14,1,2018,BENJAMIN JOHNSTON
