chamber,district,step,variable,value,contribution,model,model_label,running_margin
senate,11,16,post2008,1,-0.5086563749206885,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-44.93775620672215
senate,13,16,post2008,1,-0.5086563749206887,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-44.53904417944957
senate,14,16,post2008,1,-0.5086563749206885,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-38.43040765363741
senate,16,16,post2008,1,-0.5086563749206889,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-19.078535833213166
senate,22,16,post2008,1,-0.5086563749206894,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-54.49702708597267
senate,23,16,post2008,1,-0.5086563749206894,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,10.265297469459828
senate,25,16,post2008,1,-0.5086563749206894,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-24.199244276665905
senate,28,16,post2008,1,-0.5086563749206894,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,8.641029271365108
senate,29,16,post2008,1,-0.5086563749206889,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-53.47101760145629
senate,32,16,post2008,1,-0.5086563749206889,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-48.28982158859169
house,2,17,post2016,1,-0.49222428141654473,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-61.50795515455122
house,4,17,post2016,1,-0.4922242814165444,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-28.2330735954295
house,5,17,post2016,1,-0.49222428141654495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-40.29394170976975
house,8,17,post2016,1,-0.4922242814165444,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-25.119597778965563
house,10,17,post2016,1,-0.49222428141654495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,7.110995932253218
house,15,17,post2016,1,-0.49222428141654473,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-11.568365563455885
house,16,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-71.04326714963202
house,19,17,post2016,1,-0.49222428141654406,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,38.111785227191774
house,20,17,post2016,1,-0.4922242814165444,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-21.02188593254803
house,21,17,post2016,1,-0.4922242814165443,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-14.406463786042925
house,25,17,post2016,1,-0.49222428141654395,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-0.5308223964451096
house,28,17,post2016,1,-0.49222428141654473,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-22.93666225126428
house,32,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,5.3392616682764995
house,37,17,post2016,1,-0.49222428141654406,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-40.597027030700296
house,38,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-38.9231943115476
house,40,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-57.9820692204328
house,41,17,post2016,1,-0.4922242814165443,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-42.086033090151
house,43,17,post2016,1,-0.4922242814165444,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-37.88269917116435
house,45,17,post2016,1,-0.49222428141654506,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-39.82577102278025
house,47,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-10.609121482332798
house,50,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-54.89408419497505
house,63,17,post2016,1,-0.49222428141654434,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-12.546823989997526
house,68,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,6.185358775369732
house,69,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,15.187550385938946
house,70,17,post2016,1,-0.49222428141654406,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,44.061661802535895
house,74,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,34.50189958341028
house,75,17,post2016,1,-0.49222428141654473,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-23.22623364061432
house,80,17,post2016,1,-0.49222428141654495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-29.635038613163907
house,82,17,post2016,1,-0.4922242814165443,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,35.40159069624895
house,85,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-22.401933966045476
house,96,17,post2016,1,-0.49222428141654495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-39.7077811586113
house,99,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,33.74135021196413
house,101,17,post2016,1,-0.49222428141654473,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-24.589023987840164
senate,2,17,post2016,1,-0.49222428141654506,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,3.2963690131733308
senate,3,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-35.09004929922811
senate,6,17,post2016,1,-0.49222428141654406,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-48.705146351454786
senate,7,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-6.823857165846267
senate,8,17,post2016,1,-0.49222428141654406,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-49.2135012788603
senate,11,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-45.429980488138696
senate,13,17,post2016,1,-0.49222428141654473,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-45.031268460866116
senate,14,17,post2016,1,-0.49222428141654495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-38.92263193505395
senate,16,17,post2016,1,-0.4922242814165443,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-19.570760114629714
senate,22,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-54.989251367389215
senate,23,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,9.773073188043284
senate,25,17,post2016,1,-0.49222428141654406,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-24.69146855808245
senate,28,17,post2016,1,-0.4922242814165445,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,8.148804989948564
senate,29,17,post2016,1,-0.49222428141654406,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-53.96324188287283
senate,32,17,post2016,1,-0.4922242814165443,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-48.78204587000824
house,2,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-62.47529367731877
house,4,18,years_since_2008,18,-0.9673385227675496,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-29.200412118197047
house,5,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-41.2612802325373
house,8,18,years_since_2008,18,-0.967338522767549,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-26.08693630173311
house,10,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,6.143657409485668
house,15,18,years_since_2008,18,-0.9673385227675492,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-12.535704086223433
house,16,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-72.01060567239956
house,19,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,37.144446704424226
house,20,18,years_since_2008,18,-0.9673385227675488,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-21.98922445531558
house,21,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-15.373802308810475
house,25,18,years_since_2008,18,-0.9673385227675496,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-1.4981609192126593
house,28,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-23.90400077403183
house,32,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,4.3719231455089504
house,37,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-41.564365553467844
house,38,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-39.890532834315145
house,40,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-58.94940774320035
house,41,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-43.053371612918546
house,43,18,years_since_2008,18,-0.9673385227675496,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-38.850037693931895
house,45,18,years_since_2008,18,-0.9673385227675488,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-40.7931095455478
house,47,18,years_since_2008,18,-0.9673385227675496,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-11.576460005100348
house,50,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-55.8614227177426
house,63,18,years_since_2008,18,-0.9673385227675497,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-13.514162512765076
house,68,18,years_since_2008,18,-0.96733852276755,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,5.218020252602182
house,69,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,14.220211863171397
house,70,18,years_since_2008,18,-0.9673385227675497,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,43.094323279768346
house,74,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,33.53456106064273
house,75,18,years_since_2008,18,-0.967338522767549,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-24.19357216338187
house,80,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-30.602377135931455
house,82,18,years_since_2008,18,-0.9673385227675497,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,34.4342521734814
house,85,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-23.369272488813024
house,96,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-40.675119681378845
house,99,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,32.774011689196584
house,101,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-25.556362510607713
senate,2,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,2.3290304904057817
senate,3,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-36.05738782199566
senate,6,18,years_since_2008,18,-0.96733852276755,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-49.672484874222334
senate,7,18,years_since_2008,18,-0.9673385227675496,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-7.791195688613816
senate,8,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-50.18083980162785
senate,11,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-46.397319010906244
senate,13,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-45.998606983633664
senate,14,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-39.889970457821505
senate,16,18,years_since_2008,18,-0.9673385227675491,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-20.538098637397262
senate,22,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-55.95658989015676
senate,23,18,years_since_2008,18,-0.9673385227675493,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,8.805734665275734
senate,25,18,years_since_2008,18,-0.9673385227675494,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-25.658807080849996
senate,28,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,7.181466467181014
senate,29,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-54.93058040564038
senate,32,18,years_since_2008,18,-0.9673385227675495,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-49.74938439277579
house,2,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-63.4468791522086
house,4,19,years_since_2016,10,-0.9715854748898338,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-30.171997593086882
house,5,19,years_since_2016,10,-0.9715854748898352,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-42.23286570742714
house,8,19,years_since_2016,10,-0.9715854748898352,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-27.058521776622946
house,10,19,years_since_2016,10,-0.9715854748898352,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,5.172071934595833
house,15,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-13.507289561113268
house,16,19,years_since_2016,10,-0.9715854748898346,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-72.9821911472894
house,19,19,years_since_2016,10,-0.9715854748898347,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,36.17286122953439
house,20,19,years_since_2016,10,-0.9715854748898347,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-22.960809930205414
house,21,19,years_since_2016,10,-0.9715854748898352,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-16.34538778370031
house,25,19,years_since_2016,10,-0.9715854748898352,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-2.4697463941024944
house,28,19,years_since_2016,10,-0.9715854748898348,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-24.875586248921664
house,32,19,years_since_2016,10,-0.9715854748898348,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,3.4003376706191157
house,37,19,years_since_2016,10,-0.9715854748898342,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-42.53595102835768
house,38,19,years_since_2016,10,-0.9715854748898349,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-40.86211830920498
house,40,19,years_since_2016,10,-0.9715854748898346,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-59.92099321809018
house,41,19,years_since_2016,10,-0.9715854748898349,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-44.02495708780838
house,43,19,years_since_2016,10,-0.9715854748898338,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-39.82162316882173
house,45,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-41.764695020437635
house,47,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-12.548045479990181
house,50,19,years_since_2016,10,-0.9715854748898347,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-56.833008192632434
house,63,19,years_since_2016,10,-0.9715854748898338,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-14.48574798765491
house,68,19,years_since_2016,10,-0.9715854748898347,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,4.246434777712347
house,69,19,years_since_2016,10,-0.9715854748898347,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,13.248626388281563
house,70,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,42.12273780487851
house,74,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,32.562975585752895
house,75,19,years_since_2016,10,-0.9715854748898352,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-25.165157638271705
house,80,19,years_since_2016,10,-0.9715854748898349,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-31.57396261082129
house,82,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,33.46266669859157
house,85,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-24.34085796370286
house,96,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-41.64670515626868
house,99,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,31.80242621430675
house,101,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-26.527947985497548
senate,2,19,years_since_2016,10,-0.9715854748898349,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,1.357445015515947
senate,3,19,years_since_2016,10,-0.9715854748898349,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-37.028973296885496
senate,6,19,years_since_2016,10,-0.9715854748898344,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-50.64407034911217
senate,7,19,years_since_2016,10,-0.9715854748898352,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-8.762781163503652
senate,8,19,years_since_2016,10,-0.9715854748898344,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-51.15242527651768
senate,11,19,years_since_2016,10,-0.9715854748898347,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-47.36890448579608
senate,13,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-46.9701924585235
senate,14,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-40.86155593271134
senate,16,19,years_since_2016,10,-0.9715854748898352,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-21.509684112287097
senate,22,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-56.9281753650466
senate,23,19,years_since_2016,10,-0.9715854748898345,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,7.834149190385899
senate,25,19,years_since_2016,10,-0.9715854748898342,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-26.63039255573983
senate,28,19,years_since_2016,10,-0.9715854748898344,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,6.20988099229118
senate,29,19,years_since_2016,10,-0.9715854748898348,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-55.90216588053021
senate,32,19,years_since_2016,10,-0.9715854748898346,ensemble_ramp_ridge_80_20,80/20 ramp + ridge,-50.72096986766562
house,2,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-43.7353050781315
house,4,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-9.464399795640023
house,5,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-22.147000543255782
house,8,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-6.357140436506576
house,10,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,23.8413451586601
house,15,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,7.0524224253293735
house,16,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-53.89460150603735
house,19,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,54.55278527608138
house,20,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-0.03844011339932152
house,21,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,4.193388618735039
house,25,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,18.69562760105762
house,28,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-5.148136131802559
house,32,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,22.91367878939885
house,37,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-23.389643329865844
house,38,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-21.49399842951917
house,40,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-40.279232736823886
house,41,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-24.1143956262848
house,43,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-18.597389889249794
house,45,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-20.035171229918053
house,47,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,8.032531125618844
house,50,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-37.71418844778779
house,63,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,6.9559229082046325
house,68,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,21.630031150002672
house,69,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,29.78260468733913
house,70,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,60.8579159278662
house,74,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,51.172585075514114
house,75,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-4.499526065998911
house,80,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-11.989025042341758
house,82,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,53.314116143377134
house,85,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-4.526213884887138
house,96,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-21.724710163434725
house,99,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,50.025365402670744
house,101,1,model_intercept_and_chamber,house,19.755323827244833,ramp_all_extra_trees,Extra Trees,-6.039308743342048
senate,2,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,21.775974019821216
senate,3,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-18.85528047071645
senate,6,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-33.09617710733816
senate,7,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,9.913202986231541
senate,8,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-33.390481180336735
senate,11,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-29.697924839722774
senate,13,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-27.93079561382902
senate,14,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-22.613421870138446
senate,16,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-2.483338923130134
senate,22,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-39.50566348191725
senate,23,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,25.359264659596555
senate,25,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-7.857337417785182
senate,28,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,23.867208354062114
senate,29,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-38.19722458762473
senate,32,1,model_intercept_and_chamber,senate,18.417462367856587,ramp_all_extra_trees,Extra Trees,-32.34307985309953
house,2,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-43.7353050781315
house,4,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-9.464399795640023
house,5,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-22.147000543255782
house,8,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-6.357140436506576
house,10,2,dem_incumbent_i,1,24.831482366106062,ramp_all_extra_trees,Extra Trees,48.67282752476616
house,15,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,7.0524224253293735
house,16,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-53.89460150603735
house,19,2,dem_incumbent_i,1,24.831482366106062,ramp_all_extra_trees,Extra Trees,79.38426764218744
house,20,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-0.03844011339932152
house,21,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,4.193388618735039
house,25,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,18.69562760105762
house,28,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-5.148136131802559
house,32,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,22.91367878939885
house,37,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-23.389643329865844
house,38,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-21.49399842951917
house,40,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-40.279232736823886
house,41,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-24.1143956262848
house,43,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-18.597389889249794
house,45,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-20.035171229918053
house,47,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,8.032531125618844
house,50,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-37.71418844778779
house,63,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,6.9559229082046325
house,68,2,dem_incumbent_i,1,24.831482366106062,ramp_all_extra_trees,Extra Trees,46.46151351610874
house,69,2,dem_incumbent_i,1,24.831482366106062,ramp_all_extra_trees,Extra Trees,54.61408705344519
house,70,2,dem_incumbent_i,1,24.831482366106062,ramp_all_extra_trees,Extra Trees,85.68939829397226
house,74,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,51.172585075514114
house,75,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-4.499526065998911
house,80,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-11.989025042341758
house,82,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,53.314116143377134
house,85,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-4.526213884887138
house,96,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-21.724710163434725
house,99,2,dem_incumbent_i,1,24.831482366106062,ramp_all_extra_trees,Extra Trees,74.8568477687768
house,101,2,dem_incumbent_i,0,0.0,ramp_all_extra_trees,Extra Trees,-6.039308743342048
senate,2,2,dem_incumbent_i,0,-3.552713678800501e-15,ramp_all_extra_trees,Extra Trees,21.775974019821213
