war_outcome_id,state_code,cycle,chamber,district,candidate_name,war,canonical_party,candidate_cycle_war,score_identification,model_run_id,code_version
WAROUT-D3581A27905364338AC2,FL,2022,lower,93,"WALDRON, KATHERINE M",2.787434402325899,D,2.787434402325899,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-16E455701A269F126B8C,FL,2022,lower,94,"DAVIS, TERENCE",-3.9413439896232463,D,-3.9413439896232463,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-455524E6F1C12F1C4343,FL,2022,lower,96,"DALEY, DAN",-0.1687749164106609,D,-0.1687749164106609,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-CB69024963EAB3A9BBC1,FL,2022,lower,100,"GONZALEZ, LINDA T",0.006192917712849244,D,0.006192917712849244,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-116D7BB069954CE6396A,FL,2022,lower,101,"CASSEL, HILLARY",4.859885651166063,D,4.859885651166063,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-3CD1461164B073BE78BE,FL,2022,lower,103,"BARTLEMAN, ROBIN",0.25343932304231753,D,0.25343932304231753,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-990C768F5B8637913DE0,FL,2022,lower,105,"WOODSON, MARIE",0.7853988443554283,D,0.7853988443554283,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-0CAC33B4E7FEC166BB2F,FL,2022,lower,106,"LEONARD, JORDAN W",1.9377231682407028,D,1.9377231682407028,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-5095A7C6E819C9EBCDFA,FL,2022,lower,113,"DAMICO, ALESSANDRO J (AJ)",1.8398805419257886,D,1.8398805419257886,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-1E5BD9B8E353963A066B,FL,2022,lower,114,"BENNA, ADAM",6.539948834430581,D,6.539948834430581,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-186216D61057EFE4621B,FL,2022,lower,115,"CANTINDAVIS, CHRISTIE",0.8540572175688474,D,0.8540572175688474,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-97248B40381C3EB901AD,FL,2022,lower,118,"FARIAS, JOHNNY G",-0.5987096551053064,D,-0.5987096551053064,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-9597C2CD5CF031C740D7,FL,2022,lower,119,"GONZALEZ, GABRIEL",-4.272132721291154,D,-4.272132721291154,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-45ACAB08939DD7FF90CE,FL,2022,lower,120,"GENTLE, ADAM",1.6618264058168855,D,1.6618264058168855,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-A4F0048A26BC3FBB0F23,FL,2022,upper,1,"NICHOLS, CHARLIE",1.9786106063073907,D,1.9786106063073907,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-A46ED8D76948EE1ADA09,FL,2022,upper,2,"ZONIA, CAROLYNN",0.21611887407478747,D,0.21611887407478747,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-1F77664A88A513839E24,FL,2022,upper,3,"AUSLEY, LORANNE",-1.4629153046863002,D,-1.4629153046863002,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-D07968018F76D8530D2D,FL,2022,upper,4,"SMITH, SHARMIN",-1.0260128258408203,D,-1.0260128258408203,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-E50BCD01C2BD8425B766,FL,2022,upper,5,"DAVIS, TRACIE",4.746307880700341,D,4.746307880700341,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-193A722FA8A4FAF53206,FL,2022,upper,8,"WILLIAMS, ANDREA",1.5853990780540617,D,1.5853990780540617,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-BC1C84BF9A0766E785D4,FL,2022,upper,9,"LONG, RODNEY",-1.348033648908653,D,-1.348033648908653,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-0250189E1851FAA0A00D,FL,2022,upper,10,"GOFFMARCIL, JOY",2.585853124246964,D,2.585853124246964,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-1E748FCAB6B72952989B,FL,2022,upper,12,"DOKUR, VEYSEL",-5.280989123934502,D,-5.280989123934502,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-FC80602D3E567CBFD142,FL,2022,upper,13,"DUKES, STEPHANIE L",3.9995726920844996,D,3.9995726920844996,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-CA1E4D9804D8739DA8B8,FL,2022,upper,14,"CRUZ, JANET",-2.3811568854578455,D,-2.3811568854578455,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-2640E4561CC68E2DA6CB,FL,2022,upper,16,"ROUSON, DARRYL E",-1.7101949551807107,D,-1.7101949551807107,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-9EFD8CB0600222263A59,FL,2022,upper,17,"STEWART, LINDA",1.3814175137167357,D,1.3814175137167357,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-16E02680B889C0A0E05B,FL,2022,upper,18,"ORTIZ, EUNIC",0.150247860894005,D,0.150247860894005,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-014A1D8AAFC72C3EFF41,FL,2022,upper,21,"LIONHEART, AMARO",-2.9326947269404045,D,-2.9326947269404045,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-3C0553F174EDE0C0C2A9,FL,2022,upper,23,"HARVEY, MIKE",0.7208060717133726,D,0.7208060717133726,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-0368651F369A9F52223A,FL,2022,upper,24,"POWELL, BOBBY, JR",-3.3469341322824286,D,-3.3469341322824286,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-77CAEC26E3B782FB154B,FL,2022,upper,25,"TORRES, VICTOR M, JR",-3.3761518777136077,D,-3.3761518777136077,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-109BC3A66FE4E8542D10,FL,2022,upper,26,"BERMAN, LORI",0.6958938034376978,D,0.6958938034376978,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-7C52A9827976E6B97D80,FL,2022,upper,27,"PROIA, CHRISTOPHER",-0.6881131372081031,D,-0.6881131372081031,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-20796590265FB6253A9F,FL,2022,upper,30,"POLSKY, TINA",-1.7616257543751461,D,-1.7616257543751461,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-1F4B668F7D14DBE4CC4F,FL,2022,upper,36,"PACHECO, RAQUEL",1.9084881389681687,D,1.9084881389681687,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-85FD8EF165329816750E,FL,2022,upper,38,"PEREZ, JANELLE",-0.43547092605643556,D,-0.43547092605643556,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-C67C568D646DCB41CDD5,GA,2018,lower,5,BRIAN ROSSER,-5.826649832164133,D,-5.826649832164133,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-6A645FCB6DC382E7CDFC,GA,2018,lower,7,RICK D DAY,-9.886008741914628,D,-9.886008741914628,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-8DEBCE5B90ECE8495933,GA,2018,lower,11,LEE A SHIVER,-8.908603812838708,D,-8.908603812838708,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-46385FFB2025AF866A61,GA,2018,lower,13,JOHN BURNETTE II,-4.257848344731221,D,-4.257848344731221,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-CEE83D1761C8705211DA,GA,2018,lower,17,RALPH MEERS,-3.500763236268668,D,-3.500763236268668,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-E16EE0BDB672940E6316,GA,2018,lower,18,PAT RHUDY,-7.322745936099055,D,-7.322745936099055,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-90018D3BF9D97CB90440,GA,2018,lower,19,ALISON FELICIANO,2.369651842891132,D,2.369651842891132,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-4A66AF4252320AD12C8E,GA,2018,lower,20,LILLIAN BURNAMAN,2.6267157778428922,D,2.6267157778428922,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-38E03790762DD9C74756,GA,2018,lower,21,MELANIE WHITFIELD,1.470153398662224,D,1.470153398662224,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-E9715A36B54C10A62D33,GA,2018,lower,22,CHARLES RAVENSCRAFT,0.9895439863858098,D,0.9895439863858098,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-3FBF9DF7207FAF518965,GA,2018,lower,23,ADAM WYNN,0.22874345211876124,D,0.22874345211876124,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-A4EC24D68F0E4F2129BC,GA,2018,lower,25,ANITA HOLCOMB TUCKER,8.781508698858584,D,8.781508698858584,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-9494C379C4106880954E,GA,2018,lower,30,ALANA WATKINS,2.224226816218584,D,2.224226816218584,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-77FD11F67FE80C759BDF,GA,2018,lower,34,MATT SOUTHWELL,3.7246317674149925,D,3.7246317674149925,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-A0A5597001DA584862D0,GA,2018,lower,35,SALVATORE CASTELLANA,7.962512532413332,D,7.962512532413332,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-969D5C1AE40B30AF23E2,GA,2018,lower,36,JEN SLIPAKOFF,1.2702992049649056,D,1.2702992049649056,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-E255F14A8C674B3D2973,GA,2018,lower,37,MARY FRANCES WILLIAMS,1.537542593291663,D,1.537542593291663,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-53AD06AF0D4BF42D6B6E,GA,2018,lower,39,ERICA THOMAS,5.028405975228324,D,5.028405975228324,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-53770612AFDE8F0578D8,GA,2018,lower,40,ERICK E ALLEN,-3.3794265262250036,D,-3.3794265262250036,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-590BE2828C2CC803585E,GA,2018,lower,41,MICHAEL SMITH,4.470550986102659,D,4.470550986102659,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-CA3DD20F8993A6D89397,GA,2018,lower,43,LUISA WAKEMAN,3.5075780103549636,D,3.5075780103549636,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-4329BCA7A9EAD48F7EBF,GA,2018,lower,44,CHINITA ALLEN,6.658113446782956,D,6.658113446782956,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-2028DC1A06F53B60BEC0,GA,2018,lower,45,ESSENCE JOHNSON,-2.261432197829887,D,-2.261432197829887,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-9C4B3127FB77CE7B680F,GA,2018,lower,46,KARIN SANDIFORD,4.389409065539671,D,4.389409065539671,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-9FCE1757A67D50027F53,GA,2018,lower,47,ANDREA NUGENT,0.6377660275775092,D,0.6377660275775092,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-EE0BC7D74991D8FCE820,GA,2018,lower,48,MARY ROBICHAUX,8.831075523676574,D,8.831075523676574,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-38B151B122ADC64C6C8D,GA,2018,lower,49,KRISHAN A BRALLEY,3.1396283303654293,D,3.1396283303654293,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-3F2C7EA7AD44FCB6083F,GA,2018,lower,50,ANGELIKA KAUSCHE,4.571454549469122,D,4.571454549469122,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-144A56609375F6A4F897,GA,2018,lower,51,JOSH MCLAURIN,-1.8608648420017602,D,-1.8608648420017602,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-8F29707BC45A5BE83CF3,GA,2018,lower,52,SHEA ROBERTS,-2.757799385035849,D,-2.757799385035849,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-37C93A7385F66F7A2BE3,GA,2018,lower,54,BETSY HOLLAND,-4.208814561245418,D,-4.208814561245418,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-913815E3FF0EBAA6A853,GA,2018,lower,71,TOM THOMASON,0.07569601222315914,D,0.07569601222315914,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-2B19C7876B0E88B37D4F,GA,2018,lower,79,MICHAEL S WILENSKY,0.07785798161584978,D,0.07785798161584978,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-96768BE3477C8387469F,GA,2018,lower,80,MATTHEW WILSON,-1.8260533266287986,D,-1.8260533266287986,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-7F85CF7EF641AAAC936C,GA,2018,lower,81,SCOTT HOLCOMB,0.3584093309441094,D,0.3584093309441094,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-4014136A0215FA8D6B4B,GA,2018,lower,90,PAM STEPHENSON,1.4519760692056813,D,1.4519760692056813,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-1FDE508F378385440C44,GA,2018,lower,95,BETH MOORE,4.2022057415613325,D,4.2022057415613325,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-5B5E5E8682838FFC5547,GA,2018,lower,97,AISHA YAQOOB,1.6944790688266576,D,1.6944790688266576,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-802D97C924CCC9D64963,GA,2018,lower,101,SAM PARK,1.381633803095057,D,1.381633803095057,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-2C709ED31984B971AC28,GA,2018,lower,102,GREGG KENNARD,6.597002617232348,D,6.597002617232348,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-B4108351E72A649A1198,GA,2018,lower,104,ANDREA STEPHENSON,12.742130228318532,D,12.742130228318532,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-867BD626BAFEA6FABEB0,GA,2018,lower,105,DONNA MCLEOD,8.643773276387568,D,8.643773276387568,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-E1D4152D49FD6022F060,GA,2018,lower,107,SHELLY HUTCHINSON,7.631334028196342,D,7.631334028196342,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-F21478BCDFF28CA170AD,GA,2018,lower,108,JASMINE CLARK,7.054561610343074,D,7.054561610343074,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-7DFD117C22106838E84D,GA,2018,lower,109,REGINA LEWIS-WARD,9.37125357654008,D,9.37125357654008,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-AA2D1262401EA193F83A,GA,2018,lower,111,EL-MAHDI HOLLY,9.483921656780472,D,9.483921656780472,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-0ECA97EB16B0449FE859,GA,2018,lower,117,DEBORAH GONZALEZ,-6.820896141568031,D,-6.820896141568031,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-8B356166ECBC8D0B5F0C,GA,2018,lower,119,JONATHAN WALLACE,-2.6722111101638926,D,-2.6722111101638926,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-6E416873301ED79699D0,GA,2018,lower,120,"CHARLES ""CHUCK"" HOGG",-10.415101051892641,D,-10.415101051892641,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-09327A62E4AEAA0C6F91,GA,2018,lower,123,SCOTT RICHARD,-2.0308833647771003,D,-2.0308833647771003,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-39FEF3953898C91F193A,GA,2018,lower,126,GLORIA FRAZIER,-4.529137721104329,D,-4.529137721104329,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-B516D495FB0094B5A8E9,GA,2018,lower,128,MACK JACKSON,-3.866202426991432,D,-3.866202426991432,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-1A8AEBC8AB6B1EB0A135,GA,2018,lower,131,CHRIS BENTON,-11.20031749333626,D,-11.20031749333626,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-93669313159B2620EC56,GA,2018,lower,132,BOB TRAMMELL JR,-2.7231849404115165,D,-2.7231849404115165,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-901CC5D32D8D3FBB5439,GA,2018,lower,138,BARDIN HOOKS,-0.022474792419318046,D,-0.022474792419318046,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-8843B67C79B8C3158B6E,GA,2018,lower,144,JESSICA WALDEN,-12.58533624000316,D,-12.58533624000316,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-913239F4558A4E1E5189,GA,2018,lower,147,FENIKA MILLER,2.761832017331872,D,2.761832017331872,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-7D51F39B1FDA55AFFAF6,GA,2018,lower,148,JOSHUA DERISO,-12.72264805068756,D,-12.72264805068756,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-F00880F089DFE9653A33,GA,2018,lower,151,JOYCE BARLOW,-10.007693994372358,D,-10.007693994372358,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-290C201702E5D0ACA403,GA,2018,lower,152,MARCUS BATTEN,-2.1115982898888177,D,-2.1115982898888177,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-A6EC9C2FFA3BA10EF4A2,GA,2018,lower,153,CAMIA WHITAKER HOPSON,0.6696478943520656,D,0.6696478943520656,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-DDC556E9895FB6A0CCF1,GA,2018,lower,161,ADAM BRIDGES,6.063141779968978,D,6.063141779968978,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-072903AB1D006DDABD3A,GA,2018,lower,164,"ALICIA ""AER"" SCOTT",8.873176218668448,D,8.873176218668448,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-96205A48F154F8700127,GA,2018,lower,167,CEDRIC Z KING,-0.5918197413884911,D,-0.5918197413884911,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-F4B9C4E33D6A79A9CEFB,GA,2018,lower,173,TWITTY TITUS,-5.43432594723309,D,-5.43432594723309,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-5FA1CD9D124BE94DBEF3,GA,2018,lower,175,TREVA GEAR,-21.22650935114514,D,-21.22650935114514,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-5D9365CE4543247480CE,GA,2018,lower,178,GREG ODRISCOLL,-16.69359585999218,D,-16.69359585999218,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-7B3788E6D472ED773D87,GA,2018,lower,179,JULIE JORDAN,2.655947442569639,D,2.655947442569639,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-89162775D7119B678062,GA,2018,upper,1,SANDRA WORKMAN,0.6130488695050973,D,0.6130488695050973,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-F1F92C947F1E20C3442A,GA,2018,upper,3,JERROLD DAGEN,-4.278973371297401,D,-4.278973371297401,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-390BA33639ED811348B2,GA,2018,upper,6,JEN JORDAN,2.175574374837341,D,2.175574374837341,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-D357A7CD16882D667A20,GA,2018,upper,9,CHERYLE R MOSES,10.269913082389069,D,10.269913082389069,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
WAROUT-6ED8AA08C2BF25BDF87B,GA,2018,upper,14,RACHEL A KINSEY,2.0594765609693564,D,2.0594765609693564,race_differential_party_orientation,WAR-SOUTH-V4-20B574D955B9BF08B704,88878b973fdac3cee95a8d8648da321e38e0021c
