county_norm,precinct_norm,office,district,district_activity,office_activity,activity_share
BUTLER,CENTRAL VOLUNTEER FIRE DEPARTMENT,State House,90.0,338,338,1.0
BUTLER,CENTRAL VOLUNTEER FIRE DEPARTMENT,State Senate,23.0,206,206,1.0
BUTLER,CHAPMAN POST OFFICE,State House,90.0,88,88,1.0
BUTLER,CHAPMAN POST OFFICE,State Senate,23.0,35,35,1.0
BUTLER,DUNBAR COMMUNITY CENTER,State House,90.0,618,618,1.0
BUTLER,DUNBAR COMMUNITY CENTER,State Senate,23.0,509,509,1.0
BUTLER,FOREST HOME VOTING HOUS,State House,90.0,93,93,1.0
BUTLER,FOREST HOME VOTING HOUS,State Senate,23.0,41,41,1.0
BUTLER,FRIENDSHIP,State House,90.0,82,82,1.0
BUTLER,FRIENDSHIP,State Senate,23.0,22,22,1.0
BUTLER,GARLAND VOTING HOUSE,State House,90.0,160,160,1.0
BUTLER,GARLAND VOTING HOUSE,State Senate,23.0,83,83,1.0
BUTLER,GREENVILLE POLICE DEPARTMENT,State House,90.0,850,850,1.0
BUTLER,GREENVILLE POLICE DEPARTMENT,State Senate,23.0,516,516,1.0
BUTLER,HARRISON VOTING HOUSE,State House,90.0,129,129,1.0
BUTLER,HARRISON VOTING HOUSE,State Senate,23.0,63,63,1.0
BUTLER,HEALTH DEPARTMENT,State House,90.0,855,855,1.0
BUTLER,HEALTH DEPARTMENT,State Senate,23.0,369,369,1.0
BUTLER,INDUSTRY,State House,90.0,80,80,1.0
BUTLER,INDUSTRY,State Senate,23.0,17,17,1.0
BUTLER,MANNINGHAM VOTING HOUSE,State House,90.0,160,160,1.0
BUTLER,MANNINGHAM VOTING HOUSE,State Senate,23.0,100,100,1.0
BUTLER,MCKENZIE TOWN HALL,State House,90.0,217,217,1.0
BUTLER,MCKENZIE TOWN HALL,State Senate,23.0,106,106,1.0
BUTLER,MCLAINS VOTING HOUSE,State House,90.0,336,336,1.0
BUTLER,MCLAINS VOTING HOUSE,State Senate,23.0,149,149,1.0
BUTLER,MIDWAY VOTING HOUSE,State House,90.0,168,168,1.0
BUTLER,MIDWAY VOTING HOUSE,State Senate,23.0,75,75,1.0
BUTLER,MONTEREY OLD SCHOOL HOU,State House,90.0,47,47,1.0
BUTLER,MONTEREY OLD SCHOOL HOU,State Senate,23.0,36,36,1.0
BUTLER,PROVIDENCE VOTING HOUSE,State House,90.0,283,283,1.0
BUTLER,PROVIDENCE VOTING HOUSE,State Senate,23.0,121,121,1.0
BUTLER,PROVISIONAL,State House,90.0,16,16,1.0
BUTLER,PROVISIONAL,State Senate,23.0,10,10,1.0
BUTLER,REPORTED TOTALS,State House,90.0,5905,5905,1.0
BUTLER,REPORTED TOTALS,State Senate,23.0,3298,3298,1.0
BUTLER,ROCKY CREEK VOTING HOUSE,State House,90.0,207,207,1.0
BUTLER,ROCKY CREEK VOTING HOUSE,State Senate,23.0,75,75,1.0
BUTLER,SEARCY VOLUNTEER FIRE,State House,90.0,140,140,1.0
BUTLER,SEARCY VOLUNTEER FIRE,State Senate,23.0,50,50,1.0
BUTLER,SR MULTI PURPOSE CTR5,State House,90.0,509,509,1.0
BUTLER,SR MULTI PURPOSE CTR5,State Senate,23.0,373,373,1.0
BUTLER,STEINERS STORE,State House,90.0,113,113,1.0
BUTLER,STEINERS STORE,State Senate,23.0,37,37,1.0
CALHOUN,ABSENTEE,State House,29.0,4,336,0.011904761904761904
CALHOUN,ABSENTEE,State House,32.0,77,336,0.22916666666666666
CALHOUN,ABSENTEE,State House,36.0,96,336,0.2857142857142857
CALHOUN,ABSENTEE,State House,39.0,12,336,0.03571428571428571
CALHOUN,ABSENTEE,State House,40.0,147,336,0.4375
CALHOUN,ABSENTEE,State Senate,12.0,390,390,1.0
CALHOUN,ALEXANDRIA CIVITAN CLUB,State House,40.0,1302,1302,1.0
CALHOUN,ALEXANDRIA CIVITAN CLUB,State Senate,12.0,1298,1298,1.0
CALHOUN,ANGEL FIRE STATION,State House,40.0,422,422,1.0
CALHOUN,ANGEL FIRE STATION,State Senate,12.0,425,425,1.0
CALHOUN,ANNISTON CARVER CENTER,State House,32.0,220,220,1.0
CALHOUN,ANNISTON CARVER CENTER,State Senate,12.0,219,219,1.0
CALHOUN,ANNISTON FIRST PRSBY CHU,State House,36.0,211,211,1.0
CALHOUN,ANNISTON FIRST PRSBY CHU,State Senate,12.0,263,263,1.0
CALHOUN,ANNISTON GOLDEN SPRINGS,State House,36.0,1355,1355,1.0
CALHOUN,ANNISTON GOLDEN SPRINGS,State Senate,12.0,1814,1814,1.0
CALHOUN,ANNISTON MEETING CENTER,State House,32.0,1012,1012,1.0
CALHOUN,ANNISTON MEETING CENTER,State Senate,12.0,1055,1055,1.0
CALHOUN,ANNISTON THANKFUL BAPTIST,State House,32.0,197,197,1.0
CALHOUN,ANNISTON THANKFUL BAPTIST,State Senate,12.0,201,201,1.0
CALHOUN,ASBERRY BAPTIST CHURCH,State House,29.0,543,543,1.0
CALHOUN,ASBERRY BAPTIST CHURCH,State Senate,12.0,563,563,1.0
CALHOUN,BETTA VIEW CHURCH CHRIST,State Senate,12.0,950,950,1.0
CALHOUN,BOILING SPRINGS BAPTIST CHURCH,State House,36.0,225,225,1.0
CALHOUN,BOILING SPRINGS BAPTIST CHURCH,State Senate,12.0,266,266,1.0
CALHOUN,BYNUM SCHOOL,State House,32.0,116,116,1.0
CALHOUN,BYNUM SCHOOL,State Senate,12.0,1028,1028,1.0
CALHOUN,CALCULATED,State House,29.0,1180,21933,0.05380020972963115
CALHOUN,CALCULATED,State House,32.0,3618,21933,0.16495691423881823
CALHOUN,CALCULATED,State House,36.0,5401,21933,0.2462499430082524
CALHOUN,CALCULATED,State House,39.0,1236,21933,0.05635344002188483
CALHOUN,CALCULATED,State House,40.0,10498,21933,0.4786394930014134
CALHOUN,CALCULATED,State Senate,12.0,26558,26558,1.0
CALHOUN,CALHOUN COUNTY HEALTH DEPARTMENT,State House,32.0,319,319,1.0
CALHOUN,CALHOUN COUNTY HEALTH DEPARTMENT,State Senate,12.0,391,391,1.0
CALHOUN,CALHOUN COUNTY HWY DEPARTMENT,State House,36.0,26,26,1.0
CALHOUN,CALHOUN COUNTY HWY DEPARTMENT,State Senate,12.0,46,46,1.0
CALHOUN,CHOCCOLOCCO COMMUNITY CENTER,State House,40.0,665,665,1.0
CALHOUN,CHOCCOLOCCO COMMUNITY CENTER,State Senate,12.0,671,671,1.0
CALHOUN,DEARMANVILLE UNITED METH,State House,40.0,427,427,1.0
CALHOUN,DEARMANVILLE UNITED METH,State Senate,12.0,427,427,1.0
CALHOUN,EAGLEPOINT CHURCH,State House,40.0,749,749,1.0
CALHOUN,EAGLEPOINT CHURCH,State Senate,12.0,755,755,1.0
CALHOUN,EULATON UNITED METHODIST,State House,32.0,235,257,0.914396887159533
CALHOUN,EULATON UNITED METHODIST,State House,36.0,22,257,0.08560311284046693
CALHOUN,EULATON UNITED METHODIST,State Senate,12.0,360,360,1.0
CALHOUN,FIRST UNITED METH WEAVER,State House,36.0,987,1083,0.9113573407202216
CALHOUN,FIRST UNITED METH WEAVER,State House,40.0,96,1083,0.0886426592797784
CALHOUN,FIRST UNITED METH WEAVER,State Senate,12.0,1285,1285,1.0
CALHOUN,FOUR MILE METHODIST CHURCH,State House,40.0,282,282,1.0
CALHOUN,FOUR MILE METHODIST CHURCH,State Senate,12.0,283,283,1.0
CALHOUN,FRIENDSHIP BAPTIST CHURCH,State House,40.0,522,522,1.0
CALHOUN,FRIENDSHIP BAPTIST CHURCH,State Senate,12.0,520,520,1.0
CALHOUN,FRIENDSHIP COMMUNITY CENTER,State House,40.0,878,878,1.0
CALHOUN,FRIENDSHIP COMMUNITY CENTER,State Senate,12.0,886,886,1.0
CALHOUN,GLENWOOD MEADOWS MTG RM,State House,40.0,650,650,1.0
CALHOUN,GLENWOOD MEADOWS MTG RM,State Senate,12.0,642,642,1.0
CALHOUN,GODS COVENANT MINISTRY,State House,32.0,131,272,0.48161764705882354
CALHOUN,GODS COVENANT MINISTRY,State House,36.0,141,272,0.5183823529411765
CALHOUN,GODS COVENANT MINISTRY,State Senate,12.0,314,314,1.0
CALHOUN,HOBSON CITY CITY HALL,State House,32.0,207,207,1.0
CALHOUN,HOBSON CITY CITY HALL,State Senate,12.0,210,210,1.0
CALHOUN,JACKSONVILLE FIRST BAPTIST,State House,40.0,933,933,1.0
CALHOUN,JACKSONVILLE FIRST BAPTIST,State Senate,12.0,927,927,1.0
CALHOUN,JACKSONVILLE WESTSIDE BAP,State House,40.0,260,260,1.0
CALHOUN,JACKSONVILLE WESTSIDE BAP,State Senate,12.0,260,260,1.0
CALHOUN,LEATHERWOOD RD CIVIL DEF,State House,36.0,628,628,1.0
CALHOUN,LEATHERWOOD RD CIVIL DEF,State Senate,12.0,780,780,1.0
CALHOUN,MENTAL HEALTH CENTER,State House,32.0,288,288,1.0
CALHOUN,MENTAL HEALTH CENTER,State Senate,12.0,333,333,1.0
CALHOUN,OAK GROVE BAPTIST CHU,State House,29.0,175,387,0.45219638242894056
CALHOUN,OAK GROVE BAPTIST CHU,State House,40.0,212,387,0.5478036175710594
CALHOUN,OAK GROVE BAPTIST CHU,State Senate,12.0,396,396,1.0
CALHOUN,OHATCHEE FIRST BAPTIST CHU,State House,40.0,797,797,1.0
CALHOUN,OHATCHEE FIRST BAPTIST CHU,State Senate,12.0,809,809,1.0
CALHOUN,OXFORD CHEAHA CIVIC CENTER,State House,40.0,393,393,1.0
CALHOUN,OXFORD CHEAHA CIVIC CENTER,State Senate,12.0,400,400,1.0
CALHOUN,OXFORD CHEAHA CLUBHOUSE,State House,40.0,578,578,1.0
CALHOUN,OXFORD CHEAHA CLUBHOUSE,State Senate,12.0,591,591,1.0
CALHOUN,OXFORD PUBLIC LIBRARY,State Senate,12.0,277,277,1.0
CALHOUN,PIEDMONT FIRE STATION,State House,39.0,812,812,1.0
CALHOUN,PIEDMONT FIRE STATION,State Senate,12.0,819,819,1.0
CALHOUN,PIEDMONT RECREATION BUILDING,State House,39.0,264,264,1.0
CALHOUN,PIEDMONT RECREATION BUILDING,State Senate,12.0,274,274,1.0
CALHOUN,PROVISIONAL,State House,29.0,0,23,0.0
CALHOUN,PROVISIONAL,State House,32.0,7,23,0.30434782608695654
CALHOUN,PROVISIONAL,State House,36.0,8,23,0.34782608695652173
CALHOUN,PROVISIONAL,State House,39.0,1,23,0.043478260869565216
CALHOUN,PROVISIONAL,State House,40.0,7,23,0.30434782608695654
CALHOUN,PROVISIONAL,State Senate,12.0,24,24,1.0
CALHOUN,REPORTED,State House,29.0,1180,21933,0.05380020972963115
CALHOUN,REPORTED,State House,32.0,3618,21933,0.16495691423881823
CALHOUN,REPORTED,State House,36.0,5401,21933,0.2462499430082524
CALHOUN,REPORTED,State House,39.0,1236,21933,0.05635344002188483
CALHOUN,REPORTED,State House,40.0,10498,21933,0.4786394930014134
CALHOUN,REPORTED,State Senate,12.0,26558,26558,1.0
CALHOUN,SAKS HIGH SCHOOL,State House,36.0,1224,1224,1.0
CALHOUN,SAKS HIGH SCHOOL,State Senate,12.0,1544,1544,1.0
CALHOUN,SOUTH HIGHLAND COMMUNITY CENTER,State House,32.0,425,425,1.0
CALHOUN,SOUTH HIGHLAND COMMUNITY CENTER,State Senate,12.0,447,447,1.0
CALHOUN,THE DONOHO SCHOOL,State House,36.0,478,478,1.0
CALHOUN,THE DONOHO SCHOOL,State Senate,12.0,599,599,1.0
CALHOUN,TRINITY MISSIONARY BAPTIST,State House,39.0,147,147,1.0
CALHOUN,TRINITY MISSIONARY BAPTIST,State Senate,12.0,152,152,1.0
CALHOUN,WEBSTERS CHAPEL FIRE DEPARTMENT,State House,29.0,458,458,1.0
CALHOUN,WEBSTERS CHAPEL FIRE DEPARTMENT,State Senate,12.0,471,471,1.0
CALHOUN,WELLINGTON MOUNT VIEW BAPTIST,State House,40.0,401,401,1.0
CALHOUN,WELLINGTON MOUNT VIEW BAPTIST,State Senate,12.0,403,403,1.0
CALHOUN,WEST PARK HEIGHTS BAPTIST,State Senate,12.0,624,624,1.0
CALHOUN,WHITE PLAINS HIGH SCHOOL,State House,40.0,479,479,1.0
CALHOUN,WHITE PLAINS HIGH SCHOOL,State Senate,12.0,484,484,1.0
CALHOUN,WHITE PLAINS V F D,State House,40.0,298,298,1.0
CALHOUN,WHITE PLAINS V F D,State Senate,12.0,297,297,1.0
CALHOUN,WIGGINS COMMUNITY CENTER,State House,32.0,384,384,1.0
CALHOUN,WIGGINS COMMUNITY CENTER,State Senate,12.0,385,385,1.0
CHAMBERS,ABSENTEE,State House,37.0,83,134,0.6194029850746269
CHAMBERS,ABSENTEE,State House,38.0,51,134,0.3805970149253731
CHAMBERS,ABSENTEE,State Senate,13.0,134,134,1.0
CHAMBERS,BUFFALO,State House,37.0,182,182,1.0
CHAMBERS,BUFFALO,State Senate,13.0,182,182,1.0
CHAMBERS,CUSSETA,State House,37.0,21,176,0.11931818181818182
CHAMBERS,CUSSETA,State House,38.0,155,176,0.8806818181818182
CHAMBERS,CUSSETA,State Senate,13.0,176,176,1.0
CHAMBERS,FIVE POINTS,State House,37.0,177,177,1.0
CHAMBERS,FIVE POINTS,State Senate,13.0,177,177,1.0
CHAMBERS,FREDONIA,State House,37.0,239,239,1.0
CHAMBERS,FREDONIA,State Senate,13.0,239,239,1.0
CHAMBERS,HUGULEY,State House,37.0,123,549,0.22404371584699453
CHAMBERS,HUGULEY,State House,38.0,426,549,0.7759562841530054
CHAMBERS,HUGULEY,State Senate,13.0,549,549,1.0
CHAMBERS,LAFAYETTE,State House,37.0,847,864,0.9803240740740741
CHAMBERS,LAFAYETTE,State House,38.0,17,864,0.019675925925925927
CHAMBERS,LAFAYETTE,State Senate,13.0,864,864,1.0
CHAMBERS,LAKEVIEW,State House,37.0,204,204,1.0
CHAMBERS,LAKEVIEW,State Senate,13.0,204,204,1.0
CHAMBERS,LANETT,State House,37.0,1200,1520,0.7894736842105263
CHAMBERS,LANETT,State House,38.0,320,1520,0.21052631578947367
CHAMBERS,LANETT,State Senate,13.0,1520,1520,1.0
CHAMBERS,MILLTOWN,State House,37.0,135,135,1.0
CHAMBERS,MILLTOWN,State Senate,13.0,135,135,1.0
CHAMBERS,MOUNT OLIVE,State House,37.0,102,102,1.0
CHAMBERS,MOUNT OLIVE,State Senate,13.0,102,102,1.0
CHAMBERS,PENTON,State House,37.0,94,94,1.0
CHAMBERS,PENTON,State Senate,13.0,94,94,1.0
CHAMBERS,PROVISIONAL,State House,37.0,7,22,0.3181818181818182
CHAMBERS,PROVISIONAL,State House,38.0,15,22,0.6818181818181818
CHAMBERS,PROVISIONAL,State Senate,13.0,23,23,1.0
CHAMBERS,RIDGE GROVE,State House,37.0,217,217,1.0
CHAMBERS,RIDGE GROVE,State Senate,13.0,217,217,1.0
CHAMBERS,SPARKLING SPRINGS,State House,37.0,33,33,1.0
CHAMBERS,SPARKLING SPRINGS,State Senate,13.0,33,33,1.0
CHAMBERS,STANDING ROCK,State House,37.0,155,155,1.0
CHAMBERS,STANDING ROCK,State Senate,13.0,155,155,1.0
CHAMBERS,STROUD,State House,37.0,132,132,1.0
CHAMBERS,STROUD,State Senate,13.0,132,132,1.0
CHAMBERS,STURKIE,State House,37.0,148,248,0.5967741935483871
CHAMBERS,STURKIE,State House,38.0,100,248,0.4032258064516129
CHAMBERS,STURKIE,State Senate,13.0,248,248,1.0
CHAMBERS,UNION HILL,State House,37.0,136,136,1.0
CHAMBERS,UNION HILL,State Senate,13.0,136,136,1.0
CHAMBERS,VALLEY,State House,38.0,2450,2450,1.0
CHAMBERS,VALLEY,State Senate,13.0,2450,2450,1.0
CHAMBERS,VALLEY RESCUE,State House,37.0,187,339,0.551622418879056
CHAMBERS,VALLEY RESCUE,State House,38.0,152,339,0.44837758112094395
CHAMBERS,VALLEY RESCUE,State Senate,13.0,339,339,1.0
CHAMBERS,WAVERLY,State House,37.0,21,92,0.22826086956521738
CHAMBERS,WAVERLY,State House,38.0,71,92,0.7717391304347826
CHAMBERS,WAVERLY,State Senate,13.0,92,92,1.0
CHAMBERS,WEST CHAMBERS,State House,37.0,163,166,0.9819277108433735
CHAMBERS,WEST CHAMBERS,State House,38.0,3,166,0.018072289156626505
CHAMBERS,WEST CHAMBERS,State Senate,13.0,166,166,1.0
CHEROKEE,ABSENTEE,State House,39.0,221,221,1.0
CHEROKEE,ABSENTEE,State Senate,10.0,199,221,0.9004524886877828
CHEROKEE,ABSENTEE,State Senate,13.0,22,221,0.09954751131221719
CHEROKEE,BROOMTOWN FIRE DEPARTMENT,State House,39.0,176,176,1.0
CHEROKEE,BROOMTOWN FIRE DEPARTMENT,State Senate,10.0,176,176,1.0
CHEROKEE,CEDAR BLUFF FIRST BAPTIST,State House,39.0,631,631,1.0
CHEROKEE,CEDAR BLUFF FIRST BAPTIST,State Senate,10.0,631,631,1.0
CHEROKEE,CONGREGATIONAL METHODIST,State House,39.0,109,109,1.0
CHEROKEE,CONGREGATIONAL METHODIST,State Senate,13.0,109,109,1.0
CHEROKEE,DANIELS CHAPEL FELLOWSHIP,State House,39.0,104,104,1.0
CHEROKEE,DANIELS CHAPEL FELLOWSHIP,State Senate,10.0,104,104,1.0
CHEROKEE,EBENEZER FELLOWSHIP HALL,State House,39.0,312,312,1.0
CHEROKEE,EBENEZER FELLOWSHIP HALL,State Senate,13.0,312,312,1.0
CHEROKEE,FRIENDSHIP BAP FELLOWSHIP,State House,39.0,116,116,1.0
CHEROKEE,FRIENDSHIP BAP FELLOWSHIP,State Senate,10.0,116,116,1.0
CHEROKEE,GAYLESVILLE CITY HALL,State House,39.0,221,221,1.0
CHEROKEE,GAYLESVILLE CITY HALL,State Senate,10.0,221,221,1.0
CHEROKEE,GOSHEN METHODIST CHURCH,State House,39.0,200,200,1.0
CHEROKEE,GOSHEN METHODIST CHURCH,State Senate,10.0,200,200,1.0
CHEROKEE,LEESBURG FEMA BUILDING,State House,39.0,598,598,1.0
CHEROKEE,LEESBURG FEMA BUILDING,State Senate,10.0,598,598,1.0
CHEROKEE,MCCORDS CROSSROADS FIRE,State House,39.0,191,191,1.0
CHEROKEE,MCCORDS CROSSROADS FIRE,State Senate,13.0,191,191,1.0
CHEROKEE,MELROSE BAPTIST CHURCH,State House,39.0,155,155,1.0
CHEROKEE,MELROSE BAPTIST CHURCH,State Senate,10.0,155,155,1.0
CHEROKEE,MOUNT CALVARY BAPTIST CHURCH,State House,39.0,59,59,1.0
CHEROKEE,MOUNT CALVARY BAPTIST CHURCH,State Senate,10.0,59,59,1.0
CHEROKEE,MOUNT WEISNER FIRE HALL,State House,39.0,148,148,1.0
CHEROKEE,MOUNT WEISNER FIRE HALL,State Senate,10.0,148,148,1.0
CHEROKEE,NEW HOPE METHODIST,State House,39.0,213,213,1.0
CHEROKEE,NEW HOPE METHODIST,State Senate,10.0,213,213,1.0
CHEROKEE,PROVISIONAL,State House,39.0,5,5,1.0
CHEROKEE,PROVISIONAL,State Senate,10.0,3,5,0.6
CHEROKEE,PROVISIONAL,State Senate,13.0,2,5,0.4
CHEROKEE,ROCK RUN CHURCH,State House,39.0,60,60,1.0
CHEROKEE,ROCK RUN CHURCH,State Senate,13.0,60,60,1.0
CHEROKEE,SAND ROCK TOWN HALL,State House,39.0,543,543,1.0
CHEROKEE,SAND ROCK TOWN HALL,State Senate,10.0,543,543,1.0
CHEROKEE,SHADY GROVE CHURCH,State House,39.0,132,132,1.0
CHEROKEE,SHADY GROVE CHURCH,State Senate,10.0,132,132,1.0
CHEROKEE,SPRING CREEK VOLUNTEER FIRE DEPARTMENT,State House,39.0,268,268,1.0
CHEROKEE,SPRING CREEK VOLUNTEER FIRE DEPARTMENT,State Senate,13.0,268,268,1.0
CHEROKEE,SPRING GARDEN FIRE STATION,State House,39.0,325,325,1.0
CHEROKEE,SPRING GARDEN FIRE STATION,State Senate,13.0,325,325,1.0
CHEROKEE,THE ROC,State House,39.0,1826,1826,1.0
CHEROKEE,THE ROC,State Senate,10.0,1826,1826,1.0
CHEROKEE,THE VALLEY CHURCH,State House,39.0,108,108,1.0
CHEROKEE,THE VALLEY CHURCH,State Senate,10.0,108,108,1.0
CHEROKEE,TUCKERS CHAPEL FIRE DEPARTMENT,State House,39.0,128,128,1.0
CHEROKEE,TUCKERS CHAPEL FIRE DEPARTMENT,State Senate,10.0,128,128,1.0
CHEROKEE,UNITY MISSIONARY BAPTIST,State House,39.0,173,173,1.0
CHEROKEE,UNITY MISSIONARY BAPTIST,State Senate,10.0,173,173,1.0
CHILTON,ABSENTEE,State House,42.0,181,247,0.7327935222672065
CHILTON,ABSENTEE,State House,49.0,18,247,0.0728744939271255
CHILTON,ABSENTEE,State House,81.0,48,247,0.19433198380566802
CHILTON,ABSENTEE,State Senate,14.0,171,239,0.7154811715481172
CHILTON,ABSENTEE,State Senate,30.0,68,239,0.28451882845188287
CHILTON,AMERICAN LEGION,State House,42.0,428,428,1.0
CHILTON,AMERICAN LEGION,State Senate,14.0,420,420,1.0
CHILTON,CANE CREEK GAP OF MOUNT FIRE,State House,81.0,412,412,1.0
CHILTON,CANE CREEK GAP OF MOUNT FIRE,State Senate,14.0,373,373,1.0
CHILTON,CLANTON RECREATION,State House,42.0,1078,1078,1.0
CHILTON,CLANTON RECREATION,State Senate,14.0,1075,1075,1.0
CHILTON,COLLINS CHAPEL FIRE STAT,State House,42.0,210,210,1.0
CHILTON,COLLINS CHAPEL FIRE STAT,State Senate,14.0,206,206,1.0
CHILTON,COURTHOUSE CLANTON,State House,42.0,553,553,1.0
CHILTON,COURTHOUSE CLANTON,State Senate,14.0,553,553,1.0
CHILTON,ENTERPRISE FIRE STATION,State House,42.0,511,511,1.0
CHILTON,ENTERPRISE FIRE STATION,State Senate,30.0,550,550,1.0
CHILTON,FAIRVIEW FIRE STATION,State House,42.0,416,416,1.0
CHILTON,FAIRVIEW FIRE STATION,State Senate,30.0,444,444,1.0
CHILTON,ISABELLA FIRE STATION,State House,42.0,267,267,1.0
CHILTON,ISABELLA FIRE STATION,State Senate,14.0,276,276,1.0
CHILTON,JEMISON CITY HALL,State House,42.0,276,760,0.3631578947368421
CHILTON,JEMISON CITY HALL,State House,49.0,484,760,0.6368421052631579
CHILTON,JEMISON CITY HALL,State Senate,14.0,767,767,1.0
CHILTON,LIBRARY,State House,42.0,648,648,1.0
CHILTON,LIBRARY,State Senate,14.0,651,651,1.0
CHILTON,MAPLESVILLE PUBLIC LIBRARY,State House,42.0,285,285,1.0
CHILTON,MAPLESVILLE PUBLIC LIBRARY,State Senate,30.0,323,323,1.0
CHILTON,MARS HILL W CHILTON FIRE,State House,49.0,352,352,1.0
CHILTON,MARS HILL W CHILTON FIRE,State Senate,14.0,363,363,1.0
CHILTON,PROVIDENCE BAPTIST CHURCH,State House,49.0,584,584,1.0
CHILTON,PROVIDENCE BAPTIST CHURCH,State Senate,14.0,592,592,1.0
CHILTON,PROVIDENCE E CHILTON FIRE,State House,81.0,353,353,1.0
CHILTON,PROVIDENCE E CHILTON FIRE,State Senate,30.0,346,346,1.0
CHILTON,PROVISIONAL,State House,42.0,11,11,1.0
CHILTON,PROVISIONAL,State House,49.0,0,11,0.0
CHILTON,PROVISIONAL,State House,81.0,0,11,0.0
CHILTON,PROVISIONAL,State Senate,14.0,6,11,0.5454545454545454
CHILTON,PROVISIONAL,State Senate,30.0,5,11,0.45454545454545453
CHILTON,SOUTH CHILTON FIRE,State House,42.0,409,409,1.0
CHILTON,SOUTH CHILTON FIRE,State Senate,30.0,421,421,1.0
CHILTON,THORSBY TOWN HALL,State House,42.0,660,660,1.0
CHILTON,THORSBY TOWN HALL,State Senate,14.0,666,666,1.0
CHILTON,TOTAL,State House,42.0,6536,9472,0.6900337837837838
CHILTON,TOTAL,State House,49.0,1438,9472,0.15181587837837837
CHILTON,TOTAL,State House,81.0,1498,9472,0.15815033783783783
CHILTON,TOTAL,State Senate,14.0,6736,9540,0.7060796645702306
CHILTON,TOTAL,State Senate,30.0,2804,9540,0.2939203354297694
CHILTON,UNION GROVE NEW FIRE STAT,State House,42.0,603,603,1.0
CHILTON,UNION GROVE NEW FIRE STAT,State Senate,14.0,617,617,1.0
CHILTON,VERBENA FIRE STATION,State House,81.0,685,685,1.0
CHILTON,VERBENA FIRE STATION,State Senate,30.0,647,647,1.0
CHOCTAW,ABSENTEE,State House,65.0,85,148,0.5743243243243243
CHOCTAW,ABSENTEE,State House,71.0,63,148,0.42567567567567566
CHOCTAW,ABSENTEE,State Senate,22.0,14,148,0.0945945945945946
CHOCTAW,ABSENTEE,State Senate,24.0,134,148,0.9054054054054054
CHOCTAW,ARARAT,State House,65.0,102,102,1.0
CHOCTAW,ARARAT,State Senate,22.0,79,102,0.7745098039215687
CHOCTAW,ARARAT,State Senate,24.0,23,102,0.22549019607843138
CHOCTAW,BARRYTOWN,State House,65.0,125,125,1.0
CHOCTAW,BARRYTOWN,State Senate,22.0,125,125,1.0
CHOCTAW,BLADON SPRINGS,State House,65.0,50,50,1.0
CHOCTAW,BLADON SPRINGS,State Senate,24.0,50,50,1.0
CHOCTAW,BOGUELOOSA,State House,65.0,166,166,1.0
CHOCTAW,BOGUELOOSA,State Senate,24.0,166,166,1.0
CHOCTAW,BRANCH,State House,65.0,168,168,1.0
CHOCTAW,BRANCH,State Senate,22.0,13,168,0.07738095238095238
CHOCTAW,BRANCH,State Senate,24.0,155,168,0.9226190476190477
CHOCTAW,BUTLER,State House,65.0,758,841,0.901307966706302
CHOCTAW,BUTLER,State House,71.0,83,841,0.09869203329369798
CHOCTAW,BUTLER,State Senate,22.0,51,840,0.060714285714285714
CHOCTAW,BUTLER,State Senate,24.0,789,840,0.9392857142857143
CHOCTAW,CHAPPELL HILL,State House,65.0,153,153,1.0
CHOCTAW,CHAPPELL HILL,State Senate,22.0,153,153,1.0
CHOCTAW,CROMWELL,State House,71.0,76,76,1.0
CHOCTAW,CROMWELL,State Senate,24.0,76,76,1.0
CHOCTAW,CROSSROADS,State House,71.0,78,78,1.0
CHOCTAW,CROSSROADS,State Senate,24.0,78,78,1.0
CHOCTAW,CULLOMBURG,State House,65.0,119,119,1.0
CHOCTAW,CULLOMBURG,State Senate,24.0,119,119,1.0
CHOCTAW,GILBERTOWN,State House,65.0,231,231,1.0
CHOCTAW,GILBERTOWN,State Senate,22.0,166,231,0.7186147186147186
CHOCTAW,GILBERTOWN,State Senate,24.0,65,231,0.2813852813852814
CHOCTAW,HALSELL,State House,71.0,48,48,1.0
CHOCTAW,HALSELL,State Senate,24.0,48,48,1.0
CHOCTAW,HURRICANE,State House,65.0,29,29,1.0
CHOCTAW,HURRICANE,State Senate,24.0,29,29,1.0
CHOCTAW,INTERSECTION,State House,71.0,42,42,1.0
CHOCTAW,INTERSECTION,State Senate,24.0,42,42,1.0
CHOCTAW,ISNEY,State House,65.0,44,44,1.0
CHOCTAW,ISNEY,State Senate,24.0,44,44,1.0
CHOCTAW,LAVACA,State House,65.0,152,152,1.0
CHOCTAW,LAVACA,State Senate,24.0,152,152,1.0
CHOCTAW,LISMAN,State House,65.0,0,172,0.0
CHOCTAW,LISMAN,State House,71.0,172,172,1.0
CHOCTAW,LISMAN,State Senate,24.0,172,172,1.0
CHOCTAW,LUSK,State House,65.0,110,110,1.0
CHOCTAW,LUSK,State Senate,22.0,110,110,1.0
CHOCTAW,MELVIN,State House,65.0,91,91,1.0
CHOCTAW,MELVIN,State Senate,24.0,91,91,1.0
CHOCTAW,MOUNT STERLING,State House,65.0,129,129,1.0
CHOCTAW,MOUNT STERLING,State Senate,24.0,129,129,1.0
CHOCTAW,PELHAM,State House,71.0,93,93,1.0
CHOCTAW,PELHAM,State Senate,24.0,93,93,1.0
