result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note
749,LIMESTONE,BETHEL CHURCH OF CHRIST,BETHEL CHURCH OF CHRIST,BETHEL CHURCH OF CHRIST,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,59.11,2.11,1,LAMB OF GOD LUTHERAN CHURCH,57.0,ATHENS RECREATION CENTER,42.55,False,True,low_or_ambiguous_score,,
750,LIMESTONE,CAPSHAW BAPTIST CHURCH,CAPSHAW BAPTIST CHURCH,CAPSHAW BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,24.63,1,CLEMENTS BAPTIST RIPLEY WOW HALL,49.26,LAMB OF GOD LUTHERAN CHURCH,42.65,False,True,low_or_ambiguous_score,,
751,LIMESTONE,CLEMENTS BAPTIST CHURCH,CLEMENTS BAPTIST CHURCH,CLEMENTS BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,80.0,2.05,1,CLEMENTS BAPTIST RIPLEY WOW HALL,77.95,REID ELEMENTARY SCHOOL BLACKBURN CLUB HOUSE,49.4,False,True,low_or_ambiguous_score,,
752,LIMESTONE,COPELAND PRESBYTERIAN CHURCH,COPELAND PRESBYTERIAN CHURCH,COPELAND PRESBYTERIAN CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108313,13,Lamb of God Lutheran Church,LAMB OF GOD LUTHERAN CHURCH,review,58.18,2.18,1,BELMORE BAPTIST CHURCH,56.0,ATHENS RECREATION CENTER,42.31,False,True,low_or_ambiguous_score,,
754,LIMESTONE,ELKTON RD BAPTIST CHURCH,ELKTON RD BAPTIST CHURCH,ELKTON RD BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,82.61,31.63,1,LAMB OF GOD LUTHERAN CHURCH,50.98,LEGGTOWN STORE,49.09,False,True,low_or_ambiguous_score,,
755,LIMESTONE,FIRST BAPTIST CHURCH TANNER,FIRST BAPTIST CHURCH TANNER,FIRST BAPTIST CHURCH TANNER,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,19.6,1,TANNER FIRE DEPARTMENT,54.29,CLEMENTS BAPTIST RIPLEY WOW HALL,44.07,False,True,low_or_ambiguous_score,,
756,LIMESTONE,FRIENDSHIP UNITED METHODIST,FRIENDSHIP UNITED METHODIST,FRIENDSHIP UNITED METHODIST,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,46.67,3.53,1,OWENS COMMUNITY BUILDING,43.14,LEGGTOWN STORE,40.91,False,True,low_or_ambiguous_score,,
757,LIMESTONE,GOODSPRINGS COMMUNITY,GOODSPRINGS COMMUNITY,GOODSPRINGS COMMUNITY,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,85.5,22.17,1,OWENS COMMUNITY BUILDING,63.33,REID ELEMENTARY SCHOOL BLACKBURN CLUB HOUSE,40.71,False,True,low_or_ambiguous_score,,
758,LIMESTONE,ISOMS CHAPEL UNITED METHODIST,ISOMS CHAPEL UNITED METHODIST,ISOMS CHAPEL UNITED METHODIST,2014-General-Limestone.xlsx,contest_rows,False,010832,2,Isom's UMC-Creekside Elem,ISOM S UMC CREEKSIDE ELEMENTARY,review,46.67,3.22,1,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,43.45,OWENS COMMUNITY BUILDING,41.51,False,True,low_or_ambiguous_score,,
760,LIMESTONE,LESTER TOWN HALL,LESTER TOWN HALL,LESTER TOWN HALL,2014-General-Limestone.xlsx,contest_rows,False,010833,3,Ardmore Town Hall-Johnson Elem--Oak Grove FD,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,review,85.5,0.0,3,CLEMENTS BAPTIST RIPLEY WOW HALL,85.5,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,False,True,low_or_ambiguous_score,,
761,LIMESTONE,LINDSAY LANE BAPTIST,LINDSAY LANE BAPTIST,LINDSAY LANE BAPTIST,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,85.5,35.74,1,BELMORE BAPTIST CHURCH,49.76,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,45.0,False,True,low_or_ambiguous_score,,
762,LIMESTONE,MAYS MEMORIAL MISSIONARY,MAYS MEMORIAL MISSIONARY,MAYS MEMORIAL MISSIONARY,2014-General-Limestone.xlsx,contest_rows,False,010832,2,Isom's UMC-Creekside Elem,ISOM S UMC CREEKSIDE ELEMENTARY,review,43.64,1.97,2,ATHENS RECREATION CENTER,41.67,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,37.5,False,True,low_or_ambiguous_score,,
763,LIMESTONE,OWENS SENIOR CENTER,OWENS SENIOR CENTER,OWENS SENIOR CENTER,2014-General-Limestone.xlsx,contest_rows,False,010836,6,Goodsprings Center-W. Limestone FD- Lester PO,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,review,85.5,20.38,1,ATHENS RECREATION CENTER,65.12,LEGGTOWN STORE,51.82,False,True,low_or_ambiguous_score,,
764,LIMESTONE,PLEASANT GROVE FIRE,PLEASANT GROVE FIRE,PLEASANT GROVE FIRE,2014-General-Limestone.xlsx,contest_rows,False,010837,7,Pleasant Grove FD,PLEASANT GROVE FIRE DEPARTMENT,review,90.0,4.5,1,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,85.5,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,False,True,low_or_ambiguous_score,,
766,LIMESTONE,RIPLEY (WOW HALL),RIPLEY WOW HALL,RIPLEY WOW HALL,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,90.0,4.5,1,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,85.5,PLEASANT GROVE FIRE DEPARTMENT,37.89,False,True,low_or_ambiguous_score,,
767,LIMESTONE,ROUND ISLAND BAPTIST CHURCH,ROUND ISLAND BAPTIST CHURCH,ROUND ISLAND BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,24.63,1,LAMB OF GOD LUTHERAN CHURCH,49.26,CLEMENTS BAPTIST RIPLEY WOW HALL,48.31,False,True,low_or_ambiguous_score,,
768,LIMESTONE,ST MARK PRIMITIVE BAPTIST,SAINT MARK PRIMITIVE BAPTIST,SAINT MARK PRIMITIVE BAPTIST,2014-General-Limestone.xlsx,contest_rows,False,010839,9,Clements Bapt-Ripley WOW Hall,CLEMENTS BAPTIST RIPLEY WOW HALL,review,47.5,1.64,3,BELMORE BAPTIST CHURCH,45.86,PLEASANT GROVE FIRE DEPARTMENT,45.86,False,True,low_or_ambiguous_score,,
769,LIMESTONE,WEST LIMESTONE FIRE,WEST LIMESTONE FIRE,WEST LIMESTONE FIRE,2014-General-Limestone.xlsx,contest_rows,False,010833,3,Ardmore Town Hall-Johnson Elem--Oak Grove FD,ARDMORE TOWN HALL JOHNSON ELEMENTARY OAK GROVE FIRE DEPARTMENT,review,85.5,0.0,3,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,85.5,PLEASANT GROVE FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,
770,LIMESTONE,WOOLEY SPRINGS BAPTIST CHURCH,WOOLEY SPRINGS BAPTIST CHURCH,WOOLEY SPRINGS BAPTIST CHURCH,2014-General-Limestone.xlsx,contest_rows,False,0108311,11,Belmore Baptist Church,BELMORE BAPTIST CHURCH,review,73.89,24.05,1,CLEMENTS BAPTIST RIPLEY WOW HALL,49.84,GOODSPRINGS CENTER W LIMESTONE FIRE DEPARTMENT LESTER PO,47.17,False,True,low_or_ambiguous_score,,
773,LOWNDES,BURKEVILLE VOLUNTEER,BURKEVILLE VOLUNTEER,BURKEVILLE VOLUNTEER,2014-General-Lowndes.xlsx,contest_rows,False,010850071,0071,Burkville Volunteer Fire Dept.,BURKVILLE VOLUNTEER FIRE DEPARTMENT,review,87.69,36.63,1,HAYNEVILLE COURTHOUSE ANNEX,51.06,COMMUNITY CENTER,38.89,False,True,low_or_ambiguous_score,,
774,LOWNDES,FT_ DEPOSIT ARMORY,FT DEPOSIT ARMORY,FT DEPOSIT ARMORY,2014-General-Lowndes.xlsx,contest_rows,False,010850131,0131,Fort Deposit National Guard Armory Voting District,FORT DEPOSIT NATIONAL GUARD ARMORY,review,85.5,0.0,2,FORT DEPOSIT NATIONAL GUARD ARMORY,85.5,BURKVILLE VOLUNTEER FIRE DEPARTMENT,45.0,False,True,low_or_ambiguous_score,,
776,LOWNDES,LILY BAPTIST CHURCH,LILY BAPTIST CHURCH,LILY BAPTIST CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850081,0081,Lily Baptist Church,LILY BAPTIST CHURCH,review,100.0,0.0,2,LILY BAPTIST CHURCH,100.0,OLD BETHEL CHURCH,61.11,False,True,low_or_ambiguous_score,,
777,LOWNDES,LOWNDES CTY DEV OFC,LOWNDES COUNTY DEV OFC,LOWNDES COUNTY DEV OFC,2014-General-Lowndes.xlsx,contest_rows,False,010850021,0021,Lowndesboro CME Church Voting District,LOWNDESBORO CME CHURCH,review,56.14,0.0,2,LOWNDESBORO CME CHURCH,56.14,COMMUNITY CENTER,42.11,False,True,low_or_ambiguous_score,,
778,LOWNDES,LOWNDESBORO CME CHURCH,LOWNDESBORO CME CHURCH,LOWNDESBORO CME CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850021,0021,Lowndesboro CME Church Voting District,LOWNDESBORO CME CHURCH,review,100.0,0.0,2,LOWNDESBORO CME CHURCH,100.0,NEW HOPE CHURCH,59.46,False,True,low_or_ambiguous_score,,
780,LOWNDES,NEW HOPE CHURCH,NEW HOPE CHURCH,NEW HOPE CHURCH,2014-General-Lowndes.xlsx,contest_rows,False,010850091,0091,New Hope Church Voting District,NEW HOPE CHURCH,review,100.0,0.0,3,NEW HOPE CHURCH,100.0,NEW HOPE CHURCH,100.0,False,True,low_or_ambiguous_score,,
785,MADISON,1ST BAPTIST CHURCH,FIRST BAPTIST CHURCH,FIRST BAPTIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108976,76,Meridianville 1st Bapt Church,MERIDIANVILLE FIRST BAPTIST CHURCH,review,90.0,4.29,1,HARVEST BAPTIST CHURCH,85.71,WEATHERLY HEIGHTS BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
788,MADISON,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,ALDERSGATE UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108920,20,Aldersgate United Meth Church,ALDERSGATE UNITED METH CHURCH,review,78.57,7.87,1,TONEY UNITED METHODIST CHURCH,70.7,CHASE VALLEY UNITED METH,62.75,False,True,low_or_ambiguous_score,,
789,MADISON,ALL NATIONS CHURCH,ALL NATIONS CHURCH,ALL NATIONS CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,ALDERSGATE UNITED METH CHURCH,85.5,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
790,MADISON,BOBO VOLUNTEER FIRE,BOBO VOLUNTEER FIRE,BOBO VOLUNTEER FIRE,2014-General-Madison.xlsx,contest_rows,False,0108981,81,Bobo Volunteer Fire Dept,BOBO VOLUNTEER FIRE DEPARTMENT,review,90.0,4.5,1,PLEVNA NEW MARKET FIRE DEPARTMENT 2,85.5,KEEL MOUNT VOLUNTEER FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,
793,MADISON,CHARLES STONE AG_ CENTER,CHARLES STONE AG CENTER,CHARLES STONE AG CENTER,2014-General-Madison.xlsx,contest_rows,False,010892,2,Charles Stone Agricultural Center,CHARLES STONE AGRICULTURAL CENTER,review,88.37,2.87,1,SENIOR CENTER,85.5,DR RICHARD SHOWERS CENTER,63.33,False,True,low_or_ambiguous_score,,
795,MADISON,COMMUNITY FELLOWSHIP,COMMUNITY FELLOWSHIP,COMMUNITY FELLOWSHIP,2014-General-Madison.xlsx,contest_rows,False,0108979,79,Hurricane Creek Community Center,HURRICANE CREEK COMMUNITY CENTER,review,85.5,26.53,1,LAKEWOOD COMMUNITY CENTER,58.97,MONROVIA COMMUNITY CENTER,58.97,False,True,low_or_ambiguous_score,,
796,MADISON,COVE CHURCH AT CHASE,COVE CHURCH AT CHASE,COVE CHURCH AT CHASE,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,FIRST MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
797,MADISON,COVE UNITED METHODIST CHURCH,COVE UNITED METHODIST CHURCH,COVE UNITED METHODIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108965,65,Toney United Methodist Church,TONEY UNITED METHODIST CHURCH,review,91.23,1.03,2,COVE UNITED METH CHURCH,90.2,ASBURY METH CHURCH,85.5,False,True,low_or_ambiguous_score,,
800,MADISON,FAITH LUTHERAN,FAITH LUTHERAN,FAITH LUTHERAN,2014-General-Madison.xlsx,contest_rows,False,0108950,50,St.Luke Missionary Bapt Church,SAINT LUKE MISSIONARY BAPTIST CHURCH,review,52.5,1.83,2,TRIANA CITY HALL,50.67,MERIDIANVILLE FIRST BAPTIST CHURCH,48.86,False,True,low_or_ambiguous_score,,
801,MADISON,FIRE & RESCUE TRAINING,FIRE AND RESCUE TRAINING,FIRE AND RESCUE TRAINING,2014-General-Madison.xlsx,contest_rows,False,0108962,62,Keel Mt Volunteer Fire Dept,KEEL MOUNT VOLUNTEER FIRE DEPARTMENT,review,85.5,10.5,1,FIRE AND RESCUE ACADEMY,75.0,NEW MARKET FIRE STATION,56.6,False,True,low_or_ambiguous_score,,
802,MADISON,FIRST BAPTIST MERIDANVILLE,FIRST BAPTIST MERIDANVILLE,FIRST BAPTIST MERIDANVILLE,2014-General-Madison.xlsx,contest_rows,False,0108976,76,Meridianville 1st Bapt Church,MERIDIANVILLE FIRST BAPTIST CHURCH,review,82.33,18.05,1,CHURCH OF CHRIST MERIDIANVILLE,64.29,FIRST MISSIONARY BAPTIST CHURCH,63.33,False,True,low_or_ambiguous_score,,
803,MADISON,FIRST CHURH OF GOD MADISON,FIRST CHURH OF GOD MADISON,FIRST CHURH OF GOD MADISON,2014-General-Madison.xlsx,contest_rows,False,0108971,71,Madison City Hall,MADISON CITY HALL,review,85.5,17.1,1,MADISON CHURCH OF CHRIST,68.4,FIRST MISSIONARY BAPTIST CHURCH,56.67,False,True,low_or_ambiguous_score,,
805,MADISON,GRACE UNITED METHODIST,GRACE UNITED METHODIST,GRACE UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108965,65,Toney United Methodist Church,TONEY UNITED METHODIST CHURCH,review,80.0,6.09,1,GRACE UNITED METH CHURCH,73.91,TRINITY UNITED METH CHURCH,63.33,False,True,low_or_ambiguous_score,,
807,MADISON,HAMPTON COVE CHURCH,HAMPTON COVE CHURCH,HAMPTON COVE CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,ALDERSGATE UNITED METH CHURCH,85.5,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
811,MADISON,INTERGRAPH CORP_,INTERGRAPH CORP,INTERGRAPH CORP,2014-General-Madison.xlsx,contest_rows,False,0108922,22,Whitesburg Baptist Church,WHITESBURG BAPTIST CHURCH,review,50.0,1.35,2,WHITESBURG BOAT HARBOR,48.65,TERRY HEIGHTS SCHOOL,45.71,False,True,low_or_ambiguous_score,,
822,MADISON,MADISON MISSION 7 DAY ADV,MADISON MISSION 7 DAY ADV,MADISON MISSION 7 DAY ADV,2014-General-Madison.xlsx,contest_rows,False,0108963,63,Mad Mission 7th Day Advent Church,MAD MISSION 7TH DAY ADVENT CHURCH,review,72.41,15.27,1,MADISON CITY HALL,57.14,MADISON COUNTY NATURE TRAIL,53.85,False,True,low_or_ambiguous_score,,
825,MADISON,MERIDANVILLE CHURCH OF CHRIST,MERIDANVILLE CHURCH OF CHRIST,MERIDANVILLE CHURCH OF CHRIST,2014-General-Madison.xlsx,contest_rows,False,0108983,83,Church Of Christ Meridianville,CHURCH OF CHRIST MERIDIANVILLE,review,93.39,6.12,1,MAYSVILLE CHURCH OF CHRIST,87.27,ASBURY METH CHURCH,85.5,False,True,low_or_ambiguous_score,,
830,MADISON,MT_ ZION BAPTIST CHURCH,MOUNT ZION BAPTIST CHURCH,MOUNT ZION BAPTIST CHURCH,2014-General-Madison.xlsx,contest_rows,False,010898,8,Mountainview Baptist Church,MOUNTAINVIEW BAPTIST CHURCH,review,84.62,3.76,1,MADISON BAPTIST CHURCH,80.85,HAVEN BAPTIST CHURCH,78.24,False,True,low_or_ambiguous_score,,
833,MADISON,NEW SHILOH CHURCH,NEW SHILOH CHURCH,NEW SHILOH CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108937,37,New Shiloh Church Ministries,NEW SHILOH CHURCH MINISTRIES,review,90.0,4.5,1,WEATHERLY HEIGHTS BAPTIST CHURCH,85.5,TRINITY UNITED METH CHURCH,85.5,False,True,low_or_ambiguous_score,,
834,MADISON,NORTHEAST HUNTSVILLE,NORTHEAST HUNTSVILLE,NORTHEAST HUNTSVILLE,2014-General-Madison.xlsx,contest_rows,False,0108947,47,West Huntsville Elementary School,WEST HUNTSVILLE ELEMENTARY SCHOOL,review,85.5,22.17,1,HUNTSVILLE MIDDLE SCHOOL,63.33,SENIOR CENTER,47.37,False,True,low_or_ambiguous_score,,
835,MADISON,OAKWOOD UNIVERSITY CHURCH,OAKWOOD UNIVERSITY CHURCH,OAKWOOD UNIVERSITY CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108927,27,Oakwood College,OAKWOOD COLLEGE,review,85.5,22.17,1,UNIVERSITY PLACE SCHOOL,63.33,HILLWOOD BAPTIST CHURCH,62.5,False,True,low_or_ambiguous_score,,
836,MADISON,OPTIMIST PARK REC_,OPTIMIST PARK RECREATION,OPTIMIST PARK RECREATION,2014-General-Madison.xlsx,contest_rows,False,0108955,55,New Market Fire Station,NEW MARKET FIRE STATION,review,51.06,1.5,2,MADISON BAPTIST CHURCH,49.57,MONTE SANO FIRE STATION 4,48.98,False,True,low_or_ambiguous_score,,
841,MADISON,PLEVNA NEW MARKET FIRE #2,PLEVNA NEW MARKET FIRE 2,PLEVNA NEW MARKET FIRE,2014-General-Madison.xlsx,contest_rows,False,0108973,73,Plevna /New Market Fire Dept #2,PLEVNA NEW MARKET FIRE DEPARTMENT 2,review,90.0,4.5,1,KEEL MOUNT VOLUNTEER FIRE DEPARTMENT,85.5,NEW HOPE VOLUNTEER FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,
843,MADISON,RESTORATION CHURCH,RESTORATION CHURCH,RESTORATION CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108919,19,Weatherly Heights Bapt Church,WEATHERLY HEIGHTS BAPTIST CHURCH,review,85.5,0.0,3,ALDERSGATE UNITED METH CHURCH,85.5,SAINT LUKE MISSIONARY BAPTIST CHURCH,85.5,False,True,low_or_ambiguous_score,,
844,MADISON,RIVERTREE CHURCH,RIVERTREE CHURCH,RIVERTREE CHURCH,2014-General-Madison.xlsx,contest_rows,False,0108922,22,Whitesburg Baptist Church,WHITESBURG BAPTIST CHURCH,review,85.5,0.0,3,WEATHERLY HEIGHTS BAPTIST CHURCH,85.5,TRINITY UNITED METH CHURCH,85.5,False,True,low_or_ambiguous_score,,
852,MADISON,TRINITY UNITED METHODIST,TRINITY UNITED METHODIST,TRINITY UNITED METHODIST,2014-General-Madison.xlsx,contest_rows,False,0108917,17,Trinity United Meth Church,TRINITY UNITED METH CHURCH,review,76.0,0.0,2,TONEY UNITED METHODIST CHURCH,76.0,TRIANA CITY HALL,60.0,False,True,low_or_ambiguous_score,,
853,MADISON,TRINTY PRESBYTERIAN,TRINTY PRESBYTERIAN,TRINTY PRESBYTERIAN,2014-General-Madison.xlsx,contest_rows,False,0108914,14,Southwood Presbyterian Church,SOUTHWOOD PRESBYTERIAN CHURCH,review,85.5,11.95,1,COVENANT PRESBYTERIAN CHURCH,73.55,HURRICANE CREEK COMMUNITY CENTER,49.66,False,True,low_or_ambiguous_score,,
854,MADISON,WEATHERLY HGTS BAPTIST,WEATHERLY HGTS BAPTIST,WEATHERLY HGTS BAPTIST,2014-General-Madison.xlsx,contest_rows,False,0108950,50,St.Luke Missionary Bapt Church,SAINT LUKE MISSIONARY BAPTIST CHURCH,review,85.5,0.0,2,MERIDIANVILLE FIRST BAPTIST CHURCH,85.5,WEATHERLY HEIGHTS BAPTIST CHURCH,82.82,False,True,low_or_ambiguous_score,,
855,MADISON,WEST HUNTSVILLE BAPTIST,WEST HUNTSVILLE BAPTIST,WEST HUNTSVILLE BAPTIST,2014-General-Madison.xlsx,contest_rows,False,0108950,50,St.Luke Missionary Bapt Church,SAINT LUKE MISSIONARY BAPTIST CHURCH,review,85.5,10.5,1,WEST HUNTSVILLE ELEMENTARY SCHOOL,75.0,PINEVIEW BAPTIST CHURCH,61.96,False,True,low_or_ambiguous_score,,
857,MADISON,WHITESBURG CENTER,WHITESBURG CENTER,WHITESBURG CENTER,2014-General-Madison.xlsx,contest_rows,False,0108916,16,Westside Neighborhood Center,WESTSIDE NEIGHBORHOOD CENTER,review,85.5,0.0,3,HURRICANE CREEK COMMUNITY CENTER,85.5,CHARLES STONE AGRICULTURAL CENTER,85.5,False,True,low_or_ambiguous_score,,
863,MARENGO,DEMOPOLIS NAT'L GUARD,DEMOPOLIS NAT L GUARD,DEMOPOLIS NAT L GUARD,2014-General-Marengo.xlsx,contest_rows,False,010910202,0202,Demopolis High School,DEMOPOLIS HIGH SCHOOL,review,58.81,4.52,1,NATIONAL GUARD ARMORY,54.29,MAGNOLIA,45.0,False,True,low_or_ambiguous_score,,
864,MARENGO,DEMOPOLIS WESTSIDE SCHOOL,DEMOPOLIS WESTSIDE SCHOOL,DEMOPOLIS WESTSIDE SCHOOL,2014-General-Marengo.xlsx,contest_rows,False,010910201,0201,Westside School,WESTSIDE SCHOOL,review,90.0,7.84,1,DEMOPOLIS HIGH SCHOOL,82.16,HOBOKEN,49.09,False,True,low_or_ambiguous_score,,
865,MARENGO,DIXONS MILLS VOL_ FIRE,DIXONS MILLS VOLUNTEER FIRE,DIXONS MILLS VOLUNTEER FIRE,2014-General-Marengo.xlsx,contest_rows,False,010910408,0408,Dixon's Mill,DIXON S MILL,review,86.09,37.0,1,DAYTON,49.09,SURGINER,48.86,False,True,low_or_ambiguous_score,,
867,MARENGO,FLATWOODS COMM_ CENTER,FLATWOODS COMMUNITY CENTER,FLATWOODS COMMUNITY CENTER,2014-General-Marengo.xlsx,contest_rows,False,010910101,0101,Civic Center,CIVIC CENTER,review,85.5,27.17,1,FLATWOODS VOTING BOOTH,58.33,MYRTLEWOOD,53.44,False,True,low_or_ambiguous_score,,
869,MARENGO,LINDEN ARMORY,LINDEN ARMORY,LINDEN ARMORY,2014-General-Marengo.xlsx,contest_rows,False,010910102,0102,National Guard Armory,NATIONAL GUARD ARMORY,review,85.5,0.0,2,OLD LINDEN COURTHOUSE,85.5,SURGINER,45.0,False,True,low_or_ambiguous_score,,
871,MARENGO,MAGNOLIA COMM_ CENTER,MAGNOLIA COMMUNITY CENTER,MAGNOLIA COMMUNITY CENTER,2014-General-Marengo.xlsx,contest_rows,False,010910405,0405,Magnolia,MAGNOLIA,review,90.0,4.5,1,CIVIC CENTER,85.5,NANAFALIA,53.44,False,True,low_or_ambiguous_score,,
872,MARENGO,MYRTLEWOOD COMM_ CENTER,MYRTLEWOOD COMMUNITY CENTER,MYRTLEWOOD COMMUNITY CENTER,2014-General-Marengo.xlsx,contest_rows,False,010910511,0511,Myrtlewood,MYRTLEWOOD,review,90.0,4.5,1,CIVIC CENTER,85.5,SURGINER,45.0,False,True,low_or_ambiguous_score,,
873,MARENGO,NANAFALIA COMM_ CENTER,NANAFALIA COMMUNITY CENTER,NANAFALIA COMMUNITY CENTER,2014-General-Marengo.xlsx,contest_rows,False,010910508,0508,Nanafalia,NANAFALIA,review,90.0,4.5,1,CIVIC CENTER,85.5,MAGNOLIA,57.0,False,True,low_or_ambiguous_score,,
874,MARENGO,NICHOLSVILLE BAPTIST CHURCH,NICHOLSVILLE BAPTIST CHURCH,NICHOLSVILLE BAPTIST CHURCH,2014-General-Marengo.xlsx,contest_rows,False,010910305,0305,Cornerstone Church,CORNERSTONE CHURCH,review,85.5,37.62,1,WESTSIDE SCHOOL,47.88,DIXON S MILL,46.96,False,True,low_or_ambiguous_score,,
878,MARENGO,SURGINER COMM_ CENTER,SURGINER COMMUNITY CENTER,SURGINER COMMUNITY CENTER,2014-General-Marengo.xlsx,contest_rows,False,010910407,0407,Surginer,SURGINER,review,90.0,4.5,1,CIVIC CENTER,85.5,RANGELINE,57.0,False,True,low_or_ambiguous_score,,
885,MARION,BARNSVILLE TRAILER HWY 11,BARNSVILLE TRAILER HWY 11,BARNSVILLE TRAILER HWY 11,2014-General-Marion.xlsx,contest_rows,False,0109317,17,Barnsville Church,BARNSVILLE CHURCH,review,70.37,21.28,1,BACCUS,49.09,PIKEVILLE LIBERTY CHURCH,44.9,False,True,low_or_ambiguous_score,,
889,MARION,CLARK BLDG OFF 129,CLARK BUILDING OFF 129,CLARK BUILDING OFF 129,2014-General-Marion.xlsx,contest_rows,False,010931S,1S,Hamilton Neighborhood Facilities Bldg,HAMILTON NEIGHBORHOOD FACILITIES BUILDING,review,85.5,0.0,2,KIMBROUGH CRAFT COMMUNITY BUILDING,85.5,CRAFT COMMUNITY BUILDING,53.7,False,True,low_or_ambiguous_score,,
890,MARION,ET SIMS JR_ BUILDING,ET SIMS JR BUILDING,ET SIMS JR BUILDING,2014-General-Marion.xlsx,contest_rows,False,010931N,1N,Neighborhood Facilities Bldg,NEIGHBORHOOD FACILITIES BUILDING,review,85.5,0.0,3,HAMILTON NEIGHBORHOOD FACILITIES BUILDING,85.5,KIMBROUGH CRAFT COMMUNITY BUILDING,85.5,False,True,low_or_ambiguous_score,,
