result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,house_inferred_districts,senate_inferred_districts,house_spatial_districts,senate_spatial_districts,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_conflict
577,HENRY,HALEBURG CITY HALL,HALEBURG CITY HALL,HALEBURG CITY HALL,2014-General-Henry.xlsx,contest_rows,False,01067000004,000004,Haleburg Hall,HALEBURG HALL,fuzzy_high,95.0,56.29,1,LAWRENCEVILLE,38.71,HEADLAND ARMORY,34.55,True,False,,1,,85,28,85,28,True,True,compatible,True,False
578,HENRY,HEADLAND VOTING CENTER,HEADLAND VOTING CENTER,HEADLAND VOTING CENTER,2014-General-Henry.xlsx,contest_rows,False,01067000001,000001,Headland Armory,HEADLAND ARMORY,review,66.09,12.75,1,JUDSON COMMUNITY CENTER,53.33,HALEBURG HALL,41.04,False,True,low_or_ambiguous_score,,,85,28,85,28,True,True,compatible,False,False
579,HENRY,JUDSON COMMUNITY,JUDSON COMMUNITY,JUDSON COMMUNITY,2014-General-Henry.xlsx,contest_rows,False,01067000012,000012,Judson Comm Ctr,JUDSON COMMUNITY CENTER,fuzzy_high,95.0,56.29,1,EDWIN CLUBHOUSE,38.71,UNION VOTE HOUSE,37.5,True,False,,1,,85,28,85,28,True,True,compatible,True,False
580,HENRY,LAWRENCEVILLE HS,LAWRENCEVILLE HS,LAWRENCEVILLE HS,2014-General-Henry.xlsx,contest_rows,False,01067000013,000013,Lawrenceville,LAWRENCEVILLE,fuzzy_high,95.0,36.18,1,SHORTERVILLE HOUSE,58.82,NEWVILLE VOTE HOUSE,57.14,True,False,,1,,85,28,85,28,True,True,compatible,True,False
581,HENRY,NEWVILLE VT_ HOUSE,NEWVILLE VT HOUSE,NEWVILLE VT HOUSE,2014-General-Henry.xlsx,contest_rows,False,01067000007,000007,Newville Vote House,NEWVILLE VOTE HOUSE,fuzzy_high,94.44,25.87,1,SHORTERVILLE HOUSE,68.57,UNION VOTE HOUSE,66.67,True,False,,1,,85,28,85,28,True,True,compatible,True,False
582,HENRY,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-Henry.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,85,28,,,False,False,conflict,False,False
583,HENRY,SHORTERVILLE HOUSE,SHORTERVILLE HOUSE,SHORTERVILLE HOUSE,2014-General-Henry.xlsx,contest_rows,False,01067000011,000011,Shorterville House,SHORTERVILLE HOUSE,exact_normalized,100.0,100.0,1,SHORTERVILLE HOUSE,68.57,UNION VOTE HOUSE,66.67,True,False,,1,,85,28,85,28,True,True,compatible,True,False
584,HENRY,TUMBLETON VT_ HOUSE,TUMBLETON VT HOUSE,TUMBLETON VT HOUSE,2014-General-Henry.xlsx,contest_rows,False,01067000002,000002,Tumbleton Vote Hse,TUMBLETON VOTE HSE,fuzzy_medium,88.89,18.3,1,UNION VOTE HOUSE,70.59,NEWVILLE VOTE HOUSE,59.46,True,False,,1,,85,28,85,28,True,True,compatible,True,False
585,HENRY,UNION VT_ HOUSE,UNION VT HOUSE,UNION VT HOUSE,2014-General-Henry.xlsx,contest_rows,False,01067000005,000005,Union Vote House,UNION VOTE HOUSE,fuzzy_medium,93.33,26.67,1,NEWVILLE VOTE HOUSE,66.67,TUMBLETON VOTE HSE,62.5,True,False,,1,,85,28,85,28,True,True,compatible,True,False
586,HENRY,WILLS CROSS ROADS VT,WILLS CROSS ROADS VT,WILLS CROSS ROADS VT,2014-General-Henry.xlsx,contest_rows,False,01067000008,000008,Wills Crossroads,WILLS CROSSROADS,fuzzy_medium,88.89,20.47,1,DOUGLAS CROSSROADS,68.42,NEWVILLE VOTE HOUSE,46.15,True,False,,1,,85,28,85,28,True,True,compatible,True,False
587,HOUSTON,ABSENTEE,ABSENTEE,ABSENTEE,2014-General-Houston.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,85;86;87;93,28;29,,,False,False,conflict,False,False
588,HOUSTON,ANDREW BELLE COMMUNITY CENTER,ANDREW BELLE COMMUNITY CENTER,ANDREW BELLE COMMUNITY CENTER,2014-General-Houston.xlsx,contest_rows,False,01069000251,000251,Andrew Belle Comm Ctr,ANDREW BELLE COMMUNITY CENTER,exact_normalized,100.0,100.0,1,DOUGLAS CROSSROADS,68.42,NEWVILLE VOTE HOUSE,46.15,True,False,,1,,85;86,28;29,85;86,28;29,True,True,compatible,True,False
589,HOUSTON,ASHFORD DEPOT,ASHFORD DEPOT,ASHFORD DEPOT,2014-General-Houston.xlsx,contest_rows,False,01069000101,000101,Ashford Depot,ASHFORD DEPOT,exact_normalized,100.0,100.0,1,DOUGLAS CROSSROADS,68.42,NEWVILLE VOTE HOUSE,46.15,True,False,,1,,86,29,86,29,True,True,compatible,True,False
590,HOUSTON,BAY SPRINGS VFD,BAY SPRINGS VOLUNTEER FIRE DEPARTMENT,BAY SPRINGS VOLUNTEER FIRE DEPARTMENT,2014-General-Houston.xlsx,contest_rows,False,01069000111,000111,Bay Springs VFD,BAY SPRINGS VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,DOUGLAS CROSSROADS,68.42,NEWVILLE VOTE HOUSE,46.15,True,False,,1,,87,29,87,29,True,True,compatible,True,False
591,HOUSTON,COTTONWOOD CITY HALL,COTTONWOOD CITY HALL,COTTONWOOD CITY HALL,2014-General-Houston.xlsx,contest_rows,False,01069000131,000131,Cottonwood City Hall,COTTONWOOD CITY HALL,exact_normalized,100.0,100.0,1,DOUGLAS CROSSROADS,68.42,NEWVILLE VOTE HOUSE,46.15,True,False,,1,,86,29,86,29,True,True,compatible,True,False
592,HOUSTON,COWARTS TOWN HALL,COWARTS TOWN HALL,COWARTS TOWN HALL,2014-General-Houston.xlsx,contest_rows,False,01069000141,000141,Cowarts City Hall,COWARTS CITY HALL,review,82.35,22.89,1,COTTONWOOD CITY HALL,59.46,GORDON CITY HALL,57.58,False,True,low_or_ambiguous_score,,,86,29,86,29,True,True,compatible,False,False
593,HOUSTON,DOTHAN 1ST ASSEMBLY CLC,DOTHAN FIRST ASSEMBLY CLC,DOTHAN FIRST ASSEMBLY CLC,2014-General-Houston.xlsx,contest_rows,False,01069000410,000410,Dothan 1st Assembly,DOTHAN FIRST ASSEMBLY,fuzzy_high,95.0,46.22,1,GORDON CITY HALL,48.78,COTTONWOOD CITY HALL,44.44,True,False,,1,,87;93,29,87;93,29,True,True,compatible,True,False
594,HOUSTON,DOUG TEW COMMUNITY CENTER,DOUG TEW COMMUNITY CENTER,DOUG TEW COMMUNITY CENTER,2014-General-Houston.xlsx,contest_rows,False,01069000152,000152,Doug Tew Comm Ctr,DOUG TEW COMMUNITY CENTER,exact_normalized,100.0,100.0,1,GORDON CITY HALL,48.78,COTTONWOOD CITY HALL,44.44,True,False,,1,,85;86,28;29,85;86,28;29,True,True,compatible,True,False
595,HOUSTON,ENTERPRISE CHURCH,ENTERPRISE CHURCH,ENTERPRISE CHURCH,2014-General-Houston.xlsx,contest_rows,False,01069000171,000171,Enterprise Church,ENTERPRISE CHURCH,exact_normalized,100.0,100.0,1,GORDON CITY HALL,48.78,COTTONWOOD CITY HALL,44.44,True,False,,1,,86,29,86,29,True,True,compatible,True,False
596,HOUSTON,FARM CENTER,FARM CENTER,FARM CENTER,2014-General-Houston.xlsx,contest_rows,False,01069000181,000181,Farm Ctr,FARM CENTER,exact_normalized,100.0,100.0,1,GORDON CITY HALL,48.78,COTTONWOOD CITY HALL,44.44,True,False,,1,,85;86,29,85;86,29,True,True,compatible,True,False
597,HOUSTON,GORDON CITY HALL,GORDON CITY HALL,GORDON CITY HALL,2014-General-Houston.xlsx,contest_rows,False,01069000191,000191,Gordon City Hall,GORDON CITY HALL,exact_normalized,100.0,100.0,1,GORDON CITY HALL,48.78,COTTONWOOD CITY HALL,44.44,True,False,,1,,86,29,86,29,True,True,compatible,True,False
598,HOUSTON,HODGESVILLE VFD,HODGESVILLE VOLUNTEER FIRE DEPARTMENT,HODGESVILLE VOLUNTEER FIRE DEPARTMENT,2014-General-Houston.xlsx,contest_rows,False,01069000211,000211,Hodgesville VFD,HODGESVILLE VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,GORDON CITY HALL,48.78,COTTONWOOD CITY HALL,44.44,True,False,,1,,86,29,86,29,True,True,compatible,True,False
599,HOUSTON,KINSEY VFD,KINSEY VOLUNTEER FIRE DEPARTMENT,KINSEY VOLUNTEER FIRE DEPARTMENT,2014-General-Houston.xlsx,contest_rows,False,01069000231,000231,Kinsey VFD,KINSEY VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,GORDON CITY HALL,48.78,COTTONWOOD CITY HALL,44.44,True,False,,1,,85;86,28;29,85;86,28;29,True,True,compatible,True,False
600,HOUSTON,LIBRARY,LIBRARY,LIBRARY,2014-General-Houston.xlsx,contest_rows,False,01069000241,000241,Library,LIBRARY,exact_normalized,100.0,100.0,1,GORDON CITY HALL,48.78,COTTONWOOD CITY HALL,44.44,True,False,,1,,85;86;93,28;29,85;86,28;29,True,True,compatible,True,False
601,HOUSTON,LOVETOWN FIRE STATION,LOVETOWN FIRE STATION,LOVETOWN FIRE STATION,2014-General-Houston.xlsx,contest_rows,False,01069000261,000261,Lovetown Fire St,LOVETOWN FIRE SAINT,review,90.0,4.5,1,WICKSBURG VOLUNTEER FIRE DEPARTMENT,85.5,HODGESVILLE VOLUNTEER FIRE DEPARTMENT,85.5,False,True,low_or_ambiguous_score,,,86,29,86,29,True,True,compatible,False,False
602,HOUSTON,MADRID SR_ CENTER,MADRID SR CENTER,MADRID SR CENTER,2014-General-Houston.xlsx,contest_rows,False,01069000281,000281,Madrid Senior Ctr,MADRID SENIOR CENTER,review,88.89,3.39,1,DOUG TEW COMMUNITY CENTER,85.5,ANDREW BELLE COMMUNITY CENTER,85.5,False,True,low_or_ambiguous_score,,,86,29,86,29,True,True,compatible,False,False
603,HOUSTON,PANSEY VFD,PANSEY VOLUNTEER FIRE DEPARTMENT,PANSEY VOLUNTEER FIRE DEPARTMENT,2014-General-Houston.xlsx,contest_rows,False,01069000291,000291,Pansey VFD,PANSEY VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,DOUG TEW COMMUNITY CENTER,85.5,ANDREW BELLE COMMUNITY CENTER,85.5,True,False,,1,,86,29,86,29,True,True,compatible,True,False
604,HOUSTON,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-Houston.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,85;86;87;93,28;29,,,False,False,conflict,False,False
605,HOUSTON,REHOBETH MUNICIPAL COMPLEX,REHOBETH MUNICIPAL COMPLEX,REHOBETH MUNICIPAL COMPLEX,2014-General-Houston.xlsx,contest_rows,False,01069000301,000301,Rehobeth Complex,REHOBETH COMPLEX,review,85.5,41.86,1,ANDREW BELLE COMMUNITY CENTER,43.64,WEBB CITY HALL,42.75,False,True,low_or_ambiguous_score,,,86,29,86,29,True,True,compatible,False,False
606,HOUSTON,ROSSIE PURCELL PUBLIC LIBRARY,ROSSIE PURCELL PUBLIC LIBRARY,ROSSIE PURCELL PUBLIC LIBRARY,2014-General-Houston.xlsx,contest_rows,False,01069000121,000121,Rossie Purcell Library,ROSSIE PURCELL LIBRARY,fuzzy_high,95.0,5.0,1,LIBRARY,90.0,ENTERPRISE CHURCH,45.0,True,False,,1,,86,29,86,29,True,True,compatible,True,False
607,HOUSTON,ST_ JOHNS PARK,SAINT JOHNS PARK,SAINT JOHNS PARK,2014-General-Houston.xlsx,contest_rows,False,01069000271,000271,St Johns Park,SAINT JOHNS PARK,exact_normalized,100.0,100.0,1,LIBRARY,90.0,ENTERPRISE CHURCH,45.0,True,False,,1,,86,29,86,29,True,True,compatible,True,False
608,HOUSTON,TAYLOR CITY HALL,TAYLOR CITY HALL,TAYLOR CITY HALL,2014-General-Houston.xlsx,contest_rows,False,01069000311,000311,Taylor City Hall,TAYLOR CITY HALL,exact_normalized,100.0,100.0,1,LIBRARY,90.0,ENTERPRISE CHURCH,45.0,True,False,,1,,86;87,29,86;87,29,True,True,compatible,True,False
609,HOUSTON,VAUGHN BLUMBERG CENTER,VAUGHN BLUMBERG CENTER,VAUGHN BLUMBERG CENTER,2014-General-Houston.xlsx,contest_rows,False,01069000323,000323,Vaughn Blumberg Ctr,VAUGHN BLUMBERG CENTER,exact_normalized,100.0,100.0,1,LIBRARY,90.0,ENTERPRISE CHURCH,45.0,True,False,,1,,85;93,28;29,85;93,28;29,True,True,compatible,True,False
610,HOUSTON,WALTON PARK,WALTON PARK,WALTON PARK,2014-General-Houston.xlsx,contest_rows,False,01069000221,000221,Walton Park,WALTON PARK,exact_normalized,100.0,100.0,1,LIBRARY,90.0,ENTERPRISE CHURCH,45.0,True,False,,1,,85;86,28;29,85;86,28;29,True,True,compatible,True,False
611,HOUSTON,WATER AND ELECTRIC COMPLEX,WATER AND ELECTRIC COMPLEX,WATER AND ELECTRIC COMPLEX,2014-General-Houston.xlsx,contest_rows,False,01069000331,000331,Water & Electric,WATER AND ELECTRIC,fuzzy_high,95.0,9.5,1,REHOBETH COMPLEX,85.5,WESTGATE PARK,54.0,True,False,,1,,86;87,29,86;87,29,True,True,compatible,True,False
612,HOUSTON,WEBB CITY HALL,WEBB CITY HALL,WEBB CITY HALL,2014-General-Houston.xlsx,contest_rows,False,01069000341,000341,Webb City Hall,WEBB CITY HALL,exact_normalized,100.0,100.0,1,REHOBETH COMPLEX,85.5,WESTGATE PARK,54.0,True,False,,1,,86,29,86,29,True,True,compatible,True,False
613,HOUSTON,WESTGATE PARK,WESTGATE PARK,WESTGATE PARK,2014-General-Houston.xlsx,contest_rows,False,01069000352,000352,Westgate Park,WESTGATE PARK,exact_normalized,100.0,100.0,1,REHOBETH COMPLEX,85.5,WESTGATE PARK,54.0,True,False,,1,,93,29,93,29,True,True,compatible,True,False
614,HOUSTON,WICKSBURG VFD,WICKSBURG VOLUNTEER FIRE DEPARTMENT,WICKSBURG VOLUNTEER FIRE DEPARTMENT,2014-General-Houston.xlsx,contest_rows,False,01069000361,000361,Wicksburg VFD,WICKSBURG VOLUNTEER FIRE DEPARTMENT,exact_normalized,100.0,100.0,1,REHOBETH COMPLEX,85.5,WESTGATE PARK,54.0,True,False,,1,,87,29,87,29,True,True,compatible,True,False
615,HOUSTON,WIREGRASS PARK,WIREGRASS PARK,WIREGRASS PARK,2014-General-Houston.xlsx,contest_rows,False,01069000371,000371,Wiregrass Park,WIREGRASS PARK,exact_normalized,100.0,100.0,1,REHOBETH COMPLEX,85.5,WESTGATE PARK,54.0,True,False,,1,,85;86,28;29,85;86,28;29,True,True,compatible,True,False
616,JACKSON,ABSENTEE,ABSENTEE,ABSENTEE,2014-General-Jackson.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,22;23,8,,,False,False,conflict,False,False
617,JACKSON,ASPEL JACKSON WATERWORKS,ASPEL JACKSON WATERWORKS,ASPEL JACKSON WATERWORKS,2014-General-Jackson.xlsx,contest_rows,False,01071000036,000036,Aspel Jackson Water Wks,ASPEL JACKSON WATER WKS,fuzzy_medium,93.62,45.47,1,DEAN S CHAPEL COMMUNITY CENTER,48.15,STEVENSON CITY PARK,41.86,True,False,,1,,22,8,22,8,True,True,compatible,True,False
618,JACKSON,BISHOP HALL'S STORE,BISHOP HALL S STORE,BISHOP HALL S STORE,2014-General-Jackson.xlsx,contest_rows,False,01071000019,000019,Bishop Hall Store,BISHOP HALL STORE,fuzzy_high,95.0,9.5,1,DEAN S CHAPEL COMMUNITY CENTER,85.5,HYTOP TOWN HALL,61.47,True,False,,1,,22,8,22,8,True,True,compatible,True,False
619,JACKSON,BRIDGEPORT COMMUNITY CENTER,BRIDGEPORT COMMUNITY CENTER,BRIDGEPORT COMMUNITY CENTER,2014-General-Jackson.xlsx,contest_rows,False,01071000001,000001,Bridgeport Comm Ctr,BRIDGEPORT COMMUNITY CENTER,exact_normalized,100.0,100.0,1,DEAN S CHAPEL COMMUNITY CENTER,85.5,HYTOP TOWN HALL,61.47,True,False,,1,,23,8,23,8,True,True,compatible,True,False
620,JACKSON,BRYANT COMMUNITY BUILDING,BRYANT COMMUNITY BUILDING,BRYANT COMMUNITY BUILDING,2014-General-Jackson.xlsx,contest_rows,False,01071000021,000021,Scottsboro Rec Comm Bldg,SCOTTSBORO RECREATION COMMUNITY BUILDING,review,85.5,7.55,1,BRYANT COMMUNITY CENTER,77.95,LONG ISLAND COMMUNITY CENTER,64.53,False,True,low_or_ambiguous_score,,,23,8,22;23,8,True,True,compatible,False,False
621,JACKSON,CHRISTIAN HOME,CHRISTIAN HOME,CHRISTIAN HOME,2014-General-Jackson.xlsx,contest_rows,False,01071000020,000020,Christian Home,CHRISTIAN HOME,exact_normalized,100.0,100.0,1,BRYANT COMMUNITY CENTER,77.95,LONG ISLAND COMMUNITY CENTER,64.53,True,False,,1,,23,8,23,8,True,True,compatible,True,False
622,JACKSON,CROW FIRE HALL,CROW FIRE HALL,CROW FIRE HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000035,000035,Crow Fire Hall,CROW FIRE HALL,exact_normalized,100.0,100.0,1,BRYANT COMMUNITY CENTER,77.95,LONG ISLAND COMMUNITY CENTER,64.53,True,False,,1,,22,8,22;23,8,True,True,compatible,True,False
623,JACKSON,DEAN'S CHAPEL COMMUNITY,DEAN S CHAPEL COMMUNITY,DEAN S CHAPEL COMMUNITY,2014-General-Jackson.xlsx,contest_rows,False,01071000039,000039,Dean's Chapel Comm Ctr,DEAN S CHAPEL COMMUNITY CENTER,fuzzy_high,95.0,9.5,1,SCOTTSBORO RECREATION COMMUNITY BUILDING,85.5,ROSALIE COMMUNITY CENTER,60.64,True,False,,1,,23,8,23,8,True,True,compatible,True,False
624,JACKSON,DUTTON CITY HALL,DUTTON CITY HALL,DUTTON CITY HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000028,000028,Dutton City Hall,DUTTON CITY HALL,exact_normalized,100.0,100.0,1,SCOTTSBORO RECREATION COMMUNITY BUILDING,85.5,ROSALIE COMMUNITY CENTER,60.64,True,False,,1,,23,8,23,8,True,True,compatible,True,False
625,JACKSON,ESTILL FORK PRINCES STORE,ESTILL FORK PRINCES STORE,ESTILL FORK PRINCES STORE,2014-General-Jackson.xlsx,contest_rows,False,01071000018,000018,Estillfork Store,ESTILLFORK STORE,review,85.5,30.18,1,TUPELO PIKEVILLE STORE,55.32,PRINCETON FIRE HALL,51.82,False,True,low_or_ambiguous_score,,,22,8,22,8,True,True,compatible,False,False
626,JACKSON,FACKLER FIRE HALL,FACKLER FIRE HALL,FACKLER FIRE HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000006,000006,Fackler Fire Hall,FACKLER FIRE HALL,exact_normalized,100.0,100.0,1,TUPELO PIKEVILLE STORE,55.32,PRINCETON FIRE HALL,51.82,True,False,,1,,23,8,23,8,True,True,compatible,True,False
627,JACKSON,FLAT ROCK RURITAN BUILDING,FLAT ROCK RURITAN BUILDING,FLAT ROCK RURITAN BUILDING,2014-General-Jackson.xlsx,contest_rows,False,01071000007,000007,Flat Rock Ruritan Bldg,FLAT ROCK RURITAN BUILDING,exact_normalized,100.0,100.0,1,TUPELO PIKEVILLE STORE,55.32,PRINCETON FIRE HALL,51.82,True,False,,1,,23,8,23,8,True,True,compatible,True,False
628,JACKSON,GARTH BAPTIST CHURCH,GARTH BAPTIST CHURCH,GARTH BAPTIST CHURCH,2014-General-Jackson.xlsx,contest_rows,False,01071000026,000026,Garth Baptist,GARTH BAPTIST,fuzzy_medium,90.0,30.0,1,HOLLY SPRINGS CHURCH,60.0,NEW HOPE CHURCH,54.29,True,False,,1,,22,8,22,8,True,True,compatible,True,False
629,JACKSON,HAMBRICK COMMUNITY,HAMBRICK COMMUNITY,HAMBRICK COMMUNITY,2014-General-Jackson.xlsx,contest_rows,False,01071000033,000033,Hambrick Comm Ctr,HAMBRICK COMMUNITY CENTER,fuzzy_high,95.0,9.5,1,PLEASANT GROVES COMMUNITY CENTER,85.5,DEAN S CHAPEL COMMUNITY CENTER,85.5,True,False,,1,,22,8,22,8,True,True,compatible,True,False
630,JACKSON,HIGDON NORTH SAND MT_ SCHOOL,HIGDON NORTH SAND MOUNT SCHOOL,HIGDON NORTH SAND MOUNT SCHOOL,2014-General-Jackson.xlsx,contest_rows,False,01071000029,000029,Higdon N Sand Mt School,HIGDON N SAND MOUNT SCHOOL,review,92.86,7.36,1,MACEDONIA SCHOOL,85.5,LONG ISLAND COMMUNITY CENTER,48.28,False,True,low_or_ambiguous_score,,,23,8,23,8,True,True,compatible,False,False
631,JACKSON,HOLLY SPRINGS BAPTIST CHURCH,HOLLY SPRINGS BAPTIST CHURCH,HOLLY SPRINGS BAPTIST CHURCH,2014-General-Jackson.xlsx,contest_rows,False,010710031-2,0031-2,Holly Springs Church,HOLLY SPRINGS CHURCH,fuzzy_high,95.0,9.5,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,22,8,22,8,True,True,compatible,True,False
632,JACKSON,HOLLYTREE GROCERY,HOLLYTREE GROCERY,HOLLYTREE GROCERY,2014-General-Jackson.xlsx,contest_rows,False,01071000027,000027,Hollytree Grocery,HOLLYTREE GROCERY,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,22,8,22,8,True,True,compatible,True,False
633,JACKSON,HOLLYWOOD CITY HALL,HOLLYWOOD CITY HALL,HOLLYWOOD CITY HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000010,000010,Hollywood City Hall,HOLLYWOOD CITY HALL,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,23,8,23,8,True,True,compatible,True,False
634,JACKSON,HYTOP TOWN HALL,HYTOP TOWN HALL,HYTOP TOWN HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000025,000025,Hytop Town Hall,HYTOP TOWN HALL,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,22,8,22,8,True,True,compatible,True,False
635,JACKSON,LANGSTON CITY HALL,LANGSTON CITY HALL,LANGSTON CITY HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000012,000012,Langston City Hall,LANGSTON CITY HALL,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,23,8,23,8,True,True,compatible,True,False
636,JACKSON,LARKINSVILLE STOCK BARN,LARKINSVILLE STOCK BARN,LARKINSVILLE STOCK BARN,2014-General-Jackson.xlsx,contest_rows,False,01071000014,000014,Larkinsville Stock Barn,LARKINSVILLE STOCK BARN,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,22,8,22,8,True,True,compatible,True,False
637,JACKSON,LETCHER CHURCH OF GOD,LETCHER CHURCH OF GOD,LETCHER CHURCH OF GOD,2014-General-Jackson.xlsx,contest_rows,False,01071000037,000037,Letcher Church of God,LETCHER CHURCH OF GOD,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,22,8,22,8,True,True,compatible,True,False
638,JACKSON,LIMROCK FIRE HALL,LIMROCK FIRE HALL,LIMROCK FIRE HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000032,000032,Limrock Fire Hall,LIMROCK FIRE HALL,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,22,8,22,8,True,True,compatible,True,False
639,JACKSON,LONG ISLAND COMMUNITY CENTER,LONG ISLAND COMMUNITY CENTER,LONG ISLAND COMMUNITY CENTER,2014-General-Jackson.xlsx,contest_rows,False,01071000002,000002,Long Island Comm Ctr,LONG ISLAND COMMUNITY CENTER,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,23,8,23,8,True,True,compatible,True,False
640,JACKSON,MACEDONIA SCHOOL,MACEDONIA SCHOOL,MACEDONIA SCHOOL,2014-General-Jackson.xlsx,contest_rows,False,01071000030,000030,Macedonia School,MACEDONIA SCHOOL,exact_normalized,100.0,100.0,1,GARTH BAPTIST,85.5,NEW HOPE CHURCH,85.5,True,False,,1,,23,8,23,8,True,True,compatible,True,False
641,JACKSON,MINKCREEK NEWHOPE METHODIST,MINKCREEK NEWHOPE METHODIST,MINKCREEK NEWHOPE METHODIST,2014-General-Jackson.xlsx,contest_rows,False,01071000015,000015,New Hope Church,NEW HOPE CHURCH,review,54.0,9.0,1,GARTH BAPTIST,45.0,CHRISTIAN HOME,42.75,False,True,low_or_ambiguous_score,,,23,8,22;23,8,True,True,compatible,False,False
642,JACKSON,PAINT ROCK SR CITIZEN CENTER,PAINT ROCK SR CITIZEN CENTER,PAINT ROCK SR CITIZEN CENTER,2014-General-Jackson.xlsx,contest_rows,False,01071000023,000023,Paint Rock Sr Citizen Ctr,PAINT ROCK SR CITIZEN CENTER,exact_normalized,100.0,100.0,1,GARTH BAPTIST,45.0,CHRISTIAN HOME,42.75,True,False,,1,,22,8,22,8,True,True,compatible,True,False
643,JACKSON,PISGAH CITY HALL,PISGAH CITY HALL,PISGAH CITY HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000011,000011,Pisgah City Hall,PISGAH CITY HALL,exact_normalized,100.0,100.0,1,GARTH BAPTIST,45.0,CHRISTIAN HOME,42.75,True,False,,1,,23,8,23,8,True,True,compatible,True,False
644,JACKSON,PLEASANT GROVES COMM_ CENTER,PLEASANT GROVES COMMUNITY CENTER,PLEASANT GROVES COMMUNITY CENTER,2014-General-Jackson.xlsx,contest_rows,False,010710031-1,0031-1,Pleasant Groves Comm Ctr,PLEASANT GROVES COMMUNITY CENTER,exact_normalized,100.0,100.0,1,GARTH BAPTIST,45.0,CHRISTIAN HOME,42.75,True,False,,1,,22,8,22,8,True,True,compatible,True,False
645,JACKSON,PRINCETON FIRE HALL,PRINCETON FIRE HALL,PRINCETON FIRE HALL,2014-General-Jackson.xlsx,contest_rows,False,01071000034,000034,Princeton Fire Hall,PRINCETON FIRE HALL,exact_normalized,100.0,100.0,1,GARTH BAPTIST,45.0,CHRISTIAN HOME,42.75,True,False,,1,,22,8,22,8,True,True,compatible,True,False
646,JACKSON,PROVISIONAL,PROVISIONAL,PROVISIONAL,2014-General-Jackson.xlsx,contest_rows,True,,,,,non_geographic,,,0,,,,,False,False,,,,22;23,8,,,False,False,conflict,False,False
647,JACKSON,ROSALIE COMMUNITY CENTER,ROSALIE COMMUNITY CENTER,ROSALIE COMMUNITY CENTER,2014-General-Jackson.xlsx,contest_rows,False,01071000038,000038,Rosalie Comm Ctr,ROSALIE COMMUNITY CENTER,exact_normalized,100.0,100.0,1,GARTH BAPTIST,45.0,CHRISTIAN HOME,42.75,True,False,,1,,23,8,23,8,True,True,compatible,True,False
648,JACKSON,SCOTTSBORO REC_COM_ BUILDING,SCOTTSBORO RECREATION COM BUILDING,SCOTTSBORO RECREATION COM BUILDING,2014-General-Jackson.xlsx,contest_rows,False,01071000021,000021,Scottsboro Rec Comm Bldg,SCOTTSBORO RECREATION COMMUNITY BUILDING,fuzzy_medium,91.89,35.23,1,FLAT ROCK RURITAN BUILDING,56.67,CHRISTIAN HOME,51.43,True,False,,1,,22;23,8,22;23,8,True,True,compatible,True,False
