LOGRECNO,chamber,district,NAME,total_population,white_nonhispanic_population,age25_population,college_population,white_age25_population,white_college_population,nonwhite_share,college_share,white_college_share,cycle,census_vintage,demographic_reference_year,demographic_age_years,source_population_coverage,allocation_method
0011110,house,88,"State House District 88 (2010), Alabama",54140.0,42946.0,34581.0,8236.0,28369.0,7076.0,0.20676025120059105,0.23816546658569734,0.2494271916528605,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011111,house,89,"State House District 89 (2010), Alabama",43659.0,26299.0,25098.0,5529.0,16094.0,4528.0,0.39762706429373096,0.22029643796318432,0.28134708587051077,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011112,house,90,"State House District 90 (2010), Alabama",40026.0,24651.0,27246.0,2929.0,17762.0,2321.0,0.38412531854294707,0.1075020186449387,0.13067222159666705,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011113,house,91,"State House District 91 (2010), Alabama",48349.0,35316.0,32426.0,7152.0,24733.0,6041.0,0.2695609009493475,0.22056374514278665,0.24424857477863582,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011114,house,92,"State House District 92 (2010), Alabama",40018.0,33606.0,27716.0,3466.0,23938.0,3306.0,0.16022789744614918,0.12505412036368885,0.1381067758375804,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011115,house,93,"State House District 93 (2010), Alabama",46286.0,34310.0,31444.0,6844.0,24629.0,5752.0,0.2587391435855334,0.2176567866683628,0.23354581996833002,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011116,house,94,"State House District 94 (2010), Alabama",57557.0,50177.0,38944.0,11985.0,34511.0,11338.0,0.12822072032941256,0.3077495891536565,0.3285329315290777,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011117,house,95,"State House District 95 (2010), Alabama",58615.0,49587.0,42405.0,9758.0,37681.0,9230.0,0.15402200801842536,0.2301143733050348,0.24495103633130755,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011118,house,96,"State House District 96 (2010), Alabama",50233.0,41657.0,34243.0,10092.0,29113.0,9427.0,0.1707244241833058,0.2947171684723885,0.323807233881771,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011119,house,97,"State House District 97 (2010), Alabama",35860.0,13142.0,23889.0,5595.0,9893.0,3816.0,0.6335192414947016,0.2342082129850559,0.3857272819165066,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011120,house,98,"State House District 98 (2010), Alabama",39066.0,12464.0,25531.0,2658.0,8875.0,1143.0,0.680950186863257,0.10410873056284517,0.1287887323943662,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011121,house,99,"State House District 99 (2010), Alabama",39537.0,9947.0,24588.0,4197.0,7109.0,1606.0,0.7484128790752966,0.17069302098584677,0.22591081727387818,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011122,house,100,"State House District 100 (2010), Alabama",55456.0,43741.0,36318.0,10419.0,29792.0,8580.0,0.21124855741488746,0.28688253758466875,0.2879967776584318,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011123,house,101,"State House District 101 (2010), Alabama",40653.0,28476.0,25554.0,10550.0,19195.0,8900.0,0.2995350896612796,0.41285121703060185,0.46366241208648085,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011124,house,102,"State House District 102 (2010), Alabama",47302.0,38733.0,30439.0,3531.0,25631.0,2839.0,0.18115513086127433,0.11600249679687244,0.1107643088447583,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011125,house,103,"State House District 103 (2010), Alabama",42076.0,11361.0,24474.0,3021.0,8636.0,1527.0,0.7299885920714897,0.12343711694042657,0.1768179712830014,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011126,house,104,"State House District 104 (2010), Alabama",45997.0,35461.0,31921.0,7411.0,25213.0,5876.0,0.229058416853273,0.2321669120641584,0.23305437671042717,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
0011127,house,105,"State House District 105 (2010), Alabama",43601.0,35889.0,28099.0,3135.0,23525.0,2783.0,0.17687667714043254,0.11156980675468878,0.11829968119022316,2010,2010,2010,0,1.0,2006_2010_acs5_direct_sld
