cycle,acs_vintage,chamber,district,NAME,B03002_001E,B15003_001E,nonwhite_share,college_share,white_college_share,C15002H_001E
2018,2018,house,15,"State House District 15 (2018), Alabama",45352,31719,0.23377138825189625,0.37387685614300575,0.3525128327563567,25131
2018,2018,house,7,"State House District 7 (2018), Alabama",45377,31302,0.159045331335258,0.1299278001405661,0.1207559855077877,26773
2018,2018,house,48,"State House District 48 (2018), Alabama",46253,32560,0.13895314898493072,0.6901719901719902,0.7280532991306826,28068
2018,2018,house,36,"State House District 36 (2018), Alabama",47370,34253,0.23010344099641122,0.18880098093597641,0.1910405567032728,27591
2018,2018,house,77,"State House District 77 (2018), Alabama",43308,28052,0.6949062528863028,0.33609011835163266,0.6096356994767499,10129
2018,2018,house,55,"State House District 55 (2018), Alabama",41629,27000,0.8001153042350284,0.2175925925925926,0.5754824063564131,5286
2018,2018,house,4,"State House District 4 (2018), Alabama",47879,31989,0.24854320265669705,0.28897433492763136,0.3210728881482363,25203
2018,2018,house,92,"State House District 92 (2018), Alabama",43973,31412,0.16780751824983509,0.1423659747867057,0.15522209332784492,26723
2018,2018,house,81,"State House District 81 (2018), Alabama",44728,32221,0.2637497764263995,0.18382421402191118,0.22156100720589425,24702
2018,2018,house,38,"State House District 38 (2018), Alabama",52568,35220,0.273607517881601,0.21263486655309483,0.24263346538388983,26505
2018,2018,house,93,"State House District 93 (2018), Alabama",45961,32331,0.2905289266987229,0.2106646871423711,0.23338312173263628,24102
2018,2018,house,90,"State House District 90 (2018), Alabama",44257,31234,0.3966378200058748,0.14465006083114554,0.17018683996750608,19696
2018,2018,house,39,"State House District 39 (2018), Alabama",46260,32607,0.09911370514483353,0.12374643481461035,0.12282099810738122,30117
2018,2018,house,2,"State House District 2 (2018), Alabama",46325,33440,0.09988127361036159,0.2832834928229665,0.2819397559075565,30808
2018,2018,house,23,"State House District 23 (2018), Alabama",44987,32295,0.10854246782403809,0.1456881870258554,0.14960602828338437,29063
2018,2018,house,13,"State House District 13 (2018), Alabama",45471,31102,0.12392513909964598,0.14343129059224488,0.15056315081107885,28234
2018,2018,house,82,"State House District 82 (2018), Alabama",45999,27868,0.6029696297745604,0.2782402755849002,0.3696760101929378,10988
2018,2018,house,54,"State House District 54 (2018), Alabama",45138,33183,0.6035934246089769,0.32414187987825094,0.5628514056224899,14940
2018,2018,house,98,"State House District 98 (2018), Alabama",44503,28681,0.6381592252207716,0.12757574701021582,0.1651012891344383,10860
2018,2018,house,83,"State House District 83 (2018), Alabama",47608,31322,0.6175642749117796,0.16339952748866612,0.20070847151040097,13268
2018,2018,house,66,"State House District 66 (2018), Alabama",46136,31820,0.3384558696029131,0.13189817724701447,0.15194959364441604,21902
2018,2018,house,51,"State House District 51 (2018), Alabama",45052,31279,0.15606410370238832,0.20656031203043576,0.2043058157904405,27219
2018,2018,house,10,"State House District 10 (2018), Alabama",53312,36543,0.3369410264105642,0.4864406315847084,0.5100713469194686,25369
2018,2018,senate,15,"State Senate District 15 (2018), Alabama",143495,98887,0.20493396982473255,0.4622245593455156,0.5118427137625458,80007
2018,2018,senate,16,"State Senate District 16 (2018), Alabama",140776,95946,0.2568264476899471,0.59489712963542,0.6382061985745158,74501
2018,2018,senate,17,"State Senate District 17 (2018), Alabama",138090,95510,0.14502136287928158,0.1952465710396817,0.19431302213059073,83911
2018,2018,senate,18,"State Senate District 18 (2018), Alabama",134900,94979,0.5980059303187546,0.34631865991429683,0.5428015564202334,41120
2018,2018,senate,19,"State Senate District 19 (2018), Alabama",129692,88572,0.7273154859204886,0.16056993180689158,0.14617964689838192,27131
2018,2018,senate,20,"State Senate District 20 (2018), Alabama",139669,90417,0.7390616385883768,0.19512923454660075,0.20004922124951657,28443
2018,2018,senate,21,"State Senate District 21 (2018), Alabama",140525,87528,0.22964597046788826,0.3068503793071931,0.3198185263883306,69652
2018,2018,senate,22,"State Senate District 22 (2018), Alabama",138080,94088,0.33068511008111234,0.1489562962333135,0.1725702799013188,65666
2018,2018,senate,23,"State Senate District 23 (2018), Alabama",125265,84660,0.6379834750329302,0.14213323883770376,0.19756240822320117,34050
2018,2018,senate,24,"State Senate District 24 (2018), Alabama",140224,91759,0.6653996462802374,0.18730587735263027,0.2837543237508357,34403
2018,2018,senate,25,"State Senate District 25 (2018), Alabama",144497,98359,0.4110119933285812,0.36754135361278584,0.3786634460547504,62100
2018,2018,senate,26,"State Senate District 26 (2018), Alabama",125761,81733,0.7847424877346714,0.2354618085718131,0.4292641186537364,21036
2018,2018,senate,27,"State Senate District 27 (2018), Alabama",149856,90739,0.3547405509288918,0.3226286381820386,0.3834819632560011,59656
2018,2018,senate,28,"State Senate District 28 (2018), Alabama",136492,92373,0.5943498520059785,0.16463685276000564,0.20808041567522945,41186
2018,2018,senate,29,"State Senate District 29 (2018), Alabama",140141,97560,0.2609443346344039,0.18607011070110702,0.20037064001588456,75545
2018,2018,senate,30,"State Senate District 30 (2018), Alabama",138385,94885,0.28666401705387146,0.2222690625494019,0.24386518393741702,70051
2018,2018,senate,31,"State Senate District 31 (2018), Alabama",138606,91253,0.2811061570206196,0.2079493276933361,0.22739745916515428,68875
2018,2018,senate,32,"State Senate District 32 (2018), Alabama",155058,111863,0.15033729314192112,0.3530032271617961,0.36986455290200004,97898
2018,2018,senate,33,"State Senate District 33 (2018), Alabama",132948,87714,0.7462090441375575,0.18957065006726406,0.3250673643925489,25607
2018,2018,senate,34,"State Senate District 34 (2018), Alabama",140703,94537,0.24499122264628326,0.24997619979478936,0.2540032536940183,74377
2018,2018,senate,35,"State Senate District 35 (2018), Alabama",141008,95448,0.31199648246907974,0.2456101751739167,0.24971369757766407,68983
2018,2018,senate,1,"State Senate District 1 (2018), Alabama",141016,100053,0.18774465308901123,0.24031263430381897,0.24174385218822456,83241
2018,2018,senate,2,"State Senate District 2 (2018), Alabama",151021,100763,0.3649823534475338,0.45352956938558797,0.47917597640539816,67134
2018,2018,senate,3,"State Senate District 3 (2018), Alabama",145149,99422,0.26985373650524636,0.25924845607611996,0.2756079106658318,76656
2018,2018,senate,4,"State Senate District 4 (2018), Alabama",135909,94677,0.09667498105349903,0.13010551665135145,0.12780263912794032,87150
2018,2018,senate,5,"State Senate District 5 (2018), Alabama",131617,92192,0.10773684250514748,0.1486246095105866,0.15359309016520917,83591
2018,2018,senate,6,"State Senate District 6 (2018), Alabama",134386,91307,0.23124432604586787,0.16501473052449428,0.1765591221300933,73086
2018,2018,senate,7,"State Senate District 7 (2018), Alabama",141987,97588,0.36611802488960254,0.37679837684961265,0.4359222002644834,67301
2018,2018,senate,8,"State Senate District 8 (2018), Alabama",140640,98207,0.14171643913538112,0.20574908102273767,0.20323772247762195,86357
2018,2018,senate,9,"State Senate District 9 (2018), Alabama",137968,93398,0.1794039197495071,0.20970470459752885,0.22131087063453025,81320
2018,2018,senate,10,"State Senate District 10 (2018), Alabama",135844,94989,0.20581696652042047,0.16258724694438303,0.17173719659423053,78690
2018,2018,senate,11,"State Senate District 11 (2018), Alabama",139078,96682,0.2138224593393635,0.18232969942698746,0.19349330342920495,78473
2018,2018,senate,12,"State Senate District 12 (2018), Alabama",131854,90874,0.2803176240387095,0.17887404538151727,0.18646775997559664,68843
2018,2018,senate,13,"State Senate District 13 (2018), Alabama",142727,97115,0.2698368213442446,0.17091077588426093,0.1820947651336344,73297
2018,2018,senate,14,"State Senate District 14 (2018), Alabama",141313,93881,0.25079079773269264,0.276179418625707,0.2911371693482411,73340
2022,2022,house,1,"State House District 1 (2022), Alabama",48678,33313,0.15136201158634288,0.2504727884009246,0.2543904693437404,29211
2022,2022,house,2,"State House District 2 (2022), Alabama",50905,35700,0.12924074255967,0.2584873949579832,0.2592184747042537,31784
2022,2022,house,3,"State House District 3 (2022), Alabama",49719,33683,0.29622478328204505,0.1906599768429178,0.19907002623002942,25162
2022,2022,house,4,"State House District 4 (2022), Alabama",50628,34099,0.273307260804298,0.46051203847620165,0.4796546517480352,25829
2022,2022,house,5,"State House District 5 (2022), Alabama",50386,36165,0.24506807446512924,0.2804921885801189,0.314652738565782,28336
2022,2022,house,6,"State House District 6 (2022), Alabama",50356,35784,0.2707919612359997,0.346579476861167,0.3474111902188094,26827
2022,2022,house,7,"State House District 7 (2022), Alabama",45719,33158,0.2502023228854524,0.15760902346341757,0.1615678391959799,24875
2022,2022,house,8,"State House District 8 (2022), Alabama",46822,31958,0.40978599803511173,0.19215845797609363,0.22410554981688421,21298
2022,2022,house,9,"State House District 9 (2022), Alabama",45065,31292,0.12266725840452675,0.2353956282755976,0.24998216705899137,28038
2022,2022,house,10,"State House District 10 (2022), Alabama",50038,35332,0.3892641592389784,0.5011038152383109,0.5099246787771378,22570
2022,2022,house,11,"State House District 11 (2022), Alabama",48303,33473,0.11084197668881846,0.14420577779105548,0.1487303506650544,30599
2022,2022,house,12,"State House District 12 (2022), Alabama",47157,33338,0.08359310388701569,0.21309016737656727,0.21177038109020743,31095
2022,2022,house,13,"State House District 13 (2022), Alabama",48449,33333,0.13418233606472785,0.17172171721717217,0.17084290040264882,30051
2022,2022,house,14,"State House District 14 (2022), Alabama",46820,33252,0.06913712088850921,0.13662336100084205,0.138799142701769,31261
2022,2022,house,15,"State House District 15 (2022), Alabama",48481,33896,0.3799426579484747,0.44102548973330186,0.4538136355459615,22236
2022,2022,house,16,"State House District 16 (2022), Alabama",45114,32085,0.11160615330052759,0.16406420445691133,0.1696611642050391,28775
2022,2022,house,17,"State House District 17 (2022), Alabama",48054,34082,0.11509967952719857,0.11337362830819787,0.11652003910068426,30690
2022,2022,house,18,"State House District 18 (2022), Alabama",45923,31044,0.20477756244147816,0.15603659322252286,0.1643809230295092,25958
2022,2022,house,19,"State House District 19 (2022), Alabama",53403,33903,0.620002621575567,0.31935226971064506,0.3918608695652174,14375
2022,2022,house,20,"State House District 20 (2022), Alabama",47748,35582,0.14551394822819808,0.6098027092350065,0.6148116965124186,30881
2022,2022,house,21,"State House District 21 (2022), Alabama",52768,38888,0.24270391146149184,0.4439672906809298,0.44224422442244227,30603
2022,2022,house,22,"State House District 22 (2022), Alabama",48984,34189,0.14302629430017966,0.35490947380736493,0.35247717508055854,29792
2022,2022,house,23,"State House District 23 (2022), Alabama",50144,35991,0.11632498404594771,0.16192937123169682,0.16581996158850132,32282
2022,2022,house,24,"State House District 24 (2022), Alabama",49439,33731,0.1740731001840652,0.16160208710088642,0.168882796435915,29180
2022,2022,house,25,"State House District 25 (2022), Alabama",48803,33542,0.33862672376698155,0.5712241369029873,0.6176055434364173,23379
2022,2022,house,26,"State House District 26 (2022), Alabama",48039,30105,0.3101022086221612,0.17847533632286997,0.19994074575697296,23627
2022,2022,house,27,"State House District 27 (2022), Alabama",49884,34890,0.11177932804105528,0.24505588993981084,0.24831523773867464,32052
2022,2022,house,28,"State House District 28 (2022), Alabama",49959,34915,0.39788626673872574,0.1562938565086639,0.18330505894123275,22989
2022,2022,house,29,"State House District 29 (2022), Alabama",48344,34639,0.09784047658447792,0.1741678454920754,0.17718446601941748,31724
2022,2022,house,30,"State House District 30 (2022), Alabama",42730,30588,0.102504095483267,0.16921668628220218,0.16615935541629365,27925
2022,2022,house,31,"State House District 31 (2022), Alabama",48120,34121,0.28169160432252704,0.1584947686175669,0.18218241810040067,25458
2022,2022,house,32,"State House District 32 (2022), Alabama",43312,30448,0.6237994089397858,0.12578822911192852,0.14189762989268895,12953
2022,2022,house,33,"State House District 33 (2022), Alabama",45021,32725,0.33417738388751916,0.1412987012987013,0.1721792890262751,22645
2022,2022,house,34,"State House District 34 (2022), Alabama",45389,31474,0.1479433342880434,0.1458664294338184,0.15681289167412713,27925
2022,2022,house,35,"State House District 35 (2022), Alabama",48600,33700,0.24072016460905354,0.1595845697329377,0.15670320563528836,26547
2022,2022,house,36,"State House District 36 (2022), Alabama",51800,36078,0.2306756756756757,0.23238538721658628,0.24700521282839094,28967
2022,2022,house,37,"State House District 37 (2022), Alabama",46539,33773,0.2993188508562711,0.23675717288958636,0.2788341255941956,23982
2022,2022,house,38,"State House District 38 (2022), Alabama",49584,33318,0.34791464988706033,0.1671168737619305,0.18152767298388886,22531
2022,2022,house,39,"State House District 39 (2022), Alabama",47310,33177,0.18366095962798568,0.12351930554299666,0.13434182221913815,28822
2022,2022,house,40,"State House District 40 (2022), Alabama",48289,31479,0.16707738822506157,0.2233870199180406,0.22560639976514624,27251
2022,2022,house,41,"State House District 41 (2022), Alabama",48933,33977,0.24966791326916393,0.28095476351649645,0.2796965236100102,26493
2022,2022,house,42,"State House District 42 (2022), Alabama",51041,34626,0.17801375364902727,0.1653381851787674,0.17576419213973798,29312
2022,2022,house,43,"State House District 43 (2022), Alabama",49131,35791,0.21051881704015796,0.6239836830488111,0.6630678486426822,28991
2022,2022,house,44,"State House District 44 (2022), Alabama",49542,34182,0.3074764845989262,0.35395822362647006,0.3654441007512152,24893
2022,2022,house,45,"State House District 45 (2022), Alabama",48155,33794,0.18978299242030938,0.43859856779309936,0.4506914119359534,27480
2022,2022,house,46,"State House District 46 (2022), Alabama",50091,31217,0.16472020921922104,0.7444020886055674,0.7657470067673087,26894
2022,2022,house,47,"State House District 47 (2022), Alabama",49463,32864,0.3688413561652144,0.5321932814021422,0.5965625,22400
2022,2022,house,48,"State House District 48 (2022), Alabama",43759,30848,0.14678123357480743,0.7046485995850622,0.7230186436901136,26926
2022,2022,house,49,"State House District 49 (2022), Alabama",50940,33077,0.2677659992147625,0.255192429785047,0.2573193230127537,24934
2022,2022,house,50,"State House District 50 (2022), Alabama",49115,34254,0.15203094777562864,0.213493314649384,0.21773590040138785,29398
2022,2022,house,51,"State House District 51 (2022), Alabama",45171,31066,0.16506165460140354,0.24171119551921716,0.2365258286055539,26792
2022,2022,house,52,"State House District 52 (2022), Alabama",49347,32396,0.7389912254037733,0.3230954438819607,0.6414066931366988,8815
2022,2022,house,53,"State House District 53 (2022), Alabama",50337,29674,0.6917376879829946,0.30100424614140325,0.37569951626671727,10543
2022,2022,house,54,"State House District 54 (2022), Alabama",45017,33619,0.6364484528067175,0.34200898301555666,0.6108901583628606,13829
2022,2022,house,55,"State House District 55 (2022), Alabama",44368,29932,0.7117291741795889,0.37565147668047577,0.6406546252868975,10021
2022,2022,house,56,"State House District 56 (2022), Alabama",48064,31267,0.7278628495339547,0.3044104007419964,0.473569294415077,8702
2022,2022,house,57,"State House District 57 (2022), Alabama",46268,31328,0.6850739171781792,0.18520173646578142,0.17798381965275883,11001
2022,2022,house,58,"State House District 58 (2022), Alabama",45682,29342,0.7550019701414123,0.2117783382182537,0.24737991266375545,9160
2022,2022,house,59,"State House District 59 (2022), Alabama",43693,29220,0.8185750577895773,0.166290212183436,0.10958690568978956,6415
2022,2022,house,60,"State House District 60 (2022), Alabama",47447,33577,0.7095706788627311,0.2216398129672097,0.20674157303370785,9790
2022,2022,house,61,"State House District 61 (2022), Alabama",45700,30287,0.23317286652078772,0.2811767424967808,0.3146790118398951,24409
2022,2022,house,62,"State House District 62 (2022), Alabama",48753,32359,0.2978688490964658,0.20906084860471585,0.21487356615922562,23451
2022,2022,house,63,"State House District 63 (2022), Alabama",49217,23143,0.3242985147408416,0.5565397744458368,0.671569215992316,16658
2022,2022,house,64,"State House District 64 (2022), Alabama",54821,37219,0.23817515185786464,0.22117735565168328,0.23186227626724962,29276
2022,2022,house,65,"State House District 65 (2022), Alabama",47159,32821,0.35738671303462755,0.15054385911459126,0.17735625909752548,21984
2022,2022,house,66,"State House District 66 (2022), Alabama",48794,35542,0.28310857892363817,0.17159979742276743,0.20229841026623252,26105
2022,2022,house,67,"State House District 67 (2022), Alabama",45631,30296,0.721198308167693,0.15820570372326379,0.22045669788487846,9503
2022,2022,house,68,"State House District 68 (2022), Alabama",46345,32293,0.5647642679900744,0.12364908803765522,0.1533792539043852,14663
2022,2022,house,69,"State House District 69 (2022), Alabama",48430,34130,0.5653107577947554,0.17278054497509523,0.23478427123828946,15691
2022,2022,house,70,"State House District 70 (2022), Alabama",48899,30558,0.6414037096873146,0.2794358269520257,0.41874893761686216,11766
2022,2022,house,71,"State House District 71 (2022), Alabama",48691,32135,0.6028424144092337,0.22240547689435194,0.27523343708314807,13494
2022,2022,house,72,"State House District 72 (2022), Alabama",50390,34576,0.6378249652708871,0.19013188338732068,0.24825515947467167,13325
2022,2022,house,73,"State House District 73 (2022), Alabama",48738,33033,0.2874964093725635,0.41942905579269213,0.44918124228056894,25099
2022,2022,house,74,"State House District 74 (2022), Alabama",46516,31287,0.6651259781580532,0.31655320101000417,0.3757359648395389,12059
2022,2022,house,75,"State House District 75 (2022), Alabama",48350,32056,0.3341261633919338,0.5035562765160968,0.5167685668045315,22244
2022,2022,house,76,"State House District 76 (2022), Alabama",45319,29962,0.8045411416845032,0.362592617315266,0.5208953109505595,7059
2022,2022,house,77,"State House District 77 (2022), Alabama",45889,29431,0.7023033842533069,0.2800108728891305,0.5254826254826255,10360
2022,2022,house,78,"State House District 78 (2022), Alabama",46185,31078,0.7537945220309624,0.26661947358259863,0.3276119402985075,9380
2022,2022,house,79,"State House District 79 (2022), Alabama",51492,28567,0.3012312592247339,0.6491756222214443,0.7024646144709492,20206
2022,2022,house,80,"State House District 80 (2022), Alabama",51806,34925,0.32245299772227154,0.23387258410880457,0.2239181683781516,25027
2022,2022,house,81,"State House District 81 (2022), Alabama",46658,33050,0.3145441296240731,0.2124659606656581,0.24541342045740136,23874
2022,2022,house,82,"State House District 82 (2022), Alabama",44384,23422,0.5921728550829128,0.3052258560327897,0.47681286917179844,7957
2022,2022,house,83,"State House District 83 (2022), Alabama",47084,32788,0.6078710389941382,0.22764426009515676,0.3183431952662722,13520
2022,2022,house,84,"State House District 84 (2022), Alabama",48873,33697,0.620792666707589,0.12701427426773898,0.1852866931121529,13865
2022,2022,house,85,"State House District 85 (2022), Alabama",46440,32115,0.5001076658053403,0.18278063210337847,0.24416963126094077,17709
2022,2022,house,86,"State House District 86 (2022), Alabama",45649,32623,0.28140813599421677,0.1775434509395212,0.18628250061129675,24538
2022,2022,house,87,"State House District 87 (2022), Alabama",49107,34146,0.18294744130164742,0.22110935395068237,0.23384475588019432,28613
2022,2022,house,88,"State House District 88 (2022), Alabama",46366,31081,0.3147349350817409,0.37826968244264986,0.37923738351415837,22213
2022,2022,house,89,"State House District 89 (2022), Alabama",46385,27728,0.4077180122884553,0.2644258511252164,0.3127717548843411,17249
2022,2022,house,90,"State House District 90 (2022), Alabama",46198,32506,0.3751461102212217,0.1612010090444841,0.1836162154579885,21387
2022,2022,house,91,"State House District 91 (2022), Alabama",46755,31805,0.339578654689338,0.22546769375884296,0.25032890259946466,22043
2022,2022,house,92,"State House District 92 (2022), Alabama",46248,32134,0.18831084587441616,0.15304661729009772,0.1630734197671429,27227
2022,2022,house,93,"State House District 93 (2022), Alabama",45840,31816,0.3262652705061082,0.22397535831028414,0.24559028990569332,22904
2022,2022,house,94,"State House District 94 (2022), Alabama",47594,34753,0.12014119426818504,0.43613500992720056,0.462654538466466,31222
2022,2022,house,95,"State House District 95 (2022), Alabama",49840,38951,0.132524077046549,0.3368591307026777,0.3550319375443577,35225
2022,2022,house,96,"State House District 96 (2022), Alabama",47820,31586,0.23168130489335004,0.4112898119419996,0.4453841289914638,25304
2022,2022,house,97,"State House District 97 (2022), Alabama",46314,31952,0.6241741158181111,0.23644842263395094,0.38377733004999626,13401
2022,2022,house,98,"State House District 98 (2022), Alabama",48419,32681,0.6071376938805015,0.1792172822129066,0.2502009499451955,13685
2022,2022,house,99,"State House District 99 (2022), Alabama",44878,30867,0.6470653772449753,0.254835260958305,0.2957025920873124,11728
2022,2022,house,100,"State House District 100 (2022), Alabama",47502,30883,0.2557576523093764,0.2979632807693553,0.31130818552752104,24018
2022,2022,house,101,"State House District 101 (2022), Alabama",44132,28371,0.34997280884618875,0.39727186211272075,0.4559117722492947,19495
2022,2022,house,102,"State House District 102 (2022), Alabama",51137,33770,0.22779983182431507,0.13547527391175598,0.13161008801124177,27042
2022,2022,house,103,"State House District 103 (2022), Alabama",45953,30292,0.6700759471634061,0.20751353492671332,0.30817555938037866,11620
2022,2022,house,104,"State House District 104 (2022), Alabama",48602,34066,0.36809184807209583,0.30593553689896086,0.2934316583776368,23324
2022,2022,house,105,"State House District 105 (2022), Alabama",46399,33445,0.22440138796094744,0.16743907908506503,0.1838920625375827,26608
2022,2022,senate,1,"State Senate District 1 (2022), Alabama",146551,101367,0.1608040886790264,0.266704154211923,0.26938028553241794,87976
2022,2022,senate,2,"State Senate District 2 (2022), Alabama",154134,101691,0.4117975268273061,0.4950880608903443,0.5400624834853972,64337
2022,2022,senate,3,"State Senate District 3 (2022), Alabama",150551,104561,0.2906789061514038,0.3005231396027199,0.31427393483386373,77617
2022,2022,senate,4,"State Senate District 4 (2022), Alabama",141142,99303,0.08948434909523739,0.16177758980091236,0.16263669567667746,92267
2022,2022,senate,5,"State Senate District 5 (2022), Alabama",135221,94466,0.11376191567877769,0.1668113395295662,0.17126450251962969,85330
2022,2022,senate,6,"State Senate District 6 (2022), Alabama",146259,102294,0.250781148510519,0.171016872934874,0.18360486490569838,79426
2022,2022,senate,7,"State Senate District 7 (2022), Alabama",150187,106975,0.3598314101753147,0.4249404066370647,0.4856823790550508,72533
2022,2022,senate,8,"State Senate District 8 (2022), Alabama",149611,102979,0.18660392618189836,0.2218219248584663,0.21986356751585828,87809
2022,2022,senate,9,"State Senate District 9 (2022), Alabama",148634,100394,0.22161820310292402,0.2549156324083113,0.26660458230356865,83757
2022,2022,senate,10,"State Senate District 10 (2022), Alabama",150296,106022,0.21200165007718108,0.15955179113768841,0.16792871522693997,87424
2022,2022,senate,11,"State Senate District 11 (2022), Alabama",148957,104479,0.25947756735165184,0.189215057571378,0.20137905096220146,79765
2022,2022,senate,12,"State Senate District 12 (2022), Alabama",149342,102448,0.29798717038743283,0.1908285178822427,0.20896451271186442,75520
2022,2022,senate,13,"State Senate District 13 (2022), Alabama",151173,105081,0.2976655884317967,0.19585843301833825,0.20456468845869036,75624
2022,2022,senate,14,"State Senate District 14 (2022), Alabama",141911,93972,0.2660893094967973,0.31046481930787895,0.3214746569355219,72071
2022,2022,senate,15,"State Senate District 15 (2022), Alabama",132318,93366,0.16472437612418567,0.5665552770815929,0.5850165907571189,79261
2022,2022,senate,16,"State Senate District 16 (2022), Alabama",144190,97298,0.28173937166238994,0.6008139941211535,0.6510971786833856,73370
2022,2022,senate,17,"State Senate District 17 (2022), Alabama",134231,93315,0.1636432716734585,0.2279483469967315,0.23203394653173828,80833
2022,2022,senate,18,"State Senate District 18 (2022), Alabama",140969,94442,0.6414034291227149,0.39106541581076215,0.6579205012727629,35749
2022,2022,senate,19,"State Senate District 19 (2022), Alabama",139203,96607,0.6797842000531598,0.1939093440433923,0.19219071343741853,34523
2022,2022,senate,20,"State Senate District 20 (2022), Alabama",137423,92589,0.7457485282667384,0.22651718886692804,0.2382788346124468,27493
2022,2022,senate,21,"State Senate District 21 (2022), Alabama",145432,85981,0.32952170086363386,0.3163140693874228,0.3721316053154618,60879
2022,2022,senate,22,"State Senate District 22 (2022), Alabama",138592,96377,0.27350785038097436,0.16954252570634074,0.1894818780214678,73226
2022,2022,senate,23,"State Senate District 23 (2022), Alabama",140830,96772,0.6025704750408294,0.14218988963749846,0.1908584062289724,41612
2022,2022,senate,24,"State Senate District 24 (2022), Alabama",145275,96411,0.6300739975907761,0.22718362012633414,0.300570553119552,37858
2022,2022,senate,25,"State Senate District 25 (2022), Alabama",147978,100696,0.38440849315438785,0.35383729244458567,0.3633339855214244,66443
2022,2022,senate,26,"State Senate District 26 (2022), Alabama",147087,97656,0.7750990910141617,0.2632915540263783,0.3914325089962484,26122
2022,2022,senate,27,"State Senate District 27 (2022), Alabama",146609,89485,0.3244684841994694,0.40530815220428007,0.4592578144048374,61521
2022,2022,senate,28,"State Senate District 28 (2022), Alabama",146430,99526,0.6129003619476883,0.1612945361011193,0.20980823343028068,42291
2022,2022,senate,29,"State Senate District 29 (2022), Alabama",142415,99832,0.27804655408489276,0.2085603814408206,0.22471464282407713,75607
2022,2022,senate,30,"State Senate District 30 (2022), Alabama",137129,95235,0.3200854669690584,0.22977896781645404,0.24758125640911322,67287
2022,2022,senate,31,"State Senate District 31 (2022), Alabama",137117,90426,0.29617771684036265,0.2158781766306151,0.23172902859023653,66841
2022,2022,senate,32,"State Senate District 32 (2022), Alabama",149768,109131,0.17152529245232628,0.3776562113423317,0.40438468784790615,93416
2022,2022,senate,33,"State Senate District 33 (2022), Alabama",138713,93292,0.6997613778088572,0.23149894953479397,0.4033059430536977,31398
2022,2022,senate,34,"State Senate District 34 (2022), Alabama",137067,90093,0.32473170055520295,0.2679342457238631,0.27503398994529993,63254
2022,2022,senate,35,"State Senate District 35 (2022), Alabama",135347,93958,0.28777143194899035,0.2504949019774793,0.25484622818486724,70364
